,question,answer,response,mapping,response_answer,flag
407,Kelly has 46 nintendo games and 132 sony games.How many sony games does she need to give away so that she will have 31 sony games left?,101.0,Kelly currently has 132 Sony games and wants to end up with 31 Sony games. So she needs to give away 132 - 31 = 101 Sony games.,,101.0,1
408,5 red peaches and 11 green peaches are in the basket.How many more green peaches than red peaches are in the basket?,6.0,"There are 11 green peaches and 5 red peaches in the basket. To find out how many more green peaches there are than red peaches, we need to subtract the number of red peaches from the number of green peaches: 

11 - 5 = 6 

So there are 6 more green peaches than red peaches in the basket.",,6.0,1
409,Nell collects baseball cards. She gave 301 of her cards to Jeff and now has 154 cards left..How many cards did Nell have initially?,455.0,Nell gave 301 cards to Jeff and now has 154 cards left. So she must have had 301 + 154 = 455 cards initially. The answer is 455.,,455.0,0
410,"Julia played tag with 15 kids on monday, 18 kids on tuesday and 97 kids on wednesday.How many kids did she play with on monday and tuesday?",33.0,"Julia played with 15 kids on Monday and 18 kids on Tuesday, so she played with a total of 15 + 18 = 33 kids on those two days.",,33.0,1
411,"Rachel had to complete 9 pages of math homework, 2 pages of reading homework and 96 more pages of biology homework.How many more pages of math homework than reading homework did she have?",7.0,"Rachel had 9 pages of math homework and 2 pages of reading homework, so she had 9 - 2 = 7 more pages of math homework than reading homework.",,7.0,1
412,36 campers went rowing in the morning 13 campers went rowing in the afternoon and 49 campers went rowing in the evening.How many campers went rowing in all?,98.0,"To find the total number of campers who went rowing, we need to add the number of campers who went rowing in the morning, afternoon, and evening. 

36 + 13 + 49 = 98 

Therefore, 98 campers went rowing in all.",,98.0,1
413,Josh had 4 marbles in his collection. He lost 16 marbles and found 8 new ones.How many more marbles did he lose than those he found?,8.0,"Josh had 4 marbles originally. He lost 16 and found 8, so he now has 4 - 16 + 8 = -4 marbles. This means he lost 4 more marbles than he found. The answer is 4.",,4.0,0
414,Danny collects bottle caps and wrappers. He found 11 bottle caps and 28 wrappers at the park. Now he has 68 bottle caps and 51 wrappers in his collection.How many more wrappers than bottle caps did danny find at the park?,17.0,"Danny found 11 bottle caps and now has 68, so he collected 68 - 11 = 57 bottle caps on his own.
He found 28 wrappers and now has 51, so he collected 51 - 28 = 23 wrappers on his own.
Therefore, he found 28 - 11 = 17 more wrappers than bottle caps at the park.",,17.0,1
415,Dave had 59 files and 15 apps on his phone. After deleting some apps and files he had 12 apps and 30 files left.How many apps did he delete?,3.0,"Dave originally had 59 files and 15 apps, so he had a total of 59 + 15 = 74 items on his phone.
After deleting some apps and files, he had 12 apps and 30 files left, so he had a total of 12 + 30 = 42 items on his phone.
Therefore, Dave must have deleted 74 - 42 = 32 items from his phone.
Since we know he deleted both apps and files, we cannot determine exactly how many of each he deleted.",,32.0,1
416,Paul had 71 books. After selling some in a garage sale he bought 38 new ones. If he has 116 books nowHow many more books did he buy than he sold?,45.0,"Paul had 71 books originally. After selling some, he had 71 - x books left (where x is the number of books he sold). Then he bought 38 new ones, so he had 71 - x + 38 = 109 - x books. Finally, he ended up with 116 books, so 109 - x = 116. Solving for x, we get x = 7. Therefore, he sold 7 books and bought 38, so he bought 38 - 7 = 31 more books than he sold. The answer is 31.",,31.0,0
417,Allan brought 7 balloons and 5 balls while Jake brought 6 balloons and 4 balls to the park.How many balls did Allan and Jake have in the park?,9.0,"Allan brought 5 balls and Jake brought 4 balls, so together they had 5 + 4 = 9 balls in the park.",,9.0,1
418,You have 104 dollars.How many packs of dvds can you buy if each pack costs 26 dollars?,4.0,"To find out how many packs of DVDs you can buy, divide the total amount of money you have by the cost of each pack: 

104 ÷ 26 = 4 

You can buy 4 packs of DVDs with 104 dollars.",,104.0,1
419,Kelly has 20 nintendo games and 70 sony games.How many nintendo games does she need to give away so that she will have 12 nintendo games left?,8.0,Kelly has 20 Nintendo games and wants to end up with 12. So she needs to give away 20 - 12 = 8 Nintendo games.,,8.0,1
420,Julia played tag with 11 kids on monday. She played tag with 12 kids on tuesday.How many more kids did she play with on tuesday than on monday?,1.0,"Julia played with 12 kids on Tuesday and 11 kids on Monday. To find out how many more kids she played with on Tuesday, we need to subtract the number of kids she played with on Monday from the number of kids she played with on Tuesday: 

12 - 11 = 1 

So Julia played with 1 more kid on Tuesday than on Monday.",,1.0,1
421,Tiffany was collecting cans for recycling. On monday she had 8 bags of cans. The next day she found 7 more bags worth of cans.How many more bags did she have on monday than she found on the next day?,1.0,"Tiffany had 8 bags of cans on Monday and found 7 more bags worth of cans the next day. So, she had a total of 8 + 7 = 15 bags of cans. To find out how many more bags she had on Monday than she found the next day, we need to subtract the number of bags she found from the number of bags she had on Monday: 15 - 8 = 7. Therefore, Tiffany had 7 more bags of cans on Monday than she found the next day.",,7.0,1
422,There are 3941 skittles in Steven's skittles collection. Steven also has 4950 erasers. If the erasers are organized into 495 groupsHow big is each group?,10.0,"To find out how big each group is, we need to divide the total number of erasers by the number of groups: 

4950 ÷ 495 = 10 

So each group has 10 erasers.",,10.0,1
423,Because of the decision Sofia asked the students to suggest specific types of food. 457 students suggested adding mashed potatoes while others suggested adding bacon to the menu. If 63 more students suggested adding mashed potatoes than those that suggested baconHow many students suggested bacon?,394.0,"Let's call the number of students who suggested adding bacon ""x"". Then we know that the number of students who suggested adding mashed potatoes is 63 more than that, so it's ""x + 63"". 

We also know that the total number of students who made suggestions is 457. So we can set up an equation: 

x + (x + 63) = 457 

Simplifying this equation: 

2x + 63 = 457 

Subtracting 63 from both sides: 

2x = 394 

Dividing both sides by 2: 

x = 197 

So 197 students suggested adding bacon to the menu.",,197.0,1
424,The Razorback t-shirt shop sells each t-shirt for $ 51 dollars. During the Arkansas and Texas tech game they offered a discount of $ 8 per t-shirt and sold 130 t-shirts.How much money did they make from selling the t-shirts?,5590.0,"Each t-shirt was sold for $51, but with the discount of $8, each t-shirt was sold for $51 - $8 = $43. They sold 130 t-shirts, so they made a total of $43 x 130 = $5,590 from selling the t-shirts.",,590.0,1
425,5 storks and 3 birds were sitting on the fence. 4 more birds came to join them.How many more birds than storks are sitting on the fence?,2.0,"There were originally 5 storks and 3 birds, so there were 5 + 3 = 8 animals on the fence. After 4 more birds joined, there were 8 + 4 = 12 animals on the fence. There are now 12 - 5 = 7 more birds than storks on the fence. The answer is 7.",,7.0,0
426,Matthew had 29 crackers and 30 cakes. If Matthew gave equal numbers of crackers and cakes to his 2 friendsHow many cakes did each person eat?,15.0,"Matthew had a total of 29 + 30 = 59 snacks.
If he gave equal numbers of crackers and cakes to his 2 friends, he would give away 59/3 = 19.67 snacks each.
Since he can't give away a fraction of a snack, he must have given away 19 snacks each.
Therefore, each person would have eaten 19/2 = 9.5 cakes. However, since they can't eat half a cake, each person would have eaten 9 cakes.",,9.0,1
427,There were 10 roses in the vase. Jessica cut 8 more roses from her flower garden and put them in the vase.How many roses are there in the vase now?,18.0,"Jessica cut 8 more roses and added them to the 10 roses already in the vase, so there are now 10 + 8 = 18 roses in the vase. The answer is 18.",,18.0,0
428,Frank was reading through his favorite book. The book had 555 pages equally distributed over 5 chapters. It took Frank 220 days to finish the book.How many pages are in each chapter?,111.0,"If the book has 555 pages and is equally distributed over 5 chapters, then each chapter has 555/5 = 111 pages.
If it took Frank 220 days to finish the book, then he read an average of 555/220 = 2.52 pages per day.
Therefore, each chapter has 111 pages.",,111.0,1
429,Paco had 22 sweet cookies and 75 salty cookies. He ate 15 sweet cookies and 54 salty cookies.How many sweet cookies did Paco have left?,7.0,"Paco had 22 sweet cookies and ate 15, so he has 22 - 15 = 7 sweet cookies left.
He also had 75 salty cookies and ate 54, so he has 75 - 54 = 21 salty cookies left.
Therefore, Paco has 7 sweet cookies left.",,7.0,1
430,Mary is baking a cake. The recipe calls for 9 cups of flour and 5 cups of sugar. She already put in 3 cups of flour and 62 cups of sugar.How many more cups of flour does she need to add?,6.0,"The recipe calls for a total of 9 cups of flour, and Mary has already added 3 cups. Therefore, she still needs to add 9 - 3 = 6 cups of flour.",,6.0,1
431,Each pack of dvds costs 107 dollars. If there is a discount of 106 dollars on each packHow many packs of dvds can you buy with 93 dollars?,93.0,"If each pack costs 107 dollars and there is a discount of 106 dollars, then the new cost per pack is 107 - 106 = 1 dollar. 

To find out how many packs of DVDs can be bought with 93 dollars, we divide 93 by 1: 

93 ÷ 1 = 93 

Therefore, with 93 dollars, you can buy 93 packs of DVDs.",,93.0,1
432,There are 8 different books and 10 different movies in the ' crazy silly school ' series. If you read 19 of the books and watched 61 of the moviesHow many more movies than books are there in the ' crazy silly school ' series?,2.0,"There are 8 books and 10 movies in the series, so there are 10 - 8 = 2 more movies than books.
If you read 19 of the books and watched 61 of the movies, then you have 61 - 19 = 42 more movies than books.",,42.0,1
433,Bobby ate 33 pieces of candy. Then he ate 4 more. He also ate 14 pieces of chocolate.How many pieces of candy and chocolate did Bobby eat altogether?,51.0,"Bobby ate 33 pieces of candy and then 4 more, so he ate a total of 33 + 4 = 37 pieces of candy. He also ate 14 pieces of chocolate. Therefore, Bobby ate 37 + 14 = 51 pieces of candy and chocolate altogether.",,51.0,1
434,Bryan took a look at his books as well. He has 7 bookshelves with each having the same number of books. If he has a total of 28 booksHow many books are there in each bookshelf?,4.0,"If Bryan has 7 bookshelves with the same number of books, then he must have 28/7 = 4 books in each bookshelf. The answer is 4.",,4.0,0
435,Melissa scored 12 points in each game. If she scored a total of 36 pointsHow many games did she play?,3.0,"Melissa scored 12 points in each game and a total of 36 points. To find out how many games she played, we need to divide the total points by the points per game: 

36 ÷ 12 = 3 

Melissa played 3 games.",,3.0,1
436,Rachel had to complete 8 pages of math homework. If she had to complete 6 more pages of reading homework than math homeworkHow many pages of reading homework did she have to complete?,14.0,"Rachel had to complete 8 pages of math homework. If she had to complete 6 more pages of reading homework than math homework, then she had to complete 8 + 6 = 14 pages of reading homework. The answer is 14.",,14.0,0
437,Jack received 6 emails and sent 91 letters in the morning. He then received 2 emails and sent 74 letters in the afternoon.How many emails did Jack receive in the day?,8.0,Jack received a total of 6 + 2 = 8 emails in the day.,,8.0,1
438,At the arcade Dave had won 7 tickets. He used some tickets to buy toys. If he still has 2 tickets leftHow many tickets did Dave use to buy toys?,5.0,"Dave had 7 tickets originally and he has 2 tickets left, so he must have used 7 - 2 = 5 tickets to buy toys. The answer is 5.",,5.0,0
439,Every day Ryan spends 7 hours on learning english and some more hours on learning chinese. If he spends 2 hours more on learning english than on learning chineseHow many hours does he spend on learning chinese?,5.0,"Let's call the number of hours Ryan spends on learning Chinese ""x"". We know that he spends 2 hours more on learning English than on learning Chinese, so he spends x + 2 hours on learning English. 

We also know that he spends a total of 7 hours on learning English and Chinese combined, so we can set up an equation: 

x + (x + 2) = 7 

Simplifying this equation, we get: 

2x + 2 = 7 

Subtracting 2 from both sides: 

2x = 5 

Dividing both sides by 2: 

x = 2.5 

So Ryan spends 2.5 hours on learning Chinese.",,2.5,1
440,Katie had 91 ds games and her new friends had 88 games and old friends had 53 games.How many games do her friends have in all?,141.0,"To find the total number of games Katie and her friends have, we need to add up all the games: 

91 (Katie's games) + 88 (new friends' games) + 53 (old friends' games) = 232 

So Katie and her friends have a total of 232 games.",,232.0,1
441,Paul got a box of some crayons for his birthday. During the school year he gave 52 crayons to his friends while he lost 535 crayons. If he only had 492 crayons leftHow many crayons had been lost or given away?,587.0,"To find out how many crayons were lost or given away, we need to add the number of crayons Paul gave away to his friends and the number of crayons he lost: 

52 + 535 = 587 

Then we can subtract this from the total number of crayons he originally had: 

587 + 492 = 1079 

So Paul originally had 1079 crayons, and he lost or gave away 587 of them.",,587.0,1
442,"Being his favorite, he saved checking on the grapevines for his last stop. He was told by 294 of the pickers that they fill 244 drums of grapes per day and 47 drums of raspberries per day.How many drums of grapes would be filled in 146 days?",35624.0,"Each day, the pickers fill 244 drums of grapes. So in 146 days, they would fill 244 x 146 = 35,624 drums of grapes.",,624.0,1
443,Jake has 7 fewer peaches than Steven and 8 more peaches than Jill. Steven has 17 peaches.How many peaches does Jill have?,2.0,"If Steven has 17 peaches, then Jake has 7 fewer, which means Jake has 17 - 7 = 10 peaches.
If Jake has 8 more peaches than Jill, then Jill has 10 - 8 = 2 peaches.
Therefore, Jill has 2 peaches.",,2.0,1
444,"2 red peaches, 6 yellow peaches and 14 green peaches are in the basket.How many more green peaches than yellow peaches are in the basket?",8.0,"There are 14 green peaches and 6 yellow peaches, so there are 14 - 6 = 8 more green peaches than yellow peaches in the basket. The answer is 8.",,8.0,0
445,A book has 31 chapters. Each chapter is 61 pages long.How many pages does the book have altogether?,1891.0,"To find the total number of pages in the book, we need to multiply the number of chapters by the number of pages per chapter. So, 31 chapters x 61 pages per chapter = 1891 pages. Therefore, the book has 1891 pages altogether.",,1891.0,1
446,Brenda's mother made cookies for guests. Each guest had 2 cookies. If she prepared a total of 10 cookiesHow many guests did she prepare cookies for?,5.0,"If each guest had 2 cookies and there were a total of 10 cookies, then there were 10/2 = 5 guests. Brenda's mother prepared cookies for 5 guests.",,5.0,1
447,Every day Ryan spends a total of 3 hours on learning english and chinese. If he spends 2 hours on learning english everydayHow many hours does he spend on learning chinese?,1.0,"If Ryan spends a total of 3 hours on learning English and Chinese every day, and he spends 2 hours on learning English, then he must spend 3 - 2 = 1 hour on learning Chinese. The answer is 1 hour.",,1.0,0
448,"Being his favorite, he saved checking on the grapevines for his last stop. He was told by 235 of the pickers that they fill 100 drums of raspberries per day and 221 drums of grapes per day.How many drums of grapes would be filled in 77 days?",17017.0,"In one day, the pickers fill 221 drums of grapes. So in 77 days, they would fill 77 x 221 = 17,017 drums of grapes. The answer is 17,017.",,17017.0,0
449,Bobby ate 38 pieces of candy. Then he ate 36 more. He also ate 16 pieces of chocolate.How many more pieces of candy than chocolate did Bobby eat?,58.0,"Bobby ate a total of 38 + 36 = 74 pieces of candy.
He ate 74 - 16 = 58 more pieces of candy than chocolate.
Therefore, Bobby ate 58 more pieces of candy than chocolate.",,58.0,1
450,He then went to see the oranges being harvested. He found out that they harvested 54 sacks of oranges.How many days did it take to harvest them if they harvested 18 sacks of oranges per day?,3.0,"To find out how many days it took to harvest the oranges, we need to divide the total number of sacks by the number of sacks harvested per day: 

54 sacks ÷ 18 sacks/day = 3 days 

So it took 3 days to harvest all the oranges.",,3.0,1
451,A mailman has to give 25 pieces of junk mail to each block. If he gives 5 mails to each house in a blockHow many houses are there in a block?,5.0,"To find the number of houses in a block, we need to divide the total number of pieces of junk mail by the number of mails given to each house. So, 25 pieces of junk mail per block divided by 5 mails per house equals 5 houses per block. Therefore, there are 5 houses in a block.",,5.0,1
452,A waiter had 8 customers. After some left he still had 5 customers. Then he got 99 new customersHow many customers left?,3.0,"There were originally 8 customers and then there were 5 customers left. So, 8 - 5 = 3 customers left. The number of new customers that came after that is irrelevant to the question. The answer is 3.",,3.0,0
453,Jake has 3 fewer peaches and 4 more apples than Steven. Steven has 19 apples and 15 peaches.How many more apples than peaches does Steven have?,4.0,"Steven has 19 apples and 15 peaches, so he has 19 - 15 = 4 more apples than peaches.",,4.0,1
454,Every day Ryan spends 6 hours on learning english and 7 hours on learning chinese.How many more hours does he spend on learning chinese than he does on learning english?,1.0,"Ryan spends 6 hours on learning English and 7 hours on learning Chinese, so he spends 7 - 6 = 1 more hour on learning Chinese than he does on learning English. The answer is 1.",,1.0,0
455,4 birds and 46 storks were sitting on the fence. 6 more birds came to join them.How many birds are sitting on the fence?,10.0,"There were originally 4 birds and 46 storks, so the total number of birds and storks on the fence was 4 + 46 = 50. Then 6 more birds came to join them, so the total number of birds on the fence is now 4 + 6 = 10. Therefore, there are 10 birds sitting on the fence.",,10.0,1
456,Paco had 28 cookies. He ate some of them and had 7 cookies left.How many cookies did Paco eat?,21.0,Paco had 28 cookies originally and ended up with 7 cookies left. So he must have eaten 28 - 7 = 21 cookies. The answer is 21.,,21.0,0
457,Matthew had 8 crackers to give to friends. If Matthew gave 2 crackers to each his friendsHow many friends did he give crackers to?,4.0,"Matthew gave 2 crackers to each friend, so we can divide the total number of crackers he had (8) by the number of crackers he gave to each friend (2): 

8 ÷ 2 = 4 

Therefore, Matthew gave crackers to 4 friends.",,4.0,1
458,41 campers went rowing and 4 campers went hiking in the morning. 26 campers went rowing in the afternoon.How many campers went rowing and hiking in all?,71.0,"In the morning, 41 campers went rowing and 4 campers went hiking. So in total, 41 + 4 = 45 campers went rowing or hiking in the morning. 
In the afternoon, 26 campers went rowing. 
Therefore, in total, 45 + 26 = 71 campers went rowing and hiking.",,71.0,1
459,Paco had 13 cookies. He ate 2 of them. Then he bought 36 more cookiesHow many more cookies did he buy than those he ate?,34.0,"Paco had 13 cookies and ate 2, so he had 13 - 2 = 11 cookies left.
After buying 36 more cookies, he had a total of 11 + 36 = 47 cookies.
Therefore, he bought 36 - 2 = 34 more cookies than he ate. The answer is 34.",,34.0,0
460,Zachary did 19 push-ups in gym class today. David did 39 more push-ups than Zachary. John did 13 push-ups less than david.How many push-ups did David do?,58.0,"David did 19 + 39 = 58 push-ups.
John did 58 - 13 = 45 push-ups.
Therefore, David did 58 push-ups.",,58.0,1
461,Mary is baking a cake. The recipe calls for 12 cups of flour 14 cups of sugar and 7 cups of salt. She already put in 2 cups of flour.How many more cups of flour than cups of salt does she need to add now?,3.0,"The recipe calls for 12 cups of flour and 7 cups of salt, so Mary needs to add 12 - 2 = 10 more cups of flour.
To find the difference between the cups of flour and salt, we subtract 7 from 10, which gives us 3. Therefore, Mary needs to add 3 more cups of flour than cups of salt.",,3.0,1
462,There were 15 roses in the vase. Jessica threw away 33 roses from the vase and cut some more new roses from her flower garden to put in the vase. There are now 17 roses in the vase.How many more roses did she cut than those she threw away?,2.0,"Jessica threw away 33 roses from the vase, so the number of roses in the vase decreased to 15 - 33 = -18.
Then she added some new roses from her garden, and the number of roses increased to 17.
So she must have added 17 - (-18) = 35 new roses to the vase.
Therefore, she cut 35 - 33 = 2 more roses than those she threw away. The answer is 2.",,2.0,0
463,Last week Fred had 49 dollars and Jason had 3 dollars. Fred washed cars over the weekend and now has 112 dollars. Jason delivered newspapers and now has 63 dollars.How much money did Jason earn by delivering newspapers?,60.0,"Jason started with 3 dollars and now has 63 dollars, so he earned 63 - 3 = 60 dollars by delivering newspapers. The answer is 60.",,60.0,0
464,Jake has 7 fewer peaches than Steven and 9 more peaches than Jill. Steven has 16 peaches.How many peaches does Jake have?,9.0,"If Steven has 16 peaches, then Jake has 7 fewer, which means Jake has 16 - 7 = 9 peaches.
If Jake has 9 more peaches than Jill, then Jill has 9 fewer peaches than Jake, which means Jill has 9 - 7 = 2 peaches.
Therefore, Jake has 9 peaches.",,9.0,1
465,46 campers went rowing on a day. 43 campers went rowing in the morning and some more campers went rowing in the afternoon.How many campers went rowing in the afternoon?,3.0,"If 43 campers went rowing in the morning and there were a total of 46 campers, then there must have been 46 - 43 = 3 campers who did not go rowing in the morning. Therefore, the number of campers who went rowing in the afternoon is 3.",,3.0,1
466,The ring toss game at the carnival made 382 dollars in the first 44 days and 374 dollars in the remaining 10 days.How much did they make in all?,756.0,"To find out how much they made in all, we need to add the amount they made in the first 44 days to the amount they made in the remaining 10 days. 

382 + 374 = 756 

Therefore, they made a total of 756 dollars in all.",,756.0,1
467,A book has 2 chapters. The second chapter is 36 pages long. If there are a total of 67 pages in the bookHow many pages are in the first chapter?,31.0,"If the second chapter is 36 pages long and the book has a total of 67 pages, then the first chapter must be 67 - 36 = 31 pages long. Therefore, there are 31 pages in the first chapter.",,31.0,1
468,Carol was sending out birthday invitations to her friends. Each package of invitations she bought had 3 invitations in it and she bought 2 packs. If she wants to invite 9 friendsHow many extra invitations will she need to buy?,3.0,"Carol bought 2 packs of invitations, each with 3 invitations, so she has a total of 2 x 3 = 6 invitations.
She wants to invite 9 friends, so she needs 9 - 6 = 3 extra invitations. 
Therefore, Carol needs to buy 3 extra invitations.",,3.0,1
469,Zachary did 15 push-ups in gym class today. David did 39 more push-ups than Zachary. John did 9 push-ups less than David.How many more push-ups did Zachary do than John?,30.0,"David did 15 + 39 = 54 push-ups.
John did 54 - 9 = 45 push-ups.
Zachary did 15 - 45 = -30 push-ups more than John.
Since it doesn't make sense for Zachary to have negative push-ups, we can say that John did 30 push-ups more than Zachary. The answer is 30.",,30.0,0
470,Ed had 2 more marbles than Doug. Doug lost some of his marbles at the playground. Now Ed has 19 more marbles than doug.How many marbles did Doug lose?,17.0,"Let's start by using algebra to solve the problem. Let x be the number of marbles Doug had originally. Then Ed had x + 2 marbles originally. After Doug lost some marbles, he had x - y marbles, where y is the number of marbles he lost. And after that, Ed had x - y + 19 marbles. We know that Ed had 19 more marbles than Doug after Doug lost some, so we can set up an equation:

x - y + 19 = x + 2

Simplifying this equation, we get:

y = 17

So Doug lost 17 marbles at the playground.",,17.0,1
471,There are 896 skittles in Steven's skittles collection. Steven also has 517 erasers and 90 scales. If the skittles are organized into 8 groupsHow big is each group?,112.0,"To find out how big each group is, we need to divide the total number of skittles by the number of groups. 

Total number of skittles = 896 

Number of groups = 8 

896 ÷ 8 = 112 

So each group will have 112 skittles.",,112.0,1
472,Rebecca wants to split a collection of eggs into groups of 5. Rebecca has 10 marbles and 15 eggs.How many groups will be created?,3.0,"Rebecca has 15 eggs, which can be split into groups of 5. So, the number of groups created will be 15 ÷ 5 = 3. Therefore, 3 groups will be created. The number of marbles is irrelevant to the question.",,3.0,1
473,Paul had 95 pens and 153 books. After selling some books and pens in a garage sale he had 13 books and 23 pens left.How many books did he sell in the garage sale?,140.0,"Paul had 95 pens and 153 books originally. After the garage sale, he had 23 pens and 13 books left. So he sold 95 - 23 = 72 pens in the garage sale. He also sold 153 - 13 = 140 books in the garage sale. Therefore, Paul sold 140 books in the garage sale.",,140.0,1
474,Frank was reading through his favorite book. The book had 612 pages equally distributed over 24 chapters. It took Frank 6 days to finish the book.How many pages did he read per day?,102.0,"To find out how many pages Frank read per day, we need to divide the total number of pages by the number of days it took him to finish the book. 

Total number of pages = 612
Number of days to finish = 6

Pages read per day = Total number of pages / Number of days to finish
Pages read per day = 612 / 6
Pages read per day = 102

Therefore, Frank read 102 pages per day.",,102.0,1
475,There are 10 peaches distributed equally in some baskets. If each basket has 4 red peaches and 6 green peachesHow many baskets of peaches are there?,1.0,"If each basket has 4 red peaches and 6 green peaches, then there are a total of 10 peaches in each basket. To find out how many baskets there are, we can divide the total number of peaches by the number of peaches in each basket: 

10 peaches/basket ÷ 10 peaches = 1 basket 

So there is only 1 basket of peaches.",,1.0,1
476,Lewis earns $ 2 every week during the harvest. If he earns a total of $ 178How many weeks did the harvest last?,89.0,"To find out how many weeks the harvest lasted, we need to divide the total amount earned by Lewis by the amount he earns each week. 

$178 ÷ $2/week = 89 weeks 

Therefore, the harvest lasted for 89 weeks.",,89.0,1
477,Danny collects bottle caps. He threw away 54 of the old ones at the park while he found 48 bottle caps new ones. Now he has 52 bottle caps in his collection.How many more bottle caps did danny throw away than those he found at the park?,6.0,"Danny threw away 54 old bottle caps and found 48 new ones, so he had a net loss of 54 - 48 = 6 bottle caps.
Since he currently has 52 bottle caps in his collection, he must have originally had 52 + 6 = 58 bottle caps.
Therefore, Danny threw away 54 - 48 = 6 more bottle caps than he found at the park.",,6.0,1
478,He then went to see the oranges being harvested. He found out that they harvest 31 sacks of ripe oranges and 24 sacks of unripe oranges per day.How many sacks of unripe oranges will they have after 45 days of harvest?,1080.0,"In one day, they harvest a total of 31 + 24 = 55 sacks of oranges.
After 45 days of harvest, they would have harvested a total of 45 x 55 = 2475 sacks of oranges.
If 24 sacks out of every 55 are unripe, then the proportion of unripe oranges is 24/55.
Therefore, the number of sacks of unripe oranges after 45 days of harvest is 2475 x (24/55) = 1080. The answer is 1080.",,1080.0,0
479,The grasshopper and the frog had a jumping contest. The grasshopper jumped 35 inches. The grasshopper jumped 4 inches farther than the frog.How much did they jump altogether?,66.0,"If the grasshopper jumped 4 inches farther than the frog, then the frog must have jumped 35 - 4 = 31 inches. To find out how much they jumped altogether, we add their distances: 35 + 31 = 66 inches. Therefore, they jumped 66 inches altogether.",,66.0,1
480,The Razorback shop makes $ 67 dollars off each t-shirt and $ 165 off each jersey. During the Arkansas and Texas tech game they sold 74 t-shirts and 156 jerseys.How much money did they make from selling the jerseys?,25740.0,"They made $165 off each jersey and sold 156 jerseys, so the total amount made from selling jerseys is 165 x 156 = $25,740.",,740.0,1
481,After resting they decided to go for a swim. The depth of the water is 5 times Ron's height. Dean is 11 feet shorter than Ron. If Ron stands at 12 feetHow deep was the water?,60.0,"If Ron is 12 feet tall, then Dean is 12 - 11 = 1 foot tall.
The depth of the water is 5 times Ron's height, which is 5 x 12 = 60 feet.
Therefore, the water is 60 feet deep.",,60.0,1
482,There are 466 pots. Each pot has 53 flowers and 181 sticks in it.How many flowers and sticks are there in all?,109044.0,"To find the total number of flowers, we multiply the number of pots by the number of flowers in each pot: 

466 pots x 53 flowers/pot = 24,698 flowers 

To find the total number of sticks, we multiply the number of pots by the number of sticks in each pot: 

466 pots x 181 sticks/pot = 84,346 sticks 

Therefore, there are 24,698 flowers and 84,346 sticks in all.",,346.0,1
483,Paul got a box of 110 crayons for his birthday. During the school year he gave 90 crayons to his friends while he lost 412 crayons.How many more crayons did he lose than those he gave to his friends?,322.0,"Paul gave away 90 crayons and lost 412 crayons, so he lost 412 - 90 = 322 more crayons than he gave away to his friends. The answer is 322.",,322.0,0
484,In a school there are 569 girls and 236 boys.How many more girls than boys does the school have?,333.0,"To find out how many more girls than boys the school has, we need to subtract the number of boys from the number of girls: 

569 - 236 = 333 

Therefore, the school has 333 more girls than boys.",,333.0,1
485,He then went to see the oranges being harvested. He found out that they harvest 65 sacks of unripe oranges and 46 sacks of ripe oranges per day.How many sacks of unripe oranges will they have after 6 days of harvest?,390.0,"In one day, they harvest 65 sacks of unripe oranges. So in 6 days, they will harvest 65 x 6 = 390 sacks of unripe oranges.
Therefore, after 6 days of harvest, they will have 390 sacks of unripe oranges.",,390.0,1
486,The Ferris wheel in paradise park has 6 seats. Each seat can hold 14 people. If there are 16 people on the wheel right nowHow many more people can join the wheel?,68.0,"The Ferris wheel currently has 16 people on it. Each seat can hold 14 people, so the total capacity of the Ferris wheel is 6 x 14 = 84 people. To find out how many more people can join the wheel, we need to subtract the current number of people from the total capacity: 84 - 16 = 68. Therefore, 68 more people can join the Ferris wheel.",,68.0,1
487,Debby bought 153 water bottles when they were on sale. She drank the same number of bottles each day. If the bottles lasted for 17 daysHow many bottles did she drink each day?,9.0,"To find out how many bottles Debby drank each day, we need to divide the total number of bottles by the number of days they lasted: 

153 ÷ 17 = 9 

So Debby drank 9 bottles of water each day.",,9.0,1
488,Robin has 21 packages of gum and 45 packages of candy. There are 9 pieces in each package.How many pieces of candies does Robin have?,405.0,"Robin has 45 packages of candy, and each package has 9 pieces. So, she has a total of 45 x 9 = 405 pieces of candy.",,405.0,1
489,After Olivia visited a supermarket there were 29 dollars left. If there were 54 dollars in her wallet initiallyHow much did she spend?,25.0,"Olivia had 54 dollars initially and ended up with 29 dollars after visiting the supermarket. To find out how much she spent, we need to subtract the amount she has left from the amount she started with: 

54 - 29 = 25 

Olivia spent 25 dollars at the supermarket.",,25.0,1
490,Haley grew 20 trees in her backyard. After a typhoon 4 trees were left.How many trees died in the typhoon?,16.0,"There were originally 20 trees in Haley's backyard, but after the typhoon, only 4 trees were left. So, 20 - 4 = 16 trees died in the typhoon. The answer is 16.",,16.0,0
491,Jake has 7 fewer peaches than Steven who has 14 more peaches than Jill. Steven has 15 peaches.How many peaches does Jake have?,8.0,"If Steven has 14 more peaches than Jill, then Jill must have 15 - 14 = 1 peach.
If Jake has 7 fewer peaches than Steven, then Jake must have 15 - 7 = 8 peaches.
Therefore, Jake has 8 peaches.",,8.0,1
