,question,answer,response,mapping,response_answer,flag
194,"Three bells ring at intervals of 36 seconds, 40 seconds and 48 seconds, respectively. They start ringing together at a particular time. When they will ring together again?A)After 6 minutes, B)After 12 minutes, C)After 18 minutes, D)After 24 minutes, E)none",B,"The time when all three bells will ring together again is the least common multiple (LCM) of their ringing intervals. To find the LCM, we can list the multiples of each interval until we find a common multiple:

Multiples of 36: 36, 72, 108, 144, 180, 216, 252, 288, 324, 360, 396, 432, 468, 504, 540, 576, 612, 648, 684, 720
Multiples of 40: 40, 80, 120, 160, 200, 240, 280, 320, 360, 400, 440, 480, 520, 560, 600, 640, 680, 720
Multiples of 48: 48, 96, 144, 192, 240, 288, 336, 384, 432, 480, 528, 576, 624, 672, 720

The first common multiple we see is 720, which is 12 minutes. Therefore, the answer is (B) After 12 minutes.",,12.0,1
195,"An electric pole, 14 metres high, casts a shadow of 10 metres. Find the height of a tree that casts a shadow of 15 metres under similar conditions.A)21, B)22, C)20, D)23, E)24",A,"Let x be the height of the tree. We can set up a proportion:

height of pole / length of pole's shadow = height of tree / length of tree's shadow

Substituting the given values, we get:

14 / 10 = x / 15

Solving for x, we get:

x = 21

Therefore, the height of the tree is 21 meters. The answer is A.",,21.0,1
196,"At my favorite fruit stand, an orange costs 18 dollars, a pineapple costs 27 dollars, and a grape costs 15 dollars. Using the same logic, can you tell how much a mango costs?A)22 dollars, B)15 dollars, C)20 dollars, D)18 dollars, E)10 dollars",B,"No, we cannot determine the cost of a mango using the given information. We need to know the cost of a mango or have some other information to make an educated guess.",,,1
197,"In the coordinate plane, a triangle has vertices at (a,0), (b,0), and (x,y). If a>x>b>0>y, which of the following represents the area of that triangle?A)(ay−by)/2, B)(ab−ay)/2, C)(by−ay)/2, D)(ay+by)/x, E)(a−b)/2y",C,"The base of the triangle is the distance between (a,0) and (b,0), which is (a-b). The height of the triangle is the distance between (x,y) and the x-axis, which is y. Therefore, the area of the triangle is (1/2)(base)(height) = (1/2)(a-b)(y). The answer is C, (by-ay)/2.",,2.0,0
198,"A car finishes a journey in 20 hours at the speed of 60 km/hr. If the same distance is to be covered in 10 hours, how much speed does the car gain?A)80 kmph, B)50 kmph, C)120 kmph, D)70 kmph, E)80 kmph",C,"The distance covered by the car is 60 km/hr x 20 hrs = 1200 km.
To cover the same distance in 10 hours, the car needs to travel at a speed of 1200 km/10 hrs = 120 km/hr.
Therefore, the car gains a speed of 120 km/hr - 60 km/hr = 60 km/hr.
The answer is not listed, but the correct option would be E) 60 kmph.",,60.0,0
199,"Three friends Alan, Roger and Peter attempt to answer a question on an exam. Alan randomly guesses the answer, giving him a 1/5 probability of guessing correctly. Roger cheats by looking at the paper of the student in front of him, giving him a 2/3 probability of answering correctly. And Peter dutifully performs the calculations, then marks the answer, giving him a 5/6 probability of a correct answer. What is the probability that the question is answered correctly, but not via cheating?A)1/18, B)1/9, C)23/90, D)5/18, E)13/45",A,"The probability that the question is answered correctly, but not via cheating, is the sum of the probabilities that Alan and Peter answer correctly, while Roger does not. This can be calculated as:

P(Alan) * P(Peter) * (1 - P(Roger)) = (1/5) * (5/6) * (1 - 2/3) = 1/18

Therefore, the answer is A) 1/18.",,18.0,1
200,"The difference between simple interest and C.I. at the same rate for Rs.5000 for 2 years in Rs.72. The rate of interest is?A)10%, B)12%, C)6%, D)8%, E)4%",B,"Let the rate of interest be R.
Simple Interest = (5000*R*2)/100 = 100R
Compound Interest = 5000*(1+R/100)^2 - 5000 = 5000*(1+2R/100+R^2/10000) - 5000 = 100R + 50R^2/100
Difference = Compound Interest - Simple Interest = (100R + 50R^2/100) - 100R = 50R^2/100 = 72
R^2 = 144
R = 12%
Therefore, the rate of interest is 12%. Answer: B.",,12.0,1
201,"All 250 files on Sam's hard drive are infected by either a virus or a worm or both. The number of files that are infected only by a worm is 2.5 times the number of files that are infected by both a virus and a worm. If 50% of the files were not infected by a virus, how many of Sam's files were NOT infected by a worm?A)50, B)70, C)75, D)100, E)125",C,"Let's denote the number of files infected only by a virus as V, the number of files infected only by a worm as W, and the number of files infected by both as B. We know that:

V + W + B = 250 (since all files are infected by either a virus or a worm or both)
W = 2.5B (since the number of files infected only by a worm is 2.5 times the number infected by both)

We want to find the number of files that were not infected by a worm, which is equal to the number of files that were either not infected at all or were only infected by a virus. We know that 50% of the files were not infected by a virus, so:

V + B = 0.5(250) = 125

We can substitute the second equation into this one to get:

V + 3.5B = 125

We can also substitute the first equation into this one to get:

250 - W = V + B

We can substitute the second equation into this one to get:

250 - W = V + 3.5B

We can substitute the first equation into this one to get:

250 - (2.5B + W) = V + B

We can substitute the second equation into this one to get:

250 - (2.5B + 2.5B) = V + 3.5B

Simplifying this equation, we get:

250 - 5B = 4B + 125

Solving for B, we get:

B = 25

Substituting this back into the equation W = 2.5B, we get:

W = 62.5

Substituting both B and W into the equation V + B = 125, we get:

V + 25 = 125

V = 100

So there are 100 files that were either not infected at all or were only infected by a virus. Therefore, the number of files that were NOT infected by a worm is:

100 + 25 = 125

The answer is E.",,125.0,1
202,"A father wants to divide Rs. 5100 between his two sons, Mohan and Sohan who are 23 and 24 at present. He divides the amount in such a way that if their shares are invested at compound interest at 4% p.a. they will receive equal amount on attaining the age of 26 years. Find Mohan's share.A)2400, B)2500, C)2600, D)2700, E)None of these",B,"Let Mohan's share be x. Then Sohan's share will be (5100-x).
After 3 years, Mohan's share will become x(1+0.04)^3 and Sohan's share will become (5100-x)(1+0.04)^3.
Since they will receive equal amounts after 3 years, we can set up the equation:
x(1+0.04)^3 = (5100-x)(1+0.04)^3
Simplifying this equation, we get:
x = 2600
Therefore, Mohan's share is Rs. 2600. The answer is C.",,2600.0,1
203,"What is 60% of 30% of 1400 grams?A)450 gms, B)100 gms, C)252 gms, D)240 gms, E)None of these",C,"To find 60% of 30% of 1400 grams, we can first find 30% of 1400 grams:

30% of 1400 = 0.3 x 1400 = 420 grams

Then we can find 60% of 420 grams:

60% of 420 = 0.6 x 420 = 252 grams

Therefore, the answer is C) 252 gms.",,252.0,1
204,"A certain liquid passes through a drain at a rate of w/25 gallons every x seconds. At that rate, how many minutes will it take y gallons to pass through the drain?A)y/(1200xy), B)20xy/w, C)5xy/(12w), D)w/(3xy), E)3y/(wx)",C,"First, we need to find the rate at which the liquid passes through the drain in gallons per minute. We know that w/25 gallons pass through every x seconds, so we can convert this to gallons per minute by multiplying by 60/x:

w/25 * 60/x = 12w/x

So the liquid passes through the drain at a rate of 12w/x gallons per minute. To find how many minutes it will take y gallons to pass through the drain, we can set up a proportion:

12w/x = y/t

where t is the time in minutes. Solving for t, we get:

t = xy/12w

Now we just need to simplify this expression to match one of the answer choices. Multiplying the numerator and denominator by 5, we get:

t = 5xy/60w = 5xy/(12w)

So the answer is (C).",,12.0,1
205,"A coin made of alloy of aluminum and silver measures 2 x 15 mm (it is 2 mm thick and its diameter is 15 mm). If the weight of the coin is 30 grams and the volume of aluminum in the alloy equals that of silver, what will be the weight of a coin measuring 1 x 30 mm made of pure aluminum if silver is twice as heavy as aluminum?A)36 grams, B)40 grams, C)42 grams, D)48 grams, E)50 grams",B,"The volume of the coin is given by V = πr^2h = π(7.5)^2(2) = 352.5 mm^3. Let the weight of aluminum in the alloy be x grams, then the weight of silver in the alloy is 2x grams. Since the volume of aluminum equals that of silver, we have:

ρ_aluminum x = ρ_silver 2x
where ρ_aluminum and ρ_silver are the densities of aluminum and silver, respectively. Since silver is twice as heavy as aluminum, we have:

ρ_silver = 2ρ_aluminum
Substituting this into the previous equation, we get:

x = 2x/2
Solving for x, we get x = 0, which means the coin is made entirely of silver. This is a contradiction, since the coin is known to be made of an alloy of aluminum and silver. Therefore, there must be an error in the problem statement.

Assuming that the problem statement meant to say that the volume of aluminum equals half that of silver, we can proceed as follows:

Let the volume of aluminum in the alloy be V_aluminum, then the volume of silver in the alloy is V_silver = 2V_aluminum. Let the density of aluminum be ρ_aluminum and the density of silver be ρ_silver. Then we have:

V_aluminumρ_aluminum + V_silverρ_silver = 30
Substituting V_silver = 2V_aluminum and ρ_silver = 2ρ_aluminum, we get:

3V_aluminumρ_aluminum = 30
Solving for V_aluminum, we get V_aluminum = 10 mm^3. Therefore, the volume of silver in the alloy is V_silver = 20 mm^3.

The volume of the pure aluminum coin is given by V = πr^2h = π(15)^2(1) = 225π mm^3. Since the volume of aluminum in the alloy equals half that of silver, we have:

V_aluminum = V_silver/2
ρ_aluminumV_aluminum = ρ_silverV_silver/2
Substituting ρ_silver = 2ρ_aluminum, we get:

ρ_aluminumV_aluminum = 2ρ_aluminumV_silver/2
Solving for ρ_aluminum, we get:

ρ_aluminum = V_silver/V_aluminum x 2 = 20/10 x 2 = 40 g/cm^3
Therefore, the weight of the pure aluminum coin is:

ρ_aluminumV = 40 x 225π = 9000π g ≈ 28,274 g ≈ 28.3 g
The answer is not among the choices given.",,28.3,1
206,"If 10 is subtracted from 2/3 of a number the result is equal to sum of 40 and 1/3 of the number. Find the numberA)100, B)160, C)150, D)210, E)220",C,"Let the number be x. Then we have:

2/3x - 10 = 40 + 1/3x

Multiplying both sides by 3, we get:

2x - 30 = 120 + x

Simplifying, we get:

x = 150

Therefore, the answer is C) 150.",,150.0,1
207,"What is the largest integral value of 'k' for which the quadratic equation x2 - 5x + k = 0 will have two real and distinct roots?A)9, B)7, C)3, D)8, E)12",C,"For a quadratic equation to have two real and distinct roots, the discriminant (b^2 - 4ac) must be greater than zero. In this case, a=1, b=-5, and c=k. So we have:

(-5)^2 - 4(1)(k) > 0
25 - 4k > 0
4k < 25
k < 6.25

The largest integer value of k that satisfies this inequality is 6. Therefore, the answer is not given in the answer choices.",,6.0,1
208,"900 + 5 × 12 = ?A)820, B)202, C)420, D)209, E)960",E,"The correct answer is E) 960. 

To solve the problem, we need to follow the order of operations (PEMDAS) which tells us to perform the multiplication before the addition. 

5 × 12 = 60 

So, 

900 + 5 × 12 = 900 + 60 = 960 

Therefore, the answer is E) 960.",,960.0,1
209,"Shweta rides at the rate of 10 km per hour but stops for 10 minutes to take rest at the end of every 15 km. How many hours will she take to cover 100 kmA)9 hours., B)10 hours., C)11 hours., D)12 hours., E)13 hours.",C,"Shweta rides for 15 km at a speed of 10 km/hr, which takes her 1.5 hours. She then takes a rest for 10 minutes, which is 1/6th of an hour. So, in total, she takes 1.5 + 1/6 = 1.67 hours to cover 15 km. 

To cover 100 km, she will need to cover 6 sets of 15 km and then an additional 10 km. So, the total time taken will be 6 x 1.67 + 1.5 = 11.02 hours. 

Rounding off to the nearest hour, the answer is 11 hours. Therefore, option C is the correct answer.",,11.0,1
210,"Mr.Sam takes 17 hours to go by train to a certain city and return by car. He loses 4 hours if he goes both ways by train. How long would he have taken if he had traveled by car in both ways?A)22 hrs, B)18 hrs, C)16 hrs, D)20 hrs, E)13 hrs",E,"Let's call the time it takes Mr. Sam to travel to the city by train ""x"". Then, we know that the time it takes him to return by car is also ""x"" because the distance and speed are the same. 

So, the total time for the round trip is x + x = 2x, which we know is 17 hours. 

If he loses 4 hours by going both ways by train, then the total time for the round trip by train is 17 + 4 = 21 hours. 

To find out how long it would take if he traveled by car both ways, we can use the fact that the time difference between the two methods of transportation is 4 hours. 

So, if he takes x hours by train and y hours by car, we know that y = x - 4. 

Substituting this into the total time equation, we get: 

x + (x - 4) = 17 

Simplifying: 

2x - 4 = 17 

2x = 21 

x = 10.5 

So, it takes Mr. Sam 10.5 hours to travel to the city by train. 

Using the equation y = x - 4, we can find out how long it would take him to travel by car both ways: 

y = 10.5 - 4 = 6.5 

So, it would take him 6.5 hours to travel by car both ways. 

The answer is E) 13 hrs (the total time for the round trip by car would be 6.5 + 6.5 = 13 hours).",,13.0,0
211,"Jim filled his dog's bowl with dog food. Starting at 8:00 am, Jim's dog ate exactly once an hour, consuming exactly 1/3 of the dog food remaining in the bowl at each feeding session. Approximately, what percent of the original food was in the dog's bowl right before the dog began to eat at noon of the same day?A)20%, B)25%, C)30%, D)35%, E)40%",A,"Since the dog eats 1/3 of the remaining food at each feeding session, we can represent the amount of food remaining after each hour as follows:

8:00 am - 1
9:00 am - 1/3
10:00 am - 1/9
11:00 am - 1/27

So, right before the dog began to eat at noon, the amount of food remaining in the bowl would be:

12:00 pm - 1/81

To find the percentage of the original food remaining, we can divide this amount by the original amount and multiply by 100:

(1/81) / 1 * 100 = 1.23%

Therefore, approximately 1.23% of the original food was in the dog's bowl right before the dog began to eat at noon. None of the answer choices match this result, so there may be an error in the problem.",,1.23,1
212,"John conducted a survey about car color. 60% of the people who took the survey were women. Of the men who were surveyed, 75% preferred red cars over green cars. If 10 men liked green cars more than red, how many people took the survey?A)100, B)120, C)50, D)200, E)80",A,"Let's call the total number of people who took the survey ""x"". We know that 60% of them were women, so the number of men who took the survey is 40% of x, or 0.4x.

We also know that 75% of the men preferred red cars, so the number of men who liked red cars is 0.75(0.4x) = 0.3x.

If 10 men liked green cars more than red, then the number of men who preferred green cars is 0.1x.

So the total number of people who preferred green cars is 0.6x(0) + 0.3x(1) + 0.1x(-1) = 0.2x.

We know that the total number of people who took the survey is x, so we can set up the equation:

0.2x = 10

Solving for x, we get:

x = 50

Therefore, the answer is C) 50.",,50.0,1
213,"How many ways A boy can reach the top of stairs which contain 10 steps, when he can take either one or two steps every time?A)88, B)89, C)90, D)91, E)92",B,"We can solve this problem using the Fibonacci sequence. Let F(n) be the number of ways to reach the nth step. To reach the nth step, the boy can either take one step from the (n-1)th step or two steps from the (n-2)th step. Therefore, we have the recurrence relation F(n) = F(n-1) + F(n-2). We also have the initial conditions F(1) = 1 and F(2) = 2.

Using these recurrence relations, we can compute F(3) = 3, F(4) = 5, F(5) = 8, F(6) = 13, F(7) = 21, F(8) = 34, F(9) = 55, and F(10) = 89. Therefore, the answer is B) 89.",,89.0,1
214,"IF one gallon of soft drink is made of 40% orange juice and 60% water, how many additional gallons of orange juice must be mixed in order to make the orange juice 60% of the soft drink?A)0.5, B)1, C)1.25, D)1.5, E)2",A,"Let's assume that the original gallon of soft drink is 1 gallon, which means it contains 0.4 gallons of orange juice and 0.6 gallons of water. Let's also assume that we need to add x gallons of orange juice to make it 60% of the soft drink.

Now we can set up an equation based on the amount of orange juice in the final mixture:

0.4 + x = 0.6(1 + x)

Simplifying this equation, we get:

0.4 + x = 0.6 + 0.6x
0.4 - 0.6 = 0.6x - x
-0.2 = 0.4x
x = -0.2/0.4
x = -0.5

Wait a minute, we got a negative answer! This means that we cannot add a negative amount of orange juice to the soft drink. Therefore, the answer is that we cannot make the orange juice 60% of the soft drink by adding more orange juice. The correct answer is (A) 0.5, which is not a valid option in this case.",,0.5,1
215,"What is the units digit of 9^3-7?A)1, B)3, C)5, D)2, E)4",D,"We can start by finding the units digit of 9^3. The units digit of 9^1 is 9, the units digit of 9^2 is 1, and the units digit of 9^3 is 9. Therefore, 9^3 ends in a 9. Subtracting 7 from this gives us a units digit of 2. The answer is D) 2.",,2.0,0
216,"5 horses are in a race. Mr.Jain selects two of horses at random and bets on them. The probability that he selected the winning horse isA)1/5, B)2/5, C)3/5, D)4/5, E)6/5",B,"The probability of selecting the winning horse out of 5 horses is 1/5. Therefore, the probability that Mr. Jain selected the winning horse is 1/5. The answer is A.",,5.0,1
217,"On dividing 2272 and 875 by a 3-digit number N, we get the same remainder. The sum of the digits of N is:A)10, B)11, C)12, D)13, E)14",A,"Let the common remainder be x. Then we have:
2272 = aN + x
875 = bN + x
Subtracting the second equation from the first, we get:
1397 = (a-b)N
Since N is a 3-digit number, it must be a factor of 1397. Checking the factors of 1397, we find that it is only divisible by 17 and 83. However, we also know that N is greater than x (the remainder), so N cannot be 17. Therefore, N must be 83.
To find the sum of the digits of N, we simply add them up:
8 + 3 = 11
The answer is B) 11.",,11.0,0
218,"On a test the passing students had an average of 83, while the failing students had an average
of 55. If the overall class average was 76, what percent of the class passed?A)44%, B)66%, C)68%, D)72%, E)75%",E,"Let's assume that the class has 100 students. Let x be the number of passing students and y be the number of failing students. We know that:

- The passing students had an average of 83, so their total score is 83x.
- The failing students had an average of 55, so their total score is 55y.
- The overall class average was 76, so the total score of all students is 76(100) = 7600.

We can write an equation based on the above information:

(83x + 55y) / 100 = 76

Multiplying both sides by 100, we get:

83x + 55y = 7600

We also know that x + y = 100 (since the class has 100 students). We can use this information to solve for x:

x = 100 - y

Substituting this into the previous equation, we get:

83(100 - y) + 55y = 7600

8300 - 28y = 7600

28y = 700

y = 25

So there are 25 failing students and 75 passing students. The percentage of the class that passed is:

(75 / 100) x 100% = 75%

The answer is E) 75%.",,75.0,0
219,"The average wages of a worker during a fortnight comprising of 15 consecutive working days was $90 per day. During the first 7 days, his average wage was $87 per day and the average wage during the last 7 days was $92 per day. What was his wage on the 8th day?A)$83, B)$92, C)$90, D)$97, E)$104",D,"Let's call the worker's wage on the 8th day ""x"". We know that the average wage for the entire fortnight was $90 per day, so we can set up the equation:

(7 days * $87/day) + (1 day * x) + (7 days * $92/day) = (15 days * $90/day)

Simplifying this equation, we get:

$609 + x + $644 = $1350

Combining like terms, we get:

x = $97

Therefore, the worker's wage on the 8th day was $97. The answer is D.",,97.0,1
220,"Two numbers are in the ratio 3:5. If 9 is subtracted from each, the new numbers are in the ratio 12:23. The smaller number is?A)21, B)33, C)35, D)42, E)58",B,"Let the two numbers be 3x and 5x. After subtracting 9 from each, the new numbers are 3x-9 and 5x-9. We are given that (3x-9)/(5x-9) = 12/23. Cross-multiplying, we get 69x - 108 = 60x - 99, which gives x = 9. Therefore, the smaller number is 3x-9 = 18+9 = 27. The answer is not listed, so there may be a mistake in the question or answer choices.",,27.0,1
221,"If 6 yrs are subtracted from the present age of Ajay and the remainder is divided by 18, then the present age of Rahul is obtained. If Rahul is 2 yrs younger to Denis whose age is 5 yrs, then what is Ajay's present age?A)40, B)60, C)70, D)80, E)90",B,"Let Ajay's present age be x. Then we have (x-6)/18 = 5-2 = 3, since Rahul is 2 years younger than Denis whose age is 5 years. Solving for x, we get x = 60. Therefore, Ajay's present age is 60. The answer is B.",,60.0,1
222,"Anna has 4 books. If she decide to arrange the 4 books in every possible combination and moved just one book every minute, how long would it taken by her ?A)22 minutes, B)30 minutes, C)15 minutes, D)24 minutes, E)35 minutes",D,"There are 4 books, so there are 4 possible choices for the first book, 3 possible choices for the second book (since one book has already been chosen), 2 possible choices for the third book, and only 1 choice for the last book. So the total number of possible combinations is 4 x 3 x 2 x 1 = 24. If Anna moves one book every minute, it will take her 24 minutes to go through all the possible combinations. The answer is D) 24 minutes.",,24.0,0
223,"The manufacturer of tyres is offering a 20% discount on the price of its tubeless tyres. Some retailers are offering additional discounts. If a retailer offers an additional 20% discount, then what is the total discount available at that retailer?A)10%, B)25%, C)28%, D)30%, E)36%",E,"Let the original price of the tyre be $100.
After the manufacturer's discount, the price becomes $80 (20% off).
After the retailer's additional discount, the price becomes $64 (20% off).
So the total discount is $36, which is 36% of the original price.
Therefore, the answer is E) 36%.",,36.0,1
224,"A rectangular parking space is marked out by painting three of its sides. If the length of the unpainted side is 9 feet, and the sum of the lengths of the painted sides is 37 feet, then what is the area of the parking space in square feet?A)46, B)81, C)126, D)252, E)None",C,"Let the length of the painted sides be $x$ and $y$. We know that $x+y+9=37$, so $x+y=28$. The area of the rectangle is $xy$, so we want to find $xy$. We can use the fact that $(x+y)^2=x^2+2xy+y^2$ to find $xy$. Plugging in $x+y=28$, we get $28^2=x^2+2xy+y^2$. We also know that $x^2+y^2=(x+y)^2-2xy=28^2-2xy$. Substituting this into the first equation, we get $28^2=(28^2-2xy)+2xy$, which simplifies to $xy=28^2-28^2/2=28^2/2=392$. Therefore, the area of the parking space is $\boxed{196}$ square feet.",,196.0,1
225,"Peter wants to find 10 additional people to form a scavenger hunt team with him. If he has 10 friends who would like to participate, how many choices does he have for forming his team?A)0, B)1, C)2, D)3, E)4",B,"We can use the combination formula to solve this problem. The number of ways to choose 10 people from a group of 10 is:

C(10,10) = 10! / (10! * 0!) = 1

Therefore, Peter only has one choice for forming his team. The answer is B) 1.",,1.0,0
226,"The average weight of 10 oarsmen in a boat is increased by 1.8 kg when one of the crew, who weighs 53 kg is replaced by a new man. Find the weight of the new man.A)71, B)62, C)43, D)67, E)40",A,"Let the sum of the weights of the 10 oarsmen be x. Then, the average weight is x/10. When the new man replaces the old crew member, the new sum of weights is x - 53 + w (where w is the weight of the new man). The new average weight is (x - 53 + w)/10. 

We know that the new average weight is 1.8 kg more than the old average weight: 

(x - 53 + w)/10 = x/10 + 1.8 

Simplifying this equation, we get: 

x - 53 + w = x + 18 

w = 71 

Therefore, the weight of the new man is 71 kg. Answer: A) 71.",,71.0,1
227,"A box contains a certain number of balls, marked successively from 1 to n. If there are 45 different ways that two balls can be selected from the box such that the ball with number 3 marked on it is not selected, then what is the value of n?A)11, B)10, C)9, D)8, E)7",A,"We can use the formula for combinations to solve this problem. The number of ways to select 2 balls from n is given by:

nC2 = n(n-1)/2

However, we need to subtract the number of ways to select 2 balls from the box such that the ball with number 3 marked on it is selected. There are n-1 balls remaining in the box, so the number of ways to select 2 balls with 3 included is:

(n-1)C1 = n-1

Therefore, the number of ways to select 2 balls without 3 is:

nC2 - (n-1) = 45

Simplifying this equation, we get:

n(n-1)/2 - (n-1) = 45

n(n-3) = 90

The only integer solution for n is 10, so the answer is B) 10.",,10.0,1
228,"If Q, a positive integer, has 5 factors, which of the following must be true about Q?
I. Q is the square of a prime number.
II. Q is the fourth power of a prime number.
III. Q is the product of two prime numbers.A)I only, B)III only, C)II only, D)I and II only, E)I and III only",B,"The only way for a positive integer to have exactly 5 factors is if it is in the form of p^4 or pq^2, where p and q are distinct prime numbers. Therefore, option II is not necessarily true. However, option I and III are both possible, so the answer is D) I and III only.",,2.0,1
229,"If 6x - y = 24 and y = 3x, what is the value of x?A)8, B)9, C)10, D)11, E)12",A,"Substitute y = 3x into the first equation to get:

6x - 3x = 24

Simplifying this gives:

3x = 24

Dividing both sides by 3 gives:

x = 8

Therefore, the answer is A) 8.",,8.0,1
230,"You can rent DVDs at a local video store for $4.00 per movie without a membership. However, if you purchase a membership for $7.00 per month, you can rent DVDs for $2.00 each. What is the minimum amount of DVDs you would have to rent to make it worth it to purchase the membership?A)1, B)2, C)3, D)4, E)5",D,"To make it worth it to purchase the membership, the cost of renting DVDs with the membership must be less than the cost of renting DVDs without the membership. 

Without membership: $4.00 per movie 
With membership: $2.00 per movie + $7.00 membership fee 

Let's set up an equation to solve for the minimum number of DVDs: 

4x ≥ 2x + 7 

2x ≥ 7 

x ≥ 3.5 

Since you can't rent a fraction of a movie, you would need to rent at least 4 movies to make it worth it to purchase the membership. 

Answer: D) 4",,4.0,1
231,"A bag of cat food weighs 7 pounds and 4 ounces. How much does the bag weigh in ounces?A) 108, B) 112, C) 116, D) 120, E) 124",C,"The bag weighs 7 pounds and 4 ounces, which is equivalent to 7 x 16 + 4 = 116 ounces. Therefore, the answer is C) 116.",,116.0,1
232,"By himself, Jack can clean a yacht in 12 hours. On a particular day, he happens to finish two-thirds of the work. The remaining portion of the work is done by Jill, whose rate of cleaning is just 5% of what Jack can do. How long does it take Jill to finish the remaining work?A)4, B)8, C)22, D)50, E)20",E,"If Jack can clean a yacht in 12 hours, then his rate of cleaning is 1/12 of the yacht per hour. If he finishes two-thirds of the work, then the remaining one-third of the work is left for Jill to do. Let's call the total amount of work W.

Jack finishes (2/3)W in 2/3(12) = 8 hours. This means that he cleaned at a rate of (2/3)W/8 = (1/24)W per hour.

The remaining one-third of the work is (1/3)W. Jill's rate of cleaning is just 5% of what Jack can do, so her rate is (5/100)(1/12)W = (1/240)W per hour.

Let's call the amount of time it takes Jill to finish the remaining work t. We can set up an equation based on the fact that the total amount of work is W:

(1/24)W(8) + (1/240)W(t) = W/3

Simplifying this equation, we get:

(1/3)W - (1/24)W(8) = (1/240)W(t)

Multiplying both sides by 240, we get:

80W - 20W = tW

Simplifying further, we get:

t = 60

Therefore, it takes Jill 60 hours to finish the remaining work. The answer is not given, so we can choose the closest option, which is E) 20. However, this is not the correct answer.",,20.0,0
233,"Professors borrowed Rs. 5000 from the university at simple interest. After 3 years, the university got Rs. 300 on interest. What was the rate of interest per annum?A)2%, B)8%, C)5%, D)10%, E)None of these",A,"Using the formula for simple interest: I = PRT, where I is the interest, P is the principal, R is the rate of interest, and T is the time in years.

We know that I = Rs. 300, P = Rs. 5000, and T = 3 years.

Substituting these values into the formula, we get:

300 = 5000*R*3

Solving for R, we get:

R = 2%

Therefore, the rate of interest per annum is 2%. The answer is A.",,2.0,1
234,"In a sale, a discount of 20% was available on all the articles. If Vinit purchased an article for Rs.4578 in the sale. What was the actual selling price of the article?A)s.5050, B)s.5723, C)s.5040, D)s.4950, E)s.4870",B,"If a discount of 20% was given, it means Vinit paid only 80% of the actual price. Let the actual selling price be x. Then:

80% of x = Rs. 4578
0.8x = 4578
x = 4578/0.8
x = Rs. 5722.5

Therefore, the actual selling price of the article was Rs. 5722.5, which is closest to option B (Rs. 5723).",,5723.0,1
235,"If 27 bottles of soda cost A cents, how much will B bottles cost in dollars?A)AB/2700, B)27/AB, C)AB/270, D)2700/AB, E)100AB/27",A,"The cost of 1 bottle of soda is A/27 cents. Therefore, the cost of B bottles of soda would be B*(A/27) cents. To convert this to dollars, we divide by 100 cents per dollar, giving us:

B*(A/27)/100 dollars

Simplifying this expression, we get:

AB/2700 dollars

Therefore, the answer is A).",,2700.0,1
236,"A bag contains 11 candy bars: three cost 50 cents each, four cost $1 each and four cost $2
each. How many ways can 3 candy bars be selected from the 11 candy bars so that the total cost is more than $4?A)8, B)28, C)46, D)66, E)70",C,"We can approach this problem by using combinations and counting the number of ways to select 3 candy bars that cost more than $4. 

First, we can count the number of ways to select 3 candy bars without any restrictions. This is simply the number of combinations of 3 candy bars from 11, which is 11 choose 3 = 165. 

Next, we can count the number of ways to select 3 candy bars that cost less than or equal to $4. We can do this by considering all possible combinations of candy bars that cost less than or equal to $4: 

- Three candy bars that cost 50 cents each: There is only 1 way to select 3 of these candy bars. 
- Two candy bars that cost $1 each and one candy bar that costs 50 cents: There are 4 choose 2 = 6 ways to select 2 of the $1 candy bars, and 3 ways to select the 50 cent candy bar. So there are 6 x 3 = 18 ways to select 3 candy bars in this category. 
- One candy bar that costs $2 and two candy bars that cost $1 each: There are 4 choose 1 = 4 ways to select the $2 candy bar, and 4 choose 2 = 6 ways to select 2 of the $1 candy bars. So there are 4 x 6 = 24 ways to select 3 candy bars in this category. 
- Three candy bars that cost $1 each: There is only 1 way to select 3 of these candy bars. 
- Two candy bars that cost $2 each and one candy bar that costs 50 cents: There are 4 choose 2 = 6 ways to select 2 of the $2 candy bars, and 3 ways to select the 50 cent candy bar. So there are 6 x 3 = 18 ways to select 3 candy bars in this category. 

The total number of ways to select 3 candy bars that cost less than or equal to $4 is 1 + 18 + 24 + 1 + 18 = 62. 

Therefore, the number of ways to select 3 candy bars that cost more than $4 is 165 - 62 = 103. 

The answer is (D) 66.",,66.0,0
237,"At a conference, one team is made up of 4 men and 4 women. Four presenters are chosen to present the team's findings in front of the entire conference. How many different groups of presenters can be chosen from the team if a team cannot be composed of men only or women only? (Two groups of presenters are considered different if at least one presenter is different.)A)120, B)19, C)180, D)420, E)460",B,"We can split this problem into two cases: either the group of presenters will have 2 men and 2 women, or it will have 3 women and 1 man (since we can't have a group composed only of men or only of women).

For the first case, we need to choose 2 men out of 4 and 2 women out of 4. This can be done in $\binom{4}{2}\binom{4}{2} = 6 \cdot 6 = 36$ ways.

For the second case, we need to choose 3 women out of 4 and 1 man out of 4. This can be done in $\binom{4}{3}\binom{4}{1} = 4 \cdot 4 = 16$ ways.

So the total number of different groups of presenters is $36 + 16 = \boxed{52}$.",,52.0,1
