,question,answer,response,mapping
470," A chef needs to cook c0 potatoes. He has already cooked c1. If each potato takes c2 minutes to cook, how long will it take him to cook the rest? ",[48.0],"def cook_time(c0, c1, c2):
    #calculate how many potatoes are left to cook
    potatoes_left = c0 - c1

    #calculate the total time needed to cook the remaining potatoes
    time_needed = potatoes_left * c2

    return time_needed","{'c0': 13.0, 'c1': 5.0, 'c2': 6.0}"
471," A trivia team had c0 members total, but during a game c1 members didn't show up. If each member that did show up scored c2 points, how many points were scored total? ",[45.0],"def trivia_score(c0, c1, c2):
    #calculate the number of members who showed up
    members_present = c0 - c1

    #calculate the total score by multiplying the number of members present by the points scored by each member
    total_score = members_present * c2

    return total_score","{'c0': 11.0, 'c1': 6.0, 'c2': 9.0}"
472," Each chocolate bar in a box cost $c0. If a box had c1 bars total and Rachel sold all but c2 bars, how much money would she have made? ",[18.0],"def chocolate_sales(c0, c1, c2):
    #calculate the number of bars sold
    bars_sold = c1 - c2

    #calculate the total amount of money made
    money_made = bars_sold * c0

    return money_made","{'c0': 2.0, 'c1': 13.0, 'c2': 4.0}"
473," Isabel baked c0 brownies, but needed c1 total for her party. If she used c2 cups of flour on each one, how much cups of flour does she still need? ",[10.0],"def brownie_flour_needed(c0, c1, c2):
    #calculate the total amount of flour needed for c1 brownies
    total_flour_needed = c1 * c2

    #calculate the amount of flour already used for c0 brownies
    flour_used = c0 * c2

    #calculate the remaining amount of flour needed
    remaining_flour_needed = total_flour_needed - flour_used

    return remaining_flour_needed","{'c0': 3.0, 'c1': 5.0, 'c2': 5.0}"
474," A worksheet had c0 problems on it. If a teacher had c1 worksheets to grade and had already graded c2 of them, how many more problems does she have to grade? ",[24.0],"def problems_left_to_grade(c0, c1, c2):
    #total number of problems on all worksheets
    total_problems = c0 * c1

    #number of problems already graded
    problems_graded = c2 * c0

    #number of problems left to grade
    problems_left = total_problems - problems_graded

    return problems_left","{'c0': 3.0, 'c1': 15.0, 'c2': 7.0}"
475," At lunch a waiter had c0 customers and c1 of them didn't leave a tip. If he got $c2 each from the ones who did tip, how much money did he earn? ",[27.0],"def calculate_tip_earnings(c0, c1, c2):
    #calculate the number of customers who left a tip
    tipped_customers = c0 - c1

    #calculate the total earnings from tips
    tip_earnings = tipped_customers * c2

    return tip_earnings","{'c0': 7.0, 'c1': 4.0, 'c2': 9.0}"
476," April's discount flowers was having a sale where each rose was c0 dollars. If April started with c1 roses and had c2 roses left, how much money did she earn? ",[27.0],"def flowerSale(c0, c1, c2):
    #calculate the number of roses sold
    roses_sold = c1 - c2

    #calculate the total amount of money earned
    money_earned = roses_sold * c0

    return money_earned","{'c0': 9.0, 'c1': 11.0, 'c2': 8.0}"
477," Tom bought c0 boxes of chocolate candy and gave c1 to his little brother. If each box has c2 pieces inside it, how many pieces did Tom still have? ",[18.0],"def remaining_pieces(c0, c1, c2):
    #calculate the total number of pieces of chocolate candy Tom bought
    total_pieces = c0 * c2

    #subtract the number of boxes given to his brother from the total
    remaining_boxes = c0 - c1

    #calculate the remaining number of pieces by multiplying the remaining boxes by the number of pieces per box
    remaining_pieces = remaining_boxes * c2

    return remaining_pieces","{'c0': 14.0, 'c1': 8.0, 'c2': 3.0}"
478," At a restaurant each adult meal costs $c0 and kids eat free. If a group of c1 people came in and c2 were kids, how much would it cost for the group to eat? ",[12.0],"def restaurant_cost(c0, c1, c2):
    #calculate the number of adults in the group
    num_adults = c1 - c2

    #calculate the total cost for the group
    total_cost = num_adults * c0

    return total_cost","{'c0': 2.0, 'c1': 15.0, 'c2': 9.0}"
479," Edward earned c0 dollars for each lawn he mowed. If he had c1 lawns to mow, but forgot to mow c2 of them, how much money did he actually earn? ",[32.0],"def lawn_money(c0, c1, c2):
    #calculate the total amount of money he could have earned if he mowed all the lawns
    total_money = c0 * c1

    #calculate the amount of money he actually earned by subtracting the amount of money he missed out on
    actual_money = total_money - (c0 * c2)

    return actual_money","{'c0': 4.0, 'c1': 17.0, 'c2': 9.0}"
480," A new building needed c0 windows. The builder had already installed c1 of them. If it takes c2 hours to install each window, how long will it take him to install the rest? ",[56.0],"def install_time(c0, c1, c2):
    #calculate the number of windows left to install
    windows_left = c0 - c1

    #calculate the total time needed to install the remaining windows
    total_time = windows_left * c2

    return total_time","{'c0': 11.0, 'c1': 4.0, 'c2': 8.0}"
481," Tom bought c0 boxes of chocolate candy and gave c1 to his little brother. If each box has c2 pieces inside it, how many pieces did Tom still have? ",[30.0],"def remaining_pieces(c0, c1, c2):
    #calculate the total number of pieces of chocolate candy Tom bought
    total_pieces = c0 * c2

    #subtract the number of boxes given to his brother from the total
    remaining_boxes = c0 - c1

    #calculate the remaining number of pieces
    remaining_pieces = remaining_boxes * c2

    return remaining_pieces","{'c0': 12.0, 'c1': 7.0, 'c2': 6.0}"
482," John had c0 action figures, but needed c1 total for a complete collection. If each one costs $c2, how much money would he need to finish his collection? ",[30.0],"def money_needed(c0, c1, c2):
    #calculate how many more action figures John needs to complete his collection
    needed = c1 - c0

    #calculate the total cost of the needed action figures
    cost = needed * c2

    return cost","{'c0': 6.0, 'c1': 11.0, 'c2': 6.0}"
483," At a restaurant each adult meal costs $c0 and kids eat free. If a group of c1 people came in and c2 were kids, how much would it cost for the group to eat? ",[72.0],"def restaurant_cost(c0, c1, c2):
    #calculate the number of adults in the group
    num_adults = c1 - c2

    #calculate the total cost for the group
    total_cost = num_adults * c0

    return total_cost","{'c0': 8.0, 'c1': 11.0, 'c2': 2.0}"
484," At the fair Kaleb bought c0 tickets. After riding the ferris wheel he had c1 tickets left. If each ticket cost c2 dollars, how much money did Kaleb spend riding the ferris wheel? ",[27.0],"def ferris_wheel_cost(c0, c1, c2):
    #calculate the number of tickets used on the ferris wheel
    tickets_used = c0 - c1

    #calculate the total cost of the tickets used on the ferris wheel
    cost = tickets_used * c2

    return cost","{'c0': 6.0, 'c1': 3.0, 'c2': 9.0}"
485," Tiffany baked c0 brownies, but needed c1 total for her party. If she used c2 cups of flour on each one, how much cups of flour does she still need? ",[72.0],"def brownie_flour_needed(c0, c1, c2):
    #calculate the total amount of flour needed for c1 brownies
    total_flour_needed = c1 * c2

    #calculate the amount of flour already used for c0 brownies
    flour_used = c0 * c2

    #calculate the remaining amount of flour needed
    remaining_flour_needed = total_flour_needed - flour_used

    return remaining_flour_needed","{'c0': 8.0, 'c1': 17.0, 'c2': 8.0}"
486," In a video game, each enemy defeated gives you c0 points. If a level has c1 enemies total and you destroy all but c2 of them, how many points would you earn? ",[21.0],"def points_earned(c0, c1, c2):
    #calculate the number of enemies defeated
    enemies_defeated = c1 - c2
    
    #calculate the points earned by multiplying the number of enemies defeated by the points per enemy
    points_earned = enemies_defeated * c0
    
    return points_earned","{'c0': 7.0, 'c1': 11.0, 'c2': 8.0}"
487," A magician was selling magic card decks for c0 dollars each. If he started with c1 decks and by the end of the day he had c2 left, how much money did he earn? ",[56.0],"def calculate_earnings(c0, c1, c2):
    #calculate the number of decks sold
    decks_sold = c1 - c2

    #calculate the total earnings
    earnings = decks_sold * c0

    return earnings","{'c0': 7.0, 'c1': 16.0, 'c2': 8.0}"
488," There were c0 friends playing a video game online when c1 players quit. If each player left had c2 lives, how many lives did they have total? ",[30.0],"def lost_lives(c0, c1, c2):
    #calculate the number of players who quit
    players_quit = c0 - c1

    #calculate the total number of lives lost
    total_lives_lost = players_quit * c2

    return total_lives_lost","{'c0': 13.0, 'c1': 8.0, 'c2': 6.0}"
489," At lunch a waiter had c0 customers and c1 of them didn't leave a tip. If he got $c2 each from the ones who did tip, how much money did he earn? ",[6.0],"def calculate_tip_earnings(c0, c1, c2):
    #calculate the number of customers who left a tip
    tipped_customers = c0 - c1

    #calculate the total earnings from tips
    tip_earnings = tipped_customers * c2

    return tip_earnings","{'c0': 7.0, 'c1': 5.0, 'c2': 3.0}"
490," At the fair Adam bought c0 tickets. After riding the ferris wheel he had c1 tickets left. If each ticket cost c2 dollars, how much money did Adam spend riding the ferris wheel? ",[63.0],"def ferris_wheel_cost(c0, c1, c2):
    #calculate the number of tickets Adam used
    tickets_used = c0 - c1

    #calculate the total cost of the tickets used
    total_cost = tickets_used * c2

    return total_cost","{'c0': 10.0, 'c1': 3.0, 'c2': 9.0}"
491," A worksheet had c0 problems on it. If a teacher had c1 worksheets to grade and had already graded c2 of them, how many more problems does she have to grade? ",[63.0],"def problems_left_to_grade(c0, c1, c2):
    #total number of problems on all worksheets
    total_problems = c0 * c1

    #number of problems already graded
    problems_graded = c2 * c0

    #number of problems left to grade
    problems_left = total_problems - problems_graded

    return problems_left","{'c0': 7.0, 'c1': 17.0, 'c2': 8.0}"
492," A trivia team had c0 members total, but during a game c1 members didn't show up. If each member that did show up scored c2 points, how many points were scored total? ",[12.0],"def trivia_score(c0, c1, c2):
    #calculate the number of members who showed up
    members_present = c0 - c1

    #calculate the total score by multiplying the number of members present by the points scored by each member
    total_score = members_present * c2

    return total_score","{'c0': 9.0, 'c1': 3.0, 'c2': 2.0}"
493," Mike had c0 video games but c1 of them weren't working. If he wanted to sell the working games for $c2 each, how much money could he earn? ",[30.0],"def calculate_money(c0, c1, c2):
    #calculate the number of working games
    working_games = c0 - c1

    #calculate the total amount of money earned by multiplying the number of working games by the price per game
    total_money = working_games * c2

    return total_money","{'c0': 15.0, 'c1': 9.0, 'c2': 5.0}"
494," Edward earned c0 dollars for each lawn he mowed. If he had c1 lawns to mow, but forgot to mow c2 of them, how much money did he actually earn? ",[36.0],"def lawn_money(c0, c1, c2):
    #calculate the total amount of money he could have earned if he mowed all the lawns
    total_money = c0 * c1

    #calculate the amount of money he actually earned by subtracting the amount of money he missed out on
    actual_money = total_money - (c0 * c2)

    return actual_money","{'c0': 9.0, 'c1': 6.0, 'c2': 2.0}"
495," At a restaurant each adult meal costs $c0 and kids eat free. If a group of c1 people came in and c2 were kids, how much would it cost for the group to eat? ",[14.0],"def restaurant_cost(c0, c1, c2):
    #calculate the number of adults in the group
    num_adults = c1 - c2

    #calculate the total cost for the group
    total_cost = num_adults * c0

    return total_cost","{'c0': 2.0, 'c1': 9.0, 'c2': 2.0}"
496," Chloe baked c0 brownies, but needed c1 total for her party. If she used c2 cups of flour on each one, how much cups of flour does she still need? ",[54.0],"def brownie_flour_needed(c0, c1, c2):
    #calculate the total amount of flour needed for c1 brownies
    total_flour_needed = c1 * c2

    #calculate the amount of flour already used for c0 brownies
    flour_used = c0 * c2

    #calculate the remaining amount of flour needed
    remaining_flour_needed = total_flour_needed - flour_used

    return remaining_flour_needed","{'c0': 7.0, 'c1': 16.0, 'c2': 6.0}"
497," There were c0 friends playing a video game online when c1 players quit. If each player left had c2 lives, how many lives did they have total? ",[15.0],"def lost_lives(c0, c1, c2):
    #calculate the number of players who quit
    players_quit = c0 - c1

    #calculate the total number of lives lost
    total_lives_lost = players_quit * c2

    return total_lives_lost","{'c0': 8.0, 'c1': 3.0, 'c2': 3.0}"
498," Sam invited c0 friends to a birthday party, but c1 couldn't come. If he wanted to buy enough cupcakes so each person could have exactly c2, how many should he buy? ",[6.0],"def cupcakes_needed(c0, c1, c2):
    #calculate the number of friends who will attend the party
    friends_attending = c0 - c1

    #calculate the total number of cupcakes needed
    cupcakes_needed = friends_attending * c2

    return cupcakes_needed","{'c0': 9.0, 'c1': 6.0, 'c2': 2.0}"
499," Megan earned c0 points for each bag of cans she recycled. If she had c1 bags, but didn't recycle c2 of them, how many points would she have earned? ",[72.0],"def PointsEarned(c0, c1, c2):
    #Megan earns c0 points for each bag of cans she recycles
    points_per_bag = c0

    #Megan had c1 bags, but didn't recycle c2 of them
    bags_recycled = c1 - c2

    #The total points earned can be calculated by multiplying the number of bags recycled by the points per bag
    total_points = bags_recycled * points_per_bag

    return total_points","{'c0': 8.0, 'c1': 14.0, 'c2': 5.0}"
500," Will had c0 dollars. If he spent c1 bucks on a new game, how many c2 dollar toys could he buy with the money he had left? ",[5.0],"def toys_left(c0, c1, c2):
    #calculate the amount of money Will has left after buying the game
    money_left = c0 - c1

    #calculate the number of toys he can buy with the money left
    toys = money_left // c2

    return toys","{'c0': 57.0, 'c1': 27.0, 'c2': 6.0}"
501, A pet store had c0 puppies. In one day they sold c1 of them and put the rest into cages with c2 in each cage. How many cages did they use? ,[3.0],"def cages_used(c0, c1, c2):
    #calculate the number of puppies left after selling c1
    puppies_left = c0 - c1

    #calculate the number of cages needed to hold the remaining puppies
    cages_needed = puppies_left // c2

    #if there are any remaining puppies that don't fit perfectly into a cage, add one more cage
    if puppies_left % c2 != 0:
        cages_needed += 1

    return cages_needed","{'c0': 18.0, 'c1': 3.0, 'c2': 5.0}"
502," Luke had c0 pieces of clothing to wash. He put c1 of them in one load, but decided to split the rest into c2 equal loads. How many pieces of clothing could go in each of the small loads? ",[6.0],"def small_load_size(c0, c1, c2):
    #calculate the number of pieces of clothing that are not in the first load
    remaining_clothes = c0 - c1

    #calculate the number of pieces of clothing that can go in each small load
    small_load_size = remaining_clothes / c2

    return small_load_size","{'c0': 47.0, 'c1': 17.0, 'c2': 5.0}"
503," Edward bought c0 tickets at the state fair. He spent c1 tickets at the 'dunk a clown' booth and decided to use the rest on rides. If each ride cost c2 tickets, how many rides could he go on? ",[8.0],"def rides(c0, c1, c2):
    # Edward bought c0 tickets
    tickets = c0

    # He spent c1 tickets at the 'dunk a clown' booth
    tickets -= c1

    # The remaining tickets will be used on rides
    rides = tickets // c2

    return rides","{'c0': 79.0, 'c1': 23.0, 'c2': 7.0}"
504," Katie baked c0 cupcakes for her school's bake sale. If her brother, Todd, ate c1 of them how many packages could she make if she put c2 cupcake in each package? ",[5.0],"def cupcakes_packages(c0, c1, c2):
    #calculate how many cupcakes are left after Todd ate some
    cupcakes_left = c0 - c1

    #calculate how many packages can be made with the remaining cupcakes
    packages = cupcakes_left // c2

    return packages","{'c0': 18.0, 'c1': 8.0, 'c2': 2.0}"
505, Megan had c0 files on her computer. She deleted c1 of them and put the rest into folders with c2 files in each one. How many folders did Megan end up with? ,[9.0],"def calculate_folders(c0, c1, c2):
    # calculate the number of files left after deleting c1 files
    files_left = c0 - c1

    # calculate the number of folders needed to store the remaining files
    folders_needed = files_left // c2

    # if there are any remaining files, add one more folder
    if files_left % c2 != 0:
        folders_needed += 1

    return folders_needed","{'c0': 93.0, 'c1': 21.0, 'c2': 8.0}"
506, Wendy uploaded c0 pictures to Facebook. She put c1 pics into one album and put the rest into c2 different albums. How many pictures were in each album? ,[7.0],"def Problem(c0, c1, c2):
    #Wendy uploaded c0 pictures to Facebook
    total_pics = c0

    #c1 pics were put into one album
    album1_pics = c1

    #the rest of the pictures were put into c2 different albums
    album2_pics = (total_pics - album1_pics) / c2

    return album2_pics","{'c0': 79.0, 'c1': 44.0, 'c2': 5.0}"
507," Isabel had c0 homework problems. She finished c1 of them but still had c2 pages of problems to do. If each page has the same number of problems on it, how many problems are on each page? ",[8.0],"def Problem(c0, c1, c2):
    # Isabel had c0 homework problems
    total_problems = c0

    # She finished c1 of them
    finished_problems = c1

    # She still had c2 pages of problems to do
    remaining_pages = c2

    # Calculate the number of problems on each page by subtracting the number of finished problems from the total problems and dividing by the remaining pages
    problems_per_page = (total_problems - finished_problems) / remaining_pages

    return problems_per_page","{'c0': 72.0, 'c1': 32.0, 'c2': 5.0}"
508," The cafeteria had c0 apples. For lunch they handed out c1 to students and decided to use the rest to make pies. If each pie takes c2 apples, how many pies could they make? ",[6.0],"def pies(c0, c1, c2):
    #calculate the number of apples left after handing out to students
    apples_left = c0 - c1

    #calculate the number of pies that can be made with the remaining apples
    pies = apples_left // c2

    return pies","{'c0': 62.0, 'c1': 8.0, 'c2': 9.0}"
509," Mike made c0 dollars mowing lawns over the summer. If he spent c1 dollars buying new mower blades, how many c2 dollar games could he buy with the money he had left? ",[9.0],"def games_left(c0, c1, c2):
    #calculate the amount of money Mike has left after buying new mower blades
    money_left = c0 - c1

    #calculate the number of games he can buy with the money left
    num_games = money_left // c2

    return num_games","{'c0': 101.0, 'c1': 47.0, 'c2': 6.0}"
510," Paige's team won their dodgeball game and scored c0 points total. If Paige scored c1 of the points and everyone else scored c2 points each, how many players were on her team? ",[5.0],"def find_num_players(c0, c1, c2):
    # Paige scored c1 points, so the rest of the team scored c0 - c1 points
    rest_of_team_points = c0 - c1

    # Each player scored c2 points, so the number of players is the rest of the team's points divided by c2
    num_players = rest_of_team_points // c2

    # Add 1 to include Paige in the count
    num_players += 1

    return num_players","{'c0': 41.0, 'c1': 11.0, 'c2': 6.0}"
511," Oliver is at the library helping put away books. There are c0 book to put away total but a librarian takes c1 of them and leaves Oliver with the rest. If he can fit c2 books on a shelf, how many shelves will he need? ",[9.0],"def shelves_needed(c0, c1, c2):
    #calculate the number of books Oliver is left with after the librarian takes some
    books_left = c0 - c1

    #calculate the number of shelves needed by dividing the number of books left by the shelf capacity and rounding up to the nearest integer
    shelves = math.ceil(books_left/c2)

    return shelves","{'c0': 46.0, 'c1': 10.0, 'c2': 4.0}"
512, Emily was planting vegetables in her garden. She started with c0 seeds and planted c1 of them in the big garden and in each of her small gardens put c2 seeds each. How many small gardens did Emily have? ,[3.0],"def small_gardens(c0, c1, c2):
    #calculate the number of seeds left after planting in the big garden
    seeds_left = c0 - c1
    #calculate the number of small gardens Emily can plant
    small_gardens = seeds_left // c2
    return small_gardens","{'c0': 41.0, 'c1': 29.0, 'c2': 4.0}"
513," Edward made c0 dollars mowing lawns over the summer. If he spent c1 dollars buying new mower blades, how many c2 dollar games could he buy with the money he had left? ",[8.0],"def games_left(c0, c1, c2):
    #calculate the amount of money Edward has left after buying new mower blades
    money_left = c0 - c1

    #calculate the number of games he can buy with the money he has left
    games = money_left // c2

    return games","{'c0': 37.0, 'c1': 21.0, 'c2': 2.0}"
514, A pet store had c0 puppies. In one day they sold c1 of them and put the rest into cages with c2 in each cage. How many cages did they use? ,[5.0],"def cages_used(c0, c1, c2):
    #calculate the number of puppies left after selling c1 of them
    puppies_left = c0 - c1

    #calculate the number of cages needed to hold the remaining puppies
    cages_needed = puppies_left // c2

    #if there are any remaining puppies that don't fit perfectly into a cage, add one more cage
    if puppies_left % c2 != 0:
        cages_needed += 1

    return cages_needed","{'c0': 81.0, 'c1': 41.0, 'c2': 8.0}"
515," There are c0 students trying out for the school's trivia teams. If c1 of them didn't get picked for the team and the rest were put into c2 groups, how many students would be in each group? ",[6.0],"def trivia_teams(c0, c1, c2):
    #calculate the number of students who made it onto the trivia teams
    picked = c0 - c1

    #calculate the number of students in each group
    group_size = picked // c2

    return group_size","{'c0': 65.0, 'c1': 17.0, 'c2': 8.0}"
516," Tom had c0 dollars. If he spent c1 bucks on a new game, how many c2 dollar toys could he buy with the money he had left? ",[2.0],"def toys_left(c0, c1, c2):
    # Tom had c0 dollars
    money_before = c0

    # Tom spent c1 bucks on a new game
    money_spent = c1

    # Tom has c0 - c1 dollars left
    money_left = money_before - money_spent

    # Tom can buy as many c2 dollar toys as he can with the money he has left
    toys = money_left // c2

    return toys","{'c0': 57.0, 'c1': 49.0, 'c2': 4.0}"
517," Isabel picked c0 flowers for her friend’s wedding. She was making bouquets with c1 flowers in each one. If c2 of the flowers wilted before the wedding, how many bouquets could she still make? ",[7.0],"def bouquets(c0, c1, c2):
    #calculate the number of flowers that are still usable after some wilted
    usable_flowers = c0 - c2

    #calculate the maximum number of bouquets that can be made with the usable flowers
    max_bouquets = usable_flowers // c1

    return max_bouquets","{'c0': 66.0, 'c1': 8.0, 'c2': 10.0}"
518, For Halloween Sarah received c0 pieces of candy. She ate c1 pieces then placed the rest into piles with c2 in each pile. How many piles could she make? ,[8.0],"def Halloween(c0, c1, c2):
    #calculate the number of pieces of candy left after Sarah ate some
    candy_left = c0 - c1

    #calculate the number of piles she can make by dividing the candy left by the number of pieces in each pile
    piles = candy_left // c2

    return piles","{'c0': 108.0, 'c1': 36.0, 'c2': 9.0}"
519, Nancy had c0 files on her computer. She deleted c1 of them and put the rest into folders with c2 files in each one. How many folders did Nancy end up with? ,[7.0],"def calculate_folders(c0, c1, c2):
    # calculate the number of files left after deletion
    files_left = c0 - c1

    # calculate the number of folders needed to store the remaining files
    folders_needed = files_left // c2

    # if there are any remaining files, add one more folder
    if files_left % c2 != 0:
        folders_needed += 1

    return folders_needed","{'c0': 80.0, 'c1': 31.0, 'c2': 7.0}"
520," There are c0 students trying out for the school's trivia teams. If c1 of them didn't get picked for the team and the rest were put into c2 groups, how many students would be in each group? ",[9.0],"def trivia_teams(c0, c1, c2):
    #calculate the number of students who made it onto the trivia teams
    picked = c0 - c1

    #calculate the number of students in each group
    group_size = picked // c2

    return group_size","{'c0': 36.0, 'c1': 9.0, 'c2': 3.0}"
521," The cafeteria had c0 apples. For lunch they handed out c1 to students and decided to use the rest to make pies. If each pie takes c2 apples, how many pies could they make? ",[9.0],"def pies(c0, c1, c2):
    #calculate the number of apples left after handing out to students
    apples_left = c0 - c1

    #calculate the number of pies that can be made with the remaining apples
    pies = apples_left // c2

    return pies","{'c0': 96.0, 'c1': 42.0, 'c2': 6.0}"
522, A pet store had c0 puppies. In one day they sold c1 of them and put the rest into cages with c2 in each cage. How many cages did they use? ,[9.0],"def cages_used(c0, c1, c2):
    #calculate the number of puppies left after selling c1 of them
    puppies_left = c0 - c1

    #calculate the number of cages needed to hold the remaining puppies
    cages_needed = puppies_left // c2

    #if there are any remaining puppies that don't fit perfectly into a cage, add one more cage
    if puppies_left % c2 != 0:
        cages_needed += 1

    return cages_needed","{'c0': 64.0, 'c1': 28.0, 'c2': 4.0}"
523, Edward was selling his old games. He started out with c0 but sold c1 of them. He packed the rest up putting c2 games into each box. How many boxes did he have to use? ,[2.0],"def calculate_boxes(c0, c1, c2):
    #calculate the number of games left after selling c1 of them
    games_left = c0 - c1

    #calculate the number of boxes needed by dividing the number of games left by the number of games in each box
    boxes_needed = games_left // c2

    #if there are any remaining games, add one more box
    if games_left % c2 != 0:
        boxes_needed += 1

    return boxes_needed","{'c0': 35.0, 'c1': 19.0, 'c2': 8.0}"
524," Frank made c0 dollars mowing lawns over the summer. If he spent c1 dollars buying new mower blades, how many c2 dollar games could he buy with the money he had left? ",[4.0],"def games_left(c0, c1, c2):
    #calculate the amount of money Frank has left after buying new mower blades
    money_left = c0 - c1

    #calculate the number of games Frank can buy with the money he has left
    games = money_left // c2

    return games","{'c0': 19.0, 'c1': 11.0, 'c2': 2.0}"
525," Megan had c0 homework problems. She finished c1 of them but still had c2 pages of problems to do. If each page has the same number of problems on it, how many problems are on each page? ",[7.0],"def Problem(c0, c1, c2):
    #Megan had c0 homework problems
    total_problems = c0

    #Megan finished c1 of them
    finished_problems = c1

    #Megan still had c2 pages of problems to do
    remaining_pages = c2

    #The number of problems on each page can be calculated by subtracting the number of finished problems from the total problems and then dividing by the number of remaining pages
    problems_per_page = (total_problems - finished_problems) / remaining_pages

    return problems_per_page","{'c0': 40.0, 'c1': 26.0, 'c2': 2.0}"
526," Wendy picked c0 flowers for her friend’s wedding. She was making bouquets with c1 flowers in each one. If c2 of the flowers wilted before the wedding, how many bouquets could she still make? ",[7.0],"def bouquets(c0, c1, c2):
    #calculate the number of bouquets Wendy can make before any flowers wilt
    bouquets_before_wilt = c0 // c1

    #calculate the number of flowers that are still usable after c2 wilted
    usable_flowers = c0 - c2

    #calculate the number of bouquets Wendy can make with the usable flowers
    bouquets_after_wilt = usable_flowers // c1

    return bouquets_after_wilt","{'c0': 103.0, 'c1': 8.0, 'c2': 47.0}"
527," Kaleb had c0 pieces of clothing to wash. He put c1 of them in one load, but decided to split the rest into c2 equal loads. How many pieces of clothing could go in each of the small loads? ",[4.0],"def small_load_size(c0, c1, c2):
    #calculate the number of pieces of clothing that were not put in the first load
    remaining_clothes = c0 - c1

    #calculate the number of pieces of clothing that can go in each small load
    small_load_size = remaining_clothes // c2

    return small_load_size","{'c0': 39.0, 'c1': 19.0, 'c2': 5.0}"
528," A company invited c0 people to a luncheon, but c1 of them didn't show up. If the tables they had held c2 people each, how many tables do they need? ",[2.0],"def luncheon_tables(c0, c1, c2):
    #calculate the number of people who actually showed up
    attendees = c0 - c1

    #calculate the number of tables needed, rounding up to the nearest integer
    tables_needed = math.ceil(attendees / c2)

    return tables_needed","{'c0': 18.0, 'c1': 12.0, 'c2': 3.0}"
529," Mike is at the library helping put away books. There are c0 book to put away total but a librarian takes c1 of them and leaves Mike with the rest. If he can fit c2 books on a shelf, how many shelves will he need? ",[8.0],"def shelves_needed(c0, c1, c2):
    #calculate the number of books Mike is left with after the librarian takes some
    books_left = c0 - c1

    #calculate the number of shelves needed by dividing the number of books left by the shelf capacity and rounding up to the nearest integer
    shelves = math.ceil(books_left/c2)

    return shelves","{'c0': 82.0, 'c1': 10.0, 'c2': 9.0}"
530, A pet store had c0 puppies. In one day they sold c1 of them and put the rest into cages with c2 in each cage. How many cages did they use? ,[6.0],"def cages_used(c0, c1, c2):
    #calculate the number of puppies left after selling c1 of them
    puppies_left = c0 - c1

    #calculate the number of cages needed to hold the remaining puppies
    cages_needed = puppies_left // c2

    #if there are any remaining puppies that don't fit perfectly into a cage, add one more cage
    if puppies_left % c2 != 0:
        cages_needed += 1

    return cages_needed","{'c0': 78.0, 'c1': 30.0, 'c2': 8.0}"
531, Bianca uploaded c0 pictures to Facebook. She put c1 pics into one album and put the rest into c2 different albums. How many pictures were in each album? ,[2.0],"def Problem(c0, c1, c2):
    #Bianca uploaded c0 pictures to Facebook
    total_pics = c0

    #c1 pics were put into one album
    album1_pics = c1

    #the rest of the pictures were put into c2 different albums
    album2_pics = (total_pics - album1_pics) / c2

    return album1_pics, album2_pics","{'c0': 33.0, 'c1': 27.0, 'c2': 3.0}"
532," Emily's team won their dodgeball game and scored c0 points total. If Emily scored c1 of the points and everyone else scored c2 points each, how many players were on her team? ",[8.0],"def find_num_players(c0, c1, c2):
    # Emily scored c1 points, so the rest of the team scored c0 - c1 points
    rest_of_team_points = c0 - c1

    # Each player (excluding Emily) scored c2 points, so the number of players is the rest of the team's points divided by c2
    num_players = rest_of_team_points // c2

    # Add 1 to include Emily in the count
    num_players += 1

    return num_players","{'c0': 39.0, 'c1': 23.0, 'c2': 2.0}"
533," A company invited c0 people to a luncheon, but c1 of them didn't show up. If the tables they had held c2 people each, how many tables do they need? ",[8.0],"def luncheon_tables(c0, c1, c2):
    #calculate the number of people who actually showed up
    attendees = c0 - c1

    #calculate the number of tables needed, rounding up to the nearest integer
    tables_needed = math.ceil(attendees / c2)

    return tables_needed","{'c0': 47.0, 'c1': 7.0, 'c2': 5.0}"
534," A waiter had c0 customers in his section. If c1 of them left and the rest of his tables had c2 people at each table, how many tables did he have? ",[4.0],"def num_tables(c0, c1, c2):
    #calculate the number of customers remaining after c1 left
    remaining_customers = c0 - c1

    #calculate the number of tables needed to seat the remaining customers
    num_tables = remaining_customers // c2

    #if there are any remaining customers that can't fit at a full table, add an extra table
    if remaining_customers % c2 != 0:
        num_tables += 1

    return num_tables","{'c0': 44.0, 'c1': 12.0, 'c2': 8.0}"
535, A store had c0 coloring books in stock. They ended up putting them on sale and getting rid of c1 of them. The put the ones they still had onto shelves with c2 on each shelf. How many shelves did they use? ,[5.0],"def shelves_used(c0, c1, c2):
    #calculate the number of coloring books left after the sale
    remaining_books = c0 - c1

    #calculate the number of shelves needed to store the remaining books
    shelves_needed = remaining_books // c2

    #if there are any remaining books that don't fit on a full shelf, add an extra shelf
    if remaining_books % c2 != 0:
        shelves_needed += 1

    return shelves_needed","{'c0': 40.0, 'c1': 20.0, 'c2': 4.0}"
