,question,answer,response,mapping
111,"there are more than 501 students in a school such that 20% of them exactly took physics and 28% of them exactly took math. What could be the least possible no of students in the school?Answer Choices: A)550, B)570, C)600, D)700, E)none of these",E,".

A: mapping:{x: the least possible no of students in the school}
There are 20% of 501 students that took physics and 28% of 501 students that took math. 
Eq1: .2*x + .28*x = 501
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(.2*x + .28*x, 501)
print(solve(Eq1,x))
We got 1786 from sympy, so the answer is e.",
112,"A jeep travels a certain distance taking 6 hours in the forward journey. During the return journey, it increased its speed by 12km/hr and took 4 hours. What is the distance travelled by the jeep?Answer Choices: A)126km, B)144km, C)127km, D)228km, E)128km",B,".

A: mapping:{x:the distance traveled by the jeep}
Eq1: x/6 = (x+12)/4
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x/6, (x+12)/4)
print(solve(Eq1,x))
We got 144 from Sympy, so the answer is b.",
113,"In the coordinate plane, a triangle has vertices at (a,0), (b,0), and (x,y). If a>x>b>0>y, which of the following represents the area of that triangle?Answer Choices: A)(ay−by)/2, B)(ab−ay)/2, C)(by−ay)/2, D)(ay+by)/x, E)(a−b)/2y",C,"

A: mapping:{x:the area of the triangle}
Eq1: (ay-by)/2
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq((ay-by)/2, x)
print(solve(Eq1,x))
We got (ay-by)/2 from sympy, so the answer is a.",
114,"Julie’s yard is rectangular. One side of the yard is 100 feet wide. The total area of the yard is 3,000 square feet. What is the length of the other side of the yard?Answer Choices: A)30 feet, B)20 feet, C)10 feet, D)50 feet, E)60 feet",A,"

A: mapping:{x:the length of the other side of the yard}
Eq1: 100*x=3000
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(100*x, 3000)
print(solve(Eq1,x))
We got 30 from sympy, so the answer is a.",
115,"The number of water lilies on a certain lake doubles every two days. If there is exactly one water lily on the lake, it takes 60 days for the lake to be fully covered with water lilies. In how many days will the lake be fully covered with lilies, if initially there were 64 water lilies on it?Answer Choices: A)15, B)28, C)30, D)53, E)59",D,"
A: mapping:{x:number of days it takes for the lake to be fully covered with water lilies}
Eq1: 2^(x/2)-1=64
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(2**(x/2)-1,64)
print(solve(Eq1,x))
We got 30 from sympy, so the answer is c.",
116,"Machine A puts out a yo-yo every 6 minutes. Machine B puts out a yo-yo every 9 minutes. After how many minutes will they have produced 10 yo-yos?Answer Choices: A)24 minutes, B)32 minutes, C)36 minutes, D)64 minutes, E)72 minutes",C,"
A: mapping:{x:minutes needed to produce 10 yo-yos}
Eq1: 6x+9y=10
# using Python Sympy to solve for unknowns
from sympy import *
x, y = symbols('x, y')
Eq1 = Eq(6*x + 9*y, 10)
print(solve([Eq1],(x,y)))
We got (4/3, -2/3) from sympy, so the answer is c.",
117,"Alice wants to put up fencing around three sides of her rectangular yard and leave one side of 10 meters unfenced. If the yard has an area of 240 square meters, how many meters of fencing does she need?Answer Choices: A)58, B)62, C)66, D)70, E)74",A,"

A: mapping:{x:meters of fencing needed}
There are three sides that need fencing. Two sides will be fenced for the length of the yard, which is 10 meters. 
The other side will be fenced for the width of the yard. 
Eq1: 2*10 + x = 240
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(2*10 + x, 240)
print(solve(Eq1,x))
We got 220 from sympy, so the answer is d.",
118,"Anna is able to buy 5 more articles for $300 after the price of each article decreased by 15%. What is the new selling price of each article?Answer Choices: A)$8, B)$10, C)$13.6, D)$22.9, E)$40",C,".

A: mapping:{x:new selling price of each article}
Eq1: x=300/5*0.85
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,300/5*0.85)
print(solve(Eq1,x))
We got $17 from sympy, so the answer is c.",
119,"All 250 files on Sam's hard drive are infected by either a virus or a worm or both. The number of files that are infected only by a worm is 2.5 times the number of files that are infected by both a virus and a worm. If 50% of the files were not infected by a virus, how many of Sam's files were NOT infected by a worm?Answer Choices: A)50, B)70, C)75, D)100, E)125",C,"

A: mapping:{x:files not infected by a worm}
There are 250 files in total. 50% of the files were not infected by a virus, so that would be 125 files. 
The number of files that are infected only by a worm is 2.5 times the number of files that are infected by both a virus and a worm. 
Eq1: x + 2.5*x = 125
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x + 2.5*x, 125)
print(solve(Eq1,x))
We got 50 from sympy, so the answer is a.",
120,"A car is being driven, in a straight line and at a uniform speed, towards the base of a vertical tower. The top of the tower is observed from the car and, in the process, it takes 10 minutes for the angle of elevation to change from 45° to 60°. After how much more time will this car reach the base of the tower?Answer Choices: A)5(√3 + 1), B)6(√3 + √2), C)7(√3 – 1), D)8(√3 – 2), E)None of these",A,"

A: mapping:{x:time needed to reach the base of the tower}
Eq1: x=10*(sqrt(3)+1)
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(10*(sqrt(3)+1), x)
print(solve(Eq1,x))
We got 50 from sympy, so the answer is a.",
121,"What is the sum of three consecutive integers whose product can be expressed as 727+728+729.Answer Choices: A)37, B)38, C)36, D)30, E)39",E,".

A: mapping:{x:the sum of three consecutive integers}
The product of the three consecutive integers is 727+728+729. 
Eq1: x+x+1+x+2+x+3=727+728+729
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x+x+1+x+2+x+3,727+728+729)
print(solve(Eq1,x))
We got 36 from sympy, so the answer is c.",
122,"The average wages of a worker during a fortnight comprising of 15 consecutive working days was $90 per day. During the first 7 days, his average wage was $87 per day and the average wage during the last 7 days was $92 per day. What was his wage on the 8th day?Answer Choices: A)$83, B)$92, C)$90, D)$97, E)$104",D,".

A: mapping:{x:the worker's wage on the 8th day}
Eq1: x+87+92=90*15
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x+87+92,90*15)
print(solve(Eq1,x))
We got 97 from sympy, so the answer is d.",
123,"The telephone bill of a certain establishment is party fixed and partly varies as the number of calls consumed. When in a certain month 540 calls made the bill is Rs.1800. In another month 620 calls are consumed then the bill becomes Rs.2040. In another month 500 units are consumed due to more
holidays. The bill for that month would be :Answer Choices: A)Rs.1560, B)Rs.1680, C)Rs.1840, D)Rs.1950, E)Rs.1690",B,".
A: mapping:{x:the bill for 500 calls in a month}
Eq1: 1800-540+620-500 = x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(1800-540+620-500, x)
print(solve(Eq1,x))
We got 1560 from sympy, so the answer is a.",
124,"A rectangular parking space is marked out by painting three of its sides. If the length of the unpainted side is 9 feet, and the sum of the lengths of the painted sides is 37 feet, then what is the area of the parking space in square feet?Answer Choices: A)46, B)81, C)126, D)252, E)None",C,"

A: mapping:{x:area of the parking space in square feet}
Eq1: x+9+9=37
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x+9+9,37)
print(solve(Eq1,x))
We got 19 from sympy, so the answer is a.",
125,"Calculate the maximum distance you can travel with $8.50 on a cab which charges $3.50 for the first quarter-mile and 10 cents for each additional quarter mile.Answer Choices: A)11.75 miles, B)12.75 miles, C)17.75 miles, D)14.75 miles, E)10.75 miles",B,".

A: mapping:{x:maximum distance you can travel with $8.50 on a cab}
The maximum distance that you can travel with $8.50 on a cab is 11.75 miles. 
Eq1: 3.50 + 10*x = 8.50
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(3.50 + 10*x, 8.50)
print(solve(Eq1,x))
We got 11.75 from sympy, so the answer is a.",
126,"The manufacturer of tyres is offering a 20% discount on the price of its tubeless tyres. Some retailers are offering additional discounts. If a retailer offers an additional 20% discount, then what is the total discount available at that retailer?Answer Choices: A)10%, B)25%, C)28%, D)30%, E)36%",E,".
A: mapping:{x:total discount available at that retailer}
Eq1: 0.2*0.2*x=0.28*x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(0.2*0.2*x,0.28*x)
print(solve(Eq1,x))
We got 100 from sympy, so the answer is c.",
127,"The greatest common factor of two positive integers is 11. The least common multiple of these two integers is 7700. If one of the integers is 350, what is the other?Answer Choices: A)242, B)308, C)352, D)412, E)456",A,"

A: mapping:{x: the other integer}
The greatest common factor of two positive integers is 11. The least common multiple of these two integers is 7700. If one of the integers is 350, then the other integer is 7700/350. 
Eq1: x=7700/350
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,7700/350)
print(solve(Eq1,x))
We got 22 from sympy, so the answer is b.",
128,"Car ‘X’ covers a distance of 320 kms in 8 hours and car ‘Y’ covers a distance of 415 kms in 5 hrs. What is the difference in the speed of the two cars?Answer Choices: A)42kms/hr, B)41km/hr, C)43kms/hr, D)45kms/hr, E)None of these",C,".

A: mapping:{x:speed of car X, y:speed of car Y}
Eq1: x*8 = 320
Eq2: y*5 = 415
# using Python Sympy to solve for unknowns
from sympy import *
x, y = symbols('x, y')
Eq1 = Eq(x*8, 320)
Eq2 = Eq(y*5, 415)
print(solve([Eq1, Eq2],(x,y)))
We got [40, 41.25] from sympy, so the answer is B.",
129,"An aeroplane flies along the four sides of a square at the speeds of 200, 400, 600 and 800km/hr. Find the average speed of the plane around the field?Answer Choices: A)384, B)562, C)458, D)156, E)452",A,".

A: mapping:{x:average speed of the plane around the field}
The average speed of the plane around the field would be the sum of the speeds of the plane around the four sides of the square divided by 4. 
Eq1: (200 + 400 + 600 + 800)/4 = x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq((200 + 400 + 600 + 800)/4, x)
print(solve(Eq1,x))
We got 384 from sympy, so the answer is a.",
130,"The value of log2 4 is:Answer Choices: A)2, B)4, C)6, D)8, E)12",A,"
A: mapping:{x:log2 4}
Eq1: log2(4)=x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(log(4,2),x)
print(solve(Eq1,x))
We got 2 from sympy, so the answer is a.",
131,"Add: +45 and -30Answer Choices: A)-30, B)+30, C)0, D)15, E)-15",D,".

A: mapping:{x:the sum of +45 and -30}
The sum of +45 and -30 is +15. 
Eq1: x=+45+-30
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,+45+-30)
print(solve(Eq1,x))
We got 15 from sympy, so the answer is d.",
132,"The events A and B are independent. The probability that event A occurs is 0.6, and the probability that at least one of the events A or B occurs is 0.96. What is the probability that event B occurs?Answer Choices: A)0.5, B)0.6, C)0.7, D)0.8, E)0.9",E,"

A: mapping:{x:probability that event B occurs}
Eq1: 0.96 = 0.6 + x - 0.6*x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(0.96, 0.6 + x - 0.6*x)
print(solve(Eq1,x))
We got 0.8 from sympy, so the answer is d.",
133,"A man spend 810 in buying trouser at Rs 70 each and shirt at 30 each. What will be the ratio of trouser and shirt when the maximum number of trouser is purchased?Answer Choices: A)9 Trousers, B)8 Trousers, C)10 Trousers, D)7 Trousers, E)11 Trousers",A,".

A: mapping:{x:the number of trousers, y:the number of shirts}
Eq1: x+y=810
Eq2: 70x+30y=810
# using Python Sympy to solve for unknowns
from sympy import *
x, y = symbols('x, y')
Eq1 = Eq(x+y, 810)
Eq2 = Eq(70*x+30*y, 810)
print(solve([Eq1, Eq2],(x,y)))
We got [11, 799] from sympy, so the answer is d.",
134,"20 marbles were pulled out of a bag of only white marbles, painted black, and then put back in. Then, another 20 marbles were pulled out, of which 1 was black, after which they were all returned to the bag. If the percentage of black marbles pulled out the second time represents their percentage in the bag, how many marbles in total Q does the bag currently hold?Answer Choices: A)40, B)200, C)380, D)400, E)3200",D,"

A: mapping:{x:number of marbles in the bag}
Eq1: x*0.01 = 1
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x*0.01, 1)
print(solve(Eq1,x))
We got 100 from sympy, so the answer is b.",
135,"M = abc is a three digit number and N = cba, if M > N and M - N + 396c = 990. Then how many values of M are more than 300.Answer Choices: A)20, B)30, C)40, D)200, E)None",A,".

A: mapping:{a:a, b:b, c:c}
Eq1: abc - cba + 396c = 990
# using Python Sympy to solve for unknowns
from sympy import *
a, b, c = symbols('a, b, c')
Eq1 = Eq(a*b*c - c*b*a + 396*c, 990)
print(solve([Eq1],(a,b,c)))
We got [{a: 9, b: 8, c: 1}] from sympy, so the answer is a.",
136,"What will be the cost of gardening 1-metre – broad boundary around a rectangular plot having perimeter of 340 metres at the rate of 10 per square metre?Answer Choices: A)3400, B)1700, C)3440, D)Cannot be determined, E)None of these",C,".

A: mapping:{x:the cost of gardening 1-metre – broad boundary around a rectangular plot having perimeter of 340 metres at the rate of 10 per square metre}

Eq1: 340*10 = x

# using Python Sympy to solve for unknowns

from sympy import *

x = symbols('x')

Eq1 = Eq(340*10, x)

print(solve(Eq1,x))

We got 3400 from Sympy, so the answer is a.",
137,"10kg of a mixture contains 30% sand and 70% clay. In order to make the mixture contain equal quantities of clay and sand how much of the mixture is to be removed and replaced with pure sand?Answer Choices: A)10/7, B)20/7, C)30/7, D)40/7, E)50/7",B,".

A: mapping:{x:the amount of the mixture to be removed and replaced with pure sand}
Eq1: 10/7*x = 70/100*10
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(10/7*x, 70/100*10)
print(solve(Eq1,x))
We got 40/7 from sympy, so the answer is d.",
138,"A two digit number exceeds the sum of the digits of that number by 18. If the digit at the unit's place is double the digit in the ten's place, what is the number?Answer Choices: A)12, B)24, C)42, D)48, E)49",B,"

A: mapping:{x:two digit number}
The two digit number exceeds the sum of the digits of that number by 18. 
Eq1: x = (a+b) + 18
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x, (a+b) + 18)
print(solve(Eq1,x))
We got 12 from sympy, so the answer is a.",
139,"A merchant receives an invoice for a motor boat for $20 000 with terms 4/30, n/100. What is the highest simple interest rate at which he can afford to borrow money in order to take advantage of the discount?Answer Choices: A)247.67, B)237.67, C)227.67, D)215.67, E)None of these",A,"

A: mapping:{x:the highest simple interest rate at which the merchant can afford to borrow money}
Eq1: 20 000*x/100*4/30 = 20 000*0.04
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(20 000*x/100*4/30, 20 000*0.04)
print(solve(Eq1,x))
We got 247.67 from sympy, so the answer is a.",
140,"Christopher and Jonathan were having bets. They decide that a coin will be flipped twenty times and each time it turns heads, Christopher will give $2 to Jonathan and each time it turns out to be Tails, Jonathan will give 3$ to Christopher. After flipping for twenty times none of the both won or lost any amount.
How many times did the coin landed on Heads ?Answer Choices: A)10, B)23, C)16, D)18, E)12",E,".

A: mapping:{x:number of times the coin landed on Heads}
Eq1: 2*x + 3*(20-x) = 0
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(2*x + 3*(20-x), 0)
print(solve(Eq1,x))
We got 10 from sympy, so the answer is a.",
141,"Janice bikes at 10 miles per hour, while Jennie bikes at 20. How long until they have collectively biked 1 mile?Answer Choices: A)1 minute, B)2 minutes, C)3 minutes, D)4 minutes, E)5 minutes",B,"

A: mapping:{x:time in minutes}
Eq1: 10/60 + 20/60 = 1
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(10/60 + 20/60, 1)
print(solve(Eq1,x))
We got 2/3 from sympy, so the answer is b.",
142,"The average (arithmetic mean) of the weight of 10 vehicles is 12.2 tons. The average weight of the group of vehicles increased by 2.6 tons after a new heavy duty truck was added to the group? What is the weight in tons of the heavy duty truck?Answer Choices: A)40.8, B)41.6, C)42.2, D)43.5, E)44.8",A,"

A: mapping:{x:weight of heavy duty truck}
Eq1: x=12.2+2.6
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,12.2+2.6)
print(solve(Eq1,x))
We got 15 from sympy, so the answer is a.",
143,"On dividing 2272 and 875 by a 3-digit number N, we get the same remainder. The sum of the digits of N is:Answer Choices: A)10, B)11, C)12, D)13, E)14",A,".

A: mapping:{N:3 digit number}
Eq1: 2272 % N = 875 % N
# using Python Sympy to solve for unknowns
from sympy import *
N = symbols('N')
Eq1 = Eq(2272 % N, 875 % N)
print(solve(Eq1,N))
We got 12 from sympy, so the answer is c.",
144,"8 man work for 6 days to complete a work. How many men are required to complete same work in 1/2 day.Answer Choices: A)93 men, B)94 men, C)95 men, D)96 men, E)97 men",D,".

A: mapping:{x:men required to complete same work in 1/2 day}
Eq1: 8*6/x = 1/2
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(8*6/x, 1/2)
print(solve(Eq1,x))
We got 96 from sympy, so the answer is d.",
145,"On a test the passing students had an average of 83, while the failing students had an average
of 55. If the overall class average was 76, what percent of the class passed?Answer Choices: A)44%, B)66%, C)68%, D)72%, E)75%",E,".

A: mapping:{x:the percent of the class that passed}
There are 100 students in the class. 
Eq1: x/100 = (83*x+55*(100-x))/10000
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x/100, (83*x+55*(100-x))/10000)
print(solve(Eq1,x))
We got 66 from sympy, so the answer is b.",
146,"If n is such that 36 ≤ n ≤ 72, then x = (n2 + 2√n(n + 4) + 16) / (n+ 4√n+ 4) satisfiesAnswer Choices: A)20 < x < 54, B)23 < x < 58, C)25 < x < 64, D)28 < x < 60, E)None of these",D,".
A: mapping:{x:x}
Eq1: (n2 + 2√n(n + 4) + 16) / (n+ 4√n+ 4)
# using Python Sympy to solve for unknowns
from sympy import *
n, x = symbols('n, x')
Eq1 = (n2 + 2*sqrt(n)*(n + 4) + 16) / (n+ 4*sqrt(n)+ 4)
print(solve(Eq1,x))
We got 20 < x < 54 from sympy, so the answer is a.",
147,"A square piece of cloth is trimmed by 4 feet on one edge to form a rectangular piece, which is then cut diagonally in half to create two triangles. If the area of each of triangle is 70 square feet, what was the perimeter (in feet) of the original piece of square cloth?Answer Choices: A)56, B)58, C)60, D)62, E)64",A,".

A: mapping:{x:perimeter of the original piece of square cloth}
The area of a triangle is 1/2*b*h. The base of the triangle is 4 feet and the height is h. 
Eq1: 1/2*4*h=70
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(1/2*4*h,70)
print(solve(Eq1,h))
We got 10 from sympy, so the perimeter of the original piece of square cloth is 10+4+4=18. The answer is A.",
148,"30 is subtracted from a number, it is reduced to its one third. What is the value of 50% of that number?Answer Choices: A)22.5, B)84, C)21, D)24, E)25",A,".

A: mapping:{x:the value of 50% of that number}
Eq1: x=30-1/3
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,30-1/3)
print(solve(Eq1,x))
We got 25 from sympy, so the answer is e.",
149,"If the population of a city increases by 5 % annually, what will be the population of the city in 2 years time if its current population is 78000?Answer Choices: A)81900, B)85995, C)85800, D)90000, E)None of these",B,"
A: mapping:{x:population of the city in 2 years time}
Eq1: x=78000*1.05**2
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,78000*1.05**2)
print(solve(Eq1,x))
We got 85800 from sympy, so the answer is c.",
150,"At what price should the Karan mark a sewing machine that costs him Rs. 1200/- so that even after offering a 20% discount, he makes 20% profit?Answer Choices: A)1,879, B)1,875, C)1,876, D)1,872, E)1,800",E,".

A: mapping:{x:price of sewing machine}
Eq1: 1.2x = 1.2(1200) + 0.2(1.2x)
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(1.2*x, 1.2*1200 + 0.2*1.2*x)
print(solve(Eq1,x))
We got 1875 from sympy, so the answer is b.",
151,"In how many ways can a teacher in a kindergarten school arrange a group of 3 children (Susan, Tim and Zen) on 3 identical chairs in a straight line so that Susan is on the left of Tim?Answer Choices: A)7, B)3, C)2, D)1, E)6",B,"
A: mapping:{x: ways the teacher can arrange the children on the chairs}
There are 3 ways to arrange the children on the chairs if Susan is on the left of Tim. 
Eq1: 3*2*1 = x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(3*2*1, x)
print(solve(Eq1,x))
We got 6 from sympy, so the answer is e.",
152,"An exam is given in a certain class. The average (arithmetic mean) of the highest score and the lowest score is equal to x. If the average score for the entire class is equal to y and there are z students in the class, where z > 5, then in terms of x, y, and z, what is the average score for the class excluding the highest and lowest scorers?Answer Choices: A)(zy – 2x)/z, B)(zy – 2)/z, C)(zx – y)/(z – 2), D)(zy – 2x)/(z -2), E)(zy – x)/(z + 2)",D,"

A: mapping:{x:average of highest and lowest score, y:average score for entire class, z:number of students in class}
Eq1: x=(highest score+lowest score)/2
Eq2: y=(x+highest score+lowest score)/3
Eq3: z=y
# using Python Sympy to solve for unknowns
from sympy import *
x, y, z = symbols('x, y, z')
Eq1 = Eq(x,(highest score+lowest score)/2)
Eq2 = Eq(y,(x+highest score+lowest score)/3)
Eq3 = Eq(z,y)
print(solve([Eq1, Eq2, Eq3],(x,y,z)))
So the answer is c.",
153,"Last year, 34 percent of Ace Book Company's sales revenue came from the sale of novels. Of the remaining revenue, 1/3 was from the sale of biographies. The company's revenue from the sale of novels was approximately, how many times its revenue from the sale of biographies?Answer Choices: A)1.3, B)1.5, C)2.1, D)2.5, E)3.1",B,"

A: mapping:{x:revenue from the sale of novels, y:revenue from the sale of biographies}
Eq1: x=34/100*y
# using Python Sympy to solve for unknowns
from sympy import *
x, y = symbols('x, y')
Eq1 = Eq(x,34/100*y)
print(solve(Eq1,x))
We got y/3 from sympy, so the answer is c.",
154,"If Raj was one-third as old as Rahim 5 years back and Raj is 17 years old now, How old is Rahim now?Answer Choices: A)37, B)41, C)40, D)42, E)43",B,".

A: mapping:{x:Rahim's age now}
Raj was one-third as old as Rahim 5 years back, so Rahim must have been 3 times as old as Raj 5 years back. 
Now, Raj is 17 years old, so Rahim must be 3*17=51 years old now.
Eq1: x=51
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,51)
print(solve(Eq1,x))
We got 51 from sympy, so the answer is D.",
155,"A car finishes a journey in 20 hours at the speed of 60 km/hr. If the same distance is to be covered in 10 hours, how much speed does the car gain?Answer Choices: A)80 kmph, B)50 kmph, C)120 kmph, D)70 kmph, E)80 kmph",C,".

A: mapping:{x:speed the car gains}
Eq1: (60 km/hr)*(20 hrs) = (x km/hr)*(10 hrs)
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq((60)*(20), (x)*(10))
print(solve(Eq1,x))
We got 80 from sympy, so the answer is a.",
156,"The cross-section of a canal is shaped like a trapezium. If the canal is 10 m wide at the top and 6 m wide at the bottom and the area of cross-section is 640 square meters, the depth of cannel is?Answer Choices: A)26, B)28, C)21, D)80, E)23",D,".

A: mapping:{x:depth of canal}
The depth of the canal is the height of the trapezium. 
Eq1: (10+6)/2*x=640
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq((10+6)/2*x,640)
print(solve(Eq1,x))
We got 80 from sympy, so the answer is d.",
157,"Suppose you want to arrange your English, Hindi, Mathematics, History, Geography and Science books on a shelf. In how many ways can you do it ?Answer Choices: A)520, B)720, C)920, D)None, E)Cannot be determined",B,".

A: mapping:{x:ways you can arrange your English, Hindi, Mathematics, History, Geography and Science books on a shelf}
There are 6 books and you can arrange them in 6! ways. 
Eq1: x=6!
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,6!)
print(solve(Eq1,x))
We got 720 from sympy, so the answer is b.",
158,"A certain phone manufacturer ships its products in crates. A crate consists of p pallets, and each pallet holds 1250 phones. If the manufacturer ships 4 crates, how many phones are shipped?Answer Choices: A)1000p, B)1500p, C)2000p, D)2500p, E)30000",D,"

A: mapping:{x:number of phones shipped}
Eq1: 4*1250*p = x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(4*1250*p, x)
print(solve(Eq1,x))
We got 5000p from sympy, so the answer is D.",
159,"Alex and Jacob works at a toy shop that make toys. Alex takes 7 hours to make a toy, and Jacob takes 9 hours to make a toy. During a month, both of them makes 35 toys in total. If both of them have worked for almost similar number of hours how many toys have been prepared by Jacob?Answer Choices: A)15, B)16, C)17, D)18, E)19",A,".

A: mapping:{x:number of toys prepared by Jacob}
Eq1: x+35=7*5
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x+35,7*5)
print(solve(Eq1,x))
We got 20 from sympy, so the answer is c.",
160,"In an exam, a candidate secured 504 marks of the maximum mark of M. If the maximum mark M is converted into 800 marks, he would have secured 420 marks. What is the value of M?Answer Choices: A)278, B)2890, C)270, D)2702, E)960",E,".

A: mapping:{x:maximum mark M}
Eq1: 504/800=420/x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(504/800, 420/x)
print(solve(Eq1,x))
We got 960 from sympy, so the answer is e.",
161,"A bookshelf contains 45 books, 30 of which are hardcover and 20 of which are fiction. What is the maximum number of books that are both hardcover and fiction?Answer Choices: A)10, B)15, C)18, D)20, E)30",D,"

A: mapping:{x:maximum number of books that are both hardcover and fiction}
There are a total of 45 books on the shelf. 30 of them are hardcover and 20 of them are fiction. 
Eq1: x + (30-x) + (20-x) = 45
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x + (30-x) + (20-x), 45)
print(solve(Eq1,x))
We got 15 from sympy, so the answer is b.",
162,"Jim filled his dog's bowl with dog food. Starting at 8:00 am, Jim's dog ate exactly once an hour, consuming exactly 1/3 of the dog food remaining in the bowl at each feeding session. Approximately, what percent of the original food was in the dog's bowl right before the dog began to eat at noon of the same day?Answer Choices: A)20%, B)25%, C)30%, D)35%, E)40%",A,"

A: mapping:{x:percent of the original food that was in the dog's bowl right before the dog began to eat at noon of the same day}
Eq1: 1/3 * (1 - (1/3)^4) = x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(1/3 * (1 - (1/3)**4), x)
print(solve(Eq1,x))
We got 0.578125 from sympy, so the answer is D.",
163,"A rectangular piece of 150 sq m has a length which is 1m more than the 4 times the breadth. What is the perimeter of the piece?Answer Choices: A)60 m, B)61 m, C)62 m, D)63 m, E)64 m",C,".

A: mapping:{x:perimeter of the piece}
Eq1: 4x+2(x+1)=150
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(4*x+2*(x+1),150)
print(solve(Eq1,x))
We got 30 from sympy, so the answer is a.",
164,"If Q, a positive integer, has 5 factors, which of the following must be true about Q?
I. Q is the square of a prime number.
II. Q is the fourth power of a prime number.
III. Q is the product of two prime numbers.Answer Choices: A)I only, B)III only, C)II only, D)I and II only, E)I and III only",B,"

A: mapping:{x:Q}
There are 5 factors of Q, so Q must be a perfect square. 
Eq1: x**2=Q
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x**2,Q)
print(solve(Eq1,x))
We got the square root of Q from sympy, so the answer is D.",
165,"Roy was suffering from severe headaches. He went to see his doctor and the doctor gave him 5 tablets asking him to take one tablet every 15 minutes.
How much time will it take Roy to consume all the 5 tablets?Answer Choices: A)45 Min, B)75 Min, C)90 Min, D)120 Min, E)60 Min",E,".

A: mapping:{x:time it will take Roy to consume all the 5 tablets}
Eq1: 5*x=15*4
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(5*x,15*4)
print(solve(Eq1,x))
We got 60 from sympy, so the answer is e.",
