,question,answer,response,mapping,response_answer,equations
325," Maria was making baggies of cookies with c0 cookies in each bag. If she had c1 chocolate chip cookies and c2 oatmeal cookies, how many baggies could she make? ",7.0," Maria could make c1/c0 baggies of chocolate chip cookies and c2/c0 baggies of oatmeal cookies. The total number of baggies she could make is the sum of those two, which is (c1/c0) + (c2/c0).
total_baggies = (c1/c0) + (c2/c0)
The answer is total_baggies.","{'c0': 5.0, 'c1': 33.0, 'c2': 2.0}",7.0,"['total_baggies =  (c1/c0) + (c2/c0)', 'answer = total_baggies']"
326," There school's baseball team had c0 new players and c1 returning players. If the coach put them into groups with c2 players in each group, how many groups would there be? ",2.0," The total number of players is c0 + c1. 
total_players = c0 + c1
If the coach put them into groups with c2 players in each group, then the number of groups would be total_players / c2. 
num_groups = total_players / c2
The answer is num_groups.","{'c0': 4.0, 'c1': 6.0, 'c2': 5.0}",2.0,"['total_players =  c0 + c1', 'num_groups =  total_players / c2', 'answer = num_groups']"
327," A pet shelter had c0 puppies when another c1 were brought in. If c2 puppies a day are adopted, how long would it take for all of them to be adopted? ",5.0," There were c0 puppies at the start. c1 more were brought in. So there are c0 + c1 puppies in total. 
total_puppies = c0 + c1
If c2 puppies are adopted each day, it would take (total_puppies / c2) days for all of them to be adopted. 
days = (total_puppies / c2)
The answer is days.","{'c0': 5.0, 'c1': 35.0, 'c2': 8.0}",5.0,"['total_puppies =  c0 + c1', 'days =  (total_puppies / c2)', 'answer = days']"
328," Nancy's class is going on a field trip to the zoo. If each van can hold c0 people and there are c1 students and c2 adults going, how many vans will they need? ",3.0," They need enough vans to hold everyone. Each van can hold c0 people. There are c1 students and c2 adults. So they need at least (c1 + c2)/c0 vans. 
vans_needed = (c1 + c2)/c0
The answer is vans_needed.","{'c0': 5.0, 'c1': 12.0, 'c2': 3.0}",3.0,"['vans_needed =  (c1 + c2)/c0', 'answer = vans_needed']"
329," Dave was helping the cafeteria workers pick up lunch trays, but he could only carry c0 trays at a time. If he had to pick up c1 trays from one table and c2 trays from another, how many trips will he make? ",8.0," Dave can carry c0 trays at a time. He has to pick up c1 trays from one table and c2 trays from another. So he will have to make at least c1/c0 + c2/c0 trips. 
trips = c1/c0 + c2/c0
The answer is trips.","{'c0': 9.0, 'c1': 17.0, 'c2': 55.0}",8.0,"['trips =  c1/c0 + c2/c0', 'answer = trips']"
330," For a birthday party George bought c0 regular sodas and c1 diet sodas. If his fridge would only hold c2 on each shelf, how many shelves would he fill up? ",8.0," George bought c0 regular sodas and c1 diet sodas. In total he has c0 + c1 sodas. 
total_sodas = c0 + c1
If each shelf can hold c2 sodas, then he would need (total_sodas / c2) shelves to hold all of his sodas. 
shelves_needed = (total_sodas / c2)
The answer is shelves_needed.","{'c0': 10.0, 'c1': 22.0, 'c2': 4.0}",8.0,"['total_sodas =  c0 + c1', 'shelves_needed =  (total_sodas / c2)', 'answer = shelves_needed']"
331, The schools debate team had c0 boys and c1 girls on it. If they were split into groups of c2 how many groups could they make? ,8.0," The schools debate team had c0 boys and c1 girls on it. If they were split into groups of c2, they could make (c0 + c1)/c2 groups. 
groups = (c0 + c1)/c2
The answer is groups.","{'c0': 28.0, 'c1': 4.0, 'c2': 4.0}",8.0,"['groups =  (c0 + c1)/c2', 'answer = groups']"
332," Maria was making baggies of cookies with c0 cookies in each bag. If she had c1 chocolate chip cookies and c2 oatmeal cookies, how many baggies could she make? ",3.0," Maria could make c1/c0 baggies of chocolate chip cookies and c2/c0 baggies of oatmeal cookies. The total number of baggies she could make is the sum of those two, which is (c1/c0) + (c2/c0).
total_baggies = (c1/c0) + (c2/c0)
The answer is total_baggies.","{'c0': 8.0, 'c1': 5.0, 'c2': 19.0}",3.0,"['total_baggies =  (c1/c0) + (c2/c0)', 'answer = total_baggies']"
333," For Halloween Sarah received c0 pieces of candy from neighbors and c1 pieces from her older sister. If she only ate c2 pieces a day, how long would the candy last her? ",9.0," Sarah received c0 pieces of candy from neighbors and c1 pieces from her sister. So she had c0 + c1 pieces of candy in total. 
total_candy = c0 + c1
If she ate c2 pieces a day, she would have (total_candy - c2) / c2 days worth of candy left. 
days_candy = (total_candy - c2) / c2
The answer is days_candy.","{'c0': 66.0, 'c1': 15.0, 'c2': 9.0}",8.0,"['total_candy =  c0 + c1', 'days_candy =  (total_candy - c2) / c2', 'answer = days_candy']"
334," Henry was helping the cafeteria workers pick up lunch trays, but he could only carry c0 trays at a time. If he had to pick up c1 trays from one table and c2 trays from another, how many trips will he make? ",9.0," Henry can carry c0 trays at a time. He has to pick up c1 trays from one table and c2 trays from another. So he will have to make at least c1/c0 + c2/c0 trips. 
trips = c1/c0 + c2/c0
The answer is trips.","{'c0': 9.0, 'c1': 29.0, 'c2': 52.0}",9.0,"['trips =  c1/c0 + c2/c0', 'answer = trips']"
335," Tiffany uploaded c0 pictures from her phone and c1 from her camera to facebook. If she sorted the pics into c2 different albums with the same amount of pics in each album, how many pictures were in each of the albums? ",4.0," Tiffany originally had c0 + c1 pictures. She sorted them into c2 albums. So each album had (c0 + c1)/c2 pictures in it. 
pictures_per_album = (c0 + c1)/c2
The answer is pictures_per_album.","{'c0': 7.0, 'c1': 13.0, 'c2': 5.0}",4.0,"['pictures_per_album =  (c0 + c1)/c2', 'answer = pictures_per_album']"
336, A toy store had c0 giant stuffed bears in stock when they got another shipment with c1 bears in it. The put the bears onto shelves with c2 on each shelf. How many shelves did they use? ,2.0," The store had c0 bears originally. They got a shipment of c1 more bears. So they had c0 + c1 bears in total. 
total_bears = c0 + c1
Each shelf can hold c2 bears. They needed to use total_bears / c2 shelves to hold all the bears. 
shelves_used = total_bears / c2
The answer is shelves_used.","{'c0': 5.0, 'c1': 7.0, 'c2': 6.0}",2.0,"['total_bears =  c0 + c1', 'shelves_used =  total_bears / c2', 'answer = shelves_used']"
337," Paul made c0 dollars mowing lawns and c1 dollars weed eating. If he only spent c2 dollar a week, how long would the money last him? ",9.0," Paul made c0 dollars mowing lawns and c1 dollars weed eating. In total he made c0 + c1 dollars. 
total_money = c0 + c1
If he spends c2 dollars a week, the money will last him for (total_money / c2) weeks. 
weeks = total_money / c2
The answer is weeks.","{'c0': 68.0, 'c1': 13.0, 'c2': 9.0}",9.0,"['total_money =  c0 + c1', 'weeks =  total_money / c2', 'answer = weeks']"
338," While playing at the arcade, Edward won c0 tickets playing 'whack a mole' and c1 tickets playing 'skee ball'. If he was trying to buy candy that cost c2 tickets a piece, how many could he buy? ",2.0," Edward had c0 + c1 tickets in total. 
total_tickets = c0 + c1
Each piece of candy costs c2 tickets. 
candy_bought = total_tickets / c2
The answer is candy_bought.","{'c0': 3.0, 'c1': 5.0, 'c2': 4.0}",2.0,"['total_tickets =  c0 + c1', 'candy_bought =  total_tickets / c2', 'answer = candy_bought']"
339," Megan's class is going on a field trip to the zoo. If each van can hold c0 people and there are c1 students and c2 adults going, how many vans will they need? ",6.0," They need enough vans to hold everyone. Each van can hold c0 people. There are c1 students and c2 adults. So they need at least (c1 + c2)/c0 vans. 
vans_needed = (c1 + c2)/c0
The answer is vans_needed.","{'c0': 5.0, 'c1': 25.0, 'c2': 5.0}",6.0,"['vans_needed =  (c1 + c2)/c0', 'answer = vans_needed']"
340," Luke was organizing his baseball cards in a binder with c0 on each page. If he had c1 new cards and c2 old cards to put in the binder, how many pages would he use? ",4.0," If he had c0 cards on each page, and he had c1 new cards and c2 old cards, he would need (c1+c2)/c0 pages. 
pages_used = (c1+c2)/c0
The answer is pages_used.","{'c0': 3.0, 'c1': 3.0, 'c2': 9.0}",4.0,"['pages_used =  (c1+c2)/c0', 'answer = pages_used']"
341, A group of c0 friends went into a restaurant. The chef already had c1 chicken wings cooked but cooked c2 more for the group. If they each got the same amount how many would each person get? ,3.0," The chef had c1 chicken wings cooked. Then he cooked c2 more. So in total there were c1 + c2 chicken wings. 
total_wings = c1 + c2
If they each got the same amount, then each person would get total_wings / c0 chicken wings. 
wings_per_person = total_wings / c0
The answer is wings_per_person.","{'c0': 3.0, 'c1': 6.0, 'c2': 3.0}",3.0,"['total_wings =  c1 + c2', 'wings_per_person =  total_wings / c0', 'answer = wings_per_person']"
342," Olivia uploaded c0 pictures from her phone and c1 from her camera to facebook. If she sorted the pics into c2 different albums with the same amount of pics in each album, how many pictures were in each of the albums? ",5.0," Olivia had c0 + c1 pictures in total. If she made c2 albums, each album would have (c0 + c1)/c2 pictures in it. 
pics_per_album = (c0 + c1)/c2
The answer is pics_per_album.","{'c0': 5.0, 'c1': 35.0, 'c2': 8.0}",5.0,"['pics_per_album =  (c0 + c1)/c2', 'answer = pics_per_album']"
343, A toy store had c0 giant stuffed bears in stock when they got another shipment with c1 bears in it. The put the bears onto shelves with c2 on each shelf. How many shelves did they use? ,4.0," The store had c0 bears originally. They got a shipment of c1 more bears. So they had c0 + c1 bears in total. 
total_bears = c0 + c1
Each shelf can hold c2 bears. They used (total_bears)/(c2) shelves in total. 
total_shelves = (total_bears)/(c2)
The answer is total_shelves.","{'c0': 6.0, 'c1': 18.0, 'c2': 6.0}",4.0,"['total_bears =  c0 + c1', 'total_shelves =  (total_bears)/(c2)', 'answer = total_shelves']"
344," Jerry was helping the cafeteria workers pick up lunch trays, but he could only carry c0 trays at a time. If he had to pick up c1 trays from one table and c2 trays from another, how many trips will he make? ",2.0," Jerry can carry c0 trays at a time. He has to pick up c1 trays from one table and c2 trays from another. So he will have to make at least c1/c0 + c2/c0 trips. 
trips = c1/c0 + c2/c0
The answer is trips.","{'c0': 8.0, 'c1': 9.0, 'c2': 7.0}",2.0,"['trips =  c1/c0 + c2/c0', 'answer = trips']"
345," A vase can hold c0 flowers. If you had c1 carnations and c2 roses, how many vases would you need to hold the flowers? ",5.0," Each vase can hold c0 flowers. You have c1 carnations and c2 roses. You would need (c1 + c2)/c0 vases to hold all the flowers. 
vases_needed = (c1 + c2)/c0
The answer is vases_needed.","{'c0': 5.0, 'c1': 6.0, 'c2': 19.0}",5.0,"['vases_needed =  (c1 + c2)/c0', 'answer = vases_needed']"
346," Haley and her friends were recycling paper for their class. For every c0 pounds they recycled they earned one point. If Haley recycled c1 pounds and her friends recycled c2 pounds, how many points did they earn? ",9.0," Haley recycled c1 pounds and her friends recycled c2 pounds. They earned c1 + c2 points. 
total_points = c1 + c2
The answer is total_points.","{'c0': 3.0, 'c1': 11.0, 'c2': 16.0}",27.0,"['total_points =  c1 + c2', 'answer = total_points']"
347," A pet shelter had c0 puppies when another c1 were brought in. If c2 puppies a day are adopted, how long would it take for all of them to be adopted? ",9.0," There were c0 puppies at the start. c1 more were brought in. So there are c0 + c1 puppies in total. 
total_puppies = c0 + c1
If c2 puppies are adopted each day, it would take (total_puppies / c2) days for all of them to be adopted. 
days = (total_puppies / c2)
The answer is days.","{'c0': 17.0, 'c1': 55.0, 'c2': 8.0}",9.0,"['total_puppies =  c0 + c1', 'days =  (total_puppies / c2)', 'answer = days']"
348," There school's baseball team had c0 new players and c1 returning players. If the coach put them into groups with c2 players in each group, how many groups would there be? ",7.0," The total number of players is c0 + c1. 
total_players = c0 + c1
If the coach put them into groups with c2 players in each group, then the number of groups would be total_players / c2. 
num_groups = total_players / c2
The answer is num_groups.","{'c0': 12.0, 'c1': 44.0, 'c2': 8.0}",7.0,"['total_players =  c0 + c1', 'num_groups =  total_players / c2', 'answer = num_groups']"
349," Frank had saved up c0 dollars. If he received another c1 dollars for his allowance, how many c2 dollar toys could he buy? ",5.0," Frank had c0 dollars saved up. He received c1 more dollars. So he had c0 + c1 dollars in total. 
total_dollars = c0 + c1
He could buy c2 dollar toys with that many dollars. 
toys = total_dollars / c2
The answer is toys.","{'c0': 3.0, 'c1': 37.0, 'c2': 8.0}",5.0,"['total_dollars =  c0 + c1', 'toys =  total_dollars / c2', 'answer = toys']"
350," Luke was organizing his baseball cards in a binder with c0 on each page. If he had c1 new cards and c2 old cards to put in the binder, how many pages would he use? ",4.0," If he had c0 cards on each page, and he had c1 new cards and c2 old cards, he would need (c1+c2)/c0 pages. 
pages_used = (c1+c2)/c0
The answer is pages_used.","{'c0': 3.0, 'c1': 3.0, 'c2': 9.0}",4.0,"['pages_used =  (c1+c2)/c0', 'answer = pages_used']"
351, A group of c0 friends went into a restaurant. The chef already had c1 chicken wings cooked but cooked c2 more for the group. If they each got the same amount how many would each person get? ,3.0," The chef had c1 chicken wings cooked. Then he cooked c2 more. So in total there were c1 + c2 chicken wings. 
total_wings = c1 + c2
If they each got the same amount, then each person would get total_wings / c0 chicken wings. 
wings_per_person = total_wings / c0
The answer is wings_per_person.","{'c0': 3.0, 'c1': 6.0, 'c2': 3.0}",3.0,"['total_wings =  c1 + c2', 'wings_per_person =  total_wings / c0', 'answer = wings_per_person']"
352," Olivia uploaded c0 pictures from her phone and c1 from her camera to facebook. If she sorted the pics into c2 different albums with the same amount of pics in each album, how many pictures were in each of the albums? ",5.0," Olivia had c0 + c1 pictures in total. If she made c2 albums, each album would have (c0 + c1)/c2 pictures in it. 
pics_per_album = (c0 + c1)/c2
The answer is pics_per_album.","{'c0': 5.0, 'c1': 35.0, 'c2': 8.0}",5.0,"['pics_per_album =  (c0 + c1)/c2', 'answer = pics_per_album']"
353, A toy store had c0 giant stuffed bears in stock when they got another shipment with c1 bears in it. The put the bears onto shelves with c2 on each shelf. How many shelves did they use? ,4.0," The store had c0 bears originally. They got a shipment of c1 more bears. So they had c0 + c1 bears in total. 
total_bears = c0 + c1
Each shelf can hold c2 bears. They used (total_bears)/(c2) shelves in total. 
total_shelves = (total_bears)/(c2)
The answer is total_shelves.","{'c0': 6.0, 'c1': 18.0, 'c2': 6.0}",4.0,"['total_bears =  c0 + c1', 'total_shelves =  (total_bears)/(c2)', 'answer = total_shelves']"
354," Jerry was helping the cafeteria workers pick up lunch trays, but he could only carry c0 trays at a time. If he had to pick up c1 trays from one table and c2 trays from another, how many trips will he make? ",2.0," Jerry can carry c0 trays at a time. He has to pick up c1 trays from one table and c2 trays from another. So he will have to make at least c1/c0 + c2/c0 trips. 
trips = c1/c0 + c2/c0
The answer is trips.","{'c0': 8.0, 'c1': 9.0, 'c2': 7.0}",2.0,"['trips =  c1/c0 + c2/c0', 'answer = trips']"
355," A vase can hold c0 flowers. If you had c1 carnations and c2 roses, how many vases would you need to hold the flowers? ",5.0," Each vase can hold c0 flowers. You have c1 carnations and c2 roses. You would need (c1 + c2)/c0 vases to hold all the flowers. 
vases_needed = (c1 + c2)/c0
The answer is vases_needed.","{'c0': 5.0, 'c1': 6.0, 'c2': 19.0}",5.0,"['vases_needed =  (c1 + c2)/c0', 'answer = vases_needed']"
356," Haley and her friends were recycling paper for their class. For every c0 pounds they recycled they earned one point. If Haley recycled c1 pounds and her friends recycled c2 pounds, how many points did they earn? ",9.0," Haley recycled c1 pounds and her friends recycled c2 pounds. They earned c1 + c2 points. 
total_points = c1 + c2
The answer is total_points.","{'c0': 3.0, 'c1': 11.0, 'c2': 16.0}",27.0,"['total_points =  c1 + c2', 'answer = total_points']"
357," A pet shelter had c0 puppies when another c1 were brought in. If c2 puppies a day are adopted, how long would it take for all of them to be adopted? ",9.0," There were c0 puppies at the start. c1 more were brought in. So there are c0 + c1 puppies in total. 
total_puppies = c0 + c1
If c2 puppies are adopted each day, it would take (total_puppies / c2) days for all of them to be adopted. 
days = (total_puppies / c2)
The answer is days.","{'c0': 17.0, 'c1': 55.0, 'c2': 8.0}",9.0,"['total_puppies =  c0 + c1', 'days =  (total_puppies / c2)', 'answer = days']"
358," There school's baseball team had c0 new players and c1 returning players. If the coach put them into groups with c2 players in each group, how many groups would there be? ",7.0," The total number of players is c0 + c1. 
total_players = c0 + c1
If the coach put them into groups with c2 players in each group, then the number of groups would be total_players / c2. 
num_groups = total_players / c2
The answer is num_groups.","{'c0': 12.0, 'c1': 44.0, 'c2': 8.0}",7.0,"['total_players =  c0 + c1', 'num_groups =  total_players / c2', 'answer = num_groups']"
359," Frank had saved up c0 dollars. If he received another c1 dollars for his allowance, how many c2 dollar toys could he buy? ",5.0," Frank had c0 dollars saved up. He received c1 more dollars. So he had c0 + c1 dollars in total. 
total_dollars = c0 + c1
He could buy c2 dollar toys with that many dollars. 
toys = total_dollars / c2
The answer is toys.","{'c0': 3.0, 'c1': 37.0, 'c2': 8.0}",5.0,"['total_dollars =  c0 + c1', 'toys =  total_dollars / c2', 'answer = toys']"
360," A pet shelter had c0 puppies when another c1 were brought in. If c2 puppies a day are adopted, how long would it take for all of them to be adopted? ",9.0," There were c0 puppies at the start. c1 more were brought in. So there are c0 + c1 puppies in total. 
total_puppies = c0 + c1
If c2 puppies are adopted each day, it would take (total_puppies / c2) days for all of them to be adopted. 
days = (total_puppies / c2)
The answer is days.","{'c0': 8.0, 'c1': 19.0, 'c2': 3.0}",9.0,"['total_puppies =  c0 + c1', 'days =  (total_puppies / c2)', 'answer = days']"
361, For homework Faye had c0 math problems and c1 spelling problems. If she can finish c2 problems in an hour how long will it take her to finish all the problems? ,5.0," Faye had c0 math problems and c1 spelling problems, for a total of c0 + c1 problems. 
total_problems = c0 + c1
If she can finish c2 problems in an hour, then it will take her a total of (c0 + c1)/c2 hours to finish all the problems. 
time_to_finish = (c0 + c1)/c2
The answer is time_to_finish.","{'c0': 13.0, 'c1': 2.0, 'c2': 3.0}",5.0,"['total_problems =  c0 + c1', 'time_to_finish =  (c0 + c1)/c2', 'answer = time_to_finish']"
362," Sam had saved up c0 dollars. If he received another c1 dollars for his allowance, how many c2 dollar toys could he buy? ",5.0," Sam had c0 dollars saved up. He received c1 more dollars. So he had c0 + c1 dollars in total. 
total_dollars = c0 + c1
He could buy c2 dollar toys with that many dollars. 
toys = total_dollars / c2
The answer is toys.","{'c0': 8.0, 'c1': 7.0, 'c2': 3.0}",5.0,"['total_dollars =  c0 + c1', 'toys =  total_dollars / c2', 'answer = toys']"
363," Bianca and her friends were recycling paper for their class. For every c0 pounds they recycled they earned one point. If Bianca recycled c1 pounds and her friends recycled c2 pounds, how many points did they earn? ",9.0," Bianca recycled c1 pounds. Her friends recycled c2 pounds. So they recycled c1 + c2 pounds in total. 
total_pounds = c1 + c2
For every c0 pounds they recycled, they earned one point. So they earned a total of (c1 + c2)/c0 points. 
total_points = (c1 + c2)/c0
The answer is total_points.","{'c0': 3.0, 'c1': 24.0, 'c2': 3.0}",9.0,"['total_pounds =  c1 + c2', 'total_points =  (c1 + c2)/c0', 'answer = total_points']"
364," There school's baseball team had c0 new players and c1 returning players. If the coach put them into groups with c2 players in each group, how many groups would there be? ",5.0," The total number of players is c0 + c1. 
total_players = c0 + c1
If the coach put them into groups with c2 players in each group, then the number of groups would be total_players / c2. 
num_groups = total_players / c2
The answer is num_groups.","{'c0': 31.0, 'c1': 4.0, 'c2': 7.0}",5.0,"['total_players =  c0 + c1', 'num_groups =  total_players / c2', 'answer = num_groups']"
365," Oliver was organizing his baseball cards in a binder with c0 on each page. If he had c1 new cards and c2 old cards to put in the binder, how many pages would he use? ",4.0," Oliver had c0 cards on each page. He had c1 new cards and c2 old cards. So he would need (c1 + c2)/c0 pages. 
pages_used = (c1 + c2)/c0
The answer is pages_used.","{'c0': 3.0, 'c1': 2.0, 'c2': 10.0}",4.0,"['pages_used =  (c1 + c2)/c0', 'answer = pages_used']"
366," Paul made c0 dollars mowing lawns and c1 dollars weed eating. If he only spent c2 dollar a week, how long would the money last him? ",2.0," Paul made c0 dollars mowing lawns and c1 dollars weed eating. In total he made c0 + c1 dollars. 
total_money = c0 + c1
If he spends c2 dollars a week, the money would last him for (total_money / c2) weeks. 
weeks = total_money / c2
The answer is weeks.","{'c0': 3.0, 'c1': 3.0, 'c2': 3.0}",2.0,"['total_money =  c0 + c1', 'weeks =  total_money / c2', 'answer = weeks']"
367," Robin was making baggies of cookies with c0 cookies in each bag. If she had c1 chocolate chip cookies and c2 oatmeal cookies, how many baggies could she make? ",8.0," Robin was making baggies of cookies with c0 cookies in each bag. If she had c1 chocolate chip cookies and c2 oatmeal cookies, she could make (c1 + c2)/c0 baggies. 
baggies = (c1 + c2)/c0
The answer is baggies.","{'c0': 6.0, 'c1': 23.0, 'c2': 25.0}",8.0,"['baggies =  (c1 + c2)/c0', 'answer = baggies']"
368, The schools debate team had c0 boys and c1 girls on it. If they were split into groups of c2 how many groups could they make? ,5.0," The schools debate team had c0 boys and c1 girls on it. If they were split into groups of c2, they could make (c0 + c1)/c2 groups. 
groups = (c0 + c1)/c2
The answer is groups.","{'c0': 5.0, 'c1': 40.0, 'c2': 9.0}",5.0,"['groups =  (c0 + c1)/c2', 'answer = groups']"
369, At a company picnic c0 managers and c1 employees decided to start a game of volleyball. If they split into c2 teams how many people would be on each team? ,5.0," There are c0 + c1 people in total. They want to split into c2 teams. So each team would have (c0 + c1)/c2 people. 
people_per_team = (c0 + c1)/c2
The answer is people_per_team.","{'c0': 23.0, 'c1': 7.0, 'c2': 6.0}",5.0,"['people_per_team =  (c0 + c1)/c2', 'answer = people_per_team']"
370," For a birthday party Cody bought c0 regular sodas and c1 diet sodas. If his fridge would only hold c2 on each shelf, how many shelves would he fill up? ",8.0," Cody bought c0 regular sodas and c1 diet sodas. In total he has c0 + c1 sodas. 
total_sodas = c0 + c1
If each shelf can hold c2 sodas, then he would need (total_sodas / c2) shelves to hold all of his sodas. 
shelves_needed = (total_sodas / c2)
The answer is shelves_needed.","{'c0': 4.0, 'c1': 44.0, 'c2': 6.0}",8.0,"['total_sodas =  c0 + c1', 'shelves_needed =  (total_sodas / c2)', 'answer = shelves_needed']"
371," Robin's class is going on a field trip to the zoo. If each van can hold c0 people and there are c1 students and c2 adults going, how many vans will they need? ",3.0," They need enough vans to hold everyone. There are c1 students and c2 adults. Each van can hold c0 people. So they need at least (c1 + c2) / c0 vans. 
vans_needed = (c1 + c2) / c0
The answer is vans_needed.","{'c0': 8.0, 'c1': 22.0, 'c2': 2.0}",3.0,"['vans_needed =  (c1 + c2) / c0', 'answer = vans_needed']"
372," Ned was helping the cafeteria workers pick up lunch trays, but he could only carry c0 trays at a time. If he had to pick up c1 trays from one table and c2 trays from another, how many trips will he make? ",2.0," Ned can carry c0 trays at a time. He has to pick up c1 trays from one table and c2 trays from another. So he will have to make at least c1/c0 + c2/c0 trips. 
trips = c1/c0 + c2/c0
The answer is trips.","{'c0': 5.0, 'c1': 5.0, 'c2': 5.0}",2.0,"['trips =  c1/c0 + c2/c0', 'answer = trips']"
373," There school's baseball team had c0 new players and c1 returning players. If the coach put them into groups with c2 players in each group, how many groups would there be? ",2.0," The total number of players is c0 + c1. 
total_players = c0 + c1
If the coach put them into groups with c2 players in each group, then the number of groups would be total_players / c2. 
num_groups = total_players / c2
The answer is num_groups.","{'c0': 2.0, 'c1': 6.0, 'c2': 4.0}",2.0,"['total_players =  c0 + c1', 'num_groups =  total_players / c2', 'answer = num_groups']"
374, For homework Amy had c0 math problems and c1 spelling problems. If she can finish c2 problems in an hour how long will it take her to finish all the problems? ,6.0," Amy had c0 math problems and c1 spelling problems, for a total of c0 + c1 problems. 
total_problems = c0 + c1
If she can finish c2 problems in an hour, it will take her (c0 + c1)/c2 hours to finish all the problems. 
hours_needed = (c0 + c1)/c2
The answer is hours_needed.","{'c0': 18.0, 'c1': 6.0, 'c2': 4.0}",6.0,"['total_problems =  c0 + c1', 'hours_needed =  (c0 + c1)/c2', 'answer = hours_needed']"
375," Maria was making baggies of cookies with c0 cookies in each bag. If she had c1 chocolate chip cookies and c2 oatmeal cookies, how many baggies could she make? ",6.0," Maria could make c1/c0 baggies of chocolate chip cookies and c2/c0 baggies of oatmeal cookies. The total number of baggies she could make is the sum of those two, which is (c1/c0) + (c2/c0).
total_baggies = (c1/c0) + (c2/c0)
The answer is total_baggies.","{'c0': 3.0, 'c1': 2.0, 'c2': 16.0}",6.0,"['total_baggies =  (c1/c0) + (c2/c0)', 'answer = total_baggies']"
376, Sarah's old washing machine could only wash c0 pieces of clothing at a time. If she had to wash c1 shirts and c2 sweaters how many loads would she have to do? ,9.0," Sarah's old washing machine could only wash c0 pieces of clothing at a time. She has to wash c1 shirts and c2 sweaters. So she would have to do (c1 + c2)/c0 loads.
loads = (c1 + c2)/c0
The answer is loads.","{'c0': 5.0, 'c1': 43.0, 'c2': 2.0}",9.0,"['loads =  (c1 + c2)/c0', 'answer = loads']"
377," A pet shelter had c0 puppies when another c1 were brought in. If c2 puppies a day are adopted, how long would it take for all of them to be adopted? ",2.0," There were c0 puppies at the start. c1 more were brought in. So there are c0 + c1 puppies in total. 
total_puppies = c0 + c1
If c2 puppies are adopted each day, it would take (total_puppies / c2) days for all of them to be adopted. 
days = (total_puppies / c2)
The answer is days.","{'c0': 3.0, 'c1': 3.0, 'c2': 3.0}",2.0,"['total_puppies =  c0 + c1', 'days =  (total_puppies / c2)', 'answer = days']"
378," While playing at the arcade, Luke won c0 tickets playing 'whack a mole' and c1 tickets playing 'skee ball'. If he was trying to buy candy that cost c2 tickets a piece, how many could he buy? ",5.0," Luke had c0 + c1 tickets in total. 
total_tickets = c0 + c1
Each piece of candy costs c2 tickets. 
total_candy = total_tickets / c2
The answer is total_candy.","{'c0': 2.0, 'c1': 13.0, 'c2': 3.0}",5.0,"['total_tickets =  c0 + c1', 'total_candy =  total_tickets / c2', 'answer = total_candy']"
379, A group of c0 friends went into a restaurant. The chef already had c1 chicken wings cooked but cooked c2 more for the group. If they each got the same amount how many would each person get? ,6.0," The chef had c1 chicken wings cooked. Then he cooked c2 more. So in total there were c1 + c2 chicken wings. 
total_wings = c1 + c2
If they each got the same amount, then each person would get total_wings / c0 chicken wings. 
wings_per_person = total_wings / c0
The answer is wings_per_person.","{'c0': 3.0, 'c1': 8.0, 'c2': 10.0}",6.0,"['total_wings =  c1 + c2', 'wings_per_person =  total_wings / c0', 'answer = wings_per_person']"
380, Nancy's old washing machine could only wash c0 pieces of clothing at a time. If she had to wash c1 shirts and c2 sweaters how many loads would she have to do? ,3.0," Nancy's old washing machine could only wash c0 pieces of clothing at a time. So she would have to do c1/c0 loads for the shirts and c2/c0 loads for the sweaters. The total number of loads she would have to do is c1/c0 + c2/c0.
total_loads = c1/c0 + c2/c0
The answer is total_loads.","{'c0': 9.0, 'c1': 19.0, 'c2': 8.0}",3.0,"['total_loads =  c1/c0 + c2/c0', 'answer = total_loads']"
381," Paul had saved up c0 dollars. If he received another c1 dollars for his allowance, how many c2 dollar toys could he buy? ",2.0," Paul had c0 dollars saved up. He received c1 more dollars. So he had c0 + c1 dollars in total. 
total_dollars = c0 + c1
If each toy costs c2 dollars, then he could buy a maximum of total_dollars / c2 toys. 
toys = total_dollars / c2
The answer is toys.","{'c0': 3.0, 'c1': 7.0, 'c2': 5.0}",2.0,"['total_dollars =  c0 + c1', 'toys =  total_dollars / c2', 'answer = toys']"
382," Jerry made c0 dollars mowing lawns and c1 dollars weed eating. If he only spent c2 dollar a week, how long would the money last him? ",9.0," Jerry made c0 + c1 dollars. He spends c2 dollars a week. So the money would last him for  (c0 + c1)/c2 weeks. 
weeks = (c0 + c1)/c2
The answer is weeks.","{'c0': 14.0, 'c1': 31.0, 'c2': 5.0}",9.0,"['weeks =  (c0 + c1)/c2', 'answer = weeks']"
383," While playing at the arcade, Ned won c0 tickets playing 'whack a mole' and c1 tickets playing 'skee ball'. If he was trying to buy candy that cost c2 tickets a piece, how many could he buy? ",5.0," Ned had c0 + c1 tickets in total. 
total_tickets = c0 + c1
Each piece of candy costs c2 tickets. 
candy = total_tickets / c2
The answer is candy.","{'c0': 26.0, 'c1': 19.0, 'c2': 9.0}",5.0,"['total_tickets =  c0 + c1', 'candy =  total_tickets / c2', 'answer = candy']"
