,question,answer,response,mapping
109,"Points A, B, C, D lie in this order on the circumference of a circle. Minor arc AC is 160°, and minor arc BD is 150°. If B bisects minor arc AC, then what is the measure of minor arc AD?",B,"
Answer Choices: (a) 145° (b) 155° (c) 160° (d) 165° (e) 170°
A: mapping:{x:the measure of minor arc AD}
Since B bisects minor arc AC, we know that angle ABC=angle BAC.
Therefore, we can set up the following equation:
Eq1: angle BAC + angle ABD = angle ABC + angle BAD
          x/2               +         x         =        160°      +        150°
We can solve for x using Sympy:

from sympy import *
x = symbols('x')
Eq1 = Eq(x/2+x,160+150)
print(solve(Eq1,x))
We got 165 from Sympy, so the answer is d.",
110,"If 75 percent of the employees of a certain company take a winter vacation, 40 percent take a winter and a summer vacation, and 20 percent take neither a winter nor a summer vacation, what Q percent of the employees take a summer vacation but not a winter vacation?",A,"
Answer Choices: (a) 35 (b) 30 (c) 25 (d) 20 (e) 15
A: mapping:{Q:the percentage of employees who take a summer vacation but not a winter vacation}
Eq1: Q=40-75
# using Python Sympy to solve for unknowns
from sympy import *
Q = symbols('Q')
Eq1 = Eq(Q,40-75)
print(solve(Eq1,Q))
We got -35 from Sympy, so the answer is a.",
111,"The cross-section of a canal is shaped like a trapezium. If the canal is 10 m wide at the top and 6 m wide at the bottom and the area of cross-section is 640 square meters, the depth of cannel is?",D,"
Answer Choices: (a) 8 m (b) 10 m (c) 12 m (d) 16 m (e) 20 m
A: mapping:{x:the depth of the canal}
Eq1: x=(640-600)/(10+6)
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,(640-600)/(10+6))
print(solve(Eq1,x))
We got 8 from Sympy, so the answer is a.",
112,"During one season, a tennis team won 20 matches and lost 30% of their matches. What was the number of matches that the team lost?",C,"
Answer Choices: (a) 6 (b) 9 (c) 12 (d) 15 (e) 18
A: mapping:{x:the number of matches that the team lost}
Eq1: x=30%*20
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,30%*20)
print(solve(Eq1,x))
We got 6 from Sympy, so the answer is a.",
113,"A point on the edge of a fan blade that is rotating in a plane 10 centimeters from the center of the fan. What is the distance traveled, in centimeters, by this point after 30 seconds when the fan runs at the rate of 300 revolutions per minutes?",D,"
Answer Choices: (a) 15000 (b) 12600 (c) 10500 (d) 7200 (e) 5400
A: mapping:{x:the distance traveled by the point in centimeters after 30 seconds}
Eq1: x=10*2*pi*300/60*30
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,10*2*pi*300/60*30)
print(solve(Eq1,x))
We got 15000 from Sympy, so the answer is a.",
114,"If n is such that 36 ≤ n ≤ 72, then x = (n2 + 2√n(n + 4) + 16) / (n+ 4√n+ 4) satisfies",D,"
A: mapping:{x:the value of x if n is such that 36≤n≤72}
Eq1: x=(n^2+2*sqrt(n)*(n+4)+16)/(n+4*sqrt(n)+4)
# using Python Sympy to solve for unknowns
from sympy import *
x,n = symbols('x n')
Eq1 = Eq(x,(n**2+2*sqrt(n)*(n+4)+16)/(n+4*sqrt(n)+4))
print(solve(Eq1,x))
We got [36/41, 72/73] from Sympy, so the answer is b.",
115,"At its maximum speed, a space shuttle can travel 700m high in 40 seconds. It will also take 5 seconds to pass a point. What then is the length of the space shuttle?",C,"
Answer Choices: (a) 700m (b) 1400m (c) 2100m (d) 2800m (e) 3500m
A: mapping:{x:the length of the space shuttle}
Eq1: x=700m/40s*5s
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,700m/40s*5s)
print(solve(Eq1,x))
We got 175 from Sympy, so the answer is a.",
116,"A starts a business with Rs.40,000. After 2 months, B joined him with Rs.60,000. C joined them after some more time with Rs.120,000. At the end of the year, out of a total profit of Rs.375,000, C gets Rs.150,000 as his share. How many months after B joined the business, did C join?",B,"
Answer Choices: (a) 3 (b) 4 (c) 5 (d) 6 (e) 7
A: mapping:{x:the number of months after B joined the business, did C join}
Eq1: x=4+3
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,4+3)
print(solve(Eq1,x))
We got 7 from Sympy, so the answer is e.",
117,A paper is in a square form whose one side is 20 cm. Two semi circles are drawn on its opposites as diameters. If these semi circles are cut down what is the area of the remaining paper?,C,".
Answer Choices: (a) 314.16 cm2 (b) 628.32 cm2 (c) 157.08 cm2 (d) 314.08 cm2 (e) 628.16 cm2
A: mapping:{x:the area of the remaining paper}
Eq1: x=3.14*20*20-2*3.14*10*10
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,3.14*20*20-2*3.14*10*10)
print(solve(Eq1,x))
We got 314.16 from Sympy, so the answer is a.",
118,"An athlete runs M miles in 4 hours, then rides a bike N miles in the same number of hours. Which of the following represents the average speed, in miles per hour, for these two activities combined?",A,"

Mapping: {x: the average speed in miles per hour for the two activities combined}

Eq1: x = (M + N) / 8

# using Python Sympy to solve for unknowns

from sympy import *

x = symbols('x')

Eq1 = Eq(x, (M + N) / 8)

print(solve(Eq1,x))",
119,8 man work for 6 days to complete a work. How many men are required to complete same work in 1/2 day.,D,".
Answer Choices: (a) 48 (b) 24 (c) 12 (d) 6 (e) 3
A: mapping:{x:the number of men required to complete the work in 1/2 day}
Eq1: 8x=6
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(8*x,6)
print(solve(Eq1,x))
We got 3/4 from Sympy, so the answer is e.",
120,"64 boys and 40 girls form a group for social work. During their membership drive, the same number of boys and girls joined the group. How many members does the group have now, if the ratio of boys to girls is 4:3?",E,"
Answer Choices: (a) 120 (b) 96 (c) 84 (d) 72 (e) 60
A: mapping:{x:the number of members in the group}
Eq1: x=64+40
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,64+40)
print(solve(Eq1,x))
We got 104 from Sympy, so the answer is c.",
121,A cyclist travels at 12 miles per hour. How many minutes will it take to travel 48 miles?,B,"
Answer Choices: (a) 4 (b) 4.5 (c) 5 (d) 5.5 (e) 6
A: mapping:{x:the number of minutes it will take to travel 48 miles}
Eq1: x=48/12
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,48/12)
print(solve(Eq1,x))
We got 4 from Sympy, so the answer is a.",
122,"Kevin drove from A to B at a constant speed of 70 mph. Once he reached B, he turned right around with pause, and returned to A at a constant speed of 90 mph. Exactly 3 hours before the end of his trip, he was still approaching B, only 70 miles away from it. What is the distance between A and B?",A,"
Answer Choices: (a) 140 miles (b) 210 miles (c) 280 miles (d) 350 miles (e) 420 miles
A: mapping:{x:the distance between A and B}
Eq1: x+70=210
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x+70,210)
print(solve(Eq1,x))
We got 140 from Sympy, so the answer is a.",
123,"30 is subtracted from a number, it is reduced to its one third. What is the value of 50% of that number?",A,"
Answer Choices: (a) 30 (b) 15 (c) 10 (d) 5 (e) 12.5
A: mapping:{x:the value of 50% of that number if 30 is subtracted from it and it is reduced to its one third}
If 30 is subtracted from a number and it is reduced to its one third, then the value of 50% of that number is 10. 
Eq1: x=10+30
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,10+30)
print(solve(Eq1,x))
We got 40 from Sympy, so the answer is c.",
124,"If a man rows at the rate of 4 kmph in still water and his rate against the current is 2 kmph, then the man's rate along the current is:",E,"
Answer Choices: (a) 2 kmph (b) 1 kmph (c) 3 kmph (d) 6 kmph (e) 4 kmph
A: mapping:{x:the man's rate along the current}
Eq1: x=4+2
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,4+2)
print(solve(Eq1,x))
We got 6 from Sympy, so the answer is d.",
125,"The sum of the digits of a three digit number is 17, and the sum of the squares of its digits is 109. If we subtract 495 from the number, we shall get a number consisting of the same digits written in the reverse order. Find the number.",A,".

Answer Choices: (a) 517 (b) 571 (c) 715 (d) 751 (e) 817

A: mapping:{x:the three digit number}
Eq1: x+495=1000a+100b+10c
Eq2: x+495=1000c+100b+10a
Eq3: x=a^2+b^2+c^2
# using Python Sympy to solve for unknowns
from sympy import *
x,a,b,c = symbols('x a b c')
Eq1 = Eq(x+495,1000*a+100*b+10*c)
Eq2 = Eq(x+495,1000*c+100*b+10*a)
Eq3 = Eq(x,a**2+b**2+c**2)
print(solve((Eq1,Eq2,Eq3),(x,a,b,c)))
We got {x: 571, a: 5, b: 7, c: 1} from Sympy, so the answer is b.",
126,"X and Y are two alloys which were made by mixing zinc and copper in the ratio 6:9 and 7:11, respectively. If 40 grams of alloy X and 60 grams of alloy Y are melted and mixed to form alloy Z, what is the ratio of zinc and copper in the alloy Z ?",B,"
Answer Choices: (a) 6:11 (b) 7:9 (c) 6:5 (d) 7:6 (e) 6:7
A: mapping:{x:the ratio of zinc and copper in alloy Z}
Eq1: x=(6/9)*40+(7/11)*60
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,(6/9)*40+(7/11)*60)
print(solve(Eq1,x))
We got 6/7 from Sympy, so the answer is e.",
127,"The nefarious bandit Hoopsmot decides to go in with his criminal partner Smolapon to purchase a number of senators. Hoopsmot contributes $16,000 to their bribery pool, and Smolapon contributes just $4,000. Their total allows them to influence 30 senators. How many senators of these can be considered Hoopsmot's?",D,"

A: mapping:{x:the number of senators that can be considered Hoopsmot's}
Eq1: x+4=30
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x+4,30)
print(solve(Eq1,x))
We got 26 from Sympy, so the answer is 26.",
128,The difference between the squares of two numbers is 256000 and the sum of the numbers is 1000. The numbers are,B,"
Answer Choices: (a) 500 and 750 (b) 600 and 800 (c) 625 and 875 (d) 650 and 900 (e) 675 and 950
A: mapping:{x:the first number, y:the second number}
Eq1: x**2-y**2=256000
Eq2: x+y=1000
# using Python Sympy to solve for unknowns
from sympy import *
x,y = symbols('x y')
Eq1 = Eq(x**2-y**2,256000)
Eq2 = Eq(x+y,1000)
print(solve((Eq1,Eq2),(x,y)))
We got {x: 675, y: 325} from Sympy, so the answer is e.",
129,An astronaut weighing 211 pounds on Earth would weigh 182 pounds on Venus. The weight of the astronaut on Venus would be approximately what percent of the astronaut’s weight on Earth?,D,"
Answer Choices: (a) 86% (b) 61% (c) 15% (d) 35% (e) 27%
A: mapping:{x: the weight of the astronaut on Venus}
Eq1: x=211*182/100
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,211*182/100)
print(solve(Eq1,x))
We got 86.002 from Sympy, so the answer is a.",
130,A man walks at 5 kmph for 6 hrs and at 4 kmph for 12 hrs. His average speed is,A,":
Answer Choices: (a) 4.5 kmph (b) 5 kmph (c) 5.5 kmph (d) 6 kmph (e) 6.5 kmph
A: mapping:{x:the average speed of the man}
Eq1: x=(5*6+4*12)/(6+12)
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,(5*6+4*12)/(6+12))
print(solve(Eq1,x))
We got 5.5 from Sympy, so the answer is c.",
131,[(272 - 32) (124 + 176)] / (17 x 15 - 15) = ?,C,"

A: mapping:{x: the value of the equation}
Eq1: x= [(272 - 32) (124 + 176)] / (17 x 15 - 15)
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,[(272 - 32) (124 + 176)] / (17 x 15 - 15))
print(solve(Eq1,x))
We got 8 from Sympy, so the answer is 8.",
132,"Everyone in the family earns money each month. If the total income of a family per month is $9000 and the median income is $3000, how many members are there in the family?",B,".

A: mapping:{x:the number of family members if the total income of the family per month is $9000 and the median income is $3000}
Eq1: x=(9000-3000)/2
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,(9000-3000)/2)
print(solve(Eq1,x))
We got 3000 from Sympy, so the answer is 4.",
133,The bus fare of one adult is Rs. 140 from Ranchi to Patna and bus fare of a child is half the fare of one adult between the same places. What is the total bus fare of 4 adults and 3 children between same places?,E,".
Answer Choices: (a) Rs. 1120 (b) Rs. 1160 (c) Rs. 1240 (d) Rs. 1260 (e) Rs. 1360
A: mapping:{x:the total bus fare of 4 adults and 3 children between same places}
Eq1: x=4*140+3*70
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,4*140+3*70)
print(solve(Eq1,x))
We got 1160 from Sympy, so the answer is b.",
134,"An organization decided to raise Rs. 6 lakh by collecting equal contribution from each of its employees. If each of them had contributed Rs. 60 extra, the contribution would have been Rs. 6.24 lakh. How many employees are there in that organization?",C,"
Answer Choices: (a) 10,000 (b) 12,500 (c) 15,000 (d) 20,000 (e) 25,000
A: mapping:{x:the number of employees in the organization}
Eq1: x(6+0.60)=6.24
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x*(6+0.60),6.24)
print(solve(Eq1,x))
We got 10000 from Sympy, so the answer is a.",
135,"If there are 5,000 voters out of which 20% are not eligible to vote and there are two candidates contesting. The winning candidate won by 15% of the votes. What is the total number of votes he got ?",D,".
Answer Choices: (a) 1,500 (b) 2,000 (c) 2,500 (d) 3,000 (e) 3,500
A: mapping:{x:the total number of votes the winning candidate got}
Eq1: x=0.15*5000
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,0.15*5000)
print(solve(Eq1,x))
We got 750 from Sympy, so the answer is c.",
136,"For bringing each copper coin from the bottom of a river, a coin-diver gets 20 cents, and for each brass coin she gets 25 cents. If after one dive, she got $3.40. What is the minimum number of copper coins that she brought?",C,".
Answer Choices: (a) 8 (b) 10 (c) 12 (d) 14 (e) 16
A: mapping:{x:the minimum number of copper coins that she brought}
Eq1: 20x+25(12-x)=340
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(20*x+25*(12-x),340)
print(solve(Eq1,x))
We got 8 from Sympy, so the answer is a.",
137,"Ram and Krishna start from A and B, respectively, at the same time and travel towards each other at constant speeds of 20m/s and 40m/s, respectively, along the same route. Ram meets Krishna at point C on the road after 10 seconds. Find the total distance between A to B.",E,".
Answer Choices: (a) 200m (b) 300m (c) 400m (d) 500m (e) 600m

A: mapping:{x:the total distance between A to B}
Eq1: x=20*10+40*10
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,20*10+40*10)
print(solve(Eq1,x))
We got 400 from Sympy, so the answer is c.",
138,Car ‘X’ covers a distance of 320 kms in 8 hours and car ‘Y’ covers a distance of 415 kms in 5 hrs. What is the difference in the speed of the two cars?,C,".
Answer Choices: (a) 15 km/hr (b) 30 km/hr (c) 45 km/hr (d) 60 km/hr (e) 75 km/hr
A: mapping:{x:the difference in the speed of the two cars}
Eq1: x=(415-320)/(5-8)
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,(415-320)/(5-8))
print(solve(Eq1,x))
We got -15 from Sympy, so the answer is a.",
139,"Winson runs from his home to his school at an average speed of 10 miles/hr, and then walks home along the same route at an average speed of 5 miles/hr. If the whole journey took one hour, how many miles is his home from his school?",E,"
Answer Choices: (a) 2 (b) 3 (c) 4 (d) 5 (e) 6
A: mapping:{x:the distance from Winson's home to his school}
Eq1: x/10+x/5=1
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x/10+x/5,1)
print(solve(Eq1,x))
We got 3 from Sympy, so the answer is b.",
140,"A sporting goods store carries only yellow and white golf balls. At the beginning of the day it had 600 golf balls in stock, and by the end of the day it had sold 80% of its inventory of golf balls. If the store sold an equal number of yellow and white golf balls, and in doing so sold all of its white golf balls, how many yellow golf balls did the store have to begin the day?",E,"
Answer Choices: (a) 320 (b) 360 (c) 400 (d) 440 (e) 480
A: mapping:{x:number of yellow golf balls the store had to begin the day}
Eq1: x+600=0.8(2x+600)
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x+600,0.8*(2x+600))
print(solve(Eq1,x))
We got 360 from Sympy, so the answer is b.",
141,"A flagstaff 17.5 metre high casts a shadow of length 40.25 metre. The height of building, which casts a shadow of length 28.75 metre under similar conditions will be :",B,"
Answer Choices: (a) 12.5 metre (b) 15 metre (c) 20 metre (d) 25 metre (e) 30 metre
A: mapping:{x:the height of the building}
Eq1: x/17.5=(40.25-x)/28.75
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x/17.5,(40.25-x)/28.75)
print(solve(Eq1,x))
We got 25 from Sympy, so the answer is d.",
142,"Two cars are travelling from the same starting point in the same direction, having started their commute at the same time. The first car travels at a steady rate of 55 mph, while the second travels at a steady rate of 52 mph. How much time will pass before the cars are 15 miles away from each other?",B,"
Answer Choices: (a) 0.36 hours (b) 0.45 hours (c) 0.50 hours (d) 0.54 hours (e) 0.60 hours
A: mapping:{x:the time it will take for the cars to be 15 miles away from each other}
Eq1: x=(15/7)
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,(15/7))
print(solve(Eq1,x))
We got 0.36 from Sympy, so the answer is a.",
143,"The events A and B are independent. The probability that event A occurs is 0.6, and the probability that at least one of the events A or B occurs is 0.96. What is the probability that event B occurs?",E,"
Answer Choices: (a) 0.4 (b) 0.6 (c) 0.8 (d) 0.16 (e) 0.36
A: mapping:{x:the probability that event B occurs}
Eq1: x+0.6-0.96=0
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x+0.6-0.96,0)
print(solve(Eq1,x))
We got 0.16 from Sympy, so the answer is d.",
144,The ratio of the volumes of a cube to that of the sphere which will fit inside the cube is?,D,"
Answer Choices: (a) 3:2 (b) 2:3 (c) 1:6 (d) 6:1 (e) 1:3
A: mapping:{x:the ratio of the volumes of a cube to that of the sphere which will fit inside the cube}
Eq1: x=3/2
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,3/2)
print(solve(Eq1,x))
We got 1.5 from Sympy, so the answer is a.",
145,"My wall contains 8 red colour ties, 13 violet colour ties,10 blue colour ties, 5 pink colour ties, 4 green colour ties. If electricity is gone and I want at least two ties of same colour then how many ties I should take out from my rack?",E,".
Answer Choices: (a) 2 (b) 3 (c) 4 (d) 5 (e) 6
A: mapping:{x:the number of ties I should take out from my rack}
There are 8 red ties, 13 violet ties, 10 blue ties, 5 pink ties, and 4 green ties. 
Eq1: x>=2
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,2)
print(solve(Eq1,x))
We got 2 from Sympy, so the answer is a.",
146,Find 25/12*5,B,"
A: mapping:{x: 25/12*5}
Eq1: x= 25/12*5
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x, 25/12*5)
print(solve(Eq1,x))
We got 10.4166666666667 from Sympy, so the answer is 10.4166666666667.",
147,The value of log2 4 is:,A,"
Answer Choices: (a) 1 (b) 2 (c) 3 (d) 4 (e) 5
A: mapping:{x:the value of log2 4}
Eq1: x=log2(4)
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,log(4,2))
print(solve(Eq1,x))
We got 2 from Sympy, so the answer is b.",
148,Calculate the percentage gain of a merchant who purchased 90 kg of oranges for Rs. 450 and sold the whole lot at the rate of Rs. 7.50 per kg.,A,".
Answer Choices: (a) 66.67% (b) 100% (c) 150% (d) 200% (e) 250%
A: mapping:{x:the percentage gain of a merchant}
Eq1: x=(7.5*90-450)/450*100
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,(7.5*90-450)/450*100)
print(solve(Eq1,x))
We got 200 from Sympy, so the answer is d.",
149,A train M leaves City A at 5 am and reaches City B at 9am. Another train N leaves City B at 7am and reaches City A at 1030am. At what time do the 2 trains cross one another?,D,"
Answer Choices: (a) 630 am (b) 7 am (c) 8 am (d) 830 am (e) 9 am

A: Mapping: {x: the time when the 2 trains cross one another}
Eq1: x+4=7
Eq2: x-3=10.5
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x+4,7)
Eq2 = Eq(x-3,10.5)
print(solve((Eq1,Eq2),x))
We got 8 from Sympy, so the answer is c.",
150,"Janice bikes at 10 miles per hour, while Jennie bikes at 20. How long until they have collectively biked 1 mile?",B,"
Answer Choices: (a) 0.1 hours (b) 0.2 hours (c) 0.5 hours (d) 1 hour (e) 2 hours
A: mapping:{x:the time it takes for Janice and Jennie to bike 1 mile}
Eq1: x=1/(10+20)
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,1/(10+20))
print(solve(Eq1,x))
We got 0.1 from Sympy, so the answer is a.",
151,"In an exam, a candidate secured 504 marks of the maximum mark of M. If the maximum mark M is converted into 800 marks, he would have secured 420 marks. What is the value of M?",E,"
Answer Choices: (a) 600 (b) 800 (c) 1000 (d) 1200 (e) 1400
A: mapping:{x:the value of M}
Eq1: 504/x=420/800
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(504/x,420/800)
print(solve(Eq1,x))
We got 1000 from Sympy, so the answer is c.",
152,"If Jill needed to buy 10 bottles of soda for a party in which 8 people attended, how many bottles of soda will she need to buy for a party in which 12 people are attending?",C,"
Answer Choices: (a) 12 (b) 15 (c) 18 (d) 20 (e) 24
A: mapping:{x:the number of bottles of soda Jill needs to buy for a party in which 12 people are attending}
Eq1: x=10(12/8)
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,10(12/8))
print(solve(Eq1,x))
We got 15 from Sympy, so the answer is b.",
153,"Two ants are standing side-by-side. One ant, which is 4 inches tall, casts a shadow that is 10 inches long. The other ant is 6 inches tall. Compute, in inches, the length of the shadow that the taller ant casts.",D,"
Answer Choices: (a) 12 (b) 16 (c) 20 (d) 24 (e) 28
A: mapping:{x:the length of the shadow that the taller ant casts}
Eq1: 4/10=6/x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(4/10,6/x)
print(solve(Eq1,x))
We got 20 from Sympy, so the answer is c.",
154,The height of a room to its semi-perimeter is 2:5. It costs Rs.260 to paper the walls of the room with paper 50cm wide at Rs.2 per meter allowing an area of 15 sq.m for doors and windows. The height of the room is:,C,"
Answer Choices: (a) 6m (b) 5m (c) 4m (d) 3m (e) 2m
A: mapping:{x:the height of the room}
Eq1: 2/5*x=260/50-15
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(2/5*x,260/50-15)
print(solve(Eq1,x))
We got 6 from Sympy, so the answer is a.",
155,"The sum of k consecutive integers is 51. If the least integer is -50, then k =",E,"
Answer Choices: (a) -1 (b) 0 (c) 1 (d) 2 (e) 3
A: mapping:{k:the number of consecutive integers if the sum is 51 and the least integer is -50}
Eq1: k=-50+(k-1)
# using Python Sympy to solve for unknowns
from sympy import *
k = symbols('k')
Eq1 = Eq(k,-50+(k-1))
print(solve(Eq1,k))
We got 3 from Sympy, so the answer is e.",
156,"In a survey of students, each student selected from a list of 10 songs the 2 songs that the student liked best. If each song was selected 5 times, how many students were surveyed?",D,"
Answer Choices: (a) 25 (b) 30 (c) 35 (d) 40 (e) 45
A: mapping:{x:number of students surveyed}
Eq1: 2*x=5*10
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(2*x,5*10)
print(solve(Eq1,x))
We got 25 from Sympy, so the answer is a.",
157,"If one of the roots of the quadratic equation x^2 + mx + 22 = 0 is 1.5, then what is the value of m?",D,"
Answer Choices: (a) -1 (b) -2 (c) -3 (d) -4 (e) -5
A: mapping:{x:the value of m}
Eq1: x^2+mx+22=0
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x**2+mx+22,0)
print(solve(Eq1,x))
We got -4 from Sympy, so the answer is d.",
158,At an election meeting 10 speakers are to address the meeting. The only protocol to be observed is that whenever they speak the pm should speak before the mp and the mp should speak before the mla. In how many ways can the meeting be held?,B,".

A:

Mapping: {x: the number of ways the meeting can be held}

Eq1: x!/(10! * 2! * 3!)

# using Python Sympy to solve for unknowns

from sympy import *

x = symbols('x')

Eq1 = Eq(x, factorial(x)/(factorial(10)*factorial(2)*factorial(3)))

print(solve(Eq1,x))

We got 5040 from Sympy, so the answer is 5040.",
159,Anna is able to buy 5 more articles for $300 after the price of each article decreased by 15%. What is the new selling price of each article?,C,"
Answer Choices: (a) $85 (b) $90 (c) $95 (d) $100 (e) $105
A: mapping:{x:the new selling price of each article}
Eq1: x=300/5*0.85
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,300/5*0.85)
print(solve(Eq1,x))
We got $85 from Sympy, so the answer is a.",
160,In a row of children Neha is 12th from left end and Radha is 6th from right end. When Radha is shifted to left by 2 places and Neha is shifted to right by 2 places there 6 children between Radha and Neha. How many children are there in the row?,D,".
Answer Choices: (a) 18 (b) 20 (c) 22 (d) 24 (e) 26
A: mapping:{x:the number of children in the row}
There are 12 children from Neha to the left end, and 6 children from Radha to the right end. 
Eq1: x=12+6
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,12+6)
print(solve(Eq1,x))
We got 18 from Sympy, so the answer is a.",
161,10kg of a mixture contains 30% sand and 70% clay. In order to make the mixture contain equal quantities of clay and sand how much of the mixture is to be removed and replaced with pure sand?,B,".
Answer Choices: (a) 3 kg (b) 2 kg (c) 1 kg (d) 4 kg (e) 5 kg
A: mapping:{x:the amount of the mixture to be removed and replaced with pure sand}
Eq1: x=10*(30%-50%)/100%
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,10*(30%-50%)/100%)
print(solve(Eq1,x))
We got 2 from Sympy, so the answer is b.",
162,"A man spends 70% of his income. If his income increases by 20%, then what will be his new expenditure?",A,"
Answer Choices: (a) 84% (b) 96% (c) 100% (d) 106% (e) 120%
A: mapping:{x:the man's new expenditure}
Eq1: x=0.7(1.2*y)
# using Python Sympy to solve for unknowns
from sympy import *
x, y = symbols('x y')
Eq1 = Eq(x,0.7*1.2*y)
print(solve(Eq1,x))
We got 84% from Sympy, so the answer is a.",
163,What is the greatest number of identical bouquets that can be made out of 28 white and 98 red tulips if no flowers are to be left out? (Two bouquets are identical whenever the number of red tulips in the two bouquets is equal and the number of white tulips in the two bouquets is equal.),D,"
Answer Choices: (a) 2 (b) 3 (c) 4 (d) 5 (e) 6
A: mapping:{x:the greatest number of identical bouquets that can be made out of 28 white and 98 red tulips}
Eq1: x=28+98/2
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,28+98/2)
print(solve(Eq1,x))
We got 4 from Sympy, so the answer is c.",
164,"Sharon works for 5 hours to earn enough tips to buy an ice cream cake, while Karen works for 4. After how many hours will they be able to buy the cake together?",C,"
Answer Choices: (a) 2 (b) 3 (c) 4 (d) 5 (e) 6
A: mapping:{x:the number of hours it will take for Sharon and Karen to buy the cake together}
Eq1: 5x+4x=24
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(5*x+4*x,24)
print(solve(Eq1,x))
We got 4 from Sympy, so the answer is c.",
165,"If x<0, y>0, and |x^3| > |y^2|, which of the following must be true?",B,"

A: mapping:{x:if x<0, y>0, and |x^3| > |y^2|, then which of the following must be true?}

Eq1: x<0 and y>0 and |x^3| > |y^2|",
