,question,answer,response,tokens,logprobs,mapping,response_answer,equations
411," At a restaurant each adult meal costs $c0 and kids eat free. If a group of c1 people came in and c2 were kids, how much would it cost for the group to eat? ",15.0," If c1 people came in and c2 were kids, then it would cost c1*c0 dollars for the group to eat. 
total_cost = c1 * c0
The answer is total_cost.","[' If', ' c', '1', ' people', ' came', ' in', ' and', ' c', '2', ' were', ' kids', ',', ' then', ' it', ' would', ' cost', ' c', '1', '*', 'c', '0', ' dollars', ' for', ' the', ' group', ' to', ' eat', '.', ' ', '\n', 'total', '_', 'cost', ' =', ' c', '1', ' *', ' c', '0', '\n', 'The', ' answer', ' is', ' total', '_', 'cost', '.']","[-1.1830591, -0.5244047, -0.6254025999999999, -0.020952312, -0.036632296, -0.009305625000000001, -0.14771377, -0.00027327676, -0.0008415660000000001, -0.035472993, -0.0010172646000000001, -0.002750264, -0.51060975, -0.81445974, -0.0026264891, -0.52595377, -0.1178084, -0.51592094, -1.0174177, -0.0038929280000000004, -0.00039807137, -0.073932104, -0.6109448, -0.012092480000000001, -0.25701916, -0.0015881311, -2.1768952000000003e-05, -0.0027504996, -0.025157921000000003, -6.746777999999999e-06, -0.42112738, -0.00016757715, -0.00783793, -0.005617794000000001, -8.209043e-05, -0.006356236, -0.53116304, -0.0007535797, -0.0008248027, -0.035177097000000004, -0.0026090378, -0.00032002066, -0.00016805116, -0.00019869341999999998, -0.00017997578999999998, -5.912312e-06, -0.048236605]","{'c0': 3.0, 'c1': 12.0, 'c2': 7.0}",36.0,"['total_cost =  c1 * c0', 'answer = total_cost']"
412," Jerry had c0 action figures, but needed c1 total for a complete collection. If each one costs $c2, how much money would he need to finish his collection? ",72.0," Jerry had c0 action figures. He needs c1 total for a complete collection. 
number_needed = c1 - c0
If each one costs c2 dollars, then he would need number_needed * c2 dollars to finish his collection. 
money_needed = number_needed * c2
The answer is money_needed.","[' Jerry', ' had', ' c', '0', ' action', ' figures', '.', ' He', ' needs', ' c', '1', ' total', ' for', ' a', ' complete', ' collection', '.', ' ', '\n', 'number', '_', 'needed', ' =', ' c', '1', ' -', ' c', '0', '\n', 'If', ' each', ' one', ' costs', ' c', '2', ' dollars', ',', ' then', ' he', ' would', ' need', ' number', '_', 'needed', ' *', ' c', '2', ' dollars', ' to', ' finish', ' his', ' collection', '.', ' ', '\n', 'money', '_', 'needed', ' =', ' number', '_', 'needed', ' *', ' c', '2', '\n', 'The', ' answer', ' is', ' money', '_', 'needed', '.']","[-0.13393152, -0.87871933, -0.001657501, -5.1979979999999996e-06, -0.008425124, -0.0023966692, -0.5962653, -0.5693801, -0.6056796999999999, -0.002544438, -0.17621422, -0.9613847, -0.26445234, -0.08532208000000001, -0.0057036323, -0.00090396847, -0.026298082, -1.1079785, -0.025072783, -1.1456162, -0.00013443055, -0.37165567, -0.0017750652, -0.000109035354, -0.006400563000000001, -0.005415635, -0.00016912498, -0.00018509990000000002, -0.09197127000000001, -0.61760634, -0.0034130847, -0.40675809999999996, -0.0031341736000000003, -0.028889704000000002, -0.009626339000000001, -0.17857064, -0.0049098446, -0.4916044, -0.6733616, -0.68584394, -4.883026e-05, -0.046825517000000004, -2.2245786e-05, -3.01145e-05, -0.014660699000000001, -0.00020703992, -0.00011559276999999999, -0.021177908000000002, -0.45300478, -0.018853698000000002, -0.07859605600000001, -6.015603e-05, -0.068240196, -0.04819132, -1.0323977e-05, -0.02130199, -0.00016864815999999999, -0.0043966463, -0.0063733286, -0.00016674175, -3.2973632e-05, -2.1649737e-05, -0.00040558524999999995, -4.0009756000000004e-05, -2.7133337e-05, -0.048325934, -0.003935171, -0.000106533844, -0.00013216372, -3.225932e-05, -1.9860674000000003e-05, -6.031526e-06, -0.041067563]","{'c0': 7.0, 'c1': 16.0, 'c2': 8.0}",72.0,"['number_needed =  c1 - c0', 'money_needed =  number_needed * c2', 'answer = money_needed']"
413," In a video game, each enemy defeated gives you c0 points. If a level has c1 enemies total and you destroy all but c2 of them, how many points would you earn? ",72.0," If you destroy all but c2 of c1 enemies, you would have defeated c1-c2 enemies. 
enemies_defeated = c1 - c2
Each enemy defeated gives you c0 points. So you would have (c1-c2)*c0 points. 
points = (c1-c2)*c0
The answer is points.","[' If', ' you', ' destroy', ' all', ' but', ' c', '2', ' of', ' c', '1', ' enemies', ',', ' you', ' would', ' have', ' defeated', ' c', '1', '-', 'c', '2', ' enemies', '.', ' ', '\n', 'en', 'emies', '_', 'def', 'e', 'ated', ' =', ' c', '1', ' -', ' c', '2', '\n', 'Each', ' enemy', ' defeated', ' gives', ' you', ' c', '0', ' points', '.', ' So', ' you', ' would', ' have', ' (', 'c', '1', '-', 'c', '2', ')*', 'c', '0', ' points', '.', ' ', '\n', 'points', ' =', ' (', 'c', '1', '-', 'c', '2', ')*', 'c', '0', '\n', 'The', ' answer', ' is', ' points', '.']","[-0.8901381500000001, -0.55093694, -0.48996156, -0.044248477, -0.0796163, -6.396884e-05, -0.0021507768, -0.23525597, -0.90458953, -0.00023631455999999999, -0.0031583305, -0.0049132574, -0.860659, -0.6547147600000001, -0.13049786, -0.72134024, -0.0034880266, -0.0020116086, -0.33224739999999997, -0.0010716819, -7.601266000000001e-05, -0.0011460906, -0.061899778, -0.30243832, -7.9112084e-05, -0.7274045, -1.7400123999999997e-06, -0.00013526501, -0.03322492, -6.9861335e-06, -3.6482896999999998e-06, -0.0019939884, -2.7013197000000003e-05, -0.0029722117, -0.032539167, -0.00027482552, -4.573365e-05, -0.016489746, -0.54653347, -0.0040782610000000006, -0.7459241999999999, -0.29843754, -0.50946796, -0.00017091405, -0.00065552077, -0.00037839438, -0.6180526, -0.4646343, -0.16067152, -0.008020917, -0.08042587, -0.75455797, -0.00039389906999999995, -4.012615300000001e-05, -0.024765592000000003, -7.922942000000001e-05, -8.653179e-06, -0.17847666, -0.0019553453, -0.00021276381, -0.023155358, -0.16742274000000001, -0.048492099999999996, -4.601021399999999e-06, -0.21107584000000001, -0.6324719999999999, -0.0051166955, -0.0005300982, -0.00010414778999999999, -0.1283597, -8.7457636e-05, -7.854046699999999e-07, -0.007907601, -0.00060906034, -2.0935424000000002e-05, -0.1301136, -0.0046580625, -3.7266083000000006e-05, -0.00013931624, -4.3347598e-05, -0.007286969000000001]","{'c0': 9.0, 'c1': 11.0, 'c2': 3.0}",72.0,"['enemies_defeated =  c1 - c2', 'points =  (c1-c2)*c0', 'answer = points']"
414," There were c0 friends playing a video game online when c1 players quit. If each player left had c2 lives, how many lives did they have total? ",72.0," There were c0 friends playing. c1 players quit. So the total number of lives is c0 * c1. 
lives_remaining = c0 * c1
The answer is lives_remaining.","[' There', ' were', ' c', '0', ' friends', ' playing', '.', ' c', '1', ' players', ' quit', '.', ' So', ' the', ' total', ' number', ' of', ' lives', ' is', ' c', '0', ' *', ' c', '1', '.', ' ', '\n', 'l', 'ives', '_', 'rem', 'aining', ' =', ' c', '0', ' *', ' c', '1', '\n', 'The', ' answer', ' is', ' lives', '_', 'rem', 'aining', '.']","[-0.58460003, -0.051186312000000005, -0.3175731, -0.0012731435, -0.07448605, -0.2724203, -1.337178, -0.57875526, -0.007733587, -0.28559667, -0.105418995, -0.43346209999999996, -1.0197166, -0.36319345000000003, -0.6070439, -0.11162789000000001, -0.00058466673, -0.6571599, -0.7161925, -0.01781548, -0.024302635000000003, -0.27390766, -0.0011406023, -0.038860437000000005, -0.008430414, -0.21579923, -1.6045058000000002e-05, -0.6955665, -2.4152187000000003e-05, -0.017388595, -0.9914504999999999, -4.477904e-05, -0.00060035154, -5.6223078e-05, -0.00019487782, -0.0013082369, -8.364295000000001e-05, -0.00081585546, -0.03417213, -0.033074766000000005, -0.0010105823, -0.0005923608599999999, -9.496778500000001e-05, -9.985534000000001e-05, -1.0444119e-05, -4.0040345e-06, -0.0634773]","{'c0': 16.0, 'c1': 7.0, 'c2': 8.0}",112.0,"['lives_remaining =  c0 * c1', 'answer = lives_remaining']"
415," A new building needed c0 windows. The builder had already installed c1 of them. If it takes c2 hours to install each window, how long will it take him to install the rest? ",20.0," The builder needs c0 windows. c1 windows have already been installed. 
windows_remaining = c0 - c1
It takes c2 hours to install each window. 
time_remaining = windows_remaining * c2
The answer is time_remaining.","[' The', ' builder', ' needs', ' c', '0', ' windows', '.', ' c', '1', ' windows', ' have', ' already', ' been', ' installed', '.', ' ', '\n', 'windows', '_', 'rem', 'aining', ' =', ' c', '0', ' -', ' c', '1', '\n', 'It', ' takes', ' c', '2', ' hours', ' to', ' install', ' each', ' window', '.', ' ', '\n', 'time', '_', 'rem', 'aining', ' =', ' windows', '_', 'rem', 'aining', ' *', ' c', '2', '\n', 'The', ' answer', ' is', ' time', '_', 'rem', 'aining', '.']","[-0.47255772, -0.1328122, -0.53577703, -0.30592486, -0.00031858825, -0.08034229, -0.071635105, -0.7588391999999999, -0.0025192802, -1.0024613, -0.22894709, -0.17634475, -0.00063488266, -8.535841499999999e-06, -0.034682937000000004, -0.18018323, -0.0001507631, -0.5742241, -1.2828294e-05, -0.43153238, -0.0005261615, -0.0007618708, -7.3745825e-05, -0.0001033124, -0.0050578640000000005, -7.768064e-05, -0.00030010715, -0.0078569595, -0.69175464, -0.35691038, -0.00035466436999999996, -0.0014308931, -0.004388445, -0.016315669, -0.0004097594, -0.023526065000000002, -0.0017472408, -0.018671865000000003, -0.35527515, -5.860725000000001e-05, -0.5309514, -0.0023449308, -0.03443256, -1.5006569e-06, -0.00070842594, -0.05326207, -2.2159092999999997e-06, -4.5847235000000006e-05, -2.0966954e-06, -0.0009576029000000001, -0.00010736548999999999, -0.00025527156, -0.00679572, -0.027857509000000003, -0.0016062179000000002, -0.00035645344, -4.680184e-05, -0.00015887116, -4.361666e-06, -3.076318e-07, -0.051639244]","{'c0': 10.0, 'c1': 6.0, 'c2': 5.0}",20.0,"['windows_remaining =  c0 - c1', 'time_remaining =  windows_remaining * c2', 'answer = time_remaining']"
416," Adam earned c0 dollars for each lawn he mowed. If he had c1 lawns to mow, but forgot to mow c2 of them, how much money did he actually earn? ",36.0," Adam earned c0 dollars for each lawn he mowed. If he had c1 lawns to mow, he would have earned c0 * c1 dollars. 
money_earned = c0 * c1
But he forgot to mow c2 of them, so he actually earned money_earned - c2*c0 dollars. 
money_actually_earned = money_earned - c2*c0
The answer is money_actually_earned.","[' Adam', ' earned', ' c', '0', ' dollars', ' for', ' each', ' lawn', ' he', ' m', 'owed', '.', ' If', ' he', ' had', ' c', '1', ' lawn', 's', ' to', ' m', 'ow', ',', ' he', ' would', ' have', ' earned', ' c', '0', ' *', ' c', '1', ' dollars', '.', ' ', '\n', 'money', '_', 'earned', ' =', ' c', '0', ' *', ' c', '1', '\n', 'But', ' he', ' forgot', ' to', ' m', 'ow', ' c', '2', ' of', ' them', ',', ' so', ' he', ' actually', ' earned', ' money', '_', 'earned', ' -', ' c', '2', '*', 'c', '0', ' dollars', '.', ' ', '\n', 'money', '_', 'actually', '_', 'earned', ' =', ' money', '_', 'earned', ' -', ' c', '2', '*', 'c', '0', '\n', 'The', ' answer', ' is', ' money', '_', 'actually', '_', 'earned', '.']","[-0.62305933, -0.08041554000000001, -0.00034285896, -0.0010310467000000001, -0.03377618, -0.3850476, -0.020228138, -0.0005185284499999999, -0.40605396, -0.00048823531999999997, -0.00026385646, -0.0017793642000000001, -1.141814, -0.02928826, -0.59043634, -0.010329082, -0.002035976, -0.00030201545, -0.00010724721499999999, -0.08631153400000001, -0.00045967121999999997, -1.7400123999999997e-06, -0.04004623, -0.8604575999999999, -0.06850238, -0.066514485, -0.12991416, -0.0013567003, -0.17113428, -0.5490515, -0.00069172354, -0.0006171703, -0.20510478000000001, -0.051425677, -0.45525166, -6.551948000000001e-05, -0.18199737, -0.013688999, -0.2599936, -0.003281454, -5.0856816e-05, -0.0020074279, -0.0030224875, -0.00033027542, -0.000295933, -0.05282713, -0.4497768, -0.041112090000000004, -0.07547542, -0.010159749000000001, -0.0076869763, -6.031526e-06, -0.00036706396999999997, -0.00013466803999999998, -0.42140388, -0.009049068, -0.2777177, -0.0035586092, -0.006325942, -0.35438213, -0.14911796, -0.016829621, -2.1649737e-05, -0.00028579836, -0.00023082721, -0.07894785, -0.072829396, -0.06263289600000001, -0.0029635422, -6.993020000000002e-05, -0.049692802, -0.05353608, -0.11986025400000001, -6.2699432e-06, -0.33795348000000003, -0.00025371903999999996, -0.6635734, -0.009550154, -0.0004885883, -0.0015197748, -0.0001884396, -2.3435998e-05, -0.00013204545, -0.00036181875999999997, -0.00034357231999999996, -0.0028608418, -0.0033020830000000004, -0.0004761286, -6.3134365e-05, -0.046377208, -0.0029051977000000002, -8.996008500000001e-05, -0.00023023302, -6.206056000000001e-05, -5.6223078e-05, -8.018216000000001e-05, -0.00033224377, -6.778445e-05, -0.13840851]","{'c0': 9.0, 'c1': 12.0, 'c2': 8.0}",36.0,"['money_earned =  c0 * c1', 'money_actually_earned =  money_earned - c2*c0', 'answer = money_actually_earned']"
417," A trivia team had c0 members total, but during a game c1 members didn't show up. If each member that did show up scored c2 points, how many points were scored total? ",64.0," The team had c0 members. c1 members didn't show up, so there were c0 - c1 members that did show up. 
members_showing_up = c0 - c1
Each member that showed up scored c2 points. So the total points scored is (c0 - c1) * c2. 
total_points = (c0 - c1) * c2
The answer is total_points.","[' The', ' team', ' had', ' c', '0', ' members', '.', ' c', '1', ' members', ' didn', ""'t"", ' show', ' up', ',', ' so', ' there', ' were', ' c', '0', ' -', ' c', '1', ' members', ' that', ' did', ' show', ' up', '.', ' ', '\n', 'members', '_', 'sh', 'owing', '_', 'up', ' =', ' c', '0', ' -', ' c', '1', '\n', 'Each', ' member', ' that', ' showed', ' up', ' scored', ' c', '2', ' points', '.', ' So', ' the', ' total', ' points', ' scored', ' is', ' (', 'c', '0', ' -', ' c', '1', ')', ' *', ' c', '2', '.', ' ', '\n', 'total', '_', 'points', ' =', ' (', 'c', '0', ' -', ' c', '1', ')', ' *', ' c', '2', '\n', 'The', ' answer', ' is', ' total', '_', 'points', '.']","[-1.4611994, -0.056494948, -0.42426226, -0.00048024457999999996, -0.00065039104, -0.02794013, -1.240316, -0.17809762, -0.0053605027, -0.09735067, -0.22908942000000002, -6.031526e-06, -0.00013419120000000002, -0.0022085994, -0.34297183000000003, -0.012949293, -0.6152217, -0.009871425000000001, -0.0008632808000000001, -0.0037878582000000004, -0.41268548, -0.00023249894999999998, -5.9201422000000006e-05, -0.0016570233, -0.05650384, -0.016548341, -0.08347368000000001, -8.7733215e-06, -0.0016075302, -0.26922706, -4.727961600000001e-05, -0.06484841, -6.373136e-05, -0.31373373, -0.47322339999999996, -0.16309682, -6.158372e-05, -0.0033337213, -0.00011678578999999999, -7.481963e-05, -0.0022865008, -8.507158000000001e-05, -2.462996e-05, -0.0102734985, -0.23325582, -0.272815, -0.13305312, -0.2999735, -4.3586017000000006e-05, -0.0065719625, -6.3900848e-06, -0.0002633787, -0.00024740095, -0.24840641, -0.11850497, -0.040147852000000005, -0.013037092, -0.11128679999999999, -0.00869072, -0.33787439999999996, -0.18629432, -0.038753983000000006, -1.0561456000000002e-05, -0.00016447583999999998, -0.00028472362, -2.9399247e-05, -0.046401434000000005, -9.663671000000001e-05, -0.00012512946, -3.0513029999999998e-06, -0.09513513, -0.0058643017, -7.854046699999999e-07, -0.6296046, -6.599631e-05, -0.0002737536, -0.0039606034, -0.11021589999999999, -5.252573500000001e-05, -3.883893e-06, -0.0013164725000000001, -0.00038375972999999997, -7.584048e-06, -0.0013051938000000001, -3.333313e-05, -0.0004636042, -3.3689823e-05, -0.08631056000000001, -0.0022426527, -7.040798e-05, -7.922942000000001e-05, -0.00011762025999999999, -0.0016403678, -9.055464e-07, -0.03821947]","{'c0': 12.0, 'c1': 4.0, 'c2': 8.0}",64.0,"['members_showing_up =  c0 - c1', 'total_points =  (c0 - c1) * c2', 'answer = total_points']"
418," Mike had c0 video games but c1 of them weren't working. If he wanted to sell the working games for $c2 each, how much money could he earn? ",56.0," Mike had c0 video games. c1 of them were not working. So he had c0 - c1 working video games. 
working_games = c0 - c1
He could sell the working games for c2 dollars each. 
money_earned = working_games * c2
The answer is money_earned.","[' Mike', ' had', ' c', '0', ' video', ' games', '.', ' c', '1', ' of', ' them', ' were', ' not', ' working', '.', ' So', ' he', ' had', ' c', '0', ' -', ' c', '1', ' working', ' video', ' games', '.', ' ', '\n', 'working', '_', 'games', ' =', ' c', '0', ' -', ' c', '1', '\n', 'He', ' could', ' sell', ' the', ' working', ' games', ' for', ' c', '2', ' dollars', ' each', '.', ' ', '\n', 'money', '_', 'earned', ' =', ' working', '_', 'games', ' *', ' c', '2', '\n', 'The', ' answer', ' is', ' money', '_', 'earned', '.']","[-0.35370278, -0.15729474000000002, -0.0010081944, -0.0001754468, -0.14007795, -0.0002000066, -0.23615009, -0.42457599999999995, -0.020841844, -0.15695597, -0.0053997533, -0.7630395999999999, -0.020198094, -3.2140102000000006e-05, -0.14023107, -0.33439323, -0.012018761000000001, -0.5729579, -0.0038119103, -0.0048561175, -0.36194995, -5.3242864000000006e-05, -4.2272848e-05, -0.017449733000000002, -0.07018849, -0.00010188282999999999, -0.0070255273, -0.16141509, -5.5556293e-06, -0.15776089000000001, -2.3360508e-06, -0.10047644, -0.002672148, -5.729314600000001e-05, -1.6521892e-05, -0.0007427214299999999, -5.514926700000001e-05, -8.892534e-06, -0.004499445, -0.602219, -0.048345763, -0.059418530000000004, -0.9153743999999999, -0.0019352242, -0.5059135, -0.0017477184, -0.18764028, -0.002899697, -0.38828376000000003, -3.1781543000000005e-05, -0.0009246085, -0.6336526, -2.4750101e-05, -0.102548, -0.05923069, -0.17399977, -0.00041542323999999996, -0.0022056126000000002, -1.2231317e-05, -2.5744682e-06, -0.00049789407, -9.675685e-05, -0.00019881357999999998, -0.017468961, -0.0006259955, -0.00010867960000000001, -0.0001754468, -4.811501e-05, -4.2272848e-05, -7.028876000000001e-05, -0.061972957]","{'c0': 16.0, 'c1': 8.0, 'c2': 7.0}",56.0,"['working_games =  c0 - c1', 'money_earned =  working_games * c2', 'answer = money_earned']"
419," A painter needed to paint c0 rooms in a building. Each room takes c1 hours to paint. If he already painted c2 rooms, how much longer will he take to paint the rest? ",49.0," The painter needs to paint c0 rooms. He has already painted c2 rooms. So he needs to paint c0 - c2 more rooms. 
rooms_left = c0 - c2
Each room takes c1 hours to paint. 
time_left = rooms_left * c1
The answer is time_left.","[' The', ' painter', ' needs', ' to', ' paint', ' c', '0', ' rooms', '.', ' He', ' has', ' already', ' painted', ' c', '2', ' rooms', '.', ' So', ' he', ' needs', ' to', ' paint', ' c', '0', ' -', ' c', '2', ' more', ' rooms', '.', ' ', '\n', 'rooms', '_', 'left', ' =', ' c', '0', ' -', ' c', '2', '\n', 'Each', ' room', ' takes', ' c', '1', ' hours', ' to', ' paint', '.', ' ', '\n', 'time', '_', 'left', ' =', ' rooms', '_', 'left', ' *', ' c', '1', '\n', 'The', ' answer', ' is', ' time', '_', 'left', '.']","[-0.9956851, -0.07288536, -0.65640366, -0.14726476, -0.0042779353, -2.4390605000000004e-05, -0.0008325587000000001, -0.01374822, -0.26962736, -0.3092573, -0.49690396000000003, -0.0832928, -0.017583847, -1.4974988000000002e-05, -0.0001783078, -0.6268467, -0.08273473, -0.16658309999999998, -0.0040221224000000005, -0.06705509999999999, -0.0007585893, -0.00057667313, -0.0011086769, -0.0016409649, -0.6667961, -0.00017031706, -0.000113686365, -0.11864334, -0.00042150757999999996, -0.0003090478, -0.2190395, -0.0016034695000000001, -0.6050580999999999, -7.3446926999999995e-06, -0.53582305, -0.020026227, -0.00020334445, -0.00030451978, -0.0034393389, -0.0005306933299999999, -7.601266000000001e-05, -0.00950057, -0.45471418, -0.00030237212, -0.021219127, -0.00020501523, -0.0005451852000000001, -0.006200105, -0.17429405, -0.0003746971, -0.001090837, -0.5418142, -4.9662850000000005e-05, -0.5738828, -0.0009645246, -0.08161881, -0.00037410008, -0.14855546, -2.1889093000000004e-05, -1.2112103000000002e-05, -0.0019002275000000002, -0.00013037558999999998, -0.0006207484399999999, -0.012248749000000001, -0.0040343334, -0.0012339933, -0.00033039555999999997, -2.0575926000000002e-05, -0.0006795559000000001, -1.4020380000000002e-05, -0.043272194]","{'c0': 12.0, 'c1': 7.0, 'c2': 5.0}",49.0,"['rooms_left =  c0 - c2', 'time_left =  rooms_left * c1', 'answer = time_left']"
420," There were c0 friends playing a video game online when c1 players quit. If each player left had c2 lives, how many lives did they have total? ",15.0," There were c0 friends playing. c1 players quit. So the total number of lives is c0 * c1. 
lives_remaining = c0 * c1
The answer is lives_remaining.","[' There', ' were', ' c', '0', ' friends', ' playing', '.', ' c', '1', ' players', ' quit', '.', ' So', ' the', ' total', ' number', ' of', ' lives', ' is', ' c', '0', ' *', ' c', '1', '.', ' ', '\n', 'l', 'ives', '_', 'rem', 'aining', ' =', ' c', '0', ' *', ' c', '1', '\n', 'The', ' answer', ' is', ' lives', '_', 'rem', 'aining', '.']","[-0.5878350999999999, -0.053127993000000005, -0.31417242, -0.0012798286, -0.07771032, -0.28078124, -1.3262302, -0.6230152, -0.008509882, -0.2554664, -0.11070803, -0.42091209999999996, -1.0224285, -0.36737213, -0.64776254, -0.11717753, -0.00062969286, -0.60178304, -0.6959668, -0.016529799, -0.024765287, -0.26835418, -0.0011145219000000001, -0.042308297, -0.008316454000000001, -0.21940684, -1.5567284e-05, -0.7065056, -2.4510746e-05, -0.01820449, -0.96160567, -4.513573400000001e-05, -0.0006059581, -5.037998e-05, -0.00020930768999999997, -0.0013527598, -8.078007e-05, -0.000974846, -0.02860403, -0.035785165, -0.0009816437, -0.0005787025, -9.127325000000001e-05, -9.949678000000001e-05, -9.846204e-06, -3.883893e-06, -0.06066731]","{'c0': 8.0, 'c1': 5.0, 'c2': 5.0}",40.0,"['lives_remaining =  c0 * c1', 'answer = lives_remaining']"
421," A trivia team had c0 members total, but during a game c1 members didn't show up. If each member that did show up scored c2 points, how many points were scored total? ",27.0," The team had c0 members total, but c1 members didn't show up. So the number of members that did show up is c0 - c1. 
members_showing_up = c0 - c1
Each member that showed up scored c2 points. So the total points scored is (c0 - c1) * c2. 
total_points = (c0 - c1) * c2
The answer is total_points.","[' The', ' team', ' had', ' c', '0', ' members', ' total', ',', ' but', ' c', '1', ' members', ' didn', ""'t"", ' show', ' up', '.', ' So', ' the', ' number', ' of', ' members', ' that', ' did', ' show', ' up', ' is', ' c', '0', ' -', ' c', '1', '.', ' ', '\n', 'members', '_', 'sh', 'owing', '_', 'up', ' =', ' c', '0', ' -', ' c', '1', '\n', 'Each', ' member', ' that', ' showed', ' up', ' scored', ' c', '2', ' points', '.', ' So', ' the', ' total', ' points', ' scored', ' is', ' (', 'c', '0', ' -', ' c', '1', ')', ' *', ' c', '2', '.', ' ', '\n', 'total', '_', 'points', ' =', ' (', 'c', '0', ' -', ' c', '1', ')', ' *', ' c', '2', '\n', 'The', ' answer', ' is', ' total', '_', 'points', '.']","[-1.4478344, -0.05488601, -0.42173553, -0.0005221056, -0.0006525368000000001, -0.025716681, -1.2239311, -0.47266087, -0.0039100423, -0.097070314, -2.4390605000000004e-05, -0.09769321, -0.17423892, -4.838501e-06, -0.00011022837999999999, -0.0041245823000000004, -0.20945263, -0.25424206, -0.52076566, -0.3580646, -0.004247467, -0.020417133, -0.0024683687, -0.112913065, -2.2245786e-05, -8.328439400000001e-05, -0.00800211, -0.00031978223999999997, -0.00029581378, -0.46962109999999996, -0.00012608219, -5.4075444e-05, -0.02186932, -0.3783026, -2.0098154e-05, -0.050194316, -5.359767200000001e-05, -0.6793906, -0.33364695, -0.09625712, -4.871012000000001e-05, -0.0064357170000000005, -9.413332000000001e-05, -2.5941252000000004e-05, -0.0018674433, -0.00012250594, -1.0323977e-05, -0.0017716006000000001, -0.13367729, -0.6025029, -0.1166546, -0.4256488, -6.2299914e-05, -0.0020208047, -1.8601541999999999e-06, -0.00031381804999999996, -0.0002961714, -0.13492344, -0.045501087, -0.007858161, -0.015769951, -0.12557165, -0.007920157, -0.005861603700000001, -0.013766343, -0.000429733, -2.3360508e-06, -0.00011702421, -0.00018093038, -1.6282536e-05, -0.016362926, -2.9519388e-05, -0.00016388073999999998, -3.5290759999999996e-06, -0.006968085000000001, -0.01011501, -6.661909399999999e-07, -0.6279165, -5.729314600000001e-05, -0.00019714464999999999, -0.0074960506, -0.017128076000000002, -3.988961e-05, -4.361666e-06, -0.0060310494, -0.00024013019, -2.9159892e-05, -0.0010720395, -2.3317722000000002e-05, -0.00027101085, -4.477904e-05, -0.09858906, -0.0018599201, -4.7639110000000003e-05, -5.7413286e-05, -0.00010021203, -0.0014393091, -1.1430257999999999e-06, -0.020843124]","{'c0': 15.0, 'c1': 6.0, 'c2': 3.0}",27.0,"['members_showing_up =  c0 - c1', 'total_points =  (c0 - c1) * c2', 'answer = total_points']"
422," Ned had c0 video games but c1 of them weren't working. If he wanted to sell the working games for $c2 each, how much money could he earn? ",63.0," Ned had c0 video games. c1 of them weren't working. So he has c0 - c1 working video games. 
working_games = c0 - c1
If he sells them for c2 dollars each, he could earn working_games * c2 dollars. 
money_earned = working_games * c2
The answer is money_earned.","[' Ned', ' had', ' c', '0', ' video', ' games', '.', ' c', '1', ' of', ' them', ' weren', ""'t"", ' working', '.', ' So', ' he', ' has', ' c', '0', ' -', ' c', '1', ' working', ' video', ' games', '.', ' ', '\n', 'working', '_', 'games', ' =', ' c', '0', ' -', ' c', '1', '\n', 'If', ' he', ' sells', ' them', ' for', ' c', '2', ' dollars', ' each', ',', ' he', ' could', ' earn', ' working', '_', 'games', ' *', ' c', '2', ' dollars', '.', ' ', '\n', 'money', '_', 'earned', ' =', ' working', '_', 'games', ' *', ' c', '2', '\n', 'The', ' answer', ' is', ' money', '_', 'earned', '.']","[-0.1420222, -0.17419669000000002, -0.0008629231599999999, -9.0198504e-05, -0.12141999, -0.00021097567999999999, -0.30176476, -0.44924507, -0.021032173, -0.16992101, -0.0048546796, -0.7459429999999999, -8.841036500000001e-05, -2.6419024000000005e-05, -0.2897689, -0.64457315, -0.015788058, -0.63627034, -0.0048751053, -0.0047858628, -0.31264746, -3.8577375e-05, -3.7266083000000006e-05, -0.005277029, -0.09413776500000001, -0.00012477185, -0.005573917, -0.1369583, -3.6482896999999998e-06, -0.14933953, -9.055464e-07, -0.09122209, -0.0016952358, -7.040798e-05, -5.8845668000000004e-05, -0.0012956439, -6.957351400000001e-05, -1.0084622000000002e-05, -0.0014603807, -0.7154395, -0.012812899, -0.8887626999999999, -0.35065582, -0.056598254, -0.07431622, -0.00022313965, -0.2778769, -0.00013955560000000002, -0.00033940004999999997, -0.06011526700000001, -0.39176974000000003, -0.18809511, -0.020904228, -8.685972e-05, -0.00020942596999999998, -0.0016471741, -0.00021598431, -7.481963e-05, -0.023091312000000003, -0.0037139696000000003, -0.018140879000000002, -9.370307e-06, -0.022490734000000002, -0.05756667, -0.05822123, -0.0007112888, -1.7595703000000003e-05, -1.8073477000000003e-05, -3.5477948000000006e-05, -0.00023237971999999997, -5.6223078e-05, -5.5556293e-06, -0.044967193, -0.0008606544, -4.406191e-05, -0.000102002974, -3.1781543000000005e-05, -0.00012000537, -9.4849514e-05, -0.03306935]","{'c0': 15.0, 'c1': 6.0, 'c2': 7.0}",63.0,"['working_games =  c0 - c1', 'money_earned =  working_games * c2', 'answer = money_earned']"
