,question,answer,response,mapping,response_answer,equations,correct
337," Paul made c0 dollars mowing lawns and c1 dollars weed eating. If he only spent c2 dollar a week, how long would the money last him? ",9,"Paul made c0 dollars mowing lawns and c1 dollars weed eating, so he has a total of c0 + c1 dollars. If he only spends c2 dollars a week, the money will last him for (c0 + c1) / c2 weeks. 
The answer is (c0 + c1) / c2.","{'c0': 68.0, 'c1': 13.0, 'c2': 9.0}",9,['answer = (c0 + c1) / c2'],1
338," While playing at the arcade, Edward won c0 tickets playing 'whack a mole' and c1 tickets playing 'skee ball'. If he was trying to buy candy that cost c2 tickets a piece, how many could he buy? ",2,"Edward won c0 tickets playing 'whack a mole' and c1 tickets playing 'skee ball'. The total number of tickets he has is c0 + c1. If he wants to buy candy that costs c2 tickets a piece, he can buy as many candies as the total number of tickets he has divided by the cost of one candy. 
number_of_candies = (c0 + c1) / c2
The answer is number_of_candies.","{'c0': 3.0, 'c1': 5.0, 'c2': 4.0}",2,"['number_of_candies =  (c0 + c1) / c2', 'answer = number_of_candies']",1
339," Megan's class is going on a field trip to the zoo. If each van can hold c0 people and there are c1 students and c2 adults going, how many vans will they need? ",6,"Each van can hold c0 people. The total number of people going is c1 + c2. To find out how many vans they need, we need to divide the total number of people by the number of people each van can hold. 
vans_needed = (c1 + c2) / c0
The answer is vans_needed.","{'c0': 5.0, 'c1': 25.0, 'c2': 5.0}",6,"['vans_needed =  (c1 + c2) / c0', 'answer = vans_needed']",1
340," Luke was organizing his baseball cards in a binder with c0 on each page. If he had c1 new cards and c2 old cards to put in the binder, how many pages would he use? ",4,"Luke has c0 cards on each page, and he has c1 new cards and c2 old cards to put in the binder. The total number of cards he has is c1 + c2. To find out how many pages he needs, he needs to divide the total number of cards by the number of cards per page: 
pages_needed = (c1 + c2) / c0
The answer is pages_needed.","{'c0': 3.0, 'c1': 3.0, 'c2': 9.0}",4,"['pages_needed =  (c1 + c2) / c0', 'answer = pages_needed']",1
341, A group of c0 friends went into a restaurant. The chef already had c1 chicken wings cooked but cooked c2 more for the group. If they each got the same amount how many would each person get? ,3,"There are c1 chicken wings already cooked and c2 more were cooked for the group. So there are a total of c1 + c2 chicken wings. If the group has c0 friends, each person would get (c1 + c2) / c0 chicken wings. 
chicken_wings_per_person = (c1 + c2) / c0
The answer is chicken_wings_per_person.","{'c0': 3.0, 'c1': 6.0, 'c2': 3.0}",3,"['chicken_wings_per_person =  (c1 + c2) / c0', 'answer = chicken_wings_per_person']",1
342," Olivia uploaded c0 pictures from her phone and c1 from her camera to facebook. If she sorted the pics into c2 different albums with the same amount of pics in each album, how many pictures were in each of the albums? ",5,"Olivia uploaded a total of c0 + c1 pictures. If she sorted them into c2 albums with the same amount of pictures in each album, then each album would have (c0 + c1) / c2 pictures. 
pictures_per_album = (c0 + c1) / c2
The answer is pictures_per_album.","{'c0': 5.0, 'c1': 35.0, 'c2': 8.0}",5,"['pictures_per_album =  (c0 + c1) / c2', 'answer = pictures_per_album']",1
343, A toy store had c0 giant stuffed bears in stock when they got another shipment with c1 bears in it. The put the bears onto shelves with c2 on each shelf. How many shelves did they use? ,4,"The total number of bears after the shipment is c0 + c1. To find out how many shelves they used, we need to divide the total number of bears by the number of bears on each shelf: 
shelves_used = (c0 + c1) / c2
The answer is shelves_used.","{'c0': 6.0, 'c1': 18.0, 'c2': 6.0}",4,"['shelves_used =  (c0 + c1) / c2', 'answer = shelves_used']",1
344," Jerry was helping the cafeteria workers pick up lunch trays, but he could only carry c0 trays at a time. If he had to pick up c1 trays from one table and c2 trays from another, how many trips will he make? ",2,"Jerry can only carry c0 trays at a time. So to pick up c1 trays from one table, he will need to make c1/c0 trips (assuming c1 is divisible by c0). Similarly, to pick up c2 trays from another table, he will need to make c2/c0 trips. Therefore, the total number of trips he will make is:
total_trips = c1/c0 + c2/c0
The answer is total_trips.","{'c0': 8.0, 'c1': 9.0, 'c2': 7.0}",2,"['total_trips =  c1/c0 + c2/c0', 'answer = total_trips']",1
345," A vase can hold c0 flowers. If you had c1 carnations and c2 roses, how many vases would you need to hold the flowers? ",5,"We need to find out how many flowers we have in total. 
total_flowers = c1 + c2
Then we need to divide the total number of flowers by the number of flowers that can fit in one vase. 
vases_needed = total_flowers / c0
If the result is not a whole number, we need to round up to the nearest integer because we can't have a fraction of a vase. 
The answer is vases_needed (rounded up to the nearest integer if necessary).","{'c0': 5.0, 'c1': 6.0, 'c2': 19.0}",5,"['total_flowers =  c1 + c2', 'vases_needed =  total_flowers / c0', 'answer = vases_needed (rounded up to the nearest integer if necessary)']",1
346," Haley and her friends were recycling paper for their class. For every c0 pounds they recycled they earned one point. If Haley recycled c1 pounds and her friends recycled c2 pounds, how many points did they earn? ",9,"Haley and her friends recycled a total of c1 + c2 pounds. For every c0 pounds, they earned one point. So the total number of points they earned is (c1 + c2) / c0. 
points_earned = (c1 + c2) / c0
The answer is points_earned.","{'c0': 3.0, 'c1': 11.0, 'c2': 16.0}",9,"['points_earned =  (c1 + c2) / c0', 'answer = points_earned']",1
347," A pet shelter had c0 puppies when another c1 were brought in. If c2 puppies a day are adopted, how long would it take for all of them to be adopted? ",9,"The shelter originally had c0 puppies and c1 more were brought in, so the total number of puppies is c0 + c1. If c2 puppies are adopted each day, it will take x days to adopt all the puppies. We can set up an equation: 

c0 + c1 - c2x = 0 

Solving for x: 

c2x = c0 + c1 

x = (c0 + c1) / c2 

The answer is x, the number of days it will take to adopt all the puppies.","{'c0': 17.0, 'c1': 55.0, 'c2': 8.0}",9,"['c2x =  0 ', 'c2x =  c0 + c1 ', 'x =  (c0 + c1) / c2 ', 'answer = x, the number of days it will take to adopt all the puppies']",1
348," There school's baseball team had c0 new players and c1 returning players. If the coach put them into groups with c2 players in each group, how many groups would there be? ",7,"The total number of players is c0 + c1. To find the number of groups, we need to divide the total number of players by the number of players in each group, which is c2. 
number_of_groups = (c0 + c1) / c2
The answer is number_of_groups.","{'c0': 12.0, 'c1': 44.0, 'c2': 8.0}",7,"['number_of_groups =  (c0 + c1) / c2', 'answer = number_of_groups']",1
349," Frank had saved up c0 dollars. If he received another c1 dollars for his allowance, how many c2 dollar toys could he buy? ",5,"If Frank has c0 dollars and receives c1 more dollars, he will have a total of c0 + c1 dollars. If each toy costs c2 dollars, he can buy as many toys as he can afford with his total amount of money. The number of toys he can buy is equal to the total amount of money he has divided by the cost of each toy. 
number_of_toys = (c0 + c1) / c2
The answer is number_of_toys.","{'c0': 3.0, 'c1': 37.0, 'c2': 8.0}",5,"['number_of_toys =  (c0 + c1) / c2', 'answer = number_of_toys']",1
350," Luke was organizing his baseball cards in a binder with c0 on each page. If he had c1 new cards and c2 old cards to put in the binder, how many pages would he use? ",4,"Luke has c0 cards on each page, and he has c1 new cards and c2 old cards to put in the binder. The total number of cards he has is c1 + c2. To find out how many pages he needs, he needs to divide the total number of cards by the number of cards per page: 
pages_needed = (c1 + c2) / c0
The answer is pages_needed.","{'c0': 3.0, 'c1': 3.0, 'c2': 9.0}",4,"['pages_needed =  (c1 + c2) / c0', 'answer = pages_needed']",1
351, A group of c0 friends went into a restaurant. The chef already had c1 chicken wings cooked but cooked c2 more for the group. If they each got the same amount how many would each person get? ,3,"There are c1 chicken wings already cooked and c2 more were cooked for the group. So there are a total of c1 + c2 chicken wings. If the group has c0 friends, then each person would get (c1 + c2) / c0 chicken wings. 
chicken_wings_per_person = (c1 + c2) / c0
The answer is chicken_wings_per_person.","{'c0': 3.0, 'c1': 6.0, 'c2': 3.0}",3,"['chicken_wings_per_person =  (c1 + c2) / c0', 'answer = chicken_wings_per_person']",1
352," Olivia uploaded c0 pictures from her phone and c1 from her camera to facebook. If she sorted the pics into c2 different albums with the same amount of pics in each album, how many pictures were in each of the albums? ",5,"Olivia uploaded a total of c0 + c1 pictures to Facebook. If she sorted them into c2 albums with the same amount of pictures in each album, then each album would have (c0 + c1) / c2 pictures. 
pictures_per_album = (c0 + c1) / c2
The answer is pictures_per_album.","{'c0': 5.0, 'c1': 35.0, 'c2': 8.0}",5,"['pictures_per_album =  (c0 + c1) / c2', 'answer = pictures_per_album']",1
353, A toy store had c0 giant stuffed bears in stock when they got another shipment with c1 bears in it. The put the bears onto shelves with c2 on each shelf. How many shelves did they use? ,4,"The total number of bears after the shipment is c0 + c1. To find out how many shelves they used, we need to divide the total number of bears by the number of bears on each shelf: 
shelves_used = (c0 + c1) / c2
The answer is shelves_used.","{'c0': 6.0, 'c1': 18.0, 'c2': 6.0}",4,"['shelves_used =  (c0 + c1) / c2', 'answer = shelves_used']",1
354," Jerry was helping the cafeteria workers pick up lunch trays, but he could only carry c0 trays at a time. If he had to pick up c1 trays from one table and c2 trays from another, how many trips will he make? ",2,"Jerry can only carry c0 trays at a time. So to pick up c1 trays from one table, he will need to make c1/c0 trips (rounded up to the nearest whole number). Similarly, to pick up c2 trays from another table, he will need to make c2/c0 trips (rounded up to the nearest whole number). Therefore, the total number of trips he will make is:
total_trips = c1/c0 + c2/c0 (rounded up to the nearest whole number)
The answer is total_trips.","{'c0': 8.0, 'c1': 9.0, 'c2': 7.0}",2,"['total_trips =  c1/c0 + c2/c0 (rounded up to the nearest whole number)', 'answer = total_trips']",1
355," A vase can hold c0 flowers. If you had c1 carnations and c2 roses, how many vases would you need to hold the flowers? ",5,"We need to find out how many flowers we have in total. 
total_flowers = c1 + c2
Then we need to divide the total number of flowers by the number of flowers that can fit in one vase. 
vases_needed = total_flowers / c0
If the result is not a whole number, we need to round up to the nearest integer because we can't have a fraction of a vase. 
The answer is vases_needed (rounded up to the nearest integer).","{'c0': 5.0, 'c1': 6.0, 'c2': 19.0}",5,"['total_flowers =  c1 + c2', 'vases_needed =  total_flowers / c0', 'answer = vases_needed (rounded up to the nearest integer)']",1
356," Haley and her friends were recycling paper for their class. For every c0 pounds they recycled they earned one point. If Haley recycled c1 pounds and her friends recycled c2 pounds, how many points did they earn? ",9,"Haley and her friends recycled a total of c1 + c2 pounds. For every c0 pounds, they earned one point. So the total number of points they earned is (c1 + c2) / c0. 
points_earned = (c1 + c2) / c0
The answer is points_earned.","{'c0': 3.0, 'c1': 11.0, 'c2': 16.0}",9,"['points_earned =  (c1 + c2) / c0', 'answer = points_earned']",1
357," A pet shelter had c0 puppies when another c1 were brought in. If c2 puppies a day are adopted, how long would it take for all of them to be adopted? ",9,"The shelter originally had c0 puppies and c1 more were brought in, so the total number of puppies is c0 + c1. If c2 puppies are adopted each day, it will take x days to adopt all the puppies. We can set up an equation: 

c0 + c1 - c2x = 0 

Solving for x: 

c2x = c0 + c1 

x = (c0 + c1) / c2 

The answer is x, the number of days it will take to adopt all the puppies.","{'c0': 17.0, 'c1': 55.0, 'c2': 8.0}",9,"['c2x =  0 ', 'c2x =  c0 + c1 ', 'x =  (c0 + c1) / c2 ', 'answer = x, the number of days it will take to adopt all the puppies']",1
358," There school's baseball team had c0 new players and c1 returning players. If the coach put them into groups with c2 players in each group, how many groups would there be? ",7,"The total number of players is c0 + c1. To find the number of groups, we need to divide the total number of players by the number of players in each group: 
number_of_groups = (c0 + c1) / c2
The answer is number_of_groups.","{'c0': 12.0, 'c1': 44.0, 'c2': 8.0}",7,"['number_of_groups =  (c0 + c1) / c2', 'answer = number_of_groups']",1
359," Frank had saved up c0 dollars. If he received another c1 dollars for his allowance, how many c2 dollar toys could he buy? ",5,"If Frank has c0 dollars and receives c1 more dollars, he will have a total of c0 + c1 dollars. If each toy costs c2 dollars, he can buy as many toys as he can afford with his total amount of money. The number of toys he can buy is equal to the total amount of money he has divided by the cost of each toy. 
number_of_toys = (c0 + c1) / c2
The answer is number_of_toys.","{'c0': 3.0, 'c1': 37.0, 'c2': 8.0}",5,"['number_of_toys =  (c0 + c1) / c2', 'answer = number_of_toys']",1
360," A pet shelter had c0 puppies when another c1 were brought in. If c2 puppies a day are adopted, how long would it take for all of them to be adopted? ",9,"The shelter originally had c0 puppies and c1 more were brought in, so the total number of puppies is c0 + c1. If c2 puppies are adopted each day, it will take x days to adopt all the puppies. We can set up an equation: 

c0 + c1 - c2x = 0 

Solving for x: 

c2x = c0 + c1 

x = (c0 + c1) / c2 

The answer is x, the number of days it will take to adopt all the puppies.","{'c0': 8.0, 'c1': 19.0, 'c2': 3.0}",9,"['c2x =  0 ', 'c2x =  c0 + c1 ', 'x =  (c0 + c1) / c2 ', 'answer = x, the number of days it will take to adopt all the puppies']",1
361, For homework Faye had c0 math problems and c1 spelling problems. If she can finish c2 problems in an hour how long will it take her to finish all the problems? ,5,"Faye has c0 math problems and c1 spelling problems, so she has a total of c0 + c1 problems. If she can finish c2 problems in an hour, then it will take her (c0 + c1) / c2 hours to finish all the problems. 
time = (c0 + c1) / c2
The answer is time.","{'c0': 13.0, 'c1': 2.0, 'c2': 3.0}",5,"['time =  (c0 + c1) / c2', 'answer = time']",1
362," Sam had saved up c0 dollars. If he received another c1 dollars for his allowance, how many c2 dollar toys could he buy? ",5,"If Sam had c0 dollars and received c1 more dollars, he would have a total of c0 + c1 dollars. If each toy costs c2 dollars, Sam could buy as many toys as he can afford with his total amount of money. The number of toys he can buy is equal to the total amount of money he has divided by the cost of each toy. 
number_of_toys = (c0 + c1) / c2
The answer is number_of_toys.","{'c0': 8.0, 'c1': 7.0, 'c2': 3.0}",5,"['number_of_toys =  (c0 + c1) / c2', 'answer = number_of_toys']",1
363," Bianca and her friends were recycling paper for their class. For every c0 pounds they recycled they earned one point. If Bianca recycled c1 pounds and her friends recycled c2 pounds, how many points did they earn? ",9,"Bianca and her friends recycled a total of c1 + c2 pounds. For every c0 pounds, they earned one point. So the total points earned would be (c1 + c2) / c0. 
points_earned = (c1 + c2) / c0
The answer is points_earned.","{'c0': 3.0, 'c1': 24.0, 'c2': 3.0}",9,"['points_earned =  (c1 + c2) / c0', 'answer = points_earned']",1
364," There school's baseball team had c0 new players and c1 returning players. If the coach put them into groups with c2 players in each group, how many groups would there be? ",5,"The total number of players on the team is c0 + c1. To find the number of groups, we need to divide the total number of players by the number of players in each group: 
number_of_groups = (c0 + c1) / c2
The answer is number_of_groups.","{'c0': 31.0, 'c1': 4.0, 'c2': 7.0}",5,"['number_of_groups =  (c0 + c1) / c2', 'answer = number_of_groups']",1
365," Oliver was organizing his baseball cards in a binder with c0 on each page. If he had c1 new cards and c2 old cards to put in the binder, how many pages would he use? ",4,"Oliver has c0 cards on each page, and he has c1 new cards and c2 old cards to put in the binder. The total number of cards he has is c1 + c2. To figure out how many pages he needs, he can divide the total number of cards by the number of cards per page: 
pages_needed = (c1 + c2) / c0
The answer is pages_needed.","{'c0': 3.0, 'c1': 2.0, 'c2': 10.0}",4,"['pages_needed =  (c1 + c2) / c0', 'answer = pages_needed']",1
366," Paul made c0 dollars mowing lawns and c1 dollars weed eating. If he only spent c2 dollar a week, how long would the money last him? ",2,"Paul made c0 dollars mowing lawns and c1 dollars weed eating, so he has a total of c0 + c1 dollars. If he only spends c2 dollars a week, the money will last him for (c0 + c1) / c2 weeks. 
The answer is (c0 + c1) / c2.","{'c0': 3.0, 'c1': 3.0, 'c2': 3.0}",2,['answer = (c0 + c1) / c2'],1
367," Robin was making baggies of cookies with c0 cookies in each bag. If she had c1 chocolate chip cookies and c2 oatmeal cookies, how many baggies could she make? ",8,"To find out how many baggies Robin can make, we need to divide the total number of cookies by the number of cookies in each bag. 
total_cookies = c1 + c2
baggies = total_cookies / c0
The answer is baggies.","{'c0': 6.0, 'c1': 23.0, 'c2': 25.0}",8,"['total_cookies =  c1 + c2', 'baggies =  total_cookies / c0', 'answer = baggies']",1
368, The schools debate team had c0 boys and c1 girls on it. If they were split into groups of c2 how many groups could they make? ,5,"First, we need to find the total number of students on the debate team: 
total_students = c0 + c1 
Then, we can divide the total number of students by the number of students in each group to find the number of groups: 
num_groups = total_students / c2 
The answer is num_groups.","{'c0': 5.0, 'c1': 40.0, 'c2': 9.0}",5,"['total_students =  c0 + c1 ', 'num_groups =  total_students / c2 ', 'answer = num_groups']",1
369, At a company picnic c0 managers and c1 employees decided to start a game of volleyball. If they split into c2 teams how many people would be on each team? ,5,"There are c0 managers and c1 employees, so the total number of people is c0 + c1. If they split into c2 teams, each team would have (c0 + c1) / c2 people. 
people_per_team = (c0 + c1) / c2
The answer is people_per_team.","{'c0': 23.0, 'c1': 7.0, 'c2': 6.0}",5,"['people_per_team =  (c0 + c1) / c2', 'answer = people_per_team']",1
370," For a birthday party Cody bought c0 regular sodas and c1 diet sodas. If his fridge would only hold c2 on each shelf, how many shelves would he fill up? ",8,"Cody bought c0 regular sodas and c1 diet sodas, so the total number of sodas he bought is c0 + c1. If his fridge can hold c2 sodas on each shelf, he would need to divide the total number of sodas by c2 to find out how many shelves he would fill up. 
shelves_filled = (c0 + c1) / c2
The answer is shelves_filled.","{'c0': 4.0, 'c1': 44.0, 'c2': 6.0}",8,"['shelves_filled =  (c0 + c1) / c2', 'answer = shelves_filled']",1
371," Robin's class is going on a field trip to the zoo. If each van can hold c0 people and there are c1 students and c2 adults going, how many vans will they need? ",3,"First, we need to find the total number of people going on the field trip. This is the sum of the number of students and adults: 
total_people = c1 + c2 

Next, we need to divide the total number of people by the capacity of each van to find the number of vans needed: 
vans_needed = total_people / c0 

If the number of people does not divide evenly by the capacity of each van, we will need to round up to the nearest whole number of vans: 
vans_needed = ceil(total_people / c0) 

The answer is vans_needed.","{'c0': 8.0, 'c1': 22.0, 'c2': 2.0}",3,"['total_people =  c1 + c2 ', 'vans_needed =  total_people / c0 ', 'vans_needed =  ceil(total_people / c0) ', 'answer = vans_needed']",1
372," Ned was helping the cafeteria workers pick up lunch trays, but he could only carry c0 trays at a time. If he had to pick up c1 trays from one table and c2 trays from another, how many trips will he make? ",2,"Ned can only carry c0 trays at a time. So he will have to make multiple trips to pick up all the trays. The number of trips he will make can be calculated by adding the number of trays from each table and dividing by c0, then rounding up to the nearest whole number. 
trips = ceil((c1 + c2) / c0)
The answer is trips.","{'c0': 5.0, 'c1': 5.0, 'c2': 5.0}",2,"['trips =  ceil((c1 + c2) / c0)', 'answer = trips']",1
373," There school's baseball team had c0 new players and c1 returning players. If the coach put them into groups with c2 players in each group, how many groups would there be? ",2,"The total number of players is c0 + c1. To find the number of groups, we need to divide the total number of players by the number of players in each group: 
number_of_groups = (c0 + c1) / c2
The answer is number_of_groups.","{'c0': 2.0, 'c1': 6.0, 'c2': 4.0}",2,"['number_of_groups =  (c0 + c1) / c2', 'answer = number_of_groups']",1
374, For homework Amy had c0 math problems and c1 spelling problems. If she can finish c2 problems in an hour how long will it take her to finish all the problems? ,6,"Amy has c0 math problems and c1 spelling problems, so she has a total of c0 + c1 problems. If she can finish c2 problems in an hour, then it will take her (c0 + c1) / c2 hours to finish all the problems. 
time = (c0 + c1) / c2
The answer is time.","{'c0': 18.0, 'c1': 6.0, 'c2': 4.0}",6,"['time =  (c0 + c1) / c2', 'answer = time']",1
375," Maria was making baggies of cookies with c0 cookies in each bag. If she had c1 chocolate chip cookies and c2 oatmeal cookies, how many baggies could she make? ",6,"To find out how many baggies Maria can make, we need to divide the total number of cookies by the number of cookies in each bag. 
total_cookies = c1 + c2
baggies = total_cookies / c0
The answer is baggies.","{'c0': 3.0, 'c1': 2.0, 'c2': 16.0}",6,"['total_cookies =  c1 + c2', 'baggies =  total_cookies / c0', 'answer = baggies']",1
376, Sarah's old washing machine could only wash c0 pieces of clothing at a time. If she had to wash c1 shirts and c2 sweaters how many loads would she have to do? ,9,"Sarah's old washing machine can only wash c0 pieces of clothing at a time. She has c1 shirts and c2 sweaters to wash. To determine how many loads she needs to do, we need to calculate the total number of pieces of clothing she needs to wash and divide it by the capacity of her washing machine. 
total_clothing = c1 + c2
loads = total_clothing / c0
The answer is loads.","{'c0': 5.0, 'c1': 43.0, 'c2': 2.0}",9,"['total_clothing =  c1 + c2', 'loads =  total_clothing / c0', 'answer = loads']",1
377," A pet shelter had c0 puppies when another c1 were brought in. If c2 puppies a day are adopted, how long would it take for all of them to be adopted? ",2,"The shelter originally had c0 puppies and c1 more were brought in, so the total number of puppies is c0 + c1. If c2 puppies are adopted each day, it will take x days to adopt all the puppies. We can set up an equation: 

c0 + c1 - c2x = 0 

Solving for x: 

c2x = c0 + c1 

x = (c0 + c1) / c2 

The answer is x, the number of days it will take to adopt all the puppies.","{'c0': 3.0, 'c1': 3.0, 'c2': 3.0}",2,"['c2x =  0 ', 'c2x =  c0 + c1 ', 'x =  (c0 + c1) / c2 ', 'answer = x, the number of days it will take to adopt all the puppies']",1
378," While playing at the arcade, Luke won c0 tickets playing 'whack a mole' and c1 tickets playing 'skee ball'. If he was trying to buy candy that cost c2 tickets a piece, how many could he buy? ",5,"Luke won c0 tickets playing 'whack a mole' and c1 tickets playing 'skee ball'. The total number of tickets he has is c0 + c1. If he wants to buy candy that costs c2 tickets a piece, he can buy as many candies as the total number of tickets he has divided by the cost of one candy. 
number_of_candies = (c0 + c1) / c2
The answer is number_of_candies.","{'c0': 2.0, 'c1': 13.0, 'c2': 3.0}",5,"['number_of_candies =  (c0 + c1) / c2', 'answer = number_of_candies']",1
379, A group of c0 friends went into a restaurant. The chef already had c1 chicken wings cooked but cooked c2 more for the group. If they each got the same amount how many would each person get? ,6,"There are c1 chicken wings already cooked and c2 more were cooked for the group. So there are a total of c1 + c2 chicken wings. If the group has c0 friends, each person would get (c1 + c2) / c0 chicken wings. 
chicken_wings_per_person = (c1 + c2) / c0
The answer is chicken_wings_per_person.","{'c0': 3.0, 'c1': 8.0, 'c2': 10.0}",6,"['chicken_wings_per_person =  (c1 + c2) / c0', 'answer = chicken_wings_per_person']",1
380, Nancy's old washing machine could only wash c0 pieces of clothing at a time. If she had to wash c1 shirts and c2 sweaters how many loads would she have to do? ,3,"Nancy's old washing machine can only wash c0 pieces of clothing at a time. She has c1 shirts and c2 sweaters to wash. To determine how many loads she needs to do, we need to calculate the total number of pieces of clothing she needs to wash and divide it by the capacity of her washing machine. 
total_clothing = c1 + c2
loads = total_clothing / c0
The answer is loads.","{'c0': 9.0, 'c1': 19.0, 'c2': 8.0}",3,"['total_clothing =  c1 + c2', 'loads =  total_clothing / c0', 'answer = loads']",1
381," Paul had saved up c0 dollars. If he received another c1 dollars for his allowance, how many c2 dollar toys could he buy? ",2,"If Paul had c0 dollars and received c1 more dollars, he would have a total of c0 + c1 dollars. If each toy costs c2 dollars, then the number of toys he could buy would be the total amount of money he has divided by the cost of each toy. 
number_of_toys = (c0 + c1) / c2
The answer is number_of_toys.","{'c0': 3.0, 'c1': 7.0, 'c2': 5.0}",2,"['number_of_toys =  (c0 + c1) / c2', 'answer = number_of_toys']",1
382," Jerry made c0 dollars mowing lawns and c1 dollars weed eating. If he only spent c2 dollar a week, how long would the money last him? ",9,"Jerry made c0 dollars mowing lawns and c1 dollars weed eating, so he has a total of c0 + c1 dollars. If he only spends c2 dollars a week, then the money will last him for (c0 + c1) / c2 weeks. 
time = (c0 + c1) / c2
The answer is time.","{'c0': 14.0, 'c1': 31.0, 'c2': 5.0}",9,"['time =  (c0 + c1) / c2', 'answer = time']",1
383," While playing at the arcade, Ned won c0 tickets playing 'whack a mole' and c1 tickets playing 'skee ball'. If he was trying to buy candy that cost c2 tickets a piece, how many could he buy? ",5,"Ned won c0 tickets playing 'whack a mole' and c1 tickets playing 'skee ball'. The total number of tickets he has is c0 + c1. If he wants to buy candy that costs c2 tickets a piece, he can buy as many candies as the total number of tickets he has divided by the cost of one candy. 
number_of_candies = (c0 + c1) / c2
The answer is number_of_candies.","{'c0': 26.0, 'c1': 19.0, 'c2': 9.0}",5,"['number_of_candies =  (c0 + c1) / c2', 'answer = number_of_candies']",1
384," Luke was helping the cafeteria workers pick up lunch trays, but he could only carry c0 trays at a time. If he had to pick up c1 trays from one table and c2 trays from another, how many trips will he make? ",9,"Luke can only carry c0 trays at a time. So he will have to make multiple trips to pick up all the trays. The number of trips he will make can be calculated by adding the number of trays from each table and dividing by c0, then rounding up to the nearest whole number. 
trips = ceil((c1 + c2) / c0)
The answer is trips.","{'c0': 4.0, 'c1': 20.0, 'c2': 16.0}",9,"['trips =  ceil((c1 + c2) / c0)', 'answer = trips']",1
385," Vanessa and her friends were recycling paper for their class. For every c0 pounds they recycled they earned one point. If Vanessa recycled c1 pounds and her friends recycled c2 pounds, how many points did they earn? ",4,"Vanessa and her friends recycled a total of c1 + c2 pounds. For every c0 pounds, they earned one point. So the total points earned would be (c1 + c2) / c0. 
points_earned = (c1 + c2) / c0
The answer is points_earned.","{'c0': 9.0, 'c1': 20.0, 'c2': 16.0}",4,"['points_earned =  (c1 + c2) / c0', 'answer = points_earned']",1
386," A pet shelter had c0 puppies when another c1 were brought in. If c2 puppies a day are adopted, how long would it take for all of them to be adopted? ",9,"The shelter originally had c0 puppies and c1 more were brought in, so the total number of puppies is c0 + c1. If c2 puppies are adopted each day, it will take x days to adopt all the puppies. We can set up an equation: 

c0 + c1 - c2x = 0 

Solving for x: 

c2x = c0 + c1 

x = (c0 + c1) / c2 

The answer is x, the number of days it will take to adopt all the puppies.","{'c0': 2.0, 'c1': 34.0, 'c2': 4.0}",9,"['c2x =  0 ', 'c2x =  c0 + c1 ', 'x =  (c0 + c1) / c2 ', 'answer = x, the number of days it will take to adopt all the puppies']",1
387, At a company picnic c0 managers and c1 employees decided to start a game of volleyball. If they split into c2 teams how many people would be on each team? ,3,"There are c0 managers and c1 employees, so the total number of people is c0 + c1. If they split into c2 teams, then each team would have (c0 + c1) / c2 people. 
people_per_team = (c0 + c1) / c2
The answer is people_per_team.","{'c0': 9.0, 'c1': 15.0, 'c2': 8.0}",3,"['people_per_team =  (c0 + c1) / c2', 'answer = people_per_team']",1
388," John was organizing his baseball cards in a binder with c0 on each page. If he had c1 new cards and c2 old cards to put in the binder, how many pages would he use? ",8,"John has c0 cards on each page, and he has c1 new cards and c2 old cards to put in the binder. The total number of cards he has is c1 + c2. To find out how many pages he needs, he needs to divide the total number of cards by the number of cards per page: 
pages_needed = (c1 + c2) / c0
The answer is pages_needed.","{'c0': 3.0, 'c1': 8.0, 'c2': 16.0}",8,"['pages_needed =  (c1 + c2) / c0', 'answer = pages_needed']",1
389," Wendy uploaded c0 pictures from her phone and c1 from her camera to facebook. If she sorted the pics into c2 different albums with the same amount of pics in each album, how many pictures were in each of the albums? ",6,"Wendy uploaded a total of c0 + c1 pictures. If she sorted them into c2 albums with the same amount of pictures in each album, then each album would have (c0 + c1) / c2 pictures. 
pictures_per_album = (c0 + c1) / c2
The answer is pictures_per_album.","{'c0': 22.0, 'c1': 2.0, 'c2': 4.0}",6,"['pictures_per_album =  (c0 + c1) / c2', 'answer = pictures_per_album']",1
390, A toy store had c0 giant stuffed bears in stock when they got another shipment with c1 bears in it. The put the bears onto shelves with c2 on each shelf. How many shelves did they use? ,3,"The total number of bears after the shipment is c0 + c1. To find out how many shelves they used, we need to divide the total number of bears by the number of bears on each shelf: 
shelves_used = (c0 + c1) / c2
The answer is shelves_used.","{'c0': 17.0, 'c1': 10.0, 'c2': 9.0}",3,"['shelves_used =  (c0 + c1) / c2', 'answer = shelves_used']",1
391," Zoe and her friends were recycling paper for their class. For every c0 pounds they recycled they earned one point. If Zoe recycled c1 pounds and her friends recycled c2 pounds, how many points did they earn? ",6,"Zoe and her friends recycled a total of c1 + c2 pounds of paper. For every c0 pounds, they earned one point. So the total number of points they earned is (c1 + c2) / c0. 
points_earned = (c1 + c2) / c0
The answer is points_earned.","{'c0': 8.0, 'c1': 25.0, 'c2': 23.0}",6,"['points_earned =  (c1 + c2) / c0', 'answer = points_earned']",1
