,question,answer,response,mapping
143,"The events A and B are independent. The probability that event A occurs is 0.6, and the probability that at least one of the events A or B occurs is 0.96. What is the probability that event B occurs?A)0.5, B)0.6, C)0.7, D)0.8, E)0.9",E," The probability that at least one of the events A or B occurs is 0.96. This means that the probability that both events A and B do not occur is 1 - 0.96 = 0.04. Since the events are independent, the probability that event B does not occur is 0.4. So the probability that event B occurs is 1 - 0.4 = 0.6. The answer is B.",
144,"The ratio of the volumes of a cube to that of the sphere which will fit inside the cube is?A)2: π, B)7:2, C)8:2, D)6: π, E)8:3",D, The ratio of the volumes of a cube to that of the sphere which will fit inside the cube is 8:3.,
145,"My wall contains 8 red colour ties, 13 violet colour ties,10 blue colour ties, 5 pink colour ties, 4 green colour ties. If electricity is gone and I want at least two ties of same colour then how many ties I should take out from my rack?A)2, B)3, C)4, D)5, E)6",E," In order to have at least two ties of the same color, you would need to take out at least three ties. The answer is
b.",
146,"Find 25/12*5A)2.5498, B)0.4167, C)3.3987, D)8.5497, E)5.6312",B, The answer is B.,
147,"The value of log2 4 is:A)2, B)4, C)6, D)8, E)12",A, The value of log2 4 is 2.,
148,"Calculate the percentage gain of a merchant who purchased 90 kg of oranges for Rs. 450 and sold the whole lot at the rate of Rs. 7.50 per kg.A)50 %, B)60 %, C)55 %, D)70 %, E)58%",A," The merchant purchased the oranges for Rs. 450 and sold them for Rs. 675, so the total gain was Rs. 225. The
percentage gain can be calculated by dividing the total gain by the original amount and multiplying by 100. This
gives 225/450 * 100 = 50%. The answer is a.",
149,"A train M leaves City A at 5 am and reaches City B at 9am. Another train N leaves City B at 7am and reaches City A at 1030am. At what time do the 2 trains cross one another?A)1 hr 23 min, B)1 hr 15 min, C)1 hr 8 min, D)56 min, E)55 min",D, The two trains cross one another at 8 am.,
150,"Janice bikes at 10 miles per hour, while Jennie bikes at 20. How long until they have collectively biked 1 mile?A)1 minute, B)2 minutes, C)3 minutes, D)4 minutes, E)5 minutes",B," Jennie will bike 1 mile in half the time it will take Janice, so they will collectively bike 1 mile in 3 minutes. The answer is C.",
151,"In an exam, a candidate secured 504 marks of the maximum mark of M. If the maximum mark M is converted into 800 marks, he would have secured 420 marks. What is the value of M?A)278, B)2890, C)270, D)2702, E)960",E," 504 / M = 420 / 800. So M = 504 * 800 / 420, which is 960. The answer is e.",
152,"If Jill needed to buy 10 bottles of soda for a party in which 8 people attended, how many bottles of soda will she need to buy for a party in which 12 people are attending?A)6, B)8, C)10, D)12, E)14",C," If Jill needed to buy 10 bottles of soda for a party in which 8 people attended, she will need to buy 12 bottles of soda for a party in which 12 people are attending. The answer is D.",
153,"Two ants are standing side-by-side. One ant, which is 4 inches tall, casts a shadow that is 10 inches long. The other ant is 6 inches tall. Compute, in inches, the length of the shadow that the taller ant casts.A)36, B)28, C)42, D)15, E)20",D," The length of the shadow is proportional to the height of the ant. So if the first ant is 4 inches tall and its shadow is 10 inches long, then the second ant, which is 6 inches tall, would have a shadow that is 15 inches long. The answer is D.",
154,"The height of a room to its semi-perimeter is 2:5. It costs Rs.260 to paper the walls of the room with paper 50cm wide at Rs.2 per meter allowing an area of 15 sq.m for doors and windows. The height of the room is:A)2.6m, B)3.9m, C)4m, D)4.2m, E)4.4m",C, The height of the room is 4m.,
155,"The sum of k consecutive integers is 51. If the least integer is -50, then k =A)40, B)62, C)82, D)92, E)102",E," The sum of k consecutive integers is 51. If the least integer is -50, then k = 102.",
156,"In a survey of students, each student selected from a list of 10 songs the 2 songs that the student liked best. If each song was selected 5 times, how many students were surveyed?A)96, B)48, C)32, D)25, E)18",D," If each song was selected 5 times, then 5 students must have selected each song. So the total number of students
surveyed must be 10 times 5, or 50. The answer is D.",
157,"If one of the roots of the quadratic equation x^2 + mx + 22 = 0 is 1.5, then what is the value of m?A)-23.5, B)-17.5, C)-10.5, D)-16.2, E)Cannot be determined",D," If one of the roots of the equation is 1.5, then the other root is -1.5. So the equation can be rewritten as
(x - 1.5)(x + 1.5) = 0. This means x^2 - 2.25 = 0. So x^2 + mx + 22 = (x^2 - 2.25) + 22 = 0. This means m = -4.5.
The answer is c.",
158,"At an election meeting 10 speakers are to address the meeting. The only protocol to be observed is that whenever they speak the pm should speak before the mp and the mp should speak before the mla. In how many ways can the meeting be held?A)10!/3, B)10!/6, C)10!/2, D)10!/4, E)10!/5",B, The answer is B.,
159,"Anna is able to buy 5 more articles for $300 after the price of each article decreased by 15%. What is the new selling price of each article?A)$8, B)$10, C)$13.6, D)$22.9, E)$40",C, The new selling price of each article is $8.,
160,"In a row of children Neha is 12th from left end and Radha is 6th from right end. When Radha is shifted to left by 2 places and Neha is shifted to right by 2 places there 6 children between Radha and Neha. How many children are there in the row?A)23, B)27, C)26, D)28, E)29",D, There are 23 children in the row.,
161,"10kg of a mixture contains 30% sand and 70% clay. In order to make the mixture contain equal quantities of clay and sand how much of the mixture is to be removed and replaced with pure sand?A)10/7, B)20/7, C)30/7, D)40/7, E)50/7",B," The mixture currently contains 70% clay and 30% sand. In order to make it 50% clay and 50% sand, we would need to
remove 20% of the clay. Since 70% of the mixture is clay, this means we need to remove 20/70, or 10/35, of the mixture.
We would then need to add an equal amount of sand, which would be 10/35 of the mixture. So the answer is 10/7.",
162,"A man spends 70% of his income. If his income increases by 20%, then what will be his new expenditure?A)58.3%, B)62.5%, C)63.5%, D)64.5%, E)65.5%",A," If the man spends 70% of his income, then he saves 30%. If his income increases by 20%, then his new income
will be 120% of his old income. So his new expenditure will be 70% of 120% of his old income, which is 84%. The
answer is D.",
163,"What is the greatest number of identical bouquets that can be made out of 28 white and 98 red tulips if no flowers are to be left out? (Two bouquets are identical whenever the number of red tulips in the two bouquets is equal and the number of white tulips in the two bouquets is equal.)A)4, B)7, C)10, D)14, E)21",D, The greatest number of identical bouquets that can be made is 10.,
164,"Sharon works for 5 hours to earn enough tips to buy an ice cream cake, while Karen works for 4. After how many hours will they be able to buy the cake together?A)1 hour, B)2 hours, C)3 hours, D)4 hours, E)5 hours",C," Sharon works for 5 hours to earn enough tips to buy an ice cream cake, while Karen works for 4. They will be able to buy the cake together after 2 hours.",
165,"If x<0, y>0, and |x^3| > |y^2|, which of the following must be true?A)x > y, B)y^2 > x^2, C)-x^3 < y^2, D)–x < y, E)x < –y",B," If x < 0, y > 0, and |x^3| > |y^2|, then -x^3 < y^2. So the answer is c.",
166,"Printer A and Printer B can each print 1⁄2 page per second. How long will it take both printers working together to print 100 pages?A)25 seconds, B)50 seconds, C)100 seconds, D)200 seconds, E)400 seconds",C, It will take both printers working together to print 100 pages in 100 seconds. The answer is c.,
167,"Two ants are moving from their farms towards each other. Ant A is moving at a speed of 9 cm per hour and ant B is moving at a speed of 6 cm per hour. If the farms are 75 cm away from each other, what will be the distance (in cm) that ant A travels until meeting ant B?A)45, B)48, C)51, D)54, E)57",A, The distance that ant A travels until meeting ant B is 48 cm.,
168,"Roberts has a property worth of $1023.65. But in a record his property worth is written as greatest positive even integer less than or equal to his property worth and it is divisible by 100. Find the difference between actual property and recorded property worth?A)23.65, B)1000, C)35.62, D)2.65, E)1023.65",A," The greatest positive even integer less than or equal to 1023.65 is 1022. So the difference between the actual
property worth and the recorded property worth is 1.65. The answer is D.",
169,"A man spend 810 in buying trouser at Rs 70 each and shirt at 30 each. What will be the ratio of trouser and shirt when the maximum number of trouser is purchased?A)9 Trousers, B)8 Trousers, C)10 Trousers, D)7 Trousers, E)11 Trousers",A," The maximum number of trousers that can be bought is 12, since 810 / 70 = 11.6. So the ratio of trousers to shirts
would be 12 : 10, or 6 : 5. The answer is c.",
170,"If a subscription for 15 issues of a magazine costs $42.00 and represents a saving of 25 percent of the cover prices, what is the cover price per issue?A)$7.73, B)$6.73, C)$5.73, D)$4.73, E)$3.73",E," If a subscription for 15 issues of a magazine costs $42.00 and represents a saving of 25 percent of the cover prices, the cover price per issue is $7.73.",
171,"Christopher and Jonathan were having bets. They decide that a coin will be flipped twenty times and each time it turns heads, Christopher will give $2 to Jonathan and each time it turns out to be Tails, Jonathan will give 3$ to Christopher. After flipping for twenty times none of the both won or lost any amount.
How many times did the coin landed on Heads ?A)10, B)23, C)16, D)18, E)12",E," If the coin landed on heads 10 times, then Christopher would have given Jonathan $20, and if the coin landed on tails 10 times, then Jonathan would have given Christopher $30. So the coin must have landed on heads 10 times and on tails 10 times. The answer is e.",
172,"Allen starts from X, goes to Y. At the same time Bob starts from Y and goes towards X. Once Allen reaches Y he changes his direction and returns to X. Once Bob reaches X, he changes his direction and returns to Y. Throughout Allen travels at 54 kmph and Bob travels at 78kmph. By the time they meet for the second time, Bob covers 48 km more than Allen. Find the distance between X and Y.A)144km, B)72 km, C)126km, D)84 km, E)48km",E," We can set up the following equation:

54t + 78t = 48

This equation can be simplified to:

132t = 48

t = 48 / 132

t = 3 / 22

Since Allen and Bob start from X and Y at the same time, we can say that it takes 3 / 22 hours for Allen to travel from X to Y. We can also say that it takes 3 / 22 hours for Bob to travel from Y to X.

Since we know that Allen is travelling at 54 kmph and it takes 3 / 22 hours for him to travel from X to Y, we can calculate the distance between X and Y using the following equation:

distance = 54 * (3 / 22)

distance = 24

The answer is B.",
173,"Tires of a certain brand, when purchased new, last for four years. A customer can choose to purchase the new tires at a cost of $180 per tire or can have his current tires repaired at a cost of $40 per tire, a repair that will make the current tires last for one additional year. The average cost per year of the new tires is what percent greater than the cost of repairing the current tires?A)8%, B)10%, C)12.5%, D)16.7%, E)25%",C, The cost of new tires is $180 per tire and the cost of repairing the current tires is $40 per tire. So the cost per year of new tires is $180 / 4 = $45 and the cost per year of repairing the current tires is $40. The difference in cost is $5. The percent difference is $5 / $40 * 100 = 12.5%. The answer is c.,
174,"A rope 20 meters long is cut into two pieces. If the length of one piece of rope is 3 meters shorter than the length of the other, what is the length, in meters, of the longer piece of rope?A)7.5, B)8.9, C)9.9, D)11.5, E)11.7",D, The length of the longer piece of rope is 11.5 meters.,
175,"Jerry purchased a 1-year $5,000 bond that paid an annual interest rate of 12% compounded every six months. How much interest had this bond accrued at maturity?A)$5102, B)$618, C)$216, D)$202, E)$200",B," The interest rate is 12% per year, which means that the interest rate per six months is 6%. The amount of interest
that has accrued at maturity is therefore $5,000(1 + 0.06)^2 - $5,000 = $618. The answer is b.",
176,"Decipher the following multiplication table:
M A D
B E
-------------
M A D
R A E
-------------
A M I DA)9 2 0 0, B)9 2 0 9, C)9 2 0 1, D)9 2 0 7, E)9 2 2 2",D," The first row and column represent the factors being multiplied, and the numbers in the table represent the
products. So the first row and column represent the numbers 9, 2, 0, and 0 being multiplied. The products are
represented in the table as 9, 2, 0, and 0. So the answer is B.",
177,"Sachin was twice as old as Ajay 10 years back. How old is Ajay today if Sachin will be 40 years old in 10 yearsA)18, B)25, C)15, D)20, E)21",D," We can let x represent Ajay's age today, and we can let y represent Sachin's age today. We know that Sachin is twice
as old as Ajay, so y = 2x. We also know that Sachin was twice as old as Ajay 10 years ago, so y - 10 = 2(x - 10). We
are told that Sachin will be 40 years old in 10 years, so y + 10 = 40. We can solve this system of equations to find that
x = 15 and y = 30. So Ajay is 15 years old today, and Sachin is 30 years old today. The answer is c.",
178,"What will be the cost of gardening 1-metre – broad boundary around a rectangular plot having perimeter of 340 metres at the rate of 10 per square metre?A)3400, B)1700, C)3440, D)Cannot be determined, E)None of these",C, The cost of gardening 1-metre – broad boundary around a rectangular plot having perimeter of 340 metres at the rate of 10 per square metre would be 3400.,
179,"Last year, 34 percent of Ace Book Company's sales revenue came from the sale of novels. Of the remaining revenue, 1/3 was from the sale of biographies. The company's revenue from the sale of novels was approximately, how many times its revenue from the sale of biographies?A)1.3, B)1.5, C)2.1, D)2.5, E)3.1",B," 34% of the company's sales revenue came from novels, which means that 66% of the revenue came from other sources.
1/3 of 66% is 22%. So the revenue from novels is approximately 3.1 times the revenue from biographies. The answer is E.",
180,"A bee bypasses 0.05% of flowers it flies by because it can sense they don't have any nectar in them. How many flowers will the bee fly by to bypass 8 flowers?A)2000, B)4000, C)8000, D)16000, E)32000",D," The bee bypasses 0.05% of flowers, so it bypasses 0.0005 flowers for every flower it flies by. So it would take
8 / 0.0005 = 16,000 flowers for the bee to bypass 8 flowers. The answer is D.",
181,"Fernando purchased a university meal plan that allows him to have a total of 3 lunches and 3 dinners per week. If the cafeteria is closed on weekends and Fernando always goes home for a dinner on Friday nights, how many options does he have to allocate his meals?A)5C3*4C3, B)5C4*4C2, C)5C2*4C4, D)5C6*4C5, E)4C3*4C3",A," Fernando has 5 days on which he can have lunch, and 4 days on which he can have dinner. He has to choose 3 days
for lunch and 3 days for dinner. The number of ways he can do this is 5C3 * 4C3. The answer is a.",
182,"What should come in place of the question mark(?) in each of the following questions ?
a2 - b2/(a + b)2 (?)=(a - b)2A)(a + b)(a - b), B)(a - b)2, C)(a + b)2, D)a3 + b3, E)None of these",A, The answer is B.,
183,"A number is as much greater than 36 as is less than 86. Find the Number.A)60, B)56, C)51, D)61, E)41",D," We can set up the equation like this:

Number - 36 = 86 - Number

2 * Number - 72 = 86

2 * Number = 158

Number = 79

The answer is D.",
184,"A certain phone manufacturer ships its products in crates. A crate consists of p pallets, and each pallet holds 1250 phones. If the manufacturer ships 4 crates, how many phones are shipped?A)1000p, B)1500p, C)2000p, D)2500p, E)30000",D," The manufacturer ships 4 crates, which means 4p pallets. Each pallet holds 1250 phones, so 4p pallets hold 4p * 1250
phones. So the total number of phones shipped is 5000p. The answer is D.",
185,"A can construct a wall in 40 min and B can construct the wall in 45 min. How many hours is needed to contruct a wall if both the person working together.A)20 min, B)22 min, C)23 min, D)21 min, E)20 min",D," If A can construct a wall in 40 minutes and B can construct the wall in 45 minutes, then they can construct the wall
in 40 minutes if they work together. The answer is a.",
186,"An express electric train takes exact three seconds to enter tunnel which is 1 mile long.
If train is traveling at 120 mile an hour, how long will it take to pass completely through the tunnel ?A)43 seconds, B)39 seconds, C)20 seconds, D)33 seconds, E)55 seconds",D," It will take the train 3 seconds to enter the tunnel, and then it will take the train 1 mile / 120 miles per hour = 1/120
hour to pass through the tunnel. So the total time it will take the train to pass through the tunnel is 3 seconds + 1/120
hour = 3 + 1/120 hours = 3.00833333 hours. The answer is D.",
187,"A merchant receives an invoice for a motor boat for $20 000 with terms 4/30, n/100. What is the highest simple interest rate at which he can afford to borrow money in order to take advantage of the discount?A)247.67, B)237.67, C)227.67, D)215.67, E)None of these",A, The highest simple interest rate at which the merchant can afford to borrow money is 247.67%.,
188,"There are ten lime soda bottles on a table in a restaurant. They are to be served among two different groups of customers consisting of 5 members each. How many ways are there to create these 2 groups?A)90, B)105, C)126, D)252, E)525",D, There are ten lime soda bottles on a table in a restaurant. They are to be served among two different groups of customers consisting of 5 members each. There are 10!/5!5! ways to create these 2 groups. The answer is D.,
189,"A special cereal mixture contains rice, wheat and corn in the ratio of 2:3:5. If a bag of the mixture contains 3 pounds of rice, how much corn does it contain?A)6.5, B)7.5, C)7, D)6, E)None of the above",B," The ratio of rice to wheat to corn is 2:3:5. So if there are 3 pounds of rice, then there are 3 x (3/2) = 4.5 pounds of wheat, and 3 x (5/2) = 7.5 pounds of corn. The answer is B.",
190,"You can purchase one soda and two energy bars for 150 cents, or two sodas and three energy bars for 300
cents. If the costs of the items do not change, compute the cost in cents of six sodas and seven bars.A)500, B)600, C)750, D)800, E)900",E," The cost of one soda is 150/3 = 50 cents, and the cost of one energy bar is 150/6 = 25 cents. So the cost of six
sodas and seven bars would be 6 * 50 + 7 * 25 = 500 cents. The answer is A.",
191,"A pen company produces very fine quality of writing pens. Company knows that on average 10% of the produced pens are always defective so are rejected before packing. Company promises to deliver 7200 pens to its wholesaler at Rs. 10 each. It estimates the overall profit on all the manufactured pens to be 25%. What is the manufactured cost of each pen?A)Rs. 6, B)Rs. 7.2, C)Rs. 5.6, D)Rs. 8, E)None of these",B," The company knows that 10% of the pens are defective, so it will produce 10% more pens than it needs to deliver.
So it will produce 7200 / 0.9 = 8000 pens. The cost of each pen is Rs. 10 / (1 + 0.25) = Rs. 8. The answer is D.",
192,"A two digit number exceeds the sum of the digits of that number by 18. If the digit at the unit's place is double the digit in the ten's place, what is the number?A)12, B)24, C)42, D)48, E)49",B," Let the two digits be x and y. Then x + y = 10x - 18. So x = 9y / 11. Since x and y are both integers, y must be
divisible by 11. The only option that satisfies this is y = 11, in which case x = 9 * 11 / 11 = 9. So the number is
99. The answer is e.",
193,"Suppose for any real number x, [x] denotes the greatest integer less than or equal to x. Let L(x,y) = [x] + [y] + [x + y] and R(x,y) = [2x] + [2y]. Then it is impossible to find any two positive real numbers x and y for whichA)L(x,y) = R(x,y), B)L(x,y) ≠ R(x,y), C)L(x,y) < R(x,y), D)L(x,y) < R(x,y), E)None",D," L(x,y) = [x] + [y] + [x + y]
R(x,y) = [2x] + [2y]

For L(x,y) = R(x,y) to be true, we need [x] + [y] + [x + y] = [2x] + [2y].
However, this is not possible since the left side is always less than or equal to the right side.

The answer is B.",
194,"Three bells ring at intervals of 36 seconds, 40 seconds and 48 seconds, respectively. They start ringing together at a particular time. When they will ring together again?A)After 6 minutes, B)After 12 minutes, C)After 18 minutes, D)After 24 minutes, E)none",B," The least common multiple of 36, 40, and 48 is 360. So they will ring together again after 360 seconds, or 6 minutes. The answer is A.",
195,"An electric pole, 14 metres high, casts a shadow of 10 metres. Find the height of a tree that casts a shadow of 15 metres under similar conditions.A)21, B)22, C)20, D)23, E)24",A, The height of the tree is equal to the height of the electric pole plus the length of the shadow cast by the electric pole. So the height of the tree is 14 + 10 = 24. The answer is e.,
196,"At my favorite fruit stand, an orange costs 18 dollars, a pineapple costs 27 dollars, and a grape costs 15 dollars. Using the same logic, can you tell how much a mango costs?A)22 dollars, B)15 dollars, C)20 dollars, D)18 dollars, E)10 dollars",B, The mango costs 20 dollars.,
197,"In the coordinate plane, a triangle has vertices at (a,0), (b,0), and (x,y). If a>x>b>0>y, which of the following represents the area of that triangle?A)(ay−by)/2, B)(ab−ay)/2, C)(by−ay)/2, D)(ay+by)/x, E)(a−b)/2y",C," The area of a triangle with vertices at (a,0), (b,0), and (x,y) is (1/2)(ax-bx)(y). So the answer is C.",
198,"A car finishes a journey in 20 hours at the speed of 60 km/hr. If the same distance is to be covered in 10 hours, how much speed does the car gain?A)80 kmph, B)50 kmph, C)120 kmph, D)70 kmph, E)80 kmph",C, The car gains a speed of 80 km/hr.,
199,"Three friends Alan, Roger and Peter attempt to answer a question on an exam. Alan randomly guesses the answer, giving him a 1/5 probability of guessing correctly. Roger cheats by looking at the paper of the student in front of him, giving him a 2/3 probability of answering correctly. And Peter dutifully performs the calculations, then marks the answer, giving him a 5/6 probability of a correct answer. What is the probability that the question is answered correctly, but not via cheating?A)1/18, B)1/9, C)23/90, D)5/18, E)13/45",A," The probability that the question is answered correctly, but not via cheating, is 1/6.",
200,"The difference between simple interest and C.I. at the same rate for Rs.5000 for 2 years in Rs.72. The rate of interest is?A)10%, B)12%, C)6%, D)8%, E)4%",B," The difference between simple interest and C.I. at the same rate for Rs.5000 for 2 years is Rs.72. This means that
C.I. = Rs.5000 + Rs.72 = Rs.5072 and S.I. = Rs.5000. So we have C.I. = S.I. + Rs.72. This can be rewritten as
C.I. - S.I. = Rs.72. We also know that C.I. = S.I. + (r/100)(P)(t), where r is the rate of interest, P is the principal, and
t is the time in years. So we have C.I. - S.I. = (r/100)(P)(t). Substituting in the values we know, we have
5072 - 5000 = (r/100)(5000)(2). This simplifies to 72 = (r/100)(10000). So r = 72 * 100 / 10000, which is equal to
0.72%. The answer is e.",
201,"All 250 files on Sam's hard drive are infected by either a virus or a worm or both. The number of files that are infected only by a worm is 2.5 times the number of files that are infected by both a virus and a worm. If 50% of the files were not infected by a virus, how many of Sam's files were NOT infected by a worm?A)50, B)70, C)75, D)100, E)125",C," If 50% of the files were not infected by a virus, then the number of files that were infected by a virus is 250 - 50 = 200.
The number of files that were infected only by a worm is 2.5 times the number of files that were infected by both a virus and a worm. So if x is the number of files that were infected by both a virus and a worm, then the number of files that were infected only by a worm is 2.5x. We know that 200 files were infected by a virus, so the number of files that were NOT infected by a virus is 250 - 200 = 50. We also know that the number of files that were infected only by a worm is 2.5x. So 2.5x + 50 = 250. This means that 2.5x = 200, so x = 80. The number of files that were NOT infected by a worm is 50 + 80 = 130. The answer is D.",
202,"A father wants to divide Rs. 5100 between his two sons, Mohan and Sohan who are 23 and 24 at present. He divides the amount in such a way that if their shares are invested at compound interest at 4% p.a. they will receive equal amount on attaining the age of 26 years. Find Mohan's share.A)2400, B)2500, C)2600, D)2700, E)None of these",B," We can let x be Mohan's share. Then 5100 - x will be Sohan's share. We are told that Mohan and Sohan will receive equal amounts when they are 26 years old. This means that Mohan's share, x, invested at 4% compound interest for 3 years, will grow to the same amount as Sohan's share, 5100 - x, invested at 4% compound interest for 3 years.

We can write this as:

x(1.04)^3 = (5100 - x)(1.04)^3

Solving for x, we get x = 2600. So Mohan's share is 2600. The answer is c.",
203,"What is 60% of 30% of 1400 grams?A)450 gms, B)100 gms, C)252 gms, D)240 gms, E)None of these",C, 60% of 30% of 1400 grams is 252 grams. The answer is c.,
204,"A certain liquid passes through a drain at a rate of w/25 gallons every x seconds. At that rate, how many minutes will it take y gallons to pass through the drain?A)y/(1200xy), B)20xy/w, C)5xy/(12w), D)w/(3xy), E)3y/(wx)",C," The rate at which the liquid passes through the drain is w/25 gallons per x seconds. So it will take y/((w/25)x)
minutes to pass y gallons through the drain. The answer is D.",
205,"A coin made of alloy of aluminum and silver measures 2 x 15 mm (it is 2 mm thick and its diameter is 15 mm). If the weight of the coin is 30 grams and the volume of aluminum in the alloy equals that of silver, what will be the weight of a coin measuring 1 x 30 mm made of pure aluminum if silver is twice as heavy as aluminum?A)36 grams, B)40 grams, C)42 grams, D)48 grams, E)50 grams",B," The weight of the coin is 30 grams and the volume of aluminum in the alloy equals that of silver. This means that the weight of the silver in the alloy is 15 grams. So the weight of the aluminum must be 15 grams as well. If silver is twice as heavy as aluminum, then the weight of a coin measuring 1 x 30 mm made of pure aluminum would be 30 grams. The answer is D.",
206,"If 10 is subtracted from 2/3 of a number the result is equal to sum of 40 and 1/3 of the number. Find the numberA)100, B)160, C)150, D)210, E)220",C," Let the number be x. Then,

2/3x - 10 = 40 + 1/3x

This can be simplified to

8/3x = 50

x = 150

The answer is C.",
207,"What is the largest integral value of 'k' for which the quadratic equation x2 - 5x + k = 0 will have two real and distinct roots?A)9, B)7, C)3, D)8, E)12",C," The discriminant of a quadratic equation is b2 - 4ac. For this equation, the discriminant is (-5)2 - 4(1)(k) = 25 - 4k.
This discriminant must be greater than or equal to 0 in order for the equation to have two real and distinct roots.
So 25 - 4k >= 0, or k <= 9/4. The largest integer value of k for which this is true is 3. Therefore, the answer is c.",
208,"900 + 5 × 12 = ?A)820, B)202, C)420, D)209, E)960",E, The answer is D.,
209,"Shweta rides at the rate of 10 km per hour but stops for 10 minutes to take rest at the end of every 15 km. How many hours will she take to cover 100 kmA)9 hours., B)10 hours., C)11 hours., D)12 hours., E)13 hours.",C," Shweta rides at the rate of 10 km per hour but stops for 10 minutes to take rest at the end of every 15 km. So she covers 15 km in 2 hours. In 100 km, she will cover 100/15 = 6 2/3 parts. So the total time taken will be 6 2/3 hours, which is equal to 13 hours. The answer is e.",
210,"Mr.Sam takes 17 hours to go by train to a certain city and return by car. He loses 4 hours if he goes both ways by train. How long would he have taken if he had traveled by car in both ways?A)22 hrs, B)18 hrs, C)16 hrs, D)20 hrs, E)13 hrs",E, Mr.Sam would have taken 18 hours if he had traveled by car in both ways.,
211,"Jim filled his dog's bowl with dog food. Starting at 8:00 am, Jim's dog ate exactly once an hour, consuming exactly 1/3 of the dog food remaining in the bowl at each feeding session. Approximately, what percent of the original food was in the dog's bowl right before the dog began to eat at noon of the same day?A)20%, B)25%, C)30%, D)35%, E)40%",A," If the dog ate 1/3 of the food every hour, then it would have eaten 2/3 of the food by noon. So the food remaining
in the bowl at noon would be 1/3 of the original amount. Therefore, the answer is C.",
212,"John conducted a survey about car color. 60% of the people who took the survey were women. Of the men who were surveyed, 75% preferred red cars over green cars. If 10 men liked green cars more than red, how many people took the survey?A)100, B)120, C)50, D)200, E)80",A," If 10 men liked green cars more than red, then the total number of people who liked green cars more than red is
10 + (0.6)(60) = 46. So the total number of people who took the survey is 46 + (0.75)(60) = 100. The answer is a.",
213,"How many ways A boy can reach the top of stairs which contain 10 steps, when he can take either one or two steps every time?A)88, B)89, C)90, D)91, E)92",B," The boy can take either one or two steps every time, so there are two choices for each step. There are 10 steps,
so there are 2^10, or 1024, ways the boy can reach the top of the stairs. The answer is B.",
214,"IF one gallon of soft drink is made of 40% orange juice and 60% water, how many additional gallons of orange juice must be mixed in order to make the orange juice 60% of the soft drink?A)0.5, B)1, C)1.25, D)1.5, E)2",A," If one gallon of soft drink is made of 40% orange juice and 60% water, then the total amount of orange juice in the
soft drink is 0.4 gallons. In order to make the orange juice 60% of the soft drink, 0.6 gallons of orange juice must be
mixed in. So the additional amount of orange juice that must be mixed in is 0.6 - 0.4, which is 0.2 gallons. The answer is
D.",
215,"What is the units digit of 9^3-7?A)1, B)3, C)5, D)2, E)4",D," 9^3-7 = 729-7 = 722. The units digit of 722 is 2, so the answer is D.",
216,"5 horses are in a race. Mr.Jain selects two of horses at random and bets on them. The probability that he selected the winning horse isA)1/5, B)2/5, C)3/5, D)4/5, E)6/5",B, The probability that Mr.Jain selected the winning horse is 2/5.,
217,"On dividing 2272 and 875 by a 3-digit number N, we get the same remainder. The sum of the digits of N is:A)10, B)11, C)12, D)13, E)14",A, The sum of the digits of N is 10.,
218,"On a test the passing students had an average of 83, while the failing students had an average
of 55. If the overall class average was 76, what percent of the class passed?A)44%, B)66%, C)68%, D)72%, E)75%",E," The overall class average is the mean of the passing and failing students' averages. So (83 + 55) / 2 = 76. This
means that the passing students' average is 2 points higher than the class average, and the failing students' average is
2 points lower than the class average. So the passing students make up 50% of the class, and the failing students make
up 50% of the class. The answer is B.",
219,"The average wages of a worker during a fortnight comprising of 15 consecutive working days was $90 per day. During the first 7 days, his average wage was $87 per day and the average wage during the last 7 days was $92 per day. What was his wage on the 8th day?A)$83, B)$92, C)$90, D)$97, E)$104",D, The worker's wage on the 8th day was $90.,
220,"Two numbers are in the ratio 3:5. If 9 is subtracted from each, the new numbers are in the ratio 12:23. The smaller number is?A)21, B)33, C)35, D)42, E)58",B," Let the two numbers be 3x and 5x. So 9 is subtracted from each, the new numbers are in the ratio 12:23. 12x-9=3x and 23x-9=5x. 12x=3x+9 23x=5x+9 5x=14x-9 5x=9 5x=9/5 x=9/5

The smaller number is 9/5. The answer is A.",
221,"If 6 yrs are subtracted from the present age of Ajay and the remainder is divided by 18, then the present age of Rahul is obtained. If Rahul is 2 yrs younger to Denis whose age is 5 yrs, then what is Ajay's present age?A)40, B)60, C)70, D)80, E)90",B," Let Ajay's present age be x. Then x - 6 = 18y, where y is some number. This means that x = 18y + 6. So Ajay's present
age is 18y + 6.

Rahul's present age is 18y + 4. Denis is 5 years old, so Denis is 2 years younger than Rahul. This means that 18y + 4 = 5,
or 18y = 1. So y = 1/18.

This means that Ajay's present age is 18(1/18) + 6, or 6 + 6, or 12. The answer is A.",
222,"Anna has 4 books. If she decide to arrange the 4 books in every possible combination and moved just one book every minute, how long would it taken by her ?A)22 minutes, B)30 minutes, C)15 minutes, D)24 minutes, E)35 minutes",D," There are 4 books, so there are 4 factorial, or 4! = 24, different ways to arrange them. So it would take Anna 24
minutes to arrange the books in every possible combination. The answer is D.",
223,"The manufacturer of tyres is offering a 20% discount on the price of its tubeless tyres. Some retailers are offering additional discounts. If a retailer offers an additional 20% discount, then what is the total discount available at that retailer?A)10%, B)25%, C)28%, D)30%, E)36%",E, The total discount available at that retailer would be 40%.,
