,question,answer,response,mapping
149,"If the population of a city increases by 5 % annually, what will be the population of the city in 2 years time if its current population is 78000?Answer Choices: A)81900, B)85995, C)85800, D)90000, E)None of these",B," If the population of a city increases by 5 % annually, then in 2 years time the population will be
78000 * 1.05^2 = 85800. The answer is c.",
150,"At what price should the Karan mark a sewing machine that costs him Rs. 1200/- so that even after offering a 20% discount, he makes 20% profit?Answer Choices: A)1,879, B)1,875, C)1,876, D)1,872, E)1,800",E, The selling price should be 1.2 * 1.2 * 1200 = Rs. 1728. The answer is D.,
151,"In how many ways can a teacher in a kindergarten school arrange a group of 3 children (Susan, Tim and Zen) on 3 identical chairs in a straight line so that Susan is on the left of Tim?Answer Choices: A)7, B)3, C)2, D)1, E)6",B," The teacher can arrange the children in 3 ways: Susan-Tim-Zen, Tim-Zen-Susan, and Zen-Susan-Tim. The answer is c.",
152,"An exam is given in a certain class. The average (arithmetic mean) of the highest score and the lowest score is equal to x. If the average score for the entire class is equal to y and there are z students in the class, where z > 5, then in terms of x, y, and z, what is the average score for the class excluding the highest and lowest scorers?Answer Choices: A)(zy – 2x)/z, B)(zy – 2)/z, C)(zx – y)/(z – 2), D)(zy – 2x)/(z -2), E)(zy – x)/(z + 2)",D, The average score for the class excluding the highest and lowest scorers would be ((zy - 2x)/(z - 2)). The answer is D.,
153,"Last year, 34 percent of Ace Book Company's sales revenue came from the sale of novels. Of the remaining revenue, 1/3 was from the sale of biographies. The company's revenue from the sale of novels was approximately, how many times its revenue from the sale of biographies?Answer Choices: A)1.3, B)1.5, C)2.1, D)2.5, E)3.1",B," 34% of the company's sales revenue came from novels, which means that 66% of the revenue came from other sources. 1/3 of 66% is 22%. So the revenue from novels was 34% + 22% = 56%. The ratio of revenue from novels to revenue from biographies is 56% : 22% = 2.5 : 1. The answer is D.",
154,"If Raj was one-third as old as Rahim 5 years back and Raj is 17 years old now, How old is Rahim now?Answer Choices: A)37, B)41, C)40, D)42, E)43",B," If Raj was one-third as old as Rahim 5 years back, then Rahim was 3 times as old as Raj 5 years back. So
Rahim's age 5 years back was 3 * (17-5) = 36. So Rahim's age now is 36 + 5 = 41. The answer is b.",
155,"A car finishes a journey in 20 hours at the speed of 60 km/hr. If the same distance is to be covered in 10 hours, how much speed does the car gain?Answer Choices: A)80 kmph, B)50 kmph, C)120 kmph, D)70 kmph, E)80 kmph",C, The car gains a speed of 80 km/hr.,
156,"The cross-section of a canal is shaped like a trapezium. If the canal is 10 m wide at the top and 6 m wide at the bottom and the area of cross-section is 640 square meters, the depth of cannel is?Answer Choices: A)26, B)28, C)21, D)80, E)23",D," The area of a trapezium is (a+b)h/2, where a and b are the lengths of the parallel sides and h is the height.
So (10+6)h/2 = 640. This simplifies to h = 80/3. The depth of the canal is 80/3 meters. The answer is D.",
157,"Suppose you want to arrange your English, Hindi, Mathematics, History, Geography and Science books on a shelf. In how many ways can you do it ?Answer Choices: A)520, B)720, C)920, D)None, E)Cannot be determined",B, The number of ways you can arrange the books is 6!. The answer is b.,
158,"A certain phone manufacturer ships its products in crates. A crate consists of p pallets, and each pallet holds 1250 phones. If the manufacturer ships 4 crates, how many phones are shipped?Answer Choices: A)1000p, B)1500p, C)2000p, D)2500p, E)30000",D," The manufacturer ships 4 crates, which means 4*p pallets are shipped. Each pallet holds 1250 phones, so the total number of phones shipped would be 4*p*1250. The answer is D.",
159,"Alex and Jacob works at a toy shop that make toys. Alex takes 7 hours to make a toy, and Jacob takes 9 hours to make a toy. During a month, both of them makes 35 toys in total. If both of them have worked for almost similar number of hours how many toys have been prepared by Jacob?Answer Choices: A)15, B)16, C)17, D)18, E)19",A," If both of them have worked for almost similar number of hours, then Alex would have worked for 35 hours and Jacob would have worked for 39 hours. So Jacob would have made 39/9 = 4.3 toys. The answer is D.",
160,"In an exam, a candidate secured 504 marks of the maximum mark of M. If the maximum mark M is converted into 800 marks, he would have secured 420 marks. What is the value of M?Answer Choices: A)278, B)2890, C)270, D)2702, E)960",E, 504/420 = M/800. So M = 504 * 800 / 420 = 960. The answer is E.,
161,"A bookshelf contains 45 books, 30 of which are hardcover and 20 of which are fiction. What is the maximum number of books that are both hardcover and fiction?Answer Choices: A)10, B)15, C)18, D)20, E)30",D, The maximum number of books that are both hardcover and fiction would be 10.,
162,"Jim filled his dog's bowl with dog food. Starting at 8:00 am, Jim's dog ate exactly once an hour, consuming exactly 1/3 of the dog food remaining in the bowl at each feeding session. Approximately, what percent of the original food was in the dog's bowl right before the dog began to eat at noon of the same day?Answer Choices: A)20%, B)25%, C)30%, D)35%, E)40%",A," If the dog ate 1/3 of the food every hour, then it would have eaten 2/3 of the food by noon. So the percentage of food remaining would be 1/3, or 33%. The answer is C.",
163,"A rectangular piece of 150 sq m has a length which is 1m more than the 4 times the breadth. What is the perimeter of the piece?Answer Choices: A)60 m, B)61 m, C)62 m, D)63 m, E)64 m",C," The length of the piece is 4x + 1, and the breadth is x. So the perimeter is 2(4x + 1) + 2x = 8x + 4 + 2x = 10x + 4.
The area is 150, so 150 = 10x + 4. This means that 10x = 146, and x = 14.6. The perimeter is 10 * 14.6 + 4 = 146 + 4 = 150.
The answer is D.",
164,"If Q, a positive integer, has 5 factors, which of the following must be true about Q?
I. Q is the square of a prime number.
II. Q is the fourth power of a prime number.
III. Q is the product of two prime numbers.Answer Choices: A)I only, B)III only, C)II only, D)I and II only, E)I and III only",B," If Q is the square of a prime number, then Q would have only 3 factors (1, Q, and the square root of Q). So
statement I is not true. If Q is the fourth power of a prime number, then Q would have only 5 factors (1, Q, the
fourth root of Q, the square root of Q, and the square root of the fourth root of Q). So statement II is true. If Q is
the product of two prime numbers, then Q would have only 4 factors (1, Q, the first prime number, and the second
prime number). So statement III is true. The answer is D.",
165,"Roy was suffering from severe headaches. He went to see his doctor and the doctor gave him 5 tablets asking him to take one tablet every 15 minutes.
How much time will it take Roy to consume all the 5 tablets?Answer Choices: A)45 Min, B)75 Min, C)90 Min, D)120 Min, E)60 Min",E, It will take Roy 5 * 15 minutes = 75 minutes to consume all the 5 tablets. The answer is B.,
166,"The bus fare for two persons for travelling between Agra and Aligarh id four-thirds the train fare between the same places for one person. The total fare paid by 6 persons travelling by bus and 8 persons travelling by train between the two places is Rs.1512. Find the train fare between the two places for one person?Answer Choices: A)126, B)77, C)88, D)66, E)54",A," Let the train fare for one person be Rs.x.

Then, the bus fare for two persons = 4/3x.

Therefore, the total fare paid by 6 persons travelling by bus = 6(4/3x) = 8x.

Similarly, the total fare paid by 8 persons travelling by train = 8x.

Therefore, 8x + 8x = 1512

16x = 1512

x = Rs.94

The answer is C.",
167,"A certain liquid passes through a drain at a rate of w/25 gallons every x seconds. At that rate, how many minutes will it take y gallons to pass through the drain?Answer Choices: A)y/(1200xy), B)20xy/w, C)5xy/(12w), D)w/(3xy), E)3y/(wx)",C, B)20xy/w,
168,"How many ways A boy can reach the top of stairs which contain 10 steps, when he can take either one or two steps every time?Answer Choices: A)88, B)89, C)90, D)91, E)92",B," The boy can take either one or two steps every time. So there are 2^10 = 1024 ways for the boy to reach the top
of the stairs. The answer is A.",
169,"The height of a room to its semi-perimeter is 2:5. It costs Rs.260 to paper the walls of the room with paper 50cm wide at Rs.2 per meter allowing an area of 15 sq.m for doors and windows. The height of the room is:Answer Choices: A)2.6m, B)3.9m, C)4m, D)4.2m, E)4.4m",C, The height of the room is 4m.,
170,"The sum of the digits of a three digit number is 17, and the sum of the squares of its digits is 109. If we subtract 495 from the number, we shall get a number consisting of the same digits written in the reverse order. Find the number.Answer Choices: A)368, B)377, C)288, D)997, E)112",A, The number is 377.,
171,"A bag contains 11 candy bars: three cost 50 cents each, four cost $1 each and four cost $2
each. How many ways can 3 candy bars be selected from the 11 candy bars so that the total cost is more than $4?Answer Choices: A)8, B)28, C)46, D)66, E)70",C, The number of ways 3 candy bars can be selected from 11 candy bars so that the total cost is more than $4 is 46.,
172,"A paper is in a square form whose one side is 20 cm. Two semi circles are drawn on its opposites as diameters. If these semi circles are cut down what is the area of the remaining paper?Answer Choices: A)8.75, B)8.79, C)8.75, D)8.71, E)8.72",C," The area of the remaining paper would be the area of the square minus the area of the two semi-circles. The
area of the square is 20 cm * 20 cm = 400 cm^2. The area of each semi-circle is pi * r^2, where r is the radius of
the semi-circle. The radius of each semi-circle is 10 cm, so the area of each semi-circle is pi * 10 cm^2 =
31.4159 cm^2. The area of the remaining paper is 400 cm^2 - 2(31.4159 cm^2) = 337.83 cm^2. The answer is d.",
173,"A straight picket fence is composed of x pickets each of which is 1/2 inch wide. If there are 6 inches of space between each pair of pickets, which of the following represents the length of fence in feet?Answer Choices: A)13x/2, B)13x/2 - 6, C)13x/24, D)(13x+1)/24, E)(13x-12)/24",E," The length of the fence would be the sum of the lengths of the pickets plus the sum of the spaces between the pickets. The length of each picket is 1/2 inch, so the total length of the pickets is x(1/2). The length of each space is 6 inches, so the total length of the spaces is (x-1)(6). So the total length of the fence is x(1/2) + (x-1)(6) = 13x/2 - 6. The answer is B.",
174,"Shweta rides at the rate of 10 km per hour but stops for 10 minutes to take rest at the end of every 15 km. How many hours will she take to cover 100 kmAnswer Choices: A)9 hours., B)10 hours., C)11 hours., D)12 hours., E)13 hours.",C, Shweta will take 9 hours to cover 100 km.,
175,"A company produces 420 units of a particular computer component every month, at a production cost to the company of $110 per component, and sells all of the components by the end of each month. What is the minimum selling price per component that will guarantee that the yearly profit (revenue from sales minus production costs) will be at least $626,400 ?Answer Choices: A)226, B)230, C)240, D)260, E)280",B," The minimum selling price per component that will guarantee that the yearly profit will be at least $626,400 is $226.",
176,"A starts a business with Rs.40,000. After 2 months, B joined him with Rs.60,000. C joined them after some more time with Rs.120,000. At the end of the year, out of a total profit of Rs.375,000, C gets Rs.150,000 as his share. How many months after B joined the business, did C join?Answer Choices: A)2 months, B)4 months, C)23 months, D)24 months, E)84 months",B," C's share is 150,000. B's share is 1/4 of the remaining 225,000, which is 56,250. A's share is 1/4 of the remaining 168,750, which is 42,187.50. So the ratio of their shares is 150,000:56,250:42,187.50, which is 25:9:6.25. The answer is c.",
177,"An express electric train takes exact three seconds to enter tunnel which is 1 mile long.
If train is traveling at 120 mile an hour, how long will it take to pass completely through the tunnel ?Answer Choices: A)43 seconds, B)39 seconds, C)20 seconds, D)33 seconds, E)55 seconds",D," The train will take 3 seconds to enter the tunnel, and 1 mile / 120 miles per hour = 1/120 hours to travel through
the tunnel. So the total time will be 3 + 1/120 = 33/120 hours. The answer is D.",
178,"If one of the roots of the quadratic equation x^2 + mx + 22 = 0 is 1.5, then what is the value of m?Answer Choices: A)-23.5, B)-17.5, C)-10.5, D)-16.2, E)Cannot be determined",D," If one of the roots of the equation is 1.5, then (1.5)^2 + m(1.5) + 22 = 0. This simplifies to 2.25 + 1.5m + 22 = 0.
So 1.5m = -24.75. This means m = -16.5. The answer is B.",
179,"In IPL season, Sachin current batting average is 51. In the finals, he scores 78 runs, then is batting average will be 54. Find out the total number of matches played by Sachin in this season.Answer Choices: A)6, B)8, C)9, D)10, E)11",C, The total number of matches played by Sachin in this season would have been 8. The answer is b.,
180,"The original price of an item is discounted 22%. A customer buys the item at this discounted price using a $20-off coupon. There is no tax on the item, and this was the only item the customer bought. If the customer paid $1.90 more than half the original price of the item, what was the original price of the item?Answer Choices: A)$61, B)$65, C)$67.40, D)$70, E)$78.20",E," Let x be the original price of the item.

The discounted price would be x - (0.22x) = 0.78x.

The price with the coupon would be 0.78x - 20 = 0.58x.

0.58x = 1.90 + (0.5x)

0.58x = 2.40 + 0.5x

0.08x = 2.40

x = 2.40 / 0.08

x = 30

The original price of the item was $30. The answer is A.",
181,"If 120 is reduced to 96, what is the reduction percent?Answer Choices: A)30%, B)40%, C)20%, D)10%, E)5%",C, The reduction would be 120 - 96 = 24. The reduction percent would be 24 / 120 * 100 = 20%. The answer is c.,
182,"Kevin drove from A to B at a constant speed of 70 mph. Once he reached B, he turned right around with pause, and returned to A at a constant speed of 90 mph. Exactly 3 hours before the end of his trip, he was still approaching B, only 70 miles away from it. What is the distance between A and B?Answer Choices: A)180, B)90, C)270, D)360, E)None of the above",A, The answer is D)360.,
183,"Last year, a Home Appliance Store sold an average(arithmetic mean) of 42 microwave ovens per month. In the first 10 months of this year,the store has sold an average(arithmetic mean) of only 20 microwave ovens per month. What was the average number of microwave ovens sold per month during the entire 22 months period ?Answer Choices: A)21, B)30, C)31, D)32, E)None of the above",D," The average number of microwave ovens sold per month during the entire 22 months period would be the arithmetic mean of 42 and 20, which is 31. The answer is C.",
184,"Two ants are moving from their farms towards each other. Ant A is moving at a speed of 9 cm per hour and ant B is moving at a speed of 6 cm per hour. If the farms are 75 cm away from each other, what will be the distance (in cm) that ant A travels until meeting ant B?Answer Choices: A)45, B)48, C)51, D)54, E)57",A, The distance that ant A travels until meeting ant B would be 9 cm/hr * (75 cm / (9 cm/hr + 6 cm/hr)) = 45 cm. The answer is a.,
185,"Professors borrowed Rs. 5000 from the university at simple interest. After 3 years, the university got Rs. 300 on interest. What was the rate of interest per annum?Answer Choices: A)2%, B)8%, C)5%, D)10%, E)None of these",A," The amount of interest after 3 years would have been 5000 * 3 * r / 100, where r is the rate of interest per
annum. So 300 = 5000 * 3 * r / 100. This simplifies to r = 10%. The answer is d.",
186,"There are 10 oranges in a basket. Find the no. of ways in which 2 oranges are chosen from the basket?Answer Choices: A)45, B)90, C)120, D)150, E)180",A, The answer is C)120,
187,"In a large forest, 300 deer were caught, tagged, and returned during 2001. During 2002, 500 deer were caught at random, of which only 20 had tags from the previous year. If the percent of deer in the forest that had tags during the second year and were caught in the 500 deer sample is representative of the percent of the total deer population in the forest with tags, what is the total deer population in the forest (assuming no change in population between 2001 and 2002)?Answer Choices: A)300, B)500, C)5000, D)6000, E)7500",E," If the percent of deer in the forest that had tags during the second year and were caught in the 500 deer sample is representative of the percent of the total deer population in the Forest with tags, then the total deer population in the forest is 500/(20/500) = 2500. The answer is C.",
188,"What is 60% of 30% of 1400 grams?Answer Choices: A)450 gms, B)100 gms, C)252 gms, D)240 gms, E)None of these",C, 60% of 30% of 1400 grams is 252 grams. The answer is c.,
189,"Jack buys 18 sharpeners (white and brown) for rs. 100. If he pays 1 rupee more for each white than brown sharpeners. How many of white and how many brown sharpeners did he buy?Answer Choices: A)10,8, B)9,8, C)7,8, D)5,6, E)11,12",A," Let x be the number of white sharpeners and y be the number of brown sharpeners.

x + y = 18

x = y + 1

x + y + 1 = 18

2x = 17

x = 8.5

Since x must be an integer, Jack must have bought 9 white sharpeners and 8 brown sharpeners.

The answer is B.",
190,"Six pita breads contain the same amount of falafel as do two rolls. Three rolls contain the same amount of falafel as five baguettes do. Two baguettes contain the same amount of falafel as how many pita breads?Answer Choices: A)12/25, B)3/2, C)3, D)2, E)25/3",C, The answer is D)2.,
191,"IF one gallon of soft drink is made of 40% orange juice and 60% water, how many additional gallons of orange juice must be mixed in order to make the orange juice 60% of the soft drink?Answer Choices: A)0.5, B)1, C)1.25, D)1.5, E)2",A," If one gallon of soft drink is made of 40% orange juice and 60% water, then the amount of orange juice in one gallon of soft drink would be 0.4 gallons. To make the orange juice 60% of the soft drink, you would need 0.6 gallons of orange juice. So you would need to add 0.2 gallons of orange juice, which is equal to 1/5 of a gallon. The answer is A.",
192,"An astronaut weighing 211 pounds on Earth would weigh 182 pounds on Venus. The weight of the astronaut on Venus would be approximately what percent of the astronaut’s weight on Earth?Answer Choices: A)50%, B)60%, C)70%, D)86%, E)90%",D, The weight of the astronaut on Venus would be approximately 86% of the astronaut’s weight on Earth.,
193,"At my favorite fruit stand, an orange costs 18 dollars, a pineapple costs 27 dollars, and a grape costs 15 dollars. Using the same logic, can you tell how much a mango costs?Answer Choices: A)22 dollars, B)15 dollars, C)20 dollars, D)18 dollars, E)10 dollars",B, The mango costs 20 dollars.,
194,"Mark told John ""If you give me half your money I will have Rs.75. John said, ""if you give me one third of your money, I will have Rs.75/-. How much money did John have ?Answer Choices: A)22, B)60, C)28, D)26, E)18",B," Let x be the amount of money John has. Then, 1/2x + 75 = x + 25, which means x = 100. So John had Rs.100. The answer is B.",
195,"The difference between simple interest and C.I. at the same rate for Rs.5000 for 2 years in Rs.72. The rate of interest is?Answer Choices: A)10%, B)12%, C)6%, D)8%, E)4%",B, The difference between simple interest and C.I. at the same rate for Rs.5000 for 2 years in Rs.72. The rate of interest is 8%.,
196,"What is the units digit of 9^3-7?Answer Choices: A)1, B)3, C)5, D)2, E)4",D, 9^3-7 = 729-7 = 722. The units digit of 722 is 2. The answer is D.,
197,"At a certain factory, 10 percent of the staplers produced on Monday were defective and 2 percent of the non-defective staplers were rejected by mistake. If 72 of the non-defective staplers were rejected, what was the number of staplers produced that day?Answer Choices: A)4,000, B)4,200, C)4,500, D)4,800, E)5,000",A," If 10 percent of the staplers produced on Monday were defective, then the total number of staplers produced was 10/100 * x = 0.1x. If 2 percent of the non-defective staplers were rejected by mistake, then the number of non-defective staplers that were rejected was 2/100 * (0.1x - y) = 0.002x - 0.0002y. If 72 of the non-defective staplers were rejected, then 0.002x - 0.0002y = 72. This simplifies to 0.002x = 72 + 0.0002y. So x = 36,000 + y. If the total number of staplers produced was 0.1x = 10/100 * (36,000 + y) = 3,600 + 0.1y, then the total number of staplers produced was 3,600 + 0.1y + y = 3,600 + 1.1y. So 1.1y = 72. So y = 72/1.1 = 65.45. So the total number of staplers produced was 3,600 + 1.1y = 3,600 + 1.1(65.45) = 3,600 + 72 = 3,672. The answer is B.",
198,"Two cars are travelling from the same starting point in the same direction, having started their commute at the same time. The first car travels at a steady rate of 55 mph, while the second travels at a steady rate of 52 mph. How much time will pass before the cars are 15 miles away from each other?Answer Choices: A)3 hours, B)5 hours, C)6 hours, D)4 hours, E)7 hours",B, The first car will be 15 miles ahead of the second car after 3 hours. The answer is A.,
199,"I know a 5 digit number having a property that with a 1 after it, it is three times as large as it would be with a 1 before it.
What is that number?Answer Choices: A)42857, B)32456, C)76523, D)24567, E)43566",A, The number is 24567.,
200,"If 6 yrs are subtracted from the present age of Ajay and the remainder is divided by 18, then the present age of Rahul is obtained. If Rahul is 2 yrs younger to Denis whose age is 5 yrs, then what is Ajay's present age?Answer Choices: A)40, B)60, C)70, D)80, E)90",B," Let Ajay's present age be x. Then, x - 6 = 18y, where y is a positive integer. This means that x = 18y + 6.
Now, let Rahul's present age be z. Then, z = 18(y - 2). Denis is 5 years old, so z - 5 = 5. Therefore,
z = 10. Substituting this value of z into the equation for x, we get x = 18y + 6 = 180 + 6 = 186. So Ajay is
186 years old. The answer is D.",
201,"In a row of children Neha is 12th from left end and Radha is 6th from right end. When Radha is shifted to left by 2 places and Neha is shifted to right by 2 places there 6 children between Radha and Neha. How many children are there in the row?Answer Choices: A)23, B)27, C)26, D)28, E)29",D, There are 23 children in the row.,
202,"Q is as much younger than R as he is older than T. If the sum of the ages of R and T is 50 years. What is definitely the difference between R and Q's age?Answer Choices: A)22, B)27, C)29, D)Cannot be determined, E)None of the above",D," We are given that Q is as much younger than R as he is older than T. We are also given that the sum of the ages of R and T is 50 years. This means that R and T are the same age, and Q is half their age. So the difference between R and Q's age would be half of their age, which is 25 years. The answer is B.",
203,"In a chocolate store, all chocolates are either vanilla or cocoa flavored only. 10% of the chocolates are cocoa flavored, 90% of the rest are squashed. What percentage of the chocolates are both vanilla flavored and not squashed?Answer Choices: A)1%, B)2%, C)5%, D)9%, E)10%",D, The percentage of chocolates that are both vanilla flavored and not squashed is 10% of 90% = 9%. The answer is D.,
204,"Two friends are eating a jar full of candies. Had P eaten alone, it would have taken him 10 minutes to finish the candies in the jar. Had Q eaten alone, it would have taken her 5 minutes to finish half the jar. Since both of them are eating simultaneously, how many minutes would it take them to empty the jar?Answer Choices: A)4, B)5, C)6, D)7, E)8",B," If P eats alone, it would take him 10 minutes to finish the candies in the jar. If Q eats alone, it would take her 5 minutes to finish half the jar. So it would take them 10 + 5 = 15 minutes to finish the jar. The answer is D.",
205,"In a class 1/16 of the students study math, 1/10 of the students study bio, 1/8 of the students study english. The total number of students is a 4 digit number. Find the diffrence between maximum number of students and minimum number of students.Answer Choices: A)8880, B)8870, C)8890, D)7890, E)6780",A,"

There are 9 one-digit numbers from 1 to 9. There are 90 two-digit numbers from 10 to 99. There are 401
three-digit numbers from 100 to 500. 9 + 90(2) + 401(3) = 1392. The answer is b",
206,"Sharon works for 5 hours to earn enough tips to buy an ice cream cake, while Karen works for 4. After how many hours will they be able to buy the cake together?Answer Choices: A)1 hour, B)2 hours, C)3 hours, D)4 hours, E)5 hours",C," Sharon works for 5 hours to earn enough tips to buy an ice cream cake, while Karen works for 4. They will be able to buy the cake together after 5 + 4 = 9 hours. The answer is C.",
207,"5 horses are in a race. Mr.Jain selects two of horses at random and bets on them. The probability that he selected the winning horse isAnswer Choices: A)1/5, B)2/5, C)3/5, D)4/5, E)6/5",B, The probability that Mr. Jain selected the winning horse is 2/5.,
208,"Let A and B be independent events with P (A) = 0.2 and P(B) = 0.8. Find P(A/B)?Answer Choices: A)0.2, B)0.4, C)0.6, D)1.2, E)1.5",A, P(A/B) = P(A and B) / P(B) = P(A) * P(B) / P(B) = P(A) = 0.2. The answer is a.,
209,"Decipher the following multiplication table:
M A D
B E
-------------
M A D
R A E
-------------
A M I DAnswer Choices: A)9 2 0 0, B)9 2 0 9, C)9 2 0 1, D)9 2 0 7, E)9 2 2 2",D, The answer is C)9 2 0 1,
210,"In a class, 8% of total students are interested in Football. 4/5 of total students are interested in Cricket. 10% of total students are interested in Basketball and remaining 20 students are not interested in any games. How many students are there in the class?Answer Choices: A)850, B)800, C)900, D)950, E)1000",E," There are 8% of total students are interested in Football. 4/5 of total students are interested in Cricket. 10% of total students are interested in Basketball and remaining 20 students are not interested in any games. 
There are 8% of total students are interested in Football. 
There are 4/5 of total students are interested in Cricket. 
There are 10% of total students are interested in Basketball. 
There are 20 students who are not interested in any games. 

8% of total students are interested in Football. 
4/5 of total students are interested in Cricket. 
10% of total students are interested in Basketball. 
20 students are not interested in any games. 

There are 100% of total students in the class. 

There are 100% of total students in the class. 

There are 100 students in the class. 

The answer is E.",
211,"Points A, B, C, D lie in this order on the circumference of a circle. Minor arc AC is 160°, and minor arc BD is 150°. If B bisects minor arc AC, then what is the measure of minor arc AD?Answer Choices: A)80°, B)130°, C)140°, D)160°, E)220°",B," If B bisects minor arc AC, then angle ABC must be 80°. So angle BAC must be 40°, and angle BAD must be 140°.
Therefore, minor arc AD must be 160°. The answer is D.",
212,"Ram and Krishna start from A and B, respectively, at the same time and travel towards each other at constant speeds of 20m/s and 40m/s, respectively, along the same route. Ram meets Krishna at point C on the road after 10 seconds. Find the total distance between A to B.Answer Choices: A)700 meters, B)1000 meters, C)700 kilometers, D)555 meters, E)600 meters",E," The total distance between A and B would be the sum of the distances traveled by Ram and Krishna. Ram
traveled 20m/s for 10 seconds, so he traveled a total of 200 meters. Krishna traveled 40m/s for 10 seconds, so he
traveled a total of 400 meters. The total distance between A and B would be 200 + 400 = 600 meters. The answer is
e.",
213,"You can purchase one soda and two energy bars for 150 cents, or two sodas and three energy bars for 300
cents. If the costs of the items do not change, compute the cost in cents of six sodas and seven bars.Answer Choices: A)500, B)600, C)750, D)800, E)900",E," The cost of one soda is 150/3 = 50 cents. The cost of one energy bar is 150/6 = 25 cents. So the cost of six sodas
and seven bars would be 6(50) + 7(25) = 500. The answer is A.",
214,"On a map, the length of the road from Town F to Town G is measured to be 20 inches. On this map, 1/4 inch represents an actual distance of 10 miles. What is the actual distance, in miles, from Town F to Town G along this road?Answer Choices: A)800, B)720, C)960, D)1140, E)1160",A, The actual distance from Town F to Town G is 20 * 10 = 200 miles. The answer is A.,
215,"Two numbers are in the ratio 3:5. If 9 is subtracted from each, the new numbers are in the ratio 12:23. The smaller number is?Answer Choices: A)21, B)33, C)35, D)42, E)58",B," Let the two numbers be 3x and 5x. So 3x + 9 = 12 and 5x + 9 = 23. This means 5x = 14 and x = 2.8. The smaller
number would be 3x = 3(2.8) = 8.4. The answer is D.",
216,"Consider there is an staircase elevator and you are coming down. If you walk 20 steps and stop, then you reach bottom in 10 minutes. If you walk 10 steps and stop, you reach to the ground in 20 minutes. What is the speed of the elevator?Answer Choices: A)1 step/minute, B)2 step/minute, C)3 step/minute, D)4 step/minute, E)None of the above",A, The speed of the elevator would be 2 steps/minute.,
217,"At Daifu university, 24% of all students are members of both a chess club and a swim team. If 20% of members of the swim team are not members of the chess club, what percentage of all Daifu students are members of the swim team?Answer Choices: A)20%, B)30%, C)40%, D)50%, E)60%",B, The answer is D.,
218,"There is a 90% chance that a registered voter in Burghtown voted in the last election. If five registered voters are chosen at random, what is the approximate likelihood that exactly four of them voted in the last election?Answer Choices: A)26.2%, B)32.8%, C)43.7%, D)59.0%, E)65.6%",E, The approximate likelihood that exactly four of them voted in the last election would be 32.8%.,
219,"A bag of cat food weighs 7 pounds and 4 ounces. How much does the bag weigh in ounces?Answer Choices: A) 108, B) 112, C) 116, D) 120, E) 124",C, There are 16 ounces in a pound. So the bag of cat food weighs 7 * 16 + 4 = 112 + 4 = 116 ounces. The answer is C.,
220,"An electric pole, 14 metres high, casts a shadow of 10 metres. Find the height of a tree that casts a shadow of 15 metres under similar conditions.Answer Choices: A)21, B)22, C)20, D)23, E)24",A, The height of the tree would be (14 + 10) / (10 / 15) = 24 metres. The answer is e.,
221,"A rectangular solid, 3 x 4 x 15, is inscribed in a sphere, so that all eight of its vertices are on the sphere. What is the diameter of the sphere?Answer Choices: A) 13.3542, B) 15.8113, C) 18.3451, D) 19.5667, E) 20.8888",B," The diameter of the sphere would be the length of the diagonal of the rectangular solid. The diagonal of the
rectangular solid would be the square root of 3^2 + 4^2 + 15^2, which is equal to 18.3451. The answer is c.",
222,"The original retail price of an appliance was 60 percent more than its wholesale cost. If the appliance was actually sold for 20 percent less than the original retail price, then it was sold for what percent more than its wholesale cost?Answer Choices: A)20%, B)28%, C)36%, D)40%, E)42%",B," If the original retail price of an appliance was 60 percent more than its wholesale cost, then the wholesale cost was 60/100, or 3/5, of the retail price. If the appliance was sold for 20 percent less than the original retail price, then it was sold for 80/100, or 4/5, of the retail price. Therefore, it was sold for 4/5 of 3/5, or 4/15, of the wholesale cost. 4/15 is equal to 26.7 percent. The answer is B.",
223,"There is well of depth 30m and frog is at bottom of the well. He jumps 3m up one day and falls back 2m down the same day. How many days will it take for the frog to come out of the well?Answer Choices: A)25 days, B)26 days, C)27 days, D)28 days, E)29 days",D, It will take the frog 26 days to come out of the well.,
224,"A father wants to divide Rs. 5100 between his two sons, Mohan and Sohan who are 23 and 24 at present. He divides the amount in such a way that if their shares are invested at compound interest at 4% p.a. they will receive equal amount on attaining the age of 26 years. Find Mohan's share.Answer Choices: A)2400, B)2500, C)2600, D)2700, E)None of these",B," Let Mohan's share be Rs. x. Then, Sohan's share = 5100 - x.

On attaining the age of 26 years, they will receive equal amount.

x(1.04)^3 + (5100 - x)(1.04)^3 = 5100(1.04)^3

3x = 5100

x = 1700

Mohan's share = 1700

The answer is A.",
225,"A starts travel towards south 3km, then travel 5 km towards east, and again travels 3 km to north, and finally travels 2km towards west. In the end how far from is A from home?Answer Choices: A)3km, B)2km, C)4km, D)5km, E)6km",A, The answer is B)2km.,
226,"In a railway station, there are two trains going. One in the harbor line and one in the main line, each having a frequency of 10 minutes. The main line service starts at 5 o'clock and the harbor line starts at 5.02 A.M. A man goes to the station every day to catch the first train that comes. What is the probability of the man catching the first train?Answer Choices: A)0.9, B)0.8, C)0.6, D)0.65, E)1.5",B, The probability of the man catching the first train is 0.9.,
227,"What should come in place of the question mark(?) in each of the following questions ?
a2 - b2/(a + b)2 (?)=(a - b)2Answer Choices: A)(a + b)(a - b), B)(a - b)2, C)(a + b)2, D)a3 + b3, E)None of these",A, B,
