,question,answer,response,mapping,response_answer,equations,correct
300, The schools debate team had c0 boys and c1 girls on it. If they were split into groups of c2 how many groups could they make? ,8,"Solve the problem step by step:
1. Add the number of boys and girls on the debate team to calculate the total number of students. Let x be the total number of students,
x = c0 + c1
2. Divide the total number of students by the number of students in each group to calculate the number of groups they can make.
answer = x / c2","{'c0': 26.0, 'c1': 46.0, 'c2': 9.0}",8,"['x = c0 + c1', 'answer = x / c2']",1
301," Robin uploaded c0 pictures from her phone and c1 from her camera to facebook. If she sorted the pics into c2 different albums with the same amount of pics in each album, how many pictures were in each of the albums? ",8,"Solve the problem step by step:
1. Add the number of pictures from her phone and camera to calculate the total number of pictures. Let x be the total number of pictures,
x = c0 + c1
2. Divide the total number of pictures by the number of albums to calculate the number of pictures in each album.
answer = x / c2","{'c0': 35.0, 'c1': 5.0, 'c2': 5.0}",8,"['x = c0 + c1', 'answer = x / c2']",1
302," Kaleb had saved up c0 dollars. If he received another c1 dollars for his allowance, how many c2 dollar toys could he buy? ",6,"Solve the problem step by step:
1. Add the amount of money Kaleb saved up and the amount of money he received for his allowance to calculate the total amount of money he has. Let x be the total amount of money he has,
x = c0 + c1
2. Divide the total amount of money he has by the cost of each toy to calculate the number of toys he can buy.
answer = x / c2","{'c0': 21.0, 'c1': 15.0, 'c2': 6.0}",6,"['x = c0 + c1', 'answer = x / c2']",1
303," Olivia was making baggies of cookies with c0 cookies in each bag. If she had c1 chocolate chip cookies and c2 oatmeal cookies, how many baggies could she make? ",6,"Solve the problem step by step:
1. Add the number of chocolate chip cookies and the number of oatmeal cookies to calculate the total number of cookies. Let x be the total number of cookies,
x = c1 + c2
2. Divide the total number of cookies by the number of cookies in each bag to calculate the number of baggies she can make.
answer = x / c0","{'c0': 9.0, 'c1': 13.0, 'c2': 41.0}",6,"['x = c1 + c2', 'answer = x / c0']",1
304," Luke made c0 dollars mowing lawns and c1 dollars weed eating. If he only spent c2 dollar a week, how long would the money last him? ",9,"Solve the problem step by step:
1. Add the amount of money Luke made mowing lawns and the amount he made weed eating to calculate his total earnings. Let x be his total earnings,
x = c0 + c1
2. Divide his total earnings by the amount he spends each week to calculate the number of weeks his money will last.
answer = x / c2","{'c0': 9.0, 'c1': 18.0, 'c2': 3.0}",9,"['x = c0 + c1', 'answer = x / c2']",1
305," There school's baseball team had c0 new players and c1 returning players. If the coach put them into groups with c2 players in each group, how many groups would there be? ",9,"Solve the problem step by step:
1. Add the number of new players and the number of returning players to calculate the total number of players. Let x be the total number of players,
x = c0 + c1
2. Divide the total number of players by the number of players in each group to calculate the number of groups.
answer = x / c2","{'c0': 48.0, 'c1': 6.0, 'c2': 6.0}",9,"['x = c0 + c1', 'answer = x / c2']",1
306," For a birthday party Jerry bought c0 regular sodas and c1 diet sodas. If his fridge would only hold c2 on each shelf, how many shelves would he fill up? ",7,"Solve the problem step by step:
1. Add the number of regular sodas and the number of diet sodas to calculate the total number of sodas. Let x be the total number of sodas,
x = c0 + c1
2. Divide the total number of sodas by the maximum number of sodas that can fit on each shelf to calculate the answer.
answer = x / c2","{'c0': 41.0, 'c1': 22.0, 'c2': 9.0}",7,"['x = c0 + c1', 'answer = x / c2']",1
307," Paige and her friends were recycling paper for their class. For every c0 pounds they recycled they earned one point. If Paige recycled c1 pounds and her friends recycled c2 pounds, how many points did they earn? ",4,"Solve the problem step by step:
1. Add the amount of paper Paige recycled and the amount of paper her friends recycled to calculate the total amount of paper recycled. Let x be the total amount of paper recycled,
x = c1 + c2
2. Divide the total amount of paper recycled by the amount of paper needed to earn one point to calculate the number of points earned.
answer = x / c0","{'c0': 4.0, 'c1': 14.0, 'c2': 2.0}",4,"['x = c1 + c2', 'answer = x / c0']",1
308, For homework Nancy had c0 math problems and c1 spelling problems. If she can finish c2 problems in an hour how long will it take her to finish all the problems? ,4,"Solve the problem step by step:
1. Add the number of math problems and the number of spelling problems to calculate the total number of problems. Let x be the total number of problems,
x = c0 + c1
2. Divide the total number of problems by the number of problems Nancy can finish in an hour to calculate the number of hours it will take her to finish all the problems.
answer = x / c2","{'c0': 17.0, 'c1': 15.0, 'c2': 8.0}",4,"['x = c0 + c1', 'answer = x / c2']",1
309," Will was organizing his baseball cards in a binder with c0 on each page. If he had c1 new cards and c2 old cards to put in the binder, how many pages would he use? ",6,"Solve the problem step by step:
1. Add the number of new cards and the number of old cards to calculate the total number of cards. Let x be the total number of cards,
x = c1 + c2
2. Divide the total number of cards by the number of cards per page to calculate the number of pages used. Let y be the number of pages used,
y = x / c0
3. Round up the number of pages used to the nearest whole number to get the final answer.
answer = ceil(y)","{'c0': 3.0, 'c1': 8.0, 'c2': 10.0}",6,"['x = c1 + c2', 'y = x / c0', 'answer = ceil(y)']",1
310, The schools debate team had c0 boys and c1 girls on it. If they were split into groups of c2 how many groups could they make? ,8,"Solve the problem step by step:
1. Add the number of boys and girls on the debate team to calculate the total number of students. Let x be the total number of students,
x = c0 + c1
2. Divide the total number of students by the number of students in each group to calculate the number of groups they can make.
answer = x / c2","{'c0': 11.0, 'c1': 45.0, 'c2': 7.0}",8,"['x = c0 + c1', 'answer = x / c2']",1
311, A group of c0 friends went into a restaurant. The chef already had c1 chicken wings cooked but cooked c2 more for the group. If they each got the same amount how many would each person get? ,4,"Solve the problem step by step:
1. Add the number of chicken wings already cooked to the number of chicken wings cooked for the group to calculate the total number of chicken wings. Let x be the total number of chicken wings,
x = c1 + c2
2. Divide the total number of chicken wings by the number of friends in the group to calculate the number of chicken wings each person gets.
answer = x / c0","{'c0': 4.0, 'c1': 9.0, 'c2': 7.0}",4,"['x = c1 + c2', 'answer = x / c0']",1
312," A vase can hold c0 flowers. If you had c1 carnations and c2 roses, how many vases would you need to hold the flowers? ",9,"Solve the problem step by step:
1. Add the number of carnations and the number of roses to calculate the total number of flowers. Let x be the total number of flowers,
x = c1 + c2
2. Divide the total number of flowers by the number of flowers a vase can hold to calculate the number of vases needed. Round up to the nearest whole number if necessary.
answer = ceil(x/c0)","{'c0': 6.0, 'c1': 7.0, 'c2': 47.0}",9,"['x = c1 + c2', 'answer = ceil(x/c0)']",1
313," A pet shelter had c0 puppies when another c1 were brought in. If c2 puppies a day are adopted, how long would it take for all of them to be adopted? ",7,"Solve the problem step by step:
1. Add the number of puppies brought in to the number of puppies already in the shelter to calculate the total number of puppies. Let x be the total number of puppies,
x = c0 + c1
2. Divide the total number of puppies by the number of puppies adopted each day to calculate the number of days it would take to adopt all the puppies.
answer = x / c2","{'c0': 9.0, 'c1': 12.0, 'c2': 3.0}",7,"['x = c0 + c1', 'answer = x / c2']",1
314," Roger was helping the cafeteria workers pick up lunch trays, but he could only carry c0 trays at a time. If he had to pick up c1 trays from one table and c2 trays from another, how many trips will he make? ",3,"Solve the problem step by step:
1. Add the number of trays from both tables to calculate the total number of trays. Let x be the total number of trays,
x = c1 + c2
2. Divide the total number of trays by the number of trays Roger can carry at a time to calculate the number of trips he will make.
answer = x / c0","{'c0': 4.0, 'c1': 10.0, 'c2': 2.0}",3,"['x = c1 + c2', 'answer = x / c0']",1
315, A toy store had c0 giant stuffed bears in stock when they got another shipment with c1 bears in it. The put the bears onto shelves with c2 on each shelf. How many shelves did they use? ,2,"Solve the problem step by step:
1. Add the number of bears in the new shipment to the number of bears already in stock to calculate the total number of bears. Let x be the total number of bears,
x = c0 + c1
2. Divide the total number of bears by the number of bears on each shelf to calculate the number of shelves used. Let y be the number of shelves used,
y = x / c2
3. Round up the result to the nearest whole number, since you can't have a fraction of a shelf.
answer = ceil(y)","{'c0': 4.0, 'c1': 10.0, 'c2': 7.0}",2,"['x = c0 + c1', 'y = x / c2', 'answer = ceil(y)']",1
316," John made c0 dollars mowing lawns and c1 dollars weed eating. If he only spent c2 dollar a week, how long would the money last him? ",8,"Solve the problem step by step:
1. Add the amount of money John made mowing lawns and the amount of money he made weed eating to calculate his total earnings. Let x be his total earnings,
x = c0 + c1
2. Divide his total earnings by the amount of money he spends each week to calculate how many weeks the money will last him.
answer = x / c2","{'c0': 6.0, 'c1': 18.0, 'c2': 3.0}",8,"['x = c0 + c1', 'answer = x / c2']",1
317, Wendy's old washing machine could only wash c0 pieces of clothing at a time. If she had to wash c1 shirts and c2 sweaters how many loads would she have to do? ,9,"Solve the problem step by step:
1. Add the number of shirts and the number of sweaters to calculate the total number of clothing items. Let x be the total number of clothing items,
x = c1 + c2
2. Divide the total number of clothing items by the number of clothing items that can be washed at a time to calculate the number of loads needed.
answer = x / c0","{'c0': 8.0, 'c1': 39.0, 'c2': 33.0}",9,"['x = c1 + c2', 'answer = x / c0']",1
318," Debby's class is going on a field trip to the zoo. If each van can hold c0 people and there are c1 students and c2 adults going, how many vans will they need? ",2,"Solve the problem step by step:
1. Add the number of students and adults going to calculate the total number of people. Let x be the total number of people,
x = c1 + c2
2. Divide the total number of people by the capacity of each van to calculate the number of vans needed. Round up to the nearest whole number if necessary.
answer = ceil(x/c0)","{'c0': 4.0, 'c1': 2.0, 'c2': 6.0}",2,"['x = c1 + c2', 'answer = ceil(x/c0)']",1
319," Isabel uploaded c0 pictures from her phone and c1 from her camera to facebook. If she sorted the pics into c2 different albums with the same amount of pics in each album, how many pictures were in each of the albums? ",2,"Solve the problem step by step:
1. Add the number of pictures from her phone and camera to calculate the total number of pictures. Let x be the total number of pictures,
x = c0 + c1
2. Divide the total number of pictures by the number of albums to calculate the number of pictures in each album.
answer = x / c2","{'c0': 2.0, 'c1': 4.0, 'c2': 3.0}",2,"['x = c0 + c1', 'answer = x / c2']",1
320," While playing at the arcade, Frank won c0 tickets playing 'whack a mole' and c1 tickets playing 'skee ball'. If he was trying to buy candy that cost c2 tickets a piece, how many could he buy? ",7,"Solve the problem step by step:
1. Add the number of tickets Frank won playing 'whack a mole' and 'skee ball' to calculate the total number of tickets. Let x be the total number of tickets,
x = c0 + c1
2. Divide the total number of tickets by the cost of one candy to calculate the maximum number of candies Frank can buy.
answer = x / c2","{'c0': 33.0, 'c1': 9.0, 'c2': 6.0}",7,"['x = c0 + c1', 'answer = x / c2']",1
321," Mike made c0 dollars mowing lawns and c1 dollars weed eating. If he only spent c2 dollar a week, how long would the money last him? ",8,"Solve the problem step by step:
1. Add the amount of money Mike made mowing lawns and the amount of money he made weed eating to calculate the total amount of money he has. Let x be the total amount of money,
x = c0 + c1
2. Divide the total amount of money by the amount of money he spends each week to calculate the number of weeks the money will last.
answer = x / c2","{'c0': 14.0, 'c1': 26.0, 'c2': 5.0}",8,"['x = c0 + c1', 'answer = x / c2']",1
322," Gwen and her friends were recycling paper for their class. For every c0 pounds they recycled they earned one point. If Gwen recycled c1 pounds and her friends recycled c2 pounds, how many points did they earn? ",6,"Solve the problem step by step:
1. Add the number of pounds of paper Gwen recycled and the number of pounds her friends recycled to calculate the total number of pounds recycled. Let x be the total number of pounds recycled,
x = c1 + c2
2. Divide the total number of pounds recycled by the number of pounds needed to earn one point to calculate the number of points earned.
answer = x / c0","{'c0': 3.0, 'c1': 5.0, 'c2': 13.0}",6,"['x = c1 + c2', 'answer = x / c0']",1
323," Robin uploaded c0 pictures from her phone and c1 from her camera to facebook. If she sorted the pics into c2 different albums with the same amount of pics in each album, how many pictures were in each of the albums? ",4,"Solve the problem step by step:
1. Add the number of pictures from her phone and camera to calculate the total number of pictures. Let x be the total number of pictures,
x = c0 + c1
2. Divide the total number of pictures by the number of albums to calculate the number of pictures in each album.
answer = x / c2","{'c0': 31.0, 'c1': 5.0, 'c2': 9.0}",4,"['x = c0 + c1', 'answer = x / c2']",1
324," For Halloween Megan received c0 pieces of candy from neighbors and c1 pieces from her older sister. If she only ate c2 pieces a day, how long would the candy last her? ",2,"Solve the problem step by step:
1. Add the number of candies Megan received from her neighbors and her sister to calculate the total number of candies. Let x be the total number of candies,
x = c0 + c1
2. Divide the total number of candies by the number of candies she eats per day to calculate the number of days the candy will last her.
answer = x / c2","{'c0': 11.0, 'c1': 5.0, 'c2': 8.0}",2,"['x = c0 + c1', 'answer = x / c2']",1
325," Maria was making baggies of cookies with c0 cookies in each bag. If she had c1 chocolate chip cookies and c2 oatmeal cookies, how many baggies could she make? ",7,"Solve the problem step by step:
1. Add the number of chocolate chip cookies and the number of oatmeal cookies to calculate the total number of cookies. Let x be the total number of cookies,
x = c1 + c2
2. Divide the total number of cookies by the number of cookies in each bag to calculate the number of baggies she can make.
answer = x / c0","{'c0': 5.0, 'c1': 33.0, 'c2': 2.0}",7,"['x = c1 + c2', 'answer = x / c0']",1
326," There school's baseball team had c0 new players and c1 returning players. If the coach put them into groups with c2 players in each group, how many groups would there be? ",2,"Solve the problem step by step:
1. Add the number of new players and the number of returning players to calculate the total number of players. Let x be the total number of players,
x = c0 + c1
2. Divide the total number of players by the number of players in each group to calculate the number of groups.
answer = x / c2","{'c0': 4.0, 'c1': 6.0, 'c2': 5.0}",2,"['x = c0 + c1', 'answer = x / c2']",1
327," A pet shelter had c0 puppies when another c1 were brought in. If c2 puppies a day are adopted, how long would it take for all of them to be adopted? ",5,"Solve the problem step by step:
1. Add the number of puppies brought in to the number of puppies already in the shelter to calculate the total number of puppies. Let x be the total number of puppies,
x = c0 + c1
2. Divide the total number of puppies by the number of puppies adopted each day to calculate the number of days it would take to adopt all the puppies.
answer = x / c2","{'c0': 5.0, 'c1': 35.0, 'c2': 8.0}",5,"['x = c0 + c1', 'answer = x / c2']",1
328," Nancy's class is going on a field trip to the zoo. If each van can hold c0 people and there are c1 students and c2 adults going, how many vans will they need? ",3,"Solve the problem step by step:
1. Add the number of students and adults going to calculate the total number of people. Let x be the total number of people,
x = c1 + c2
2. Divide the total number of people by the capacity of each van to calculate the number of vans needed. Round up to the nearest whole number if necessary.
answer = ceil(x/c0)","{'c0': 5.0, 'c1': 12.0, 'c2': 3.0}",3,"['x = c1 + c2', 'answer = ceil(x/c0)']",1
329," Dave was helping the cafeteria workers pick up lunch trays, but he could only carry c0 trays at a time. If he had to pick up c1 trays from one table and c2 trays from another, how many trips will he make? ",8,"Solve the problem step by step:
1. Add the number of trays from both tables to calculate the total number of trays. Let x be the total number of trays,
x = c1 + c2
2. Divide the total number of trays by the number of trays Dave can carry at a time to calculate the number of trips he will make.
answer = x / c0","{'c0': 9.0, 'c1': 17.0, 'c2': 55.0}",8,"['x = c1 + c2', 'answer = x / c0']",1
330," For a birthday party George bought c0 regular sodas and c1 diet sodas. If his fridge would only hold c2 on each shelf, how many shelves would he fill up? ",8,"Solve the problem step by step:
1. Add the number of regular sodas and the number of diet sodas to calculate the total number of sodas. Let x be the total number of sodas,
x = c0 + c1
2. Divide the total number of sodas by the maximum number of sodas that can fit on each shelf to calculate the answer. Round up to the nearest whole number if necessary.
answer = ceil(x/c2)","{'c0': 10.0, 'c1': 22.0, 'c2': 4.0}",8,"['x = c0 + c1', 'answer = ceil(x/c2)']",1
331, The schools debate team had c0 boys and c1 girls on it. If they were split into groups of c2 how many groups could they make? ,8,"Solve the problem step by step:
1. Add the number of boys and girls on the debate team to calculate the total number of students. Let x be the total number of students,
x = c0 + c1
2. Divide the total number of students by the number of students in each group to calculate the number of groups they can make.
answer = x / c2","{'c0': 28.0, 'c1': 4.0, 'c2': 4.0}",8,"['x = c0 + c1', 'answer = x / c2']",1
332," Maria was making baggies of cookies with c0 cookies in each bag. If she had c1 chocolate chip cookies and c2 oatmeal cookies, how many baggies could she make? ",3,"Solve the problem step by step:
1. Add the number of chocolate chip cookies and the number of oatmeal cookies to calculate the total number of cookies. Let x be the total number of cookies,
x = c1 + c2
2. Divide the total number of cookies by the number of cookies in each bag to calculate the number of baggies she can make.
answer = x / c0","{'c0': 8.0, 'c1': 5.0, 'c2': 19.0}",3,"['x = c1 + c2', 'answer = x / c0']",1
333," For Halloween Sarah received c0 pieces of candy from neighbors and c1 pieces from her older sister. If she only ate c2 pieces a day, how long would the candy last her? ",9,"Solve the problem step by step:
1. Add the number of candies Sarah received from her neighbors and her sister to calculate the total number of candies. Let x be the total number of candies,
x = c0 + c1
2. Divide the total number of candies by the number of candies she eats per day to calculate the number of days the candy will last her.
answer = x / c2","{'c0': 66.0, 'c1': 15.0, 'c2': 9.0}",9,"['x = c0 + c1', 'answer = x / c2']",1
334," Henry was helping the cafeteria workers pick up lunch trays, but he could only carry c0 trays at a time. If he had to pick up c1 trays from one table and c2 trays from another, how many trips will he make? ",9,"Solve the problem step by step:
1. Add the number of trays from both tables to calculate the total number of trays. Let x be the total number of trays,
x = c1 + c2
2. Divide the total number of trays by the number of trays Henry can carry at a time to calculate the number of trips he will make.
answer = x / c0","{'c0': 9.0, 'c1': 29.0, 'c2': 52.0}",9,"['x = c1 + c2', 'answer = x / c0']",1
335," Tiffany uploaded c0 pictures from her phone and c1 from her camera to facebook. If she sorted the pics into c2 different albums with the same amount of pics in each album, how many pictures were in each of the albums? ",4,"Solve the problem step by step:
1. Add the number of pictures from her phone and camera to calculate the total number of pictures. Let x be the total number of pictures,
x = c0 + c1
2. Divide the total number of pictures by the number of albums to calculate the number of pictures in each album.
answer = x / c2","{'c0': 7.0, 'c1': 13.0, 'c2': 5.0}",4,"['x = c0 + c1', 'answer = x / c2']",1
336, A toy store had c0 giant stuffed bears in stock when they got another shipment with c1 bears in it. The put the bears onto shelves with c2 on each shelf. How many shelves did they use? ,2,"Solve the problem step by step:
1. Add the number of bears in the new shipment to the number of bears already in stock to calculate the total number of bears. Let x be the total number of bears,
x = c0 + c1
2. Divide the total number of bears by the number of bears on each shelf to calculate the number of shelves used. Let y be the number of shelves used,
y = x / c2
3. Round up the result to the nearest whole number, since you can't have a fraction of a shelf.
answer = ceil(y)","{'c0': 5.0, 'c1': 7.0, 'c2': 6.0}",2,"['x = c0 + c1', 'y = x / c2', 'answer = ceil(y)']",1
337," Paul made c0 dollars mowing lawns and c1 dollars weed eating. If he only spent c2 dollar a week, how long would the money last him? ",9,"Solve the problem step by step:
1. Add the amount of money Paul made mowing lawns and the amount he made weed eating to calculate his total earnings. Let x be his total earnings,
x = c0 + c1
2. Divide his total earnings by the amount he spends each week to calculate the number of weeks his money will last.
answer = x / c2","{'c0': 68.0, 'c1': 13.0, 'c2': 9.0}",9,"['x = c0 + c1', 'answer = x / c2']",1
338," While playing at the arcade, Edward won c0 tickets playing 'whack a mole' and c1 tickets playing 'skee ball'. If he was trying to buy candy that cost c2 tickets a piece, how many could he buy? ",2,"Solve the problem step by step:
1. Add the number of tickets Edward won playing 'whack a mole' and 'skee ball' to calculate the total number of tickets. Let x be the total number of tickets,
x = c0 + c1
2. Divide the total number of tickets by the number of tickets needed to buy one candy to calculate the maximum number of candies he can buy. Let y be the maximum number of candies he can buy,
y = x / c2
3. Round down the maximum number of candies to the nearest whole number to get the final answer.
answer = floor(y)","{'c0': 3.0, 'c1': 5.0, 'c2': 4.0}",2,"['x = c0 + c1', 'y = x / c2', 'answer = floor(y)']",1
339," Megan's class is going on a field trip to the zoo. If each van can hold c0 people and there are c1 students and c2 adults going, how many vans will they need? ",6,"Solve the problem step by step:
1. Add the number of students and adults going to calculate the total number of people. Let x be the total number of people,
x = c1 + c2
2. Divide the total number of people by the capacity of each van to calculate the number of vans needed. Round up to the nearest whole number if necessary.
answer = ceil(x/c0)","{'c0': 5.0, 'c1': 25.0, 'c2': 5.0}",6,"['x = c1 + c2', 'answer = ceil(x/c0)']",1
340," Luke was organizing his baseball cards in a binder with c0 on each page. If he had c1 new cards and c2 old cards to put in the binder, how many pages would he use? ",4,"Solve the problem step by step:
1. Add the number of new cards and the number of old cards to calculate the total number of cards. Let x be the total number of cards,
x = c1 + c2
2. Divide the total number of cards by the number of cards per page to calculate the number of pages needed. Let y be the number of pages needed,
y = x / c0
3. Round up the number of pages to the nearest whole number, since you can't have a fraction of a page.
answer = ceil(y)","{'c0': 3.0, 'c1': 3.0, 'c2': 9.0}",4,"['x = c1 + c2', 'y = x / c0', 'answer = ceil(y)']",1
341, A group of c0 friends went into a restaurant. The chef already had c1 chicken wings cooked but cooked c2 more for the group. If they each got the same amount how many would each person get? ,3,"Solve the problem step by step:
1. Add the number of chicken wings already cooked to the number of chicken wings cooked for the group to calculate the total number of chicken wings. Let x be the total number of chicken wings,
x = c1 + c2
2. Divide the total number of chicken wings by the number of friends in the group to calculate the number of chicken wings each person gets.
answer = x / c0","{'c0': 3.0, 'c1': 6.0, 'c2': 3.0}",3,"['x = c1 + c2', 'answer = x / c0']",1
342," Olivia uploaded c0 pictures from her phone and c1 from her camera to facebook. If she sorted the pics into c2 different albums with the same amount of pics in each album, how many pictures were in each of the albums? ",5,"Solve the problem step by step:
1. Add the number of pictures from her phone and camera to calculate the total number of pictures. Let x be the total number of pictures,
x = c0 + c1
2. Divide the total number of pictures by the number of albums to calculate the number of pictures in each album.
answer = x / c2","{'c0': 5.0, 'c1': 35.0, 'c2': 8.0}",5,"['x = c0 + c1', 'answer = x / c2']",1
343, A toy store had c0 giant stuffed bears in stock when they got another shipment with c1 bears in it. The put the bears onto shelves with c2 on each shelf. How many shelves did they use? ,4,"Solve the problem step by step:
1. Add the number of bears in the new shipment to the number of bears originally in stock to calculate the total number of bears. Let x be the total number of bears,
x = c0 + c1
2. Divide the total number of bears by the number of bears on each shelf to calculate the number of shelves used. Let y be the number of shelves used,
y = x / c2
3. Round up the result to the nearest whole number, since you can't have a fraction of a shelf.
answer = ceil(y)","{'c0': 6.0, 'c1': 18.0, 'c2': 6.0}",4,"['x = c0 + c1', 'y = x / c2', 'answer = ceil(y)']",1
344," Jerry was helping the cafeteria workers pick up lunch trays, but he could only carry c0 trays at a time. If he had to pick up c1 trays from one table and c2 trays from another, how many trips will he make? ",2,"Solve the problem step by step:
1. Add the number of trays from both tables to calculate the total number of trays. Let x be the total number of trays,
x = c1 + c2
2. Divide the total number of trays by the number of trays Jerry can carry at a time to calculate the number of trips he will make.
answer = x / c0","{'c0': 8.0, 'c1': 9.0, 'c2': 7.0}",2,"['x = c1 + c2', 'answer = x / c0']",1
345," A vase can hold c0 flowers. If you had c1 carnations and c2 roses, how many vases would you need to hold the flowers? ",5,"Solve the problem step by step:
1. Add the number of carnations and the number of roses to calculate the total number of flowers. Let x be the total number of flowers,
x = c1 + c2
2. Divide the total number of flowers by the number of flowers a vase can hold to calculate the number of vases needed. Round up to the nearest whole number if necessary.
answer = ceil(x/c0)","{'c0': 5.0, 'c1': 6.0, 'c2': 19.0}",5,"['x = c1 + c2', 'answer = ceil(x/c0)']",1
346," Haley and her friends were recycling paper for their class. For every c0 pounds they recycled they earned one point. If Haley recycled c1 pounds and her friends recycled c2 pounds, how many points did they earn? ",9,"Solve the problem step by step:
1. Add the amount of paper Haley recycled and the amount of paper her friends recycled to calculate the total amount of paper recycled. Let x be the total amount of paper recycled,
x = c1 + c2
2. Divide the total amount of paper recycled by the amount of paper needed to earn one point to calculate the number of points earned.
answer = x / c0","{'c0': 3.0, 'c1': 11.0, 'c2': 16.0}",9,"['x = c1 + c2', 'answer = x / c0']",1
347," A pet shelter had c0 puppies when another c1 were brought in. If c2 puppies a day are adopted, how long would it take for all of them to be adopted? ",9,"Solve the problem step by step:
1. Add the number of puppies brought in to the number of puppies already in the shelter to calculate the total number of puppies. Let x be the total number of puppies,
x = c0 + c1
2. Divide the total number of puppies by the number of puppies adopted each day to calculate the number of days it would take to adopt all the puppies.
answer = x / c2","{'c0': 17.0, 'c1': 55.0, 'c2': 8.0}",9,"['x = c0 + c1', 'answer = x / c2']",1
348," There school's baseball team had c0 new players and c1 returning players. If the coach put them into groups with c2 players in each group, how many groups would there be? ",7,"Solve the problem step by step:
1. Add the number of new players and the number of returning players to calculate the total number of players. Let x be the total number of players,
x = c0 + c1
2. Divide the total number of players by the number of players in each group to calculate the number of groups.
answer = x / c2","{'c0': 12.0, 'c1': 44.0, 'c2': 8.0}",7,"['x = c0 + c1', 'answer = x / c2']",1
349," Frank had saved up c0 dollars. If he received another c1 dollars for his allowance, how many c2 dollar toys could he buy? ",5,"Solve the problem step by step:
1. Add the amount of money Frank saved up and the amount of money he received for his allowance to calculate the total amount of money he has. Let x be the total amount of money he has,
x = c0 + c1
2. Divide the total amount of money he has by the cost of each toy to calculate the number of toys he can buy.
answer = x / c2","{'c0': 3.0, 'c1': 37.0, 'c2': 8.0}",5,"['x = c0 + c1', 'answer = x / c2']",1
350," Luke was organizing his baseball cards in a binder with c0 on each page. If he had c1 new cards and c2 old cards to put in the binder, how many pages would he use? ",4,"Solve the problem step by step:
1. Add the number of new cards and the number of old cards to calculate the total number of cards. Let x be the total number of cards,
x = c1 + c2
2. Divide the total number of cards by the number of cards per page to calculate the number of pages needed. Let y be the number of pages needed,
y = x / c0
3. Round up the number of pages to the nearest whole number, since you can't have a fraction of a page.
answer = ceil(y)","{'c0': 3.0, 'c1': 3.0, 'c2': 9.0}",4,"['x = c1 + c2', 'y = x / c0', 'answer = ceil(y)']",1
351, A group of c0 friends went into a restaurant. The chef already had c1 chicken wings cooked but cooked c2 more for the group. If they each got the same amount how many would each person get? ,3,"Solve the problem step by step:
1. Add the number of chicken wings already cooked to the number of chicken wings cooked for the group to calculate the total number of chicken wings. Let x be the total number of chicken wings,
x = c1 + c2
2. Divide the total number of chicken wings by the number of friends in the group to calculate the number of chicken wings each person gets.
answer = x / c0","{'c0': 3.0, 'c1': 6.0, 'c2': 3.0}",3,"['x = c1 + c2', 'answer = x / c0']",1
352," Olivia uploaded c0 pictures from her phone and c1 from her camera to facebook. If she sorted the pics into c2 different albums with the same amount of pics in each album, how many pictures were in each of the albums? ",5,"Solve the problem step by step:
1. Add the number of pictures from her phone and camera to calculate the total number of pictures. Let x be the total number of pictures,
x = c0 + c1
2. Divide the total number of pictures by the number of albums to calculate the number of pictures in each album.
answer = x / c2","{'c0': 5.0, 'c1': 35.0, 'c2': 8.0}",5,"['x = c0 + c1', 'answer = x / c2']",1
353, A toy store had c0 giant stuffed bears in stock when they got another shipment with c1 bears in it. The put the bears onto shelves with c2 on each shelf. How many shelves did they use? ,4,"Solve the problem step by step:
1. Add the number of bears in the new shipment to the number of bears already in stock to calculate the total number of bears. Let x be the total number of bears,
x = c0 + c1
2. Divide the total number of bears by the number of bears on each shelf to calculate the number of shelves used. Let y be the number of shelves used,
y = x / c2
3. Round up the result to the nearest whole number, since you can't have a fraction of a shelf.
answer = ceil(y)","{'c0': 6.0, 'c1': 18.0, 'c2': 6.0}",4,"['x = c0 + c1', 'y = x / c2', 'answer = ceil(y)']",1
354," Jerry was helping the cafeteria workers pick up lunch trays, but he could only carry c0 trays at a time. If he had to pick up c1 trays from one table and c2 trays from another, how many trips will he make? ",2,"Solve the problem step by step:
1. Add the number of trays from both tables to calculate the total number of trays. Let x be the total number of trays,
x = c1 + c2
2. Divide the total number of trays by the number of trays Jerry can carry at a time to calculate the number of trips he will make.
answer = x / c0","{'c0': 8.0, 'c1': 9.0, 'c2': 7.0}",2,"['x = c1 + c2', 'answer = x / c0']",1
355," A vase can hold c0 flowers. If you had c1 carnations and c2 roses, how many vases would you need to hold the flowers? ",5,"Solve the problem step by step:
1. Add the number of carnations and the number of roses to calculate the total number of flowers. Let x be the total number of flowers,
x = c1 + c2
2. Divide the total number of flowers by the number of flowers a vase can hold to calculate the number of vases needed. Round up to the nearest whole number if necessary.
answer = ceil(x/c0)","{'c0': 5.0, 'c1': 6.0, 'c2': 19.0}",5,"['x = c1 + c2', 'answer = ceil(x/c0)']",1
