,question,answer,response,mapping,response_answer,equations,correct
356," Haley and her friends were recycling paper for their class. For every c0 pounds they recycled they earned one point. If Haley recycled c1 pounds and her friends recycled c2 pounds, how many points did they earn? ",9,"Haley recycled c1 pounds and her friends recycled c2 pounds. So in total, they recycled c1 + c2 pounds. For every c0 pounds, they earned one point. So they earned (c1 + c2) / c0 points. 
points_earned = (c1 + c2) / c0
The answer is points_earned.","{'c0': 3.0, 'c1': 11.0, 'c2': 16.0}",9,"['points_earned =  (c1 + c2) / c0', 'answer = points_earned']",1
357," A pet shelter had c0 puppies when another c1 were brought in. If c2 puppies a day are adopted, how long would it take for all of them to be adopted? ",9,"The pet shelter had c0 puppies and c1 more were brought in, so the total number of puppies is c0 + c1. If c2 puppies are adopted each day, it will take n days to adopt all the puppies, where n is the smallest integer that satisfies the inequality:
c0 + c1 - n*c2 <= 0
Solving for n, we get:
n >= (c0 + c1) / c2
Since n must be an integer, we round up to the nearest integer:
n = ceil((c0 + c1) / c2)
The answer is n.","{'c0': 17.0, 'c1': 55.0, 'c2': 8.0}",9,"['< =  0', '> =  (c0 + c1) / c2', 'n =  ceil((c0 + c1) / c2)', 'answer = n']",1
358," There school's baseball team had c0 new players and c1 returning players. If the coach put them into groups with c2 players in each group, how many groups would there be? ",7,"The total number of players is c0 + c1. If there are c2 players in each group, then the number of groups is the total number of players divided by c2. 
total_players = c0 + c1
groups = total_players / c2
The answer is groups.","{'c0': 12.0, 'c1': 44.0, 'c2': 8.0}",7,"['total_players =  c0 + c1', 'groups =  total_players / c2', 'answer = groups']",1
359," Frank had saved up c0 dollars. If he received another c1 dollars for his allowance, how many c2 dollar toys could he buy? ",5,"Frank had c0 dollars and received c1 more dollars. So he has c0 + c1 dollars in total. 
total_money = c0 + c1
If each toy costs c2 dollars, he can buy total_money / c2 toys. 
toys_bought = total_money / c2
The answer is toys_bought.","{'c0': 3.0, 'c1': 37.0, 'c2': 8.0}",5,"['total_money =  c0 + c1', 'toys_bought =  total_money / c2', 'answer = toys_bought']",1
360," A pet shelter had c0 puppies when another c1 were brought in. If c2 puppies a day are adopted, how long would it take for all of them to be adopted? ",9,"The pet shelter had c0 puppies and c1 more were brought in, so the total number of puppies is c0 + c1. If c2 puppies are adopted each day, it will take n days to adopt all the puppies, where n is the smallest integer that satisfies the inequality:
c0 + c1 - n*c2 <= 0
Solving for n, we get:
n >= (c0 + c1) / c2
Since n must be an integer, we round up to the nearest integer:
n = ceil((c0 + c1) / c2)
The answer is n.","{'c0': 8.0, 'c1': 19.0, 'c2': 3.0}",9,"['< =  0', '> =  (c0 + c1) / c2', 'n =  ceil((c0 + c1) / c2)', 'answer = n']",1
361, For homework Faye had c0 math problems and c1 spelling problems. If she can finish c2 problems in an hour how long will it take her to finish all the problems? ,5,"Faye had c0 math problems and c1 spelling problems. In total, she had c0 + c1 problems. If she can finish c2 problems in an hour, then it will take her (c0 + c1) / c2 hours to finish all the problems. 
time_to_finish = (c0 + c1) / c2
The answer is time_to_finish.","{'c0': 13.0, 'c1': 2.0, 'c2': 3.0}",5,"['time_to_finish =  (c0 + c1) / c2', 'answer = time_to_finish']",1
362," Sam had saved up c0 dollars. If he received another c1 dollars for his allowance, how many c2 dollar toys could he buy? ",5,"Sam had c0 dollars saved up. After receiving c1 dollars for his allowance, he has c0 + c1 dollars. He can buy c2 dollar toys by dividing the total amount of money he has by the cost of each toy. 
toys_bought = (c0 + c1) / c2
The answer is toys_bought.","{'c0': 8.0, 'c1': 7.0, 'c2': 3.0}",5,"['toys_bought =  (c0 + c1) / c2', 'answer = toys_bought']",1
363," Bianca and her friends were recycling paper for their class. For every c0 pounds they recycled they earned one point. If Bianca recycled c1 pounds and her friends recycled c2 pounds, how many points did they earn? ",9,"Bianca recycled c1 pounds and her friends recycled c2 pounds. So in total, they recycled c1 + c2 pounds. For every c0 pounds, they earned one point. So they earned (c1 + c2) / c0 points. 
points_earned = (c1 + c2) / c0
The answer is points_earned.","{'c0': 3.0, 'c1': 24.0, 'c2': 3.0}",9,"['points_earned =  (c1 + c2) / c0', 'answer = points_earned']",1
364," There school's baseball team had c0 new players and c1 returning players. If the coach put them into groups with c2 players in each group, how many groups would there be? ",5,"The total number of players is c0 + c1. If there are c2 players in each group, then the number of groups is the total number of players divided by c2. 
total_players = c0 + c1
groups = total_players / c2
The answer is groups.","{'c0': 31.0, 'c1': 4.0, 'c2': 7.0}",5,"['total_players =  c0 + c1', 'groups =  total_players / c2', 'answer = groups']",1
365," Oliver was organizing his baseball cards in a binder with c0 on each page. If he had c1 new cards and c2 old cards to put in the binder, how many pages would he use? ",4,"Oliver has c1 new cards and c2 old cards to put in the binder, so he has a total of c1 + c2 cards. If each page can hold c0 cards, then he will need c3 pages to hold all of his cards, where c3 is the smallest integer greater than or equal to (c1 + c2) / c0. 
pages_needed = ceil((c1 + c2) / c0)
The answer is pages_needed.","{'c0': 3.0, 'c1': 2.0, 'c2': 10.0}",4,"['pages_needed =  ceil((c1 + c2) / c0)', 'answer = pages_needed']",1
366," Paul made c0 dollars mowing lawns and c1 dollars weed eating. If he only spent c2 dollar a week, how long would the money last him? ",2,"Paul made c0 dollars mowing lawns and c1 dollars weed eating, so he has c0 + c1 dollars in total. If he spends c2 dollars a week, the money will last him (c0 + c1) / c2 weeks. 
weeks_of_money = (c0 + c1) / c2
The answer is weeks_of_money.","{'c0': 3.0, 'c1': 3.0, 'c2': 3.0}",2,"['weeks_of_money =  (c0 + c1) / c2', 'answer = weeks_of_money']",1
367," Robin was making baggies of cookies with c0 cookies in each bag. If she had c1 chocolate chip cookies and c2 oatmeal cookies, how many baggies could she make? ",8,"Robin has c1 + c2 cookies in total. If she puts c0 cookies in each bag, then she can make (c1 + c2) / c0 baggies. 
baggies = (c1 + c2) / c0
The answer is baggies.","{'c0': 6.0, 'c1': 23.0, 'c2': 25.0}",8,"['baggies =  (c1 + c2) / c0', 'answer = baggies']",1
368, The schools debate team had c0 boys and c1 girls on it. If they were split into groups of c2 how many groups could they make? ,5,"The total number of students on the debate team is c0 + c1. If they are split into groups of c2, then the number of groups is the total number of students divided by c2. 
num_groups = (c0 + c1) / c2
The answer is num_groups.","{'c0': 5.0, 'c1': 40.0, 'c2': 9.0}",5,"['num_groups =  (c0 + c1) / c2', 'answer = num_groups']",1
369, At a company picnic c0 managers and c1 employees decided to start a game of volleyball. If they split into c2 teams how many people would be on each team? ,5,"There are c0 managers and c1 employees, so in total there are c0 + c1 people. If they split into c2 teams, each team would have c0 + c1 divided by c2 people. 
people_per_team = (c0 + c1) / c2
The answer is people_per_team.","{'c0': 23.0, 'c1': 7.0, 'c2': 6.0}",5,"['people_per_team =  (c0 + c1) / c2', 'answer = people_per_team']",1
370," For a birthday party Cody bought c0 regular sodas and c1 diet sodas. If his fridge would only hold c2 on each shelf, how many shelves would he fill up? ",8,"Cody bought c0 regular sodas and c1 diet sodas. The total number of sodas is c0 + c1. If the fridge can hold c2 sodas on each shelf, then the number of shelves needed is the total number of sodas divided by c2, rounded up to the nearest integer. 
shelves_needed = ceil((c0 + c1) / c2)
The answer is shelves_needed.","{'c0': 4.0, 'c1': 44.0, 'c2': 6.0}",8,"['shelves_needed =  ceil((c0 + c1) / c2)', 'answer = shelves_needed']",1
371," Robin's class is going on a field trip to the zoo. If each van can hold c0 people and there are c1 students and c2 adults going, how many vans will they need? ",3,"Each van can hold c0 people. The total number of people going is c1 + c2. To find out how many vans they need, we need to divide the total number of people by the number of people each van can hold. 
vans_needed = (c1 + c2) / c0
The answer is vans_needed.","{'c0': 8.0, 'c1': 22.0, 'c2': 2.0}",3,"['vans_needed =  (c1 + c2) / c0', 'answer = vans_needed']",1
372," Ned was helping the cafeteria workers pick up lunch trays, but he could only carry c0 trays at a time. If he had to pick up c1 trays from one table and c2 trays from another, how many trips will he make? ",2,"Ned can only carry c0 trays at a time. He needs to pick up c1 trays from one table and c2 trays from another. So he will need to make at least 2 trips. 
trips_needed = 2
If there are any remaining trays after the first 2 trips, he will need to make additional trips. The number of additional trips needed can be calculated by taking the ceiling of the total number of remaining trays divided by c0. 
additional_trips_needed = ceil((c1 + c2 - (trips_needed * c0)) / c0)
The total number of trips needed is the sum of the initial 2 trips and any additional trips needed. 
total_trips_needed = trips_needed + additional_trips_needed
The answer is total_trips_needed.","{'c0': 5.0, 'c1': 5.0, 'c2': 5.0}",2,"['trips_needed =  2', 'additional_trips_needed =  ceil((c1 + c2 - (trips_needed * c0)) / c0)', 'total_trips_needed =  trips_needed + additional_trips_needed', 'answer = total_trips_needed']",1
373," There school's baseball team had c0 new players and c1 returning players. If the coach put them into groups with c2 players in each group, how many groups would there be? ",2,"The total number of players is c0 + c1. If there are c2 players in each group, then the number of groups is the total number of players divided by c2. 
num_players = c0 + c1
num_groups = num_players / c2
The answer is num_groups.","{'c0': 2.0, 'c1': 6.0, 'c2': 4.0}",2,"['num_players =  c0 + c1', 'num_groups =  num_players / c2', 'answer = num_groups']",1
374, For homework Amy had c0 math problems and c1 spelling problems. If she can finish c2 problems in an hour how long will it take her to finish all the problems? ,6,"Amy had c0 + c1 problems in total. If she can finish c2 problems in an hour, then it will take her (c0 + c1) / c2 hours to finish all the problems. 
time_to_finish = (c0 + c1) / c2
The answer is time_to_finish.","{'c0': 18.0, 'c1': 6.0, 'c2': 4.0}",6,"['time_to_finish =  (c0 + c1) / c2', 'answer = time_to_finish']",1
375," Maria was making baggies of cookies with c0 cookies in each bag. If she had c1 chocolate chip cookies and c2 oatmeal cookies, how many baggies could she make? ",6,"Maria has c1 + c2 cookies in total. If she puts c0 cookies in each bag, then she can make (c1 + c2) / c0 baggies. 
baggies = (c1 + c2) / c0
The answer is baggies.","{'c0': 3.0, 'c1': 2.0, 'c2': 16.0}",6,"['baggies =  (c1 + c2) / c0', 'answer = baggies']",1
376, Sarah's old washing machine could only wash c0 pieces of clothing at a time. If she had to wash c1 shirts and c2 sweaters how many loads would she have to do? ,9,"Sarah's old washing machine can only wash c0 pieces of clothing at a time. She has c1 shirts and c2 sweaters to wash. 
To calculate the number of loads, we need to find the total number of pieces of clothing. 
total_clothing = c1 + c2
Then we divide the total number of clothing by the capacity of the washing machine to get the number of loads. 
number_of_loads = total_clothing / c0
The answer is number_of_loads.","{'c0': 5.0, 'c1': 43.0, 'c2': 2.0}",9,"['total_clothing =  c1 + c2', 'number_of_loads =  total_clothing / c0', 'answer = number_of_loads']",1
377," A pet shelter had c0 puppies when another c1 were brought in. If c2 puppies a day are adopted, how long would it take for all of them to be adopted? ",2,"The pet shelter had c0 puppies and c1 more were brought in, so the total number of puppies is c0 + c1. If c2 puppies are adopted each day, it will take n days to adopt all the puppies, where n is the smallest integer that satisfies the inequality:
c0 + c1 - n*c2 <= 0
Solving for n, we get:
n >= (c0 + c1) / c2
Since n must be an integer, we round up to the nearest integer:
n = ceil((c0 + c1) / c2)
The answer is n.","{'c0': 3.0, 'c1': 3.0, 'c2': 3.0}",2,"['< =  0', '> =  (c0 + c1) / c2', 'n =  ceil((c0 + c1) / c2)', 'answer = n']",1
378," While playing at the arcade, Luke won c0 tickets playing 'whack a mole' and c1 tickets playing 'skee ball'. If he was trying to buy candy that cost c2 tickets a piece, how many could he buy? ",5,"Luke won c0 tickets playing 'whack a mole' and c1 tickets playing 'skee ball'. In total, he has c0 + c1 tickets. If candy costs c2 tickets a piece, he can buy as many candies as he can with his tickets. 
candies_bought = (c0 + c1) // c2
The answer is candies_bought.","{'c0': 2.0, 'c1': 13.0, 'c2': 3.0}",5,"['candies_bought =  (c0 + c1) // c2', 'answer = candies_bought']",1
379, A group of c0 friends went into a restaurant. The chef already had c1 chicken wings cooked but cooked c2 more for the group. If they each got the same amount how many would each person get? ,6,"There were c1 chicken wings already cooked. The chef cooked c2 more for the group, so there are now c1 + c2 chicken wings. If there are c0 friends, and they each get the same amount, then each person gets (c1 + c2) / c0 chicken wings. 
chicken_wings_per_person = (c1 + c2) / c0
The answer is chicken_wings_per_person.","{'c0': 3.0, 'c1': 8.0, 'c2': 10.0}",6,"['chicken_wings_per_person =  (c1 + c2) / c0', 'answer = chicken_wings_per_person']",1
380, Nancy's old washing machine could only wash c0 pieces of clothing at a time. If she had to wash c1 shirts and c2 sweaters how many loads would she have to do? ,3,"Nancy's washing machine can only wash c0 pieces of clothing at a time. She has c1 shirts and c2 sweaters to wash. She needs to divide the total number of clothes by the capacity of the washing machine to find out how many loads she needs to do. 
total_clothes = c1 + c2
loads_needed = total_clothes / c0
The answer is loads_needed.","{'c0': 9.0, 'c1': 19.0, 'c2': 8.0}",3,"['total_clothes =  c1 + c2', 'loads_needed =  total_clothes / c0', 'answer = loads_needed']",1
381," Paul had saved up c0 dollars. If he received another c1 dollars for his allowance, how many c2 dollar toys could he buy? ",2,"Paul had c0 dollars. After receiving c1 more dollars, he has c0 + c1 dollars. 
total_money = c0 + c1
He can buy as many c2 dollar toys as he can with the total money. 
toys_bought = total_money // c2
The answer is toys_bought.","{'c0': 3.0, 'c1': 7.0, 'c2': 5.0}",2,"['total_money =  c0 + c1', 'toys_bought =  total_money // c2', 'answer = toys_bought']",1
382," Jerry made c0 dollars mowing lawns and c1 dollars weed eating. If he only spent c2 dollar a week, how long would the money last him? ",9,"Jerry made c0 dollars mowing lawns and c1 dollars weed eating. In total, he made c0 + c1 dollars. If he spends c2 dollars a week, the money will last him (c0 + c1) / c2 weeks. 
weeks_lasting = (c0 + c1) / c2
The answer is weeks_lasting.","{'c0': 14.0, 'c1': 31.0, 'c2': 5.0}",9,"['weeks_lasting =  (c0 + c1) / c2', 'answer = weeks_lasting']",1
383," While playing at the arcade, Ned won c0 tickets playing 'whack a mole' and c1 tickets playing 'skee ball'. If he was trying to buy candy that cost c2 tickets a piece, how many could he buy? ",5,"Ned won c0 tickets playing 'whack a mole' and c1 tickets playing 'skee ball'. In total, he has c0 + c1 tickets. If candy costs c2 tickets a piece, he can buy as many candies as he can with his tickets. 
candies_bought = (c0 + c1) // c2
The answer is candies_bought.","{'c0': 26.0, 'c1': 19.0, 'c2': 9.0}",5,"['candies_bought =  (c0 + c1) // c2', 'answer = candies_bought']",1
384," Luke was helping the cafeteria workers pick up lunch trays, but he could only carry c0 trays at a time. If he had to pick up c1 trays from one table and c2 trays from another, how many trips will he make? ",9,"Luke can only carry c0 trays at a time. He needs to pick up c1 trays from one table and c2 trays from another. So he will need to make at least 2 trips. 
trips = 2
If there are any remaining trays after the first 2 trips, he will need to make additional trips. The number of additional trips needed can be calculated by finding the remainder when (c1 + c2) is divided by c0. 
additional_trips = (c1 + c2) % c0
The total number of trips he will make is trips + additional_trips. 
total_trips = trips + additional_trips
The answer is total_trips.","{'c0': 4.0, 'c1': 20.0, 'c2': 16.0}",2,"['trips =  2', 'additional_trips =  (c1 + c2) % c0', 'total_trips =  trips + additional_trips', 'answer = total_trips']",0
385," Vanessa and her friends were recycling paper for their class. For every c0 pounds they recycled they earned one point. If Vanessa recycled c1 pounds and her friends recycled c2 pounds, how many points did they earn? ",4,"Vanessa recycled c1 pounds and her friends recycled c2 pounds. So in total, they recycled c1 + c2 pounds. For every c0 pounds, they earned one point. So they earned (c1 + c2) / c0 points. 
points_earned = (c1 + c2) / c0
The answer is points_earned.","{'c0': 9.0, 'c1': 20.0, 'c2': 16.0}",4,"['points_earned =  (c1 + c2) / c0', 'answer = points_earned']",1
386," A pet shelter had c0 puppies when another c1 were brought in. If c2 puppies a day are adopted, how long would it take for all of them to be adopted? ",9,"The pet shelter had c0 puppies and c1 more were brought in, so the total number of puppies is c0 + c1. If c2 puppies are adopted each day, it will take n days to adopt all the puppies, where n is the smallest integer that satisfies the inequality:
c0 + c1 - n*c2 <= 0
Solving for n, we get:
n >= (c0 + c1) / c2
Since n must be an integer, we round up to the nearest integer:
n = ceil((c0 + c1) / c2)
The answer is n.","{'c0': 2.0, 'c1': 34.0, 'c2': 4.0}",9,"['< =  0', '> =  (c0 + c1) / c2', 'n =  ceil((c0 + c1) / c2)', 'answer = n']",1
387, At a company picnic c0 managers and c1 employees decided to start a game of volleyball. If they split into c2 teams how many people would be on each team? ,3,"There are c0 managers and c1 employees, so in total there are c0 + c1 people. If they split into c2 teams, each team would have c0 + c1 divided by c2 people. 
people_per_team = (c0 + c1) / c2
The answer is people_per_team.","{'c0': 9.0, 'c1': 15.0, 'c2': 8.0}",3,"['people_per_team =  (c0 + c1) / c2', 'answer = people_per_team']",1
388," John was organizing his baseball cards in a binder with c0 on each page. If he had c1 new cards and c2 old cards to put in the binder, how many pages would he use? ",8,"John had c0 cards per page. He had c1 new cards and c2 old cards to put in the binder, for a total of c1 + c2 cards. He will need enough pages to fit all the cards, which is (c1 + c2) / c0 pages. 
pages_needed = (c1 + c2) / c0
The answer is pages_needed.","{'c0': 3.0, 'c1': 8.0, 'c2': 16.0}",8,"['pages_needed =  (c1 + c2) / c0', 'answer = pages_needed']",1
389," Wendy uploaded c0 pictures from her phone and c1 from her camera to facebook. If she sorted the pics into c2 different albums with the same amount of pics in each album, how many pictures were in each of the albums? ",6,"Wendy uploaded c0 + c1 pictures in total. If she sorted them into c2 albums with the same amount of pictures in each album, then each album would have (c0 + c1) / c2 pictures. 
pictures_per_album = (c0 + c1) / c2
The answer is pictures_per_album.","{'c0': 22.0, 'c1': 2.0, 'c2': 4.0}",6,"['pictures_per_album =  (c0 + c1) / c2', 'answer = pictures_per_album']",1
390, A toy store had c0 giant stuffed bears in stock when they got another shipment with c1 bears in it. The put the bears onto shelves with c2 on each shelf. How many shelves did they use? ,3,"The toy store had c0 giant stuffed bears in stock and got c1 more. So they now have c0 + c1 bears in total. If they put c2 bears on each shelf, they will need to use c3 shelves. 
total_bears = c0 + c1
shelves_used = total_bears / c2
The answer is shelves_used.","{'c0': 17.0, 'c1': 10.0, 'c2': 9.0}",3,"['total_bears =  c0 + c1', 'shelves_used =  total_bears / c2', 'answer = shelves_used']",1
391," Zoe and her friends were recycling paper for their class. For every c0 pounds they recycled they earned one point. If Zoe recycled c1 pounds and her friends recycled c2 pounds, how many points did they earn? ",6,"Zoe recycled c1 pounds and her friends recycled c2 pounds. So in total, they recycled c1 + c2 pounds. For every c0 pounds, they earned one point. So they earned (c1 + c2) / c0 points. 
points_earned = (c1 + c2) / c0
The answer is points_earned.","{'c0': 8.0, 'c1': 25.0, 'c2': 23.0}",6,"['points_earned =  (c1 + c2) / c0', 'answer = points_earned']",1
392," Billy was organizing his baseball cards in a binder with c0 on each page. If he had c1 new cards and c2 old cards to put in the binder, how many pages would he use? ",9,"Billy had c1 + c2 cards in total. If c0 cards fit on each page, he would need ceil((c1+c2)/c0) pages to fit all the cards. 
pages_needed = ceil((c1+c2)/c0)
The answer is pages_needed.","{'c0': 5.0, 'c1': 3.0, 'c2': 42.0}",9,"['pages_needed =  ceil((c1+c2)/c0)', 'answer = pages_needed']",1
393," For a birthday party Tom bought c0 regular sodas and c1 diet sodas. If his fridge would only hold c2 on each shelf, how many shelves would he fill up? ",8,"Tom bought c0 regular sodas and c1 diet sodas. The total number of sodas is c0 + c1. If c2 sodas can fit on each shelf, then the number of shelves needed is the total number of sodas divided by c2, rounded up to the nearest integer. 
shelves_needed = ceil((c0 + c1) / c2)
The answer is shelves_needed.","{'c0': 4.0, 'c1': 52.0, 'c2': 7.0}",8,"['shelves_needed =  ceil((c0 + c1) / c2)', 'answer = shelves_needed']",1
394," Victor was helping the cafeteria workers pick up lunch trays, but he could only carry c0 trays at a time. If he had to pick up c1 trays from one table and c2 trays from another, how many trips will he make? ",4,"Victor can only carry c0 trays at a time. He needs to pick up c1 trays from one table and c2 trays from another. He will need to make at least two trips, one for each table. 

If c1 and c2 are both less than or equal to c0, then he can pick up both sets of trays in one trip. Otherwise, he will need to make additional trips. 

The minimum number of trips he will make is 2, and the maximum number of trips he will make is ceil((c1+c2)/c0), where ceil is the ceiling function that rounds up to the nearest integer. 

The answer is the number of trips Victor will make.","{'c0': 7.0, 'c1': 23.0, 'c2': 5.0}",,['answer = the number of trips Victor will make'],0
395," Paul had saved up c0 dollars. If he received another c1 dollars for his allowance, how many c2 dollar toys could he buy? ",3,"Paul had c0 dollars. After receiving c1 more dollars, he has c0 + c1 dollars. 
total_money = c0 + c1
He can buy as many c2 dollar toys as he can with the total money. 
toys_bought = total_money // c2
The answer is toys_bought.","{'c0': 4.0, 'c1': 11.0, 'c2': 5.0}",3,"['total_money =  c0 + c1', 'toys_bought =  total_money // c2', 'answer = toys_bought']",1
396," Katie uploaded c0 pictures from her phone and c1 from her camera to facebook. If she sorted the pics into c2 different albums with the same amount of pics in each album, how many pictures were in each of the albums? ",9,"Katie uploaded c0 + c1 pictures in total. If she sorted them into c2 albums with the same amount of pictures in each album, then each album would have (c0 + c1) / c2 pictures. 
pictures_per_album = (c0 + c1) / c2
The answer is pictures_per_album.","{'c0': 30.0, 'c1': 51.0, 'c2': 9.0}",9,"['pictures_per_album =  (c0 + c1) / c2', 'answer = pictures_per_album']",1
397," Debby's class is going on a field trip to the zoo. If each van can hold c0 people and there are c1 students and c2 adults going, how many vans will they need? ",6,"Each van can hold c0 people. There are c1 students and c2 adults going, so the total number of people is c1 + c2. 
total_people = c1 + c2
To find out how many vans they need, we need to divide the total number of people by the number of people each van can hold. 
vans_needed = total_people / c0
The answer is vans_needed.","{'c0': 9.0, 'c1': 40.0, 'c2': 14.0}",6,"['total_people =  c1 + c2', 'vans_needed =  total_people / c0', 'answer = vans_needed']",1
398," For Halloween Emily received c0 pieces of candy from neighbors and c1 pieces from her older sister. If she only ate c2 pieces a day, how long would the candy last her? ",2,"Emily received c0 pieces of candy from neighbors and c1 pieces from her sister. So she has c0 + c1 pieces of candy in total. 
total_candy = c0 + c1
If she eats c2 pieces a day, the candy will last her total_candy / c2 days. 
days_of_candy = total_candy / c2
The answer is days_of_candy.","{'c0': 5.0, 'c1': 13.0, 'c2': 9.0}",2,"['total_candy =  c0 + c1', 'days_of_candy =  total_candy / c2', 'answer = days_of_candy']",1
399," Frank made c0 dollars mowing lawns and c1 dollars weed eating. If he only spent c2 dollar a week, how long would the money last him? ",9,"Frank made c0 dollars mowing lawns and c1 dollars weed eating. In total, he made c0 + c1 dollars. If he spends c2 dollars a week, the money will last him (c0 + c1) / c2 weeks. 
weeks_lasting = (c0 + c1) / c2
The answer is weeks_lasting.","{'c0': 5.0, 'c1': 58.0, 'c2': 7.0}",9,"['weeks_lasting =  (c0 + c1) / c2', 'answer = weeks_lasting']",1
400," A new building needed c0 windows. The builder had already installed c1 of them. If it takes c2 hours to install each window, how long will it take him to install the rest? ",36,"The builder needs to install c0 - c1 more windows. If it takes c2 hours to install each window, then it will take (c0 - c1) * c2 hours to install the rest. 
time_to_install = (c0 - c1) * c2
The answer is time_to_install.","{'c0': 14.0, 'c1': 5.0, 'c2': 4.0}",36,"['time_to_install =  (c0 - c1) * c2', 'answer = time_to_install']",1
401," A chef needs to cook c0 potatoes. He has already cooked c1. If each potato takes c2 minutes to cook, how long will it take him to cook the rest? ",45,"The chef needs to cook c0 potatoes in total. He has already cooked c1, so he needs to cook c0 - c1 more potatoes. 
potatoes_left = c0 - c1
If each potato takes c2 minutes to cook, then cooking all the remaining potatoes will take potatoes_left * c2 minutes. 
time_to_cook = potatoes_left * c2
The answer is time_to_cook.","{'c0': 16.0, 'c1': 7.0, 'c2': 5.0}",45,"['potatoes_left =  c0 - c1', 'time_to_cook =  potatoes_left * c2', 'answer = time_to_cook']",1
402," Ned bought c0 boxes of chocolate candy and gave c1 to his little brother. If each box has c2 pieces inside it, how many pieces did Ned still have? ",42,"Ned started with c0 boxes of chocolate candy. He gave c1 boxes to his little brother, so he has c0 - c1 boxes left. Each box has c2 pieces inside it, so he has (c0 - c1) * c2 pieces of chocolate candy left. 
remaining_pieces = (c0 - c1) * c2
The answer is remaining_pieces.","{'c0': 14.0, 'c1': 7.0, 'c2': 6.0}",42,"['remaining_pieces =  (c0 - c1) * c2', 'answer = remaining_pieces']",1
403," There were c0 friends playing a video game online when c1 players quit. If each player left had c2 lives, how many lives did they have total? ",30,"There were c0 friends playing the game. c1 players quit, so c0 - c1 players remained. Each player left had c2 lives, so the total number of lives left is (c0 - c1) * c2. 
total_lives_left = (c0 - c1) * c2
The answer is total_lives_left.","{'c0': 11.0, 'c1': 5.0, 'c2': 5.0}",30,"['total_lives_left =  (c0 - c1) * c2', 'answer = total_lives_left']",1
404," Henry earned c0 dollars for each lawn he mowed. If he had c1 lawns to mow, but forgot to mow c2 of them, how much money did he actually earn? ",25,"Henry earned c0 dollars for each lawn he mowed. He was supposed to mow c1 lawns, but he forgot c2 of them. So he actually mowed c1 - c2 lawns. 
lawns_mowed = c1 - c2
Therefore, he earned lawns_mowed * c0 dollars. 
money_earned = lawns_mowed * c0
The answer is money_earned.","{'c0': 5.0, 'c1': 12.0, 'c2': 7.0}",25,"['lawns_mowed =  c1 - c2', 'money_earned =  lawns_mowed * c0', 'answer = money_earned']",1
405," A trivia team had c0 members total, but during a game c1 members didn't show up. If each member that did show up scored c2 points, how many points were scored total? ",18,"The trivia team had c0 members total. c1 members didn't show up, so c0 - c1 members showed up. Each member that showed up scored c2 points, so the total points scored are (c0 - c1) * c2. 
total_points = (c0 - c1) * c2
The answer is total_points.","{'c0': 5.0, 'c1': 2.0, 'c2': 6.0}",18,"['total_points =  (c0 - c1) * c2', 'answer = total_points']",1
406," A painter needed to paint c0 rooms in a building. Each room takes c1 hours to paint. If he already painted c2 rooms, how much longer will he take to paint the rest? ",16,"The painter needs to paint c0 rooms in total. If he already painted c2 rooms, then he still needs to paint c0 - c2 rooms. 
rooms_left = c0 - c2
Each room takes c1 hours to paint, so the total time needed to paint the remaining rooms is rooms_left * c1 hours. 
time_needed = rooms_left * c1
The answer is time_needed.","{'c0': 10.0, 'c1': 8.0, 'c2': 8.0}",16,"['rooms_left =  c0 - c2', 'time_needed =  rooms_left * c1', 'answer = time_needed']",1
407," In a video game, each enemy defeated gives you c0 points. If a level has c1 enemies total and you destroy all but c2 of them, how many points would you earn? ",12,"Each enemy defeated gives c0 points. If there are c1 enemies total and you destroy all but c2 of them, then you defeated c1 - c2 enemies. 
enemies_defeated = c1 - c2
So you would earn enemies_defeated * c0 points. 
points_earned = enemies_defeated * c0
The answer is points_earned.","{'c0': 3.0, 'c1': 6.0, 'c2': 2.0}",12,"['enemies_defeated =  c1 - c2', 'points_earned =  enemies_defeated * c0', 'answer = points_earned']",1
408," Wendy earned c0 points for each bag of cans she recycled. If she had c1 bags, but didn't recycle c2 of them, how many points would she have earned? ",45,"Wendy earned c0 points for each bag of cans she recycled. If she had c1 bags, but didn't recycle c2 of them, then she only recycled c1 - c2 bags. 
recycled_bags = c1 - c2
So she earned recycled_bags * c0 points. 
points_earned = recycled_bags * c0
The answer is points_earned.","{'c0': 5.0, 'c1': 11.0, 'c2': 2.0}",45,"['recycled_bags =  c1 - c2', 'points_earned =  recycled_bags * c0', 'answer = points_earned']",1
409," Each chocolate bar in a box cost $c0. If a box had c1 bars total and Olivia sold all but c2 bars, how much money would she have made? ",9,"Each chocolate bar costs c0 dollars. If there were c1 bars in the box and Olivia sold all but c2 bars, then she sold c1 - c2 bars. 
bars_sold = c1 - c2
The total amount of money she made is the number of bars sold multiplied by the cost per bar. 
money_made = bars_sold * c0
The answer is money_made.","{'c0': 3.0, 'c1': 7.0, 'c2': 4.0}",9,"['bars_sold =  c1 - c2', 'money_made =  bars_sold * c0', 'answer = money_made']",1
