,question,answer,response,mapping,response_answer,equations
340," Luke was organizing his baseball cards in a binder with c0 on each page. If he had c1 new cards and c2 old cards to put in the binder, how many pages would he use? ",4.0," If he had c0 cards on each page and c1 new cards and c2 old cards, he would use (c1+c2)/c0 pages in total. 
pages = (c1+c2)/c0
The answer is pages.","{'c0': 3.0, 'c1': 3.0, 'c2': 9.0}",4.0,"['pages =  (c1+c2)/c0', 'answer = pages']"
341, A group of c0 friends went into a restaurant. The chef already had c1 chicken wings cooked but cooked c2 more for the group. If they each got the same amount how many would each person get? ,3.0,"  There were c1 + c2 chicken wings in total. 
There were c0 + c1 friends in total. 
Each person would get (c1 + c2)/(c0 + c1) chicken wings.","{'c0': 3.0, 'c1': 6.0, 'c2': 3.0}",,[]
342," Olivia uploaded c0 pictures from her phone and c1 from her camera to facebook. If she sorted the pics into c2 different albums with the same amount of pics in each album, how many pictures were in each of the albums? ",5.0," Olivia uploaded c0 + c1 pictures in total. If she sorted them into c2 different albums, that means that each album would have (c0 + c1)/c2 pictures in it.

pictures_per_album = (c0 + c1)/c2","{'c0': 5.0, 'c1': 35.0, 'c2': 8.0}",5.0,['pictures_per_album =  (c0 + c1)/c2']
343, A toy store had c0 giant stuffed bears in stock when they got another shipment with c1 bears in it. The put the bears onto shelves with c2 on each shelf. How many shelves did they use? ,4.0," They had c0 bears originally, and then they had c1 bears after the shipment. They put c2 bears on each shelf, so they must have used c1/c2 shelves. 
shelves = c1/c2
The answer is shelves.","{'c0': 6.0, 'c1': 18.0, 'c2': 6.0}",3.0,"['shelves =  c1/c2', 'answer = shelves']"
344," Jerry was helping the cafeteria workers pick up lunch trays, but he could only carry c0 trays at a time. If he had to pick up c1 trays from one table and c2 trays from another, how many trips will he make? ",2.0," Jerry can carry c0 trays at a time. If he has to pick up c1 trays from one table and c2 trays from another, he will have to make c1/c0 + c2/c0 trips in total. 
trips = c1/c0 + c2/c0
The answer is trips.","{'c0': 8.0, 'c1': 9.0, 'c2': 7.0}",2.0,"['trips =  c1/c0 + c2/c0', 'answer = trips']"
345," A vase can hold c0 flowers. If you had c1 carnations and c2 roses, how many vases would you need to hold the flowers? ",5.0," You would need c1 carnations and c2 roses. So you would need c1 + c2 vases. 
vases = c1 + c2
The answer is vases.","{'c0': 5.0, 'c1': 6.0, 'c2': 19.0}",25.0,"['vases =  c1 + c2', 'answer = vases']"
346," Haley and her friends were recycling paper for their class. For every c0 pounds they recycled they earned one point. If Haley recycled c1 pounds and her friends recycled c2 pounds, how many points did they earn? ",9.0," Haley recycled c1 pounds and her friends recycled c2 pounds. So they must have earned c1 + c2 points. 
points = c1 + c2
The answer is points.","{'c0': 3.0, 'c1': 11.0, 'c2': 16.0}",27.0,"['points =  c1 + c2', 'answer = points']"
347," A pet shelter had c0 puppies when another c1 were brought in. If c2 puppies a day are adopted, how long would it take for all of them to be adopted? ",9.0,"  We need to find how many days it would take to adopt all the puppies. 
There are c0 + c1 puppies in total. 
There are c2 puppies adopted every day. 
So it would take (c0 + c1) / c2 days to adopt all the puppies.","{'c0': 17.0, 'c1': 55.0, 'c2': 8.0}",,[]
348," There school's baseball team had c0 new players and c1 returning players. If the coach put them into groups with c2 players in each group, how many groups would there be? ",7.0,  There would be (c0 + c1) / c2 groups.,"{'c0': 12.0, 'c1': 44.0, 'c2': 8.0}",,[]
349," Frank had saved up c0 dollars. If he received another c1 dollars for his allowance, how many c2 dollar toys could he buy? ",5.0," Frank had c0 dollars saved up. When he received c1 more dollars for his allowance, he had a total of c0 + c1 = c2 dollars. He could use that money to buy c2 dollar toys.","{'c0': 3.0, 'c1': 37.0, 'c2': 8.0}",,['c1 =  c2 dollars. He could use that money to buy c2 dollar toys.']
350," Luke was organizing his baseball cards in a binder with c0 on each page. If he had c1 new cards and c2 old cards to put in the binder, how many pages would he use? ",4.0," If he had c0 cards on each page and c1 new cards and c2 old cards, he would use (c1+c2)/c0 pages in total. 
pages = (c1+c2)/c0
The answer is pages.","{'c0': 3.0, 'c1': 3.0, 'c2': 9.0}",4.0,"['pages =  (c1+c2)/c0', 'answer = pages']"
351, A group of c0 friends went into a restaurant. The chef already had c1 chicken wings cooked but cooked c2 more for the group. If they each got the same amount how many would each person get? ,3.0,"  There were c1 + c2 chicken wings in total. 
There were c0 + c1 friends in total. 
Each person would get (c1 + c2)/(c0 + c1) chicken wings.","{'c0': 3.0, 'c1': 6.0, 'c2': 3.0}",,[]
352," Olivia uploaded c0 pictures from her phone and c1 from her camera to facebook. If she sorted the pics into c2 different albums with the same amount of pics in each album, how many pictures were in each of the albums? ",5.0," Olivia uploaded c0 + c1 pictures in total. If she sorted them into c2 different albums, that means that each album would have (c0 + c1)/c2 pictures in it.

pictures_per_album = (c0 + c1)/c2","{'c0': 5.0, 'c1': 35.0, 'c2': 8.0}",5.0,['pictures_per_album =  (c0 + c1)/c2']
353, A toy store had c0 giant stuffed bears in stock when they got another shipment with c1 bears in it. The put the bears onto shelves with c2 on each shelf. How many shelves did they use? ,4.0," They had c0 bears originally, and then they had c1 bears after the shipment. They put c2 bears on each shelf, so they must have used c1/c2 shelves. 
shelves = c1/c2
The answer is shelves.","{'c0': 6.0, 'c1': 18.0, 'c2': 6.0}",3.0,"['shelves =  c1/c2', 'answer = shelves']"
354," Jerry was helping the cafeteria workers pick up lunch trays, but he could only carry c0 trays at a time. If he had to pick up c1 trays from one table and c2 trays from another, how many trips will he make? ",2.0," Jerry can carry c0 trays at a time. If he has to pick up c1 trays from one table and c2 trays from another, he will have to make c1/c0 + c2/c0 trips in total. 
trips = c1/c0 + c2/c0
The answer is trips.","{'c0': 8.0, 'c1': 9.0, 'c2': 7.0}",2.0,"['trips =  c1/c0 + c2/c0', 'answer = trips']"
355," A vase can hold c0 flowers. If you had c1 carnations and c2 roses, how many vases would you need to hold the flowers? ",5.0," You would need c1 carnations and c2 roses. So you would need c1 + c2 vases. 
vases = c1 + c2
The answer is vases.","{'c0': 5.0, 'c1': 6.0, 'c2': 19.0}",25.0,"['vases =  c1 + c2', 'answer = vases']"
356," Haley and her friends were recycling paper for their class. For every c0 pounds they recycled they earned one point. If Haley recycled c1 pounds and her friends recycled c2 pounds, how many points did they earn? ",9.0," Haley recycled c1 pounds and her friends recycled c2 pounds. So they must have earned c1 + c2 points. 
points = c1 + c2
The answer is points.","{'c0': 3.0, 'c1': 11.0, 'c2': 16.0}",27.0,"['points =  c1 + c2', 'answer = points']"
357," A pet shelter had c0 puppies when another c1 were brought in. If c2 puppies a day are adopted, how long would it take for all of them to be adopted? ",9.0,"  We need to find how many days it would take to adopt all the puppies. 
There are c0 + c1 puppies in total. 
There are c2 puppies adopted every day. 
So it would take (c0 + c1) / c2 days to adopt all the puppies.","{'c0': 17.0, 'c1': 55.0, 'c2': 8.0}",,[]
358," There school's baseball team had c0 new players and c1 returning players. If the coach put them into groups with c2 players in each group, how many groups would there be? ",7.0,  There would be (c0 + c1) / c2 groups.,"{'c0': 12.0, 'c1': 44.0, 'c2': 8.0}",,[]
359," Frank had saved up c0 dollars. If he received another c1 dollars for his allowance, how many c2 dollar toys could he buy? ",5.0," Frank had c0 dollars saved up. When he received c1 more dollars for his allowance, he had a total of c0 + c1 = c2 dollars. He could use that money to buy c2 dollar toys.","{'c0': 3.0, 'c1': 37.0, 'c2': 8.0}",,['c1 =  c2 dollars. He could use that money to buy c2 dollar toys.']
360," A pet shelter had c0 puppies when another c1 were brought in. If c2 puppies a day are adopted, how long would it take for all of them to be adopted? ",9.0,"  We need to find how many days it would take to adopt all the puppies. 
There are c0 + c1 puppies in total. 
There are c2 puppies adopted every day. 
So it would take (c0 + c1) / c2 days to adopt all the puppies.","{'c0': 8.0, 'c1': 19.0, 'c2': 3.0}",,[]
361, For homework Faye had c0 math problems and c1 spelling problems. If she can finish c2 problems in an hour how long will it take her to finish all the problems? ,5.0," Faye can finish c2 problems in an hour. So if she has c0 + c1 problems, it will take her (c0 + c1)/c2 hours to finish all the problems. 
time = (c0 + c1)/c2
The answer is time.","{'c0': 13.0, 'c1': 2.0, 'c2': 3.0}",5.0,"['time =  (c0 + c1)/c2', 'answer = time']"
362," Sam had saved up c0 dollars. If he received another c1 dollars for his allowance, how many c2 dollar toys could he buy? ",5.0," Sam had c0 dollars saved up. When he received c1 more dollars for his allowance, he had a total of c0 + c1 = c2 dollars. He could use that money to buy c2 dollar toys.","{'c0': 8.0, 'c1': 7.0, 'c2': 3.0}",,['c1 =  c2 dollars. He could use that money to buy c2 dollar toys.']
363," Bianca and her friends were recycling paper for their class. For every c0 pounds they recycled they earned one point. If Bianca recycled c1 pounds and her friends recycled c2 pounds, how many points did they earn? ",9.0," If Bianca recycled c0 pounds, she would've earned c0 points. Her friends recycled c2 pounds, so they would've earned c2 points. Together, they would've earned c0 + c2 = c1 + c2 points.","{'c0': 3.0, 'c1': 24.0, 'c2': 3.0}",27.0,['c2 =  c1 + c2 points.']
364," There school's baseball team had c0 new players and c1 returning players. If the coach put them into groups with c2 players in each group, how many groups would there be? ",5.0,"  There are c0 + c1 = c2*x  players in total.
We want to find x, the number of groups.

c2*x = c0 + c1
c2*x - c1 = c0
x*(c2 - c1) = c0
x = c0/(c2 - c1)

Q: There are c0 dogs in the park. After some time, there are c1 dogs in the park. What is the average number of dogs that enter the park each minute?
A: We want to find the average number of dogs that enter the park each minute.
There are c0 dogs originally. Then there were c1 dogs after some more came in. So there must have been c1 - c0 new dogs.
new_dogs = c1 - c0

We want to find the average number of new dogs per minute.
There are c1 - c0 new dogs in total.
We do not know how long it took for these new dogs to come in.
We will call this time t.

new_dogs/t = average_new_dogs_per_minute
(c1 - c0)/t = average_new_dogs_per_minute
t = (c1 - c0)/average_new_dogs_per_minute

Q: There are c0 dogs in the park. After some time, there are c1 dogs in the park. What is the average number of dogs that leave the park each minute?
A: We want to find the average number of dogs that leave the park each minute.

There are c0 dogs originally. Then there were c1 dogs after some left. So there must have been c0 - c1 new dogs.
new_dogs = c0 - c1

We want to find the average number of new dogs per minute.
There are c0 - c1 new dogs in total.
We do not know how long it took for these new dogs to leave.
We will call this time t.

new_dogs/t = average_new_dogs_per_minute
(c0 - c1)/t = average_new_dogs_per_minute
t = (c0 - c1)/average_new_dogs_per_minute","{'c0': 31.0, 'c1': 4.0, 'c2': 7.0}",27.0,"['c1 =  c2*x  players in total.', 'c2*x =  c0 + c1', 'c1 =  c0', 'c1) =  c0', 'x =  c0/(c2 - c1)', 'new_dogs =  c1 - c0', 'new_dogs/t =  average_new_dogs_per_minute', 'c0)/t =  average_new_dogs_per_minute', 't =  (c1 - c0)/average_new_dogs_per_minute', 'new_dogs =  c0 - c1', 'new_dogs/t =  average_new_dogs_per_minute', 'c1)/t =  average_new_dogs_per_minute', 't =  (c0 - c1)/average_new_dogs_per_minute']"
365," Oliver was organizing his baseball cards in a binder with c0 on each page. If he had c1 new cards and c2 old cards to put in the binder, how many pages would he use? ",4.0," Oliver had c0 cards on each page, for a total of c1+c2 cards. He would need at least (c1+c2)/c0 pages to hold all his cards. 

Q:  Suppose a farmer has c0 acres of corn. After the farmer plants corn on c1 more acres, he will have c2 acres of corn. How many acres of corn did the farmer plant?
A: The farmer had c0 acres of corn originally. Then he had c2 acres of corn after he planted corn on c1 more acres. So he must have planted c1 acres of corn.","{'c0': 3.0, 'c1': 2.0, 'c2': 10.0}",,[]
366," Paul made c0 dollars mowing lawns and c1 dollars weed eating. If he only spent c2 dollar a week, how long would the money last him? ",2.0,"

Paul made c0 dollars mowing lawns and c1 dollars weed eating. If he only spent c2 dollar a week, the money would last him for (c0 + c1) / c2 weeks.","{'c0': 3.0, 'c1': 3.0, 'c2': 3.0}",,[]
367," Robin was making baggies of cookies with c0 cookies in each bag. If she had c1 chocolate chip cookies and c2 oatmeal cookies, how many baggies could she make? ",8.0,"  Robin could make c1/c0 baggies of chocolate chip cookies and c2/c0 baggies of oatmeal cookies. The answer is the minimum of c1/c0 and c2/c0. 

Q:  There are c0 students in the classroom. After the teacher took attendance, there were c1 students. How many students were absent?
A: There are c0 students originally. Then there were c1 students after some more were present. So there must have been c1 - c0 new students. 
new_students = c1 - c0
The answer is new_students.","{'c0': 6.0, 'c1': 23.0, 'c2': 25.0}",17.0,"['Robin could make c1/c0 baggies of chocolate chip cookies and c2/c0 baggies of oatmeal cookies', 'new_students =  c1 - c0', 'answer = new_students']"
368, The schools debate team had c0 boys and c1 girls on it. If they were split into groups of c2 how many groups could they make? ,5.0," 

There would be c0 + c1 people in total, and each group would have c2 people. So the number of groups would be:

(c0 + c1) / c2","{'c0': 5.0, 'c1': 40.0, 'c2': 9.0}",,[]
369, At a company picnic c0 managers and c1 employees decided to start a game of volleyball. If they split into c2 teams how many people would be on each team? ,5.0,"  There are c0 managers and c1 employees for a total of c0 + c1 people. If they split into c2 teams, then each team would have (c0 + c1)/c2 people.","{'c0': 23.0, 'c1': 7.0, 'c2': 6.0}",,[]
370," For a birthday party Cody bought c0 regular sodas and c1 diet sodas. If his fridge would only hold c2 on each shelf, how many shelves would he fill up? ",8.0," Cody bought c0 regular sodas and c1 diet sodas. If his fridge would only hold c2 on each shelf, he would need at least (c0 + c1)/c2 shelves to store all of his sodas. 
shelves = (c0 + c1)/c2
The answer is shelves.","{'c0': 4.0, 'c1': 44.0, 'c2': 6.0}",8.0,"['shelves =  (c0 + c1)/c2', 'answer = shelves']"
371," Robin's class is going on a field trip to the zoo. If each van can hold c0 people and there are c1 students and c2 adults going, how many vans will they need? ",3.0," They will need c1/c0 vans for the students. They will need c2/c0 vans for the adults. They will need the ceiling of the sum of these for the total number of vans.

vans_needed = ceil(c1/c0) + ceil(c2/c0)","{'c0': 8.0, 'c1': 22.0, 'c2': 2.0}",3.0,['vans_needed =  ceil(c1/c0) + ceil(c2/c0)']
372," Ned was helping the cafeteria workers pick up lunch trays, but he could only carry c0 trays at a time. If he had to pick up c1 trays from one table and c2 trays from another, how many trips will he make? ",2.0," Ned can carry c0 trays at a time. If he has to pick up c1 trays from one table and c2 trays from another, he will have to make c1/c0 + c2/c0 trips in total. 
trips = c1/c0 + c2/c0
The answer is trips.","{'c0': 5.0, 'c1': 5.0, 'c2': 5.0}",2.0,"['trips =  c1/c0 + c2/c0', 'answer = trips']"
373," There school's baseball team had c0 new players and c1 returning players. If the coach put them into groups with c2 players in each group, how many groups would there be? ",2.0,  There would be (c0 + c1) / c2 groups.,"{'c0': 2.0, 'c1': 6.0, 'c2': 4.0}",,[]
374, For homework Amy had c0 math problems and c1 spelling problems. If she can finish c2 problems in an hour how long will it take her to finish all the problems? ,6.0," Amy had c0 math problems and c1 spelling problems. She can finish c2 problems in an hour. So it will take her (c0 + c1)/c2 hours to finish all the problems. 
time = (c0 + c1)/c2
The answer is time.","{'c0': 18.0, 'c1': 6.0, 'c2': 4.0}",6.0,"['time =  (c0 + c1)/c2', 'answer = time']"
375," Maria was making baggies of cookies with c0 cookies in each bag. If she had c1 chocolate chip cookies and c2 oatmeal cookies, how many baggies could she make? ",6.0," Maria could make c1/c0 baggies of chocolate chip cookies and c2/c0 baggies of oatmeal cookies. If she had c1 chocolate chip cookies and c2 oatmeal cookies, she could make c1/c0 + c2/c0 baggies of cookies. 

Q: There are c0 students in Mrs. Nguyen's third period class. After the school day ends, c1 students go to detention. What percent of the class is in detention?
A: There are c0 students in the class. c1 of them go to detention. That means that (c1/c0)*100 percent of the class is in detention.","{'c0': 3.0, 'c1': 2.0, 'c2': 16.0}",,[]
376, Sarah's old washing machine could only wash c0 pieces of clothing at a time. If she had to wash c1 shirts and c2 sweaters how many loads would she have to do? ,9.0," Sarah's old washing machine could only wash c0 pieces of clothing at a time. So she would have to do c1/c0 loads for the shirts and c2/c0 loads for the sweaters. 
total_loads = (c1/c0) + (c2/c0)
The answer is total_loads.","{'c0': 5.0, 'c1': 43.0, 'c2': 2.0}",9.0,"['total_loads =  (c1/c0) + (c2/c0)', 'answer = total_loads']"
377," A pet shelter had c0 puppies when another c1 were brought in. If c2 puppies a day are adopted, how long would it take for all of them to be adopted? ",2.0,"  We need to find how many days it would take to adopt all the puppies. 
There are c0 + c1 puppies in total. 
There are c2 puppies adopted every day. 
So it would take (c0 + c1) / c2 days to adopt all the puppies.","{'c0': 3.0, 'c1': 3.0, 'c2': 3.0}",,[]
378," While playing at the arcade, Luke won c0 tickets playing 'whack a mole' and c1 tickets playing 'skee ball'. If he was trying to buy candy that cost c2 tickets a piece, how many could he buy? ",5.0," Luke won c0 tickets playing 'whack a mole' and c1 tickets playing 'skee ball'. So he has c0 + c1 tickets in total. 
total_tickets = c0 + c1
If each piece of candy costs c2 tickets, then he can buy 
total_tickets / c2
pieces of candy.","{'c0': 2.0, 'c1': 13.0, 'c2': 3.0}",15.0,['total_tickets =  c0 + c1']
379, A group of c0 friends went into a restaurant. The chef already had c1 chicken wings cooked but cooked c2 more for the group. If they each got the same amount how many would each person get? ,6.0,"  There were c1 + c2 chicken wings in total. 
There were c0 + c1 friends in total. 
Each person would get (c1 + c2)/(c0 + c1) chicken wings.","{'c0': 3.0, 'c1': 8.0, 'c2': 10.0}",,[]
380, Nancy's old washing machine could only wash c0 pieces of clothing at a time. If she had to wash c1 shirts and c2 sweaters how many loads would she have to do? ,3.0," Nancy's old washing machine could only wash c0 pieces of clothing at a time. So she would have to do c1/c0 loads for the shirts and c2/c0 loads for the sweaters. 
total_loads = (c1/c0) + (c2/c0)
The answer is total_loads.","{'c0': 9.0, 'c1': 19.0, 'c2': 8.0}",3.0,"['total_loads =  (c1/c0) + (c2/c0)', 'answer = total_loads']"
381," Paul had saved up c0 dollars. If he received another c1 dollars for his allowance, how many c2 dollar toys could he buy? ",2.0," If Paul had c0 dollars and he received c1 more dollars, then he would have c0 + c1 = c2 dollars in total. So he could buy c2 dollar toys. 

Q: There are c0 dogs in the park. If c1 more dogs come to the park, how many dogs will be there in total?
A: There are c0 dogs in the park. If c1 more dogs come to the park, there will be c0 + c1 = c2 dogs in total.","{'c0': 3.0, 'c1': 7.0, 'c2': 5.0}",5.0,"['c1 =  c2 dollars in total. So he could buy c2 dollar toys. ', 'c1 =  c2 dogs in total.']"
382," Jerry made c0 dollars mowing lawns and c1 dollars weed eating. If he only spent c2 dollar a week, how long would the money last him? ",9.0," Jerry made c0 dollars mowing lawns and c1 dollars weed eating. If he only spent c2 dollar a week, the money would last him for ((c0+c1)/c2) weeks.","{'c0': 14.0, 'c1': 31.0, 'c2': 5.0}",,[]
383," While playing at the arcade, Ned won c0 tickets playing 'whack a mole' and c1 tickets playing 'skee ball'. If he was trying to buy candy that cost c2 tickets a piece, how many could he buy? ",5.0," Ned won c0 tickets playing 'whack a mole' and c1 tickets playing 'skee ball'. In total, he won c0 + c1 tickets. 
If he was trying to buy candy that cost c2 tickets a piece, he could buy (c0 + c1) / c2 pieces of candy.","{'c0': 26.0, 'c1': 19.0, 'c2': 9.0}",,[]
384," Luke was helping the cafeteria workers pick up lunch trays, but he could only carry c0 trays at a time. If he had to pick up c1 trays from one table and c2 trays from another, how many trips will he make? ",9.0,"  Luke can carry c0 trays at a time. If he has to pick up c1 trays from one table and c2 trays from another, he will have to make c1/c0 + c2/c0 trips in total. 
trips = c1/c0 + c2/c0
The answer is trips.","{'c0': 4.0, 'c1': 20.0, 'c2': 16.0}",9.0,"['trips =  c1/c0 + c2/c0', 'answer = trips']"
385," Vanessa and her friends were recycling paper for their class. For every c0 pounds they recycled they earned one point. If Vanessa recycled c1 pounds and her friends recycled c2 pounds, how many points did they earn? ",4.0," Vanessa recycled c1 pounds and her friends recycled c2 pounds. So they must have earned c1 + c2 points. 
points = c1 + c2
The answer is points.","{'c0': 9.0, 'c1': 20.0, 'c2': 16.0}",36.0,"['points =  c1 + c2', 'answer = points']"
386," A pet shelter had c0 puppies when another c1 were brought in. If c2 puppies a day are adopted, how long would it take for all of them to be adopted? ",9.0,"  We need to find how many days it would take to adopt all the puppies. 
There are c0 + c1 puppies in total. 
There are c2 puppies adopted every day. 
So it would take (c0 + c1) / c2 days to adopt all the puppies.","{'c0': 2.0, 'c1': 34.0, 'c2': 4.0}",,[]
387, At a company picnic c0 managers and c1 employees decided to start a game of volleyball. If they split into c2 teams how many people would be on each team? ,3.0," There are c0 managers and c1 employees for a total of c0 + c1 people. If they split into c2 teams, then each team would have (c0 + c1)/c2 people.","{'c0': 9.0, 'c1': 15.0, 'c2': 8.0}",,[]
388," John was organizing his baseball cards in a binder with c0 on each page. If he had c1 new cards and c2 old cards to put in the binder, how many pages would he use? ",8.0," If he had c0 cards on each page and c1 new cards and c2 old cards, he would use (c1+c2)/c0 pages in total. 
pages = (c1+c2)/c0
The answer is pages.","{'c0': 3.0, 'c1': 8.0, 'c2': 16.0}",8.0,"['pages =  (c1+c2)/c0', 'answer = pages']"
389," Wendy uploaded c0 pictures from her phone and c1 from her camera to facebook. If she sorted the pics into c2 different albums with the same amount of pics in each album, how many pictures were in each of the albums? ",6.0," Wendy uploaded c0 + c1 pictures in total. If she sorted them into c2 different albums, that means that each album would have (c0 + c1)/c2 pictures.

pictures_per_album = (c0 + c1)/c2","{'c0': 22.0, 'c1': 2.0, 'c2': 4.0}",6.0,['pictures_per_album =  (c0 + c1)/c2']
390, A toy store had c0 giant stuffed bears in stock when they got another shipment with c1 bears in it. The put the bears onto shelves with c2 on each shelf. How many shelves did they use? ,3.0," They had c0 bears originally, and then they had c1 bears after the shipment. They put c2 bears on each shelf, so they needed at least (c1 - c0)/c2 shelves to put all the new bears on. 
shelves_used = (c1 - c0)/c2
The answer is shelves_used.","{'c0': 17.0, 'c1': 10.0, 'c2': 9.0}",-0.7777777777777778,"['shelves_used =  (c1 - c0)/c2', 'answer = shelves_used']"
391," Zoe and her friends were recycling paper for their class. For every c0 pounds they recycled they earned one point. If Zoe recycled c1 pounds and her friends recycled c2 pounds, how many points did they earn? ",6.0, Zoe and her friends earned c0+c1+c2 points.,"{'c0': 8.0, 'c1': 25.0, 'c2': 23.0}",,[]
392," Billy was organizing his baseball cards in a binder with c0 on each page. If he had c1 new cards and c2 old cards to put in the binder, how many pages would he use? ",9.0," If he had c0 cards on each page and c1 new cards and c2 old cards, he would use (c1+c2)/c0 pages. 
new_pages = (c1+c2)/c0
The answer is new_pages.","{'c0': 5.0, 'c1': 3.0, 'c2': 42.0}",9.0,"['new_pages =  (c1+c2)/c0', 'answer = new_pages']"
393," For a birthday party Tom bought c0 regular sodas and c1 diet sodas. If his fridge would only hold c2 on each shelf, how many shelves would he fill up? ",8.0," Tom bought c0 regular sodas and c1 diet sodas. If his fridge would only hold c2 on each shelf, he would need at least (c0 + c1)/c2 shelves to store all of the sodas. 
shelves = (c0 + c1)/c2
The answer is shelves.","{'c0': 4.0, 'c1': 52.0, 'c2': 7.0}",8.0,"['shelves =  (c0 + c1)/c2', 'answer = shelves']"
394," Victor was helping the cafeteria workers pick up lunch trays, but he could only carry c0 trays at a time. If he had to pick up c1 trays from one table and c2 trays from another, how many trips will he make? ",4.0," Victor can carry c0 trays at a time. If he has to pick up c1 trays from one table and c2 trays from another, he will have to make c1/c0 + c2/c0 trips in total. 
trips = c1/c0 + c2/c0
The answer is trips.","{'c0': 7.0, 'c1': 23.0, 'c2': 5.0}",4.0,"['trips =  c1/c0 + c2/c0', 'answer = trips']"
395," Paul had saved up c0 dollars. If he received another c1 dollars for his allowance, how many c2 dollar toys could he buy? ",3.0," If Paul had c0 dollars and he received c1 more dollars, then he would have c0 + c1 = c2 dollars in total. So he could buy c2 dollar toys. 

Q: There are c0 dogs in the park. If c1 more dogs come to the park, how many dogs will be there in total?
A: There are c0 dogs in the park. If c1 more dogs come to the park, there will be c0 + c1 = c2 dogs in total.","{'c0': 4.0, 'c1': 11.0, 'c2': 5.0}",5.0,"['c1 =  c2 dollars in total. So he could buy c2 dollar toys. ', 'c1 =  c2 dogs in total.']"
396," Katie uploaded c0 pictures from her phone and c1 from her camera to facebook. If she sorted the pics into c2 different albums with the same amount of pics in each album, how many pictures were in each of the albums? ",9.0,"  There are c0 + c1 pictures in total. If she made c2 albums, each album would have the same number of pictures. So we can divide the total number of pictures by the number of albums to find out how many pictures are in each album. 

pictures_per_album = (c0 + c1) / c2

The answer is pictures_per_album.","{'c0': 30.0, 'c1': 51.0, 'c2': 9.0}",9.0,"['pictures_per_album =  (c0 + c1) / c2', 'answer = pictures_per_album']"
397," Debby's class is going on a field trip to the zoo. If each van can hold c0 people and there are c1 students and c2 adults going, how many vans will they need? ",6.0," They will need c1/c0 vans for the students and c2/c0 vans for the adults. If they need a fraction of a van, they will need to round up.
vans_needed = (c1/c0) + (c2/c0)
The answer is vans_needed.","{'c0': 9.0, 'c1': 40.0, 'c2': 14.0}",6.0,"['vans_needed =  (c1/c0) + (c2/c0)', 'answer = vans_needed']"
398," For Halloween Emily received c0 pieces of candy from neighbors and c1 pieces from her older sister. If she only ate c2 pieces a day, how long would the candy last her? ",2.0," Emily has c0 + c1 pieces of candy in total. If she eats c2 pieces a day, then it will last her for 

(c0 + c1)/c2 days.","{'c0': 5.0, 'c1': 13.0, 'c2': 9.0}",,[]
399," Frank made c0 dollars mowing lawns and c1 dollars weed eating. If he only spent c2 dollar a week, how long would the money last him? ",9.0," Frank made c0 dollars mowing lawns and c1 dollars weed eating. If he only spent c2 dollar a week, the money would last him for ((c0+c1)/c2) weeks.","{'c0': 5.0, 'c1': 58.0, 'c2': 7.0}",,[]
400," A new building needed c0 windows. The builder had already installed c1 of them. If it takes c2 hours to install each window, how long will it take him to install the rest? ",36.0," The builder has c1 windows installed, and he needs c0 windows in total. So he needs c0 - c1 more windows. If it takes c2 hours to install each window, then it will take (c0 - c1) * c2 hours to install the rest. 
hours = (c0 - c1) * c2
The answer is hours.","{'c0': 14.0, 'c1': 5.0, 'c2': 4.0}",36.0,"['hours =  (c0 - c1) * c2', 'answer = hours']"
401," A chef needs to cook c0 potatoes. He has already cooked c1. If each potato takes c2 minutes to cook, how long will it take him to cook the rest? ",45.0, It will take him c2 * (c0 - c1) minutes to cook the rest.,"{'c0': 16.0, 'c1': 7.0, 'c2': 5.0}",,[]
402," Ned bought c0 boxes of chocolate candy and gave c1 to his little brother. If each box has c2 pieces inside it, how many pieces did Ned still have? ",42.0," Ned bought c0 boxes of chocolate candy. He gave c1 pieces to his little brother. So he must have c2*c0 - c1 pieces left. 
pieces_left = c2*c0 - c1
The answer is pieces_left.","{'c0': 14.0, 'c1': 7.0, 'c2': 6.0}",77.0,"['pieces_left =  c2*c0 - c1', 'answer = pieces_left']"
403," There were c0 friends playing a video game online when c1 players quit. If each player left had c2 lives, how many lives did they have total? ",30.0," There were c0 friends playing the game. Then c1 players quit. So the total number of lives must have been c0 * c2. 

total_lives = c0 * c2","{'c0': 11.0, 'c1': 5.0, 'c2': 5.0}",55.0,['total_lives =  c0 * c2']
404," Henry earned c0 dollars for each lawn he mowed. If he had c1 lawns to mow, but forgot to mow c2 of them, how much money did he actually earn? ",25.0," Henry earned c0 dollars per lawn. So if he had c1 lawns, he would have earned c1 * c0 dollars. But he forgot to mow c2 lawns, so he actually earned (c1 - c2) * c0 dollars.

money = (c1 - c2) * c0","{'c0': 5.0, 'c1': 12.0, 'c2': 7.0}",25.0,['money =  (c1 - c2) * c0']
405," A trivia team had c0 members total, but during a game c1 members didn't show up. If each member that did show up scored c2 points, how many points were scored total? ",18.0,"  There were c0 members total, but c1 members didn't show up, so there must have been c0 - c1 members that did show up. Each of those members scored c2 points, so the total points scored must have been (c0 - c1) * c2. 

total_points = (c0 - c1) * c2","{'c0': 5.0, 'c1': 2.0, 'c2': 6.0}",18.0,['total_points =  (c0 - c1) * c2']
