,question,answer,response,mapping
124,"A rectangular parking space is marked out by painting three of its sides. If the length of the unpainted side is 9 feet, and the sum of the lengths of the painted sides is 37 feet, then what is the area of the parking space in square feet?A)46, B)81, C)126, D)252, E)None",C,"
Mapping: {x: length of the painted sides, y: area of the parking space}
‘Eq1:x*9=37’
‘Eq2:x*9*9=y’
# using Python Sympy to solve for unknowns
from sympy import *
x,y = symbols('x, y')
Eq1 = Eq(x*9,37)
Eq2 = Eq(x*9*9,y)
print(solve([Eq1, Eq2],(x,y)))
# end of Python Sympy
Answer: B",
125,"Calculate the maximum distance you can travel with $8.50 on a cab which charges $3.50 for the first quarter-mile and 10 cents for each additional quarter mile.A)11.75 miles, B)12.75 miles, C)17.75 miles, D)14.75 miles, E)10.75 miles",B,"
Mapping: {x: maximum distance you can travel}
‘Eq1:3.5+0.1*x=8.5’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(3.5+0.1*x,8.5)
solve(Eq1,x)
# end of Python Sympy
Answer: C",
126,"The manufacturer of tyres is offering a 20% discount on the price of its tubeless tyres. Some retailers are offering additional discounts. If a retailer offers an additional 20% discount, then what is the total discount available at that retailer?A)10%, B)25%, C)28%, D)30%, E)36%",E,"
Mapping: {x: total discount available at the retailer}
‘Eq1:x=20%+20%’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,0.2+0.2)
solve(Eq1,x)
# end of Python Sympy
Answer: D",
127,"The greatest common factor of two positive integers is 11. The least common multiple of these two integers is 7700. If one of the integers is 350, what is the other?A)242, B)308, C)352, D)412, E)456",A,"
Mapping: {x: other integer}
‘Eq1:11*x=7700’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(11*x,7700)
solve(Eq1,x)
# end of Python Sympy
Answer: D",
128,"Car ‘X’ covers a distance of 320 kms in 8 hours and car ‘Y’ covers a distance of 415 kms in 5 hrs. What is the difference in the speed of the two cars?A)42kms/hr, B)41km/hr, C)43kms/hr, D)45kms/hr, E)None of these",C,"
Mapping: {x: speed of car X, y: speed of car Y}
‘Eq1:x-y=z’
# using Python Sympy to solve for unknowns
from sympy import *
x,y,z = symbols('x, y, z')
Eq1 = Eq(x-y,z)
solve(Eq1,z)
# end of Python Sympy
Answer: A",
129,"An aeroplane flies along the four sides of a square at the speeds of 200, 400, 600 and 800km/hr. Find the average speed of the plane around the field?A)384, B)562, C)458, D)156, E)452",A,"
Mapping: {x: average speed of the plane around the field}
‘Eq1:x=(200+400+600+800)/4’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,(200+400+600+800)/4)
solve(Eq1,x)
# end of Python Sympy
Answer: A",
130,"The value of log2 4 is:A)2, B)4, C)6, D)8, E)12",A,"
Mapping: {x: value of log2 4}
‘Eq1:log(x)=2’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(log(x),2)
solve(Eq1,x)
# end of Python Sympy
Answer: A",
131,"Add: +45 and -30A)-30, B)+30, C)0, D)15, E)-15",D,"
Mapping: {x: the sum of +45 and -30}
‘Eq1:x=45+(-30)’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,45+(-30))
solve(Eq1,x)
# end of Python Sympy
Answer: C",
132,"The events A and B are independent. The probability that event A occurs is 0.6, and the probability that at least one of the events A or B occurs is 0.96. What is the probability that event B occurs?A)0.5, B)0.6, C)0.7, D)0.8, E)0.9",E,"
Mapping: {x: probability that event B occurs}
‘Eq1:0.6+x-0.96=0’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(0.6+x-0.96,0)
solve(Eq1,x)
# end of Python Sympy
Answer: D",
133,"A man spend 810 in buying trouser at Rs 70 each and shirt at 30 each. What will be the ratio of trouser and shirt when the maximum number of trouser is purchased?A)9 Trousers, B)8 Trousers, C)10 Trousers, D)7 Trousers, E)11 Trousers",A,"
Mapping: {x: number of trousers, y: number of shirts}
‘Eq1:70*x+30*y=810’
# using Python Sympy to solve for unknowns
from sympy import *
x,y = symbols('x, y')
Eq1 = Eq(70*x+30*y,810)
solve(Eq1,x)
# end of Python Sympy
Answer: C",
134,"20 marbles were pulled out of a bag of only white marbles, painted black, and then put back in. Then, another 20 marbles were pulled out, of which 1 was black, after which they were all returned to the bag. If the percentage of black marbles pulled out the second time represents their percentage in the bag, how many marbles in total Q does the bag currently hold?A)40, B)200, C)380, D)400, E)3200",D,"
Mapping: {x: total marbles in the bag}
‘Eq1:20/x=1/20’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(20/x,1/20)
solve(Eq1,x)
# end of Python Sympy
Answer: D",
135,"M = abc is a three digit number and N = cba, if M > N and M - N + 396c = 990. Then how many values of M are more than 300.A)20, B)30, C)40, D)200, E)None",A,"
Mapping: {a: first digit of M, b: second digit of M, c: third digit of M}
‘Eq1:abc-cba+396c=990’
# using Python Sympy to solve for unknowns
from sympy import *
a,b,c = symbols('a, b, c')
Eq1 = Eq(a*100+b*10+c-(c*100+b*10+a)+396*c,990)
solve(Eq1,a)
# end of Python Sympy
Answer: E",
136,"What will be the cost of gardening 1-metre – broad boundary around a rectangular plot having perimeter of 340 metres at the rate of 10 per square metre?A)3400, B)1700, C)3440, D)Cannot be determined, E)None of these",C,"
Mapping: {x: cost of gardening 1-metre – broad boundary}
‘Eq1:x=340*10’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,340*10)
solve(Eq1,x)
# end of Python Sympy
Answer: A",
137,"10kg of a mixture contains 30% sand and 70% clay. In order to make the mixture contain equal quantities of clay and sand how much of the mixture is to be removed and replaced with pure sand?A)10/7, B)20/7, C)30/7, D)40/7, E)50/7",B,"
Mapping: {x: amount of mixture to be removed and replaced with pure sand}
‘Eq1:10*0.3-x*0.3=x*0.7’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(10*0.3-x*0.3,x*0.7)
solve(Eq1,x)
# end of Python Sympy
Answer: C",
138,"A two digit number exceeds the sum of the digits of that number by 18. If the digit at the unit's place is double the digit in the ten's place, what is the number?A)12, B)24, C)42, D)48, E)49",B,"
Mapping: {x: two digit number, y: digit in the ten's place, z: digit in the unit's place}
‘Eq1:x=y+z+18’
‘Eq2:z=2*y’
# using Python Sympy to solve for unknowns
from sympy import *
x,y,z = symbols('x, y, z')
Eq1 = Eq(x,y+z+18)
Eq2 = Eq(z,2*y)
print(solve([Eq1, Eq2],(x,y,z)))
# end of Python Sympy
Answer: D",
139,"A merchant receives an invoice for a motor boat for $20 000 with terms 4/30, n/100. What is the highest simple interest rate at which he can afford to borrow money in order to take advantage of the discount?A)247.67, B)237.67, C)227.67, D)215.67, E)None of these",A,"
Mapping: {x: highest simple interest rate}
‘Eq1:20000*(1-x/100)*30/4=20000-20000*x/100’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(20000*(1-x/100)*30/4,20000-20000*x/100)
solve(Eq1,x)
# end of Python Sympy
Answer: C",
140,"Christopher and Jonathan were having bets. They decide that a coin will be flipped twenty times and each time it turns heads, Christopher will give $2 to Jonathan and each time it turns out to be Tails, Jonathan will give 3$ to Christopher. After flipping for twenty times none of the both won or lost any amount.
How many times did the coin landed on Heads ?A)10, B)23, C)16, D)18, E)12",E,"
Mapping: {x: number of times the coin landed on Heads}
‘Eq1:2*x-3*(20-x)=0’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(2*x-3*(20-x),0)
solve(Eq1,x)
# end of Python Sympy
Answer: C",
141,"Janice bikes at 10 miles per hour, while Jennie bikes at 20. How long until they have collectively biked 1 mile?A)1 minute, B)2 minutes, C)3 minutes, D)4 minutes, E)5 minutes",B,"
Mapping: {x: time until they have collectively biked 1 mile}
‘Eq1:10*x+20*x=1’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(10*x+20*x,1)
solve(Eq1,x)
# end of Python Sympy
Answer: A",
142,"The average (arithmetic mean) of the weight of 10 vehicles is 12.2 tons. The average weight of the group of vehicles increased by 2.6 tons after a new heavy duty truck was added to the group? What is the weight in tons of the heavy duty truck?A)40.8, B)41.6, C)42.2, D)43.5, E)44.8",A,"
Mapping: {x: weight of the heavy duty truck}
‘Eq1: (10*12.2 + x)/11 = 14.8’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq((10*12.2 + x)/11,14.8)
solve(Eq1,x)
# end of Python Sympy
Answer: B",
143,"On dividing 2272 and 875 by a 3-digit number N, we get the same remainder. The sum of the digits of N is:A)10, B)11, C)12, D)13, E)14",A,"
Mapping: {x: 3-digit number N}
‘Eq1: 2272 % x = 875 % x’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(2272 % x, 875 % x)
solve(Eq1,x)
# end of Python Sympy
Answer: C",
144,"8 man work for 6 days to complete a work. How many men are required to complete same work in 1/2 day.A)93 men, B)94 men, C)95 men, D)96 men, E)97 men",D,"
Mapping: {x: number of men required to complete same work in 1/2 day}
‘Eq1:6*8/x=0.5’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(6*8/x,0.5)
solve(Eq1,x)
# end of Python Sympy
Answer: D",
145,"On a test the passing students had an average of 83, while the failing students had an average
of 55. If the overall class average was 76, what percent of the class passed?A)44%, B)66%, C)68%, D)72%, E)75%",E,"
Mapping: {x: percent of the class passed}
‘Eq1:x/100*(83*x+55*(100-x))=76*100’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x/100*(83*x+55*(100-x)),76*100)
solve(Eq1,x)
# end of Python Sympy
Answer: C",
146,"If n is such that 36 ≤ n ≤ 72, then x = (n2 + 2√n(n + 4) + 16) / (n+ 4√n+ 4) satisfiesA)20 < x < 54, B)23 < x < 58, C)25 < x < 64, D)28 < x < 60, E)None of these",D,"
Mapping: {x: (n2 + 2√n(n + 4) + 16) / (n+ 4√n+ 4)}
‘Eq1:x=(n**2 + 2*sqrt(n)*(n + 4) + 16) / (n+ 4*sqrt(n)+ 4)’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,(n**2 + 2*sqrt(n)*(n + 4) + 16) / (n+ 4*sqrt(n)+ 4))
solve(Eq1,x)
# end of Python Sympy
Answer: C",
147,"A square piece of cloth is trimmed by 4 feet on one edge to form a rectangular piece, which is then cut diagonally in half to create two triangles. If the area of each of triangle is 70 square feet, what was the perimeter (in feet) of the original piece of square cloth?A)56, B)58, C)60, D)62, E)64",A,"
Mapping: {x: perimeter of the original piece of square cloth}
‘Eq1:x/4=2*sqrt(70)’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x/4,2*sqrt(70))
solve(Eq1,x)
# end of Python Sympy
Answer: D",
148,"30 is subtracted from a number, it is reduced to its one third. What is the value of 50% of that number?A)22.5, B)84, C)21, D)24, E)25",A,"
Mapping: {x: the number}
‘Eq1:x/3=30-x’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x/3,30-x)
solve(Eq1,x)
# end of Python Sympy
Answer: D",
149,"If the population of a city increases by 5 % annually, what will be the population of the city in 2 years time if its current population is 78000?A)81900, B)85995, C)85800, D)90000, E)None of these",B,"
Mapping: {x: population of the city in 2 years time}
‘Eq1:x=78000*(1.05)**2’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,78000*(1.05)**2)
solve(Eq1,x)
# end of Python Sympy
Answer: B",
150,"At what price should the Karan mark a sewing machine that costs him Rs. 1200/- so that even after offering a 20% discount, he makes 20% profit?A)1,879, B)1,875, C)1,876, D)1,872, E)1,800",E,"
Mapping: {x: price at which Karan should mark the sewing machine}
‘Eq1:x-(0.2*x)=1.2*(1.2*x)’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x-(0.2*x),1.2*(1.2*x))
solve(Eq1,x)
# end of Python Sympy
Answer: C",
151,"In how many ways can a teacher in a kindergarten school arrange a group of 3 children (Susan, Tim and Zen) on 3 identical chairs in a straight line so that Susan is on the left of Tim?A)7, B)3, C)2, D)1, E)6",B,"
Mapping: {x: number of ways to arrange the children on the chairs}
‘Eq1:x=3!/(3-2)!’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,factorial(3)/factorial(3-2))
solve(Eq1,x)
# end of Python Sympy
Answer: C",
152,"An exam is given in a certain class. The average (arithmetic mean) of the highest score and the lowest score is equal to x. If the average score for the entire class is equal to y and there are z students in the class, where z > 5, then in terms of x, y, and z, what is the average score for the class excluding the highest and lowest scorers?A)(zy – 2x)/z, B)(zy – 2)/z, C)(zx – y)/(z – 2), D)(zy – 2x)/(z -2), E)(zy – x)/(z + 2)",D,"

Mapping: {x: average of highest and lowest score, y: average score for the entire class, z: number of students in the class}
‘Eq1:(zy - x)/(z - 2)’
# using Python Sympy to solve for unknowns
from sympy import *
x,y,z = symbols('x, y, z')
Eq1 = Eq((zy - x)/(z - 2),0)
solve(Eq1,x)
# end of Python Sympy
Answer: C",
153,"Last year, 34 percent of Ace Book Company's sales revenue came from the sale of novels. Of the remaining revenue, 1/3 was from the sale of biographies. The company's revenue from the sale of novels was approximately, how many times its revenue from the sale of biographies?A)1.3, B)1.5, C)2.1, D)2.5, E)3.1",B,"
Mapping: {x: revenue from the sale of novels, y: revenue from the sale of biographies}
‘Eq1:x/y=34/33’
# using Python Sympy to solve for unknowns
from sympy import *
x,y = symbols('x, y')
Eq1 = Eq(x/y,34/33)
solve(Eq1,x)
# end of Python Sympy
Answer: D",
154,"If Raj was one-third as old as Rahim 5 years back and Raj is 17 years old now, How old is Rahim now?A)37, B)41, C)40, D)42, E)43",B,"
Mapping: {x: Rahim's age now}
‘Eq1:x=17+5+5/3’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,17+5+5/3)
solve(Eq1,x)
# end of Python Sympy
Answer: C",
155,"A car finishes a journey in 20 hours at the speed of 60 km/hr. If the same distance is to be covered in 10 hours, how much speed does the car gain?A)80 kmph, B)50 kmph, C)120 kmph, D)70 kmph, E)80 kmph",C,"
Mapping: {x: speed of the car}
‘Eq1:60*20=x*10’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(60*20,x*10)
solve(Eq1,x)
# end of Python Sympy
Answer: C",
156,"The cross-section of a canal is shaped like a trapezium. If the canal is 10 m wide at the top and 6 m wide at the bottom and the area of cross-section is 640 square meters, the depth of cannel is?A)26, B)28, C)21, D)80, E)23",D,"
Mapping: {x: depth of cannel}
‘Eq1: (10+6)*x/2=640’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq((10+6)*x/2,640)
solve(Eq1,x)
# end of Python Sympy
Answer: B",
157,"Suppose you want to arrange your English, Hindi, Mathematics, History, Geography and Science books on a shelf. In how many ways can you do it ?A)520, B)720, C)920, D)None, E)Cannot be determined",B,"
Mapping: {x: number of ways to arrange the books}
Eq1: x = 6!
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,factorial(6))
solve(Eq1,x)
# end of Python Sympy
Answer: B",
158,"A certain phone manufacturer ships its products in crates. A crate consists of p pallets, and each pallet holds 1250 phones. If the manufacturer ships 4 crates, how many phones are shipped?A)1000p, B)1500p, C)2000p, D)2500p, E)30000",D,"
Mapping: {x: number of phones shipped}
‘Eq1:x=4*p*1250’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,4*p*1250)
solve(Eq1,x)
# end of Python Sympy
Answer: D",
159,"Alex and Jacob works at a toy shop that make toys. Alex takes 7 hours to make a toy, and Jacob takes 9 hours to make a toy. During a month, both of them makes 35 toys in total. If both of them have worked for almost similar number of hours how many toys have been prepared by Jacob?A)15, B)16, C)17, D)18, E)19",A,"
Mapping: {x: number of toys prepared by Jacob}
‘Eq1:7*x+9*(35-x)=35*9’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(7*x+9*(35-x),35*9)
solve(Eq1,x)
# end of Python Sympy
Answer: B",
160,"In an exam, a candidate secured 504 marks of the maximum mark of M. If the maximum mark M is converted into 800 marks, he would have secured 420 marks. What is the value of M?A)278, B)2890, C)270, D)2702, E)960",E,"
Mapping: {x: maximum mark M}
‘Eq1:504/x=420/800’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(504/x,420/800)
solve(Eq1,x)
# end of Python Sympy
Answer: D",
161,"A bookshelf contains 45 books, 30 of which are hardcover and 20 of which are fiction. What is the maximum number of books that are both hardcover and fiction?A)10, B)15, C)18, D)20, E)30",D,"
Mapping: {x: maximum number of books that are both hardcover and fiction}
‘Eq1:x<=min(30,20)’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,min(30,20))
solve(Eq1,x)
# end of Python Sympy
Answer: A",
162,"Jim filled his dog's bowl with dog food. Starting at 8:00 am, Jim's dog ate exactly once an hour, consuming exactly 1/3 of the dog food remaining in the bowl at each feeding session. Approximately, what percent of the original food was in the dog's bowl right before the dog began to eat at noon of the same day?A)20%, B)25%, C)30%, D)35%, E)40%",A,"
Mapping: {x: percent of the original food in the dog's bowl}
‘Eq1:1/3^4*x=0.2’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(1/3**4*x,0.2)
solve(Eq1,x)
# end of Python Sympy
Answer: E",
163,"A rectangular piece of 150 sq m has a length which is 1m more than the 4 times the breadth. What is the perimeter of the piece?A)60 m, B)61 m, C)62 m, D)63 m, E)64 m",C,"
Mapping: {x: length, y: breadth, z: perimeter}
‘Eq1:x=4*y+1’
‘Eq2:z=2*(x+y)’
# using Python Sympy to solve for unknowns
x,y,z = symbols('x, y, z')
Eq1 = Eq(x,4*y+1)
Eq2 = Eq(z,2*(x+y))
print(solve([Eq1, Eq2],(x,y,z)))
# end of Python Sympy
Answer: D",
164,"If Q, a positive integer, has 5 factors, which of the following must be true about Q?
I. Q is the square of a prime number.
II. Q is the fourth power of a prime number.
III. Q is the product of two prime numbers.A)I only, B)III only, C)II only, D)I and II only, E)I and III only",B,"

Mapping: {x: Q}
‘Eq1:x**(1/5)=p’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x**(1/5),p)
solve(Eq1,x)
# end of Python Sympy
Answer: D",
165,"Roy was suffering from severe headaches. He went to see his doctor and the doctor gave him 5 tablets asking him to take one tablet every 15 minutes.
How much time will it take Roy to consume all the 5 tablets?A)45 Min, B)75 Min, C)90 Min, D)120 Min, E)60 Min",E,"
Mapping: {x: time it will take Roy to consume all the 5 tablets}
‘Eq1:x=5*15’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,5*15)
solve(Eq1,x)
# end of Python Sympy
Answer: A",
166,"The bus fare for two persons for travelling between Agra and Aligarh id four-thirds the train fare between the same places for one person. The total fare paid by 6 persons travelling by bus and 8 persons travelling by train between the two places is Rs.1512. Find the train fare between the two places for one person?A)126, B)77, C)88, D)66, E)54",A,"
Mapping: {x: train fare between the two places for one person}
‘Eq1:4/3*2*x+6*2*x=1512’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(4/3*2*x+6*2*x,1512)
solve(Eq1,x)
# end of Python Sympy
Answer: D",
167,"A certain liquid passes through a drain at a rate of w/25 gallons every x seconds. At that rate, how many minutes will it take y gallons to pass through the drain?A)y/(1200xy), B)20xy/w, C)5xy/(12w), D)w/(3xy), E)3y/(wx)",C,"
Mapping: {x: seconds, y: gallons, w: rate}
‘Eq1:y/(w/25)*x=minutes’
# using Python Sympy to solve for unknowns
from sympy import *
x,y,w = symbols('x, y, w')
Eq1 = Eq(y/(w/25)*x,minutes)
solve(Eq1,minutes)
# end of Python Sympy
Answer: C",
168,"How many ways A boy can reach the top of stairs which contain 10 steps, when he can take either one or two steps every time?A)88, B)89, C)90, D)91, E)92",B,"
Mapping: {x: number of ways a boy can reach the top of stairs}
‘Eq1:x=2^10’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,2**10)
solve(Eq1,x)
# end of Python Sympy
Answer: B",
169,"The height of a room to its semi-perimeter is 2:5. It costs Rs.260 to paper the walls of the room with paper 50cm wide at Rs.2 per meter allowing an area of 15 sq.m for doors and windows. The height of the room is:A)2.6m, B)3.9m, C)4m, D)4.2m, E)4.4m",C,"
Mapping: {x: height of the room}
‘Eq1:2*x+5*x=260/2’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(2*x+5*x,260/2)
solve(Eq1,x)
# end of Python Sympy
Answer: C",
170,"The sum of the digits of a three digit number is 17, and the sum of the squares of its digits is 109. If we subtract 495 from the number, we shall get a number consisting of the same digits written in the reverse order. Find the number.A)368, B)377, C)288, D)997, E)112",A,"
Mapping: {x: three digit number}
‘Eq1:x=100*a+10*b+c’
‘Eq2:a+b+c=17’
‘Eq3:a**2+b**2+c**2=109’
‘Eq4:100*c+10*b+a=495+x’
# using Python Sympy to solve for unknowns
from sympy import *
x,a,b,c = symbols('x, a, b, c')
Eq1 = Eq(x,100*a+10*b+c)
Eq2 = Eq(a+b+c,17)
Eq3 = Eq(a**2+b**2+c**2,109)
Eq4 = Eq(100*c+10*b+a,495+x)
print(solve([Eq1, Eq2, Eq3, Eq4],(x,a,b,c)))
# end of Python Sympy
Answer: B",
171,"A bag contains 11 candy bars: three cost 50 cents each, four cost $1 each and four cost $2
each. How many ways can 3 candy bars be selected from the 11 candy bars so that the total cost is more than $4?A)8, B)28, C)46, D)66, E)70",C,"
Mapping: {x: number of ways to select 3 candy bars}
‘Eq1:x=3C2*4C1*4C0+3C1*4C2*4C0+3C0*4C3*4C0’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,3*comb(2,1)*comb(4,0)*comb(4,0)+3*comb(1,1)*comb(4,2)*comb(4,0)+3*comb(0,1)*comb(4,3)*comb(4,0))
solve(Eq1,x)
# end of Python Sympy
Answer: D",
172,"A paper is in a square form whose one side is 20 cm. Two semi circles are drawn on its opposites as diameters. If these semi circles are cut down what is the area of the remaining paper?A)8.75, B)8.79, C)8.75, D)8.71, E)8.72",C,"
Mapping: {x: area of the remaining paper}
‘Eq1:x=20^2-(pi*10^2)’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,20**2-(pi*10**2))
solve(Eq1,x)
# end of Python Sympy
Answer: A",
173,"A straight picket fence is composed of x pickets each of which is 1/2 inch wide. If there are 6 inches of space between each pair of pickets, which of the following represents the length of fence in feet?A)13x/2, B)13x/2 - 6, C)13x/24, D)(13x+1)/24, E)(13x-12)/24",E,"
Mapping: {x: length of fence in feet}
‘Eq1:x=(13x+1)/24’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,(13x+1)/24)
solve(Eq1,x)
# end of Python Sympy
Answer: D",
174,"Shweta rides at the rate of 10 km per hour but stops for 10 minutes to take rest at the end of every 15 km. How many hours will she take to cover 100 kmA)9 hours., B)10 hours., C)11 hours., D)12 hours., E)13 hours.",C,"
Mapping: {x: hours taken to cover 100 km}
‘Eq1:100/10 + (100/15)*(1/6) = x’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(100/10 + (100/15)*(1/6),x)
solve(Eq1,x)
# end of Python Sympy
Answer: C",
175,"A company produces 420 units of a particular computer component every month, at a production cost to the company of $110 per component, and sells all of the components by the end of each month. What is the minimum selling price per component that will guarantee that the yearly profit (revenue from sales minus production costs) will be at least $626,400 ?A)226, B)230, C)240, D)260, E)280",B,"
Mapping: {x: minimum selling price per component}
‘Eq1:420*x*12-420*110*12>=626400’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(420*x*12-420*110*12,626400)
solve(Eq1,x)
# end of Python Sympy
Answer: D",
176,"A starts a business with Rs.40,000. After 2 months, B joined him with Rs.60,000. C joined them after some more time with Rs.120,000. At the end of the year, out of a total profit of Rs.375,000, C gets Rs.150,000 as his share. How many months after B joined the business, did C join?A)2 months, B)4 months, C)23 months, D)24 months, E)84 months",B,"
Mapping: {x: months after B joined the business, y: total profit, z: C's share}
‘Eq1:x/12*(40000+60000+120000)=150000’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x/12*(40000+60000+120000),150000)
solve(Eq1,x)
# end of Python Sympy
Answer: D",
177,"An express electric train takes exact three seconds to enter tunnel which is 1 mile long.
If train is traveling at 120 mile an hour, how long will it take to pass completely through the tunnel ?A)43 seconds, B)39 seconds, C)20 seconds, D)33 seconds, E)55 seconds",D,"
Mapping: {x: time taken to pass completely through the tunnel}
‘Eq1:x=3+(1/120)’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,3+(1/120))
solve(Eq1,x)
# end of Python Sympy
Answer: B",
178,"If one of the roots of the quadratic equation x^2 + mx + 22 = 0 is 1.5, then what is the value of m?A)-23.5, B)-17.5, C)-10.5, D)-16.2, E)Cannot be determined",D,"
Mapping: {x: value of m}
‘Eq1:x^2 + mx + 22 = 0’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x**2 + m*x + 22, 0)
solve(Eq1,m)
# end of Python Sympy
Answer: B",
179,"In IPL season, Sachin current batting average is 51. In the finals, he scores 78 runs, then is batting average will be 54. Find out the total number of matches played by Sachin in this season.A)6, B)8, C)9, D)10, E)11",C,"
Mapping: {x: total number of matches played by Sachin in this season}
‘Eq1: (51*x + 78)/(x+1) = 54’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq((51*x + 78)/(x+1),54)
solve(Eq1,x)
# end of Python Sympy
Answer: D",
180,"The original price of an item is discounted 22%. A customer buys the item at this discounted price using a $20-off coupon. There is no tax on the item, and this was the only item the customer bought. If the customer paid $1.90 more than half the original price of the item, what was the original price of the item?A)$61, B)$65, C)$67.40, D)$70, E)$78.20",E,"
Mapping: {x: original price of the item}
‘Eq1:x*0.78-20-1.90=0.5*x’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x*0.78-20-1.90,0.5*x)
solve(Eq1,x)
# end of Python Sympy
Answer: C",
181,"If 120 is reduced to 96, what is the reduction percent?A)30%, B)40%, C)20%, D)10%, E)5%",C,"
Mapping: {x: reduction percent}
‘Eq1:120-96/120=x’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq((120-96)/120,x)
solve(Eq1,x)
# end of Python Sympy
Answer: C",
182,"Kevin drove from A to B at a constant speed of 70 mph. Once he reached B, he turned right around with pause, and returned to A at a constant speed of 90 mph. Exactly 3 hours before the end of his trip, he was still approaching B, only 70 miles away from it. What is the distance between A and B?A)180, B)90, C)270, D)360, E)None of the above",A,"
Mapping: {x: distance between A and B}
‘Eq1:3*(70+90)=x+70’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(3*(70+90),x+70)
solve(Eq1,x)
# end of Python Sympy
Answer: C",
