,question,answer,response,tokens,logprobs,mapping,response_answer,equations,,,,,,,,,,
380, Nancy's old washing machine could only wash c0 pieces of clothing at a time. If she had to wash c1 shirts and c2 sweaters how many loads would she have to do? ,3," Nancy's old washing machine could only wash c0 pieces of clothing at a time. If she had to wash c1 shirts and c2 sweaters, she would have to wash c1/c0 + c2/c0 loads. 
total_loads = c1/c0 + c2/c0

The answer is total_loads.","[' Nancy', ""'s"", ' old', ' washing', ' machine', ' could', ' only', ' wash', ' c', '0', ' pieces', ' of', ' clothing', ' at', ' a', ' time', '.', ' If', ' she', ' had', ' to', ' wash', ' c', '1', ' shirts', ' and', ' c', '2', ' swe', 'aters', ',', ' she', ' would', ' have', ' to', ' wash', ' c', '1', '/', 'c', '0', ' +', ' c', '2', '/', 'c', '0', ' loads', '.', ' ', '\n', 'total', '_', 'loads', ' =', ' c', '1', '/', 'c', '0', ' +', ' c', '2', '/', 'c', '0', '\n', '\n', 'The', ' answer', ' is', ' total', '_', 'loads', '.']","[-0.51531315, -0.24500574, -0.17853524, -0.004292661000000001, -0.0005373127, -0.15056778, -0.12551117, -0.006792059600000001, -0.00016924511999999998, -0.0005055272, -0.004430112, -0.03372088, -0.0017487933, -0.052046917000000005, -0.011462172000000001, -0.00018402888, -0.019882299000000003, -1.0605423, -0.027205983000000003, -0.017613934, -0.14032552, -0.0005320656299999999, -0.00021979994, -0.001043817, -0.00042818420000000003, -0.013593712, -0.00023476297999999997, -9.329886e-05, -0.00010963326999999999, -6.661909399999999e-07, -0.52865446, -0.34079602000000003, -0.049610555, -0.22091746, -0.020726278, -0.31407377000000003, -0.79572886, -0.07160514, -0.13643007000000001, -0.0005541305000000001, -0.00090116286, -0.29260638, -0.0010044960000000001, -0.0002634979, -0.00015195705, -0.00027780765, -0.00029295182, -0.03132634, -0.29778808, -0.3014089, -0.0047412454, -1.0243754, -0.00035716866999999997, -0.03534591, -0.033623915000000004, -0.19036701, -0.0031477485000000003, -0.0059581934, -0.00020871070999999998, -6.4921565e-05, -0.00028949478, -0.00016805116, -0.0001371733, -0.00010021203, -0.0003527561, -5.3955304000000006e-05, -0.21457857, -0.38895744, -0.0003233585, -0.00018343095, -0.00046992694999999996, -0.0009160169000000001, -0.007888921, -5.252573500000001e-05, -0.17294732000000002]","{'c0': 9.0, 'c1': 19.0, 'c2': 8.0}",3,"['total_loads =  c1/c0 + c2/c0', 'answer = total_loads']",,,,,,,,,,1
381," Paul had saved up c0 dollars. If he received another c1 dollars for his allowance, how many c2 dollar toys could he buy? ",2," Paul had c0 dollars saved up. If he received c1 more dollars, then he would have c0 + c1 dollars. 
total_money = c0 + c1

If each toy costs c2 dollars, then he could buy total_money/c2 toys. 
toys_bought = total_money/c2

The answer is toys_bought.","[' Paul', ' had', ' c', '0', ' dollars', ' saved', ' up', '.', ' If', ' he', ' received', ' c', '1', ' more', ' dollars', ',', ' then', ' he', ' would', ' have', ' c', '0', ' +', ' c', '1', ' dollars', '.', ' ', '\n', 'total', '_', 'money', ' =', ' c', '0', ' +', ' c', '1', '\n', '\n', 'If', ' each', ' toy', ' costs', ' c', '2', ' dollars', ',', ' then', ' he', ' could', ' buy', ' total', '_', 'money', '/', 'c', '2', ' toys', '.', ' ', '\n', 't', 'oys', '_', 'b', 'ought', ' =', ' total', '_', 'money', '/', 'c', '2', '\n', '\n', 'The', ' answer', ' is', ' toys', '_', 'b', 'ought', '.']","[-0.53976554, -0.59665316, -0.29892969999999996, -0.00016459411, -0.024245903000000003, -0.8051140999999999, -0.08108232, -0.08918077, -1.102549, -0.0062989504, -0.37316248, -0.22008811, -0.0005400564, -0.16400622, -0.11401546, -0.4418262, -0.8843391500000001, -0.08910323, -0.17377146000000002, -0.00042723241, -0.027984874000000003, -0.0062469477, -0.069385745, -8.304504400000002e-05, -0.00028245770000000003, -0.06521868, -0.26069283, -0.5036733999999999, -0.0008027312599999999, -1.0486939, -0.00052043487, -0.569328, -0.006974987, -5.109523000000001e-05, -3.2973632e-05, -0.0014122091, -7.338913000000001e-05, -3.6195077e-05, -0.035380922, -0.0017400761000000002, -0.55547273, -0.15478013000000002, -0.00039580732, -0.43323258000000003, -6.528106e-05, -0.0007841816399999999, -0.024100998000000002, -0.0018318535, -0.11055636, -0.040527407, -0.038590234, -0.0037436434, -0.10750906, -4.4419543e-05, -2.1768952000000003e-05, -0.65739834, -0.015066029000000002, -0.00021192934999999998, -0.013123570000000001, -0.11490426000000001, -0.016451024, -5.037998e-05, -0.1320478, -0.00020716004999999998, -0.13540523000000002, -0.10488877, -1.5805701000000003e-05, -0.00071498804, -0.0012801862, -3.2735214e-05, -5.3162735e-06, -0.023338132, -0.000960586, -3.883893e-06, -0.0026413675, -0.0020522822, -0.00012250594, -9.401318000000001e-05, -0.00041142927, -0.00010283744, -0.00027065415999999996, -5.9321566000000005e-05, -1.1430257999999999e-06, -0.29656777]","{'c0': 3.0, 'c1': 7.0, 'c2': 5.0}",2,"['total_money =  c0 + c1', 'toys_bought =  total_money/c2', 'answer = toys_bought']",,,,,,,,,,1
382," Jerry made c0 dollars mowing lawns and c1 dollars weed eating. If he only spent c2 dollar a week, how long would the money last him? ",9," Jerry made c0 dollars mowing lawns and c1 dollars weed eating. In total he made c0 + c1 dollars. 
total_money = c0 + c1

If he spends c2 dollars a week, the money will last him for (total_money/c2) weeks. 
weeks_money_lasts = (total_money/c2)

The answer is weeks_money_lasts.","[' Jerry', ' made', ' c', '0', ' dollars', ' m', 'owing', ' lawn', 's', ' and', ' c', '1', ' dollars', ' weed', ' eating', '.', ' In', ' total', ' he', ' made', ' c', '0', ' +', ' c', '1', ' dollars', '.', ' ', '\n', 'total', '_', 'money', ' =', ' c', '0', ' +', ' c', '1', '\n', '\n', 'If', ' he', ' spends', ' c', '2', ' dollars', ' a', ' week', ',', ' the', ' money', ' will', ' last', ' him', ' for', ' (', 'total', '_', 'money', '/', 'c', '2', ')', ' weeks', '.', ' ', '\n', 'we', 'eks', '_', 'money', '_', 'l', 'asts', ' =', ' (', 'total', '_', 'money', '/', 'c', '2', ')', '\n', '\n', 'The', ' answer', ' is', ' weeks', '_', 'money', '_', 'l', 'asts', '.']","[-0.30854753, -0.96886456, -0.049509708000000006, -0.0013540739, -0.24818392, -0.034377843000000005, -4.601021399999999e-06, -0.018041827, -0.0013529991, -0.078871086, -0.00014051021, -0.00034810600000000004, -0.0012329177, -0.00030237212, -0.0004175709, -0.14316168, -0.9976008999999999, -0.06711865, -0.5062331, -0.12909275, -0.00061132346, -0.0065333247, -0.27721439999999997, -0.00038602657, -0.0019570177, -0.33543006000000003, -0.0040114126, -0.62916815, -0.0015157751, -0.5941109, -0.00018295787, -0.011455298000000001, -0.006150628, -0.00011094269599999999, -0.0004351002, -0.0023129080000000002, -0.00062408816, -5.5269407e-05, -0.101488195, -0.0005050494000000001, -0.8244731, -0.023296645, -0.07606629, -1.5567284e-05, -0.0034282740000000003, -0.039285738, -0.023024889, -0.00015088324, -0.0005275911, -0.6601055, -0.02039882, -0.15876608, -3.643162000000001e-05, -0.017834958, -0.15550537, -0.31983557, -0.40418893, -4.2988099999999996e-05, -1.1159372000000002e-05, -0.6772929, -0.002177837, -3.5835580000000005e-05, -3.5001114e-05, -0.00012954207, -0.001821225, -0.0018837468, -9.461016000000002e-05, -1.152436, -1.8841804e-07, -0.19528076, -0.17024674, -0.009962447000000001, -0.0022032830000000003, -0.002442678, -0.006669044000000001, -0.5551545, -3.6550830000000005e-05, -0.00027029653, -2.8138237999999996e-06, -0.00741408, -0.00021622272999999997, -2.2843700000000003e-05, -0.00021037870000000002, -0.061512344000000004, -0.011496115500000001, -0.00020167645999999998, -0.00038006423999999996, -6.539934e-05, -0.00017842514, -2.3360508e-06, -1.022884e-06, -4.3227457e-05, -6.0276172e-05, -2.6936819999999996e-06, -0.4060869]","{'c0': 14.0, 'c1': 31.0, 'c2': 5.0}",9,"['total_money =  c0 + c1', 'weeks_money_lasts =  (total_money/c2)', 'answer = weeks_money_lasts']",,,,,,,,,,1
383," While playing at the arcade, Ned won c0 tickets playing 'whack a mole' and c1 tickets playing 'skee ball'. If he was trying to buy candy that cost c2 tickets a piece, how many could he buy? ",5," Ned won c0 tickets playing 'whack a mole' and c1 tickets playing 'skee ball'. In total, he had c0 + c1 tickets. 
total_tickets = c0 + c1

If each piece of candy costs c2 tickets, then he could buy total_tickets / c2 pieces of candy. 
candy_bought = total_tickets / c2

The answer is candy_bought.","[' Ned', ' won', ' c', '0', ' tickets', ' playing', "" '"", 'wh', 'ack', ' a', ' mole', ""'"", ' and', ' c', '1', ' tickets', ' playing', "" '"", 's', 'kee', ' ball', ""'."", ' In', ' total', ',', ' he', ' had', ' c', '0', ' +', ' c', '1', ' tickets', '.', ' ', '\n', 'total', '_', 't', 'ickets', ' =', ' c', '0', ' +', ' c', '1', '\n', '\n', 'If', ' each', ' piece', ' of', ' candy', ' costs', ' c', '2', ' tickets', ',', ' then', ' he', ' could', ' buy', ' total', '_', 't', 'ickets', ' /', ' c', '2', ' pieces', ' of', ' candy', '.', ' ', '\n', 'c', 'andy', '_', 'b', 'ought', ' =', ' total', '_', 't', 'ickets', ' /', ' c', '2', '\n', '\n', 'The', ' answer', ' is', ' candy', '_', 'b', 'ought', '.']","[-0.1326654, -0.43311825, -0.09291637, -0.0008747952, -0.21446106, -0.14131382, -0.042139053, -0.0003639655, -0.00010402764999999999, -0.0016148760000000001, -5.3123650000000004e-05, -0.28145519999999996, -0.0015267011000000001, -0.0005236572, -0.0014875397, -0.006042203, -0.00016101785999999999, -0.00023285468, -7.493791e-05, -5.801027500000001e-05, -3.881579e-05, -0.08674567, -0.76746327, -0.00012655997, -0.2246649, -0.02881038, -0.60266197, -0.00061347015, -0.0035316322000000003, -0.045561034, -0.00018700723, -0.0012965985, -0.0052474905, -0.0031465515, -0.31690547, -0.0041341023, -0.11630315000000001, -0.0008777763, -0.0012768428, -8.721922e-05, -0.01039563, -6.0276172e-05, -0.00024358816, -0.0006654207, -0.00022230238999999997, -5.300351e-05, -0.052684627000000005, -0.0039419937, -0.29843986, -0.3903969, -0.11086657, -3.8457234e-05, -1.2622394999999999e-06, -0.5903782, -0.00013991416, -0.00047505385, -0.0013716221000000001, -0.007343409, -0.10597252, -0.6231964, -0.046901599999999995, -0.00189384, -0.30776729999999997, -0.0001244142, -4.5016520000000007e-05, -9.794894e-05, -0.5215443, -0.012274395, -3.8457234e-05, -0.052637693000000006, -0.06699219000000001, -4.2777349999999996e-07, -0.0070497766, -0.0076419297, -2.7611111e-05, -0.44980425, -2.9311613999999997e-06, -0.22270693, -0.14849019, -7.1062755e-06, -0.0014551872, -0.0002854398, -0.00010665304999999999, -9.251094e-06, -3.249586e-05, -0.0066110226000000005, -0.0008704990000000001, -4.179789000000001e-05, -0.006219419, -0.0015345801, -0.000111301255, -9.639735e-05, -0.0007378310000000001, -1.2351458e-05, -0.00015302899, -1.7356348e-05, -1.3823811999999999e-06, -0.03677754]","{'c0': 26.0, 'c1': 19.0, 'c2': 9.0}",5,"['total_tickets =  c0 + c1', 'candy_bought =  total_tickets / c2', 'answer = candy_bought']",,,,,,,,,,1
384," Luke was helping the cafeteria workers pick up lunch trays, but he could only carry c0 trays at a time. If he had to pick up c1 trays from one table and c2 trays from another, how many trips will he make? ",9,"  Luke can carry c0 trays at a time. If he has to pick up c1 trays from one table and c2 trays from another, he will have to make c1/c0 + c2/c0 trips. 
trips = c1/c0 + c2/c0

The answer is trips.","[' ', ' Luke', ' can', ' carry', ' c', '0', ' tr', 'ays', ' at', ' a', ' time', '.', ' If', ' he', ' has', ' to', ' pick', ' up', ' c', '1', ' tr', 'ays', ' from', ' one', ' table', ' and', ' c', '2', ' tr', 'ays', ' from', ' another', ',', ' he', ' will', ' have', ' to', ' make', ' c', '1', '/', 'c', '0', ' +', ' c', '2', '/', 'c', '0', ' trips', '.', ' ', '\n', 'tri', 'ps', ' =', ' c', '1', '/', 'c', '0', ' +', ' c', '2', '/', 'c', '0', '\n', '\n', 'The', ' answer', ' is', ' trips', '.']","[-1.008556, -0.9331969999999999, -0.9075341, -0.50771475, -0.008282316000000001, -0.0005887808000000001, -0.043774728000000006, -9.055464e-07, -0.32170823, -0.04485573, -0.00020620546, -0.24483539999999998, -0.38342676000000003, -0.08261359, -0.29516333, -0.0060775233, -0.00043844085, -0.001871564, -0.00016602461999999998, -0.0013872008, -0.17965278, 0.0, -0.01582772, -0.028367925000000002, -0.00021800993, -0.055645810000000004, -2.1889093000000004e-05, -0.0006598151, -0.01465211, 0.0, -0.0011175077, -0.0023813148, -0.029156864, -0.17829455, -0.1693197, -0.80179614, -0.0016084857, -0.01797908, -0.49848077, -0.048154917000000005, -0.034540035000000004, -0.013138487, -0.0008555247, -0.14015503, -0.000506004, -0.00024597047, -7.088388000000001e-05, -0.0041093803, -0.00019857421, -0.009437388000000001, -0.4045409, -0.10215757, -0.0045109414, -0.5411964, -3.076318e-07, -0.21654493, -0.034822594000000005, -0.0032828294000000003, -0.0093693985, -0.0007649720599999999, -6.921402e-05, -0.00054936216, -0.00035227832, -9.949678000000001e-05, -0.00011630989, -0.0005086275000000001, -0.00014444596, -0.34533359999999996, -0.31925187, -0.00048906606, -0.00014051021, -0.000116426294, -0.00047278985999999997, -0.06664611]","{'c0': 4.0, 'c1': 20.0, 'c2': 16.0}",9,"['trips =  c1/c0 + c2/c0', 'answer = trips']",,,,,,,,,,1
385," Vanessa and her friends were recycling paper for their class. For every c0 pounds they recycled they earned one point. If Vanessa recycled c1 pounds and her friends recycled c2 pounds, how many points did they earn? ",4,"  Vanessa and her friends were recycling paper for their class. For every c0 pounds they recycled they earned one point. If Vanessa recycled c1 pounds and her friends recycled c2 pounds, they would have earned c1/c0 + c2/c0 points.","[' ', ' Vanessa', ' and', ' her', ' friends', ' were', ' recycling', ' paper', ' for', ' their', ' class', '.', ' For', ' every', ' c', '0', ' pounds', ' they', ' recycled', ' they', ' earned', ' one', ' point', '.', ' If', ' Vanessa', ' recycled', ' c', '1', ' pounds', ' and', ' her', ' friends', ' recycled', ' c', '2', ' pounds', ',', ' they', ' would', ' have', ' earned', ' c', '1', '/', 'c', '0', ' +', ' c', '2', '/', 'c', '0', ' points', '.']","[-1.4303057, -1.1193534, -0.5827937, -0.008204431, -0.02250927, -0.7523789, -0.030073315000000003, -0.0032164517, -0.39309615000000003, -0.014994993000000002, -0.0029508066, -0.016643790000000002, -0.83870244, -0.00037565167, -0.011143097000000001, -0.0021016777, -0.00015601015, -0.00741408, -0.00029664823999999996, -0.025153033, -0.00015052655, -0.047218665, -4.513573400000001e-05, -0.0027926995000000002, -0.50365394, -0.00029915350000000004, -0.0019967377, -6.933416000000001e-05, -0.0014265949, -7.076466000000001e-05, -0.017152574, -8.197403e-05, -0.00033832624, -7.6964454e-05, -2.4750101e-05, -0.00014325200000000002, -9.846204e-06, -0.008717657, -0.32026142, -0.39571014, -0.1266251, -0.4538625, -0.2481261, -0.08228452, -0.6658086, -0.00045871664999999997, -0.0021962356, -0.06592316, -0.00040272233, -8.638288e-05, -4.7639110000000003e-05, -0.00016089862999999998, -0.00013621869, -0.07287273600000001, -0.036309414000000005]","{'c0': 9.0, 'c1': 20.0, 'c2': 16.0}",4,[],,,,,,,,,,1
386," A pet shelter had c0 puppies when another c1 were brought in. If c2 puppies a day are adopted, how long would it take for all of them to be adopted? ",9,  It would take c0/c2 days for all of the puppies to be adopted.,"[' ', ' It', ' would', ' take', ' c', '0', '/', 'c', '2', ' days', ' for', ' all', ' of', ' the', ' puppies', ' to', ' be', ' adopted', '.']","[-1.2954710999999999, -1.2284367, -0.02528158, -0.009375534000000001, -0.34769467, -0.054285735, -0.19944292, -0.00022230238999999997, -0.0005065991, -0.15512727, -0.1537943, -0.024456603, -0.09631113000000001, -0.03092095, -0.13993877, -0.0024466186, -0.0005077921699999999, -0.00017520743, -0.016228674000000002]","{'c0': 2.0, 'c1': 34.0, 'c2': 4.0}",0,[],,,,,,,,,,0
387, At a company picnic c0 managers and c1 employees decided to start a game of volleyball. If they split into c2 teams how many people would be on each team? ,3," 

There are c0 managers and c1 employees. In total, there are c0 + c1 people. 

If they split into c2 teams, then each team would have (c0 + c1) / c2 people. 

The answer is (c0 + c1) / c2.","[' ', '\n', '\n', 'There', ' are', ' c', '0', ' managers', ' and', ' c', '1', ' employees', '.', ' In', ' total', ',', ' there', ' are', ' c', '0', ' +', ' c', '1', ' people', '.', ' ', '\n', '\n', 'If', ' they', ' split', ' into', ' c', '2', ' teams', ',', ' then', ' each', ' team', ' would', ' have', ' (', 'c', '0', ' +', ' c', '1', ')', ' /', ' c', '2', ' people', '.', ' ', '\n', '\n', 'The', ' answer', ' is', ' (', 'c', '0', ' +', ' c', '1', ')', ' /', ' c', '2', '.']","[-0.9368841, -1.048537, -0.08743563, -0.39945936, -0.7467836, -0.33936000000000005, -0.0008319608, -0.252125, -0.0052374233, -2.0815281000000002e-05, -7.577424500000001e-05, -0.00034607758, -0.86846155, -0.35612863, -0.0003296803, -0.025181947000000003, -0.14643133, -0.00054769043, -4.3108244e-05, -0.006133894, -0.012209045, -1.0323977e-05, -1.9621319e-05, -0.013286279500000001, -0.0007375917, -0.07670367, -1.6207987e-06, -0.62528634, -0.09376055, -0.0033187090000000004, -0.2034836, -0.00024429872, -0.000114518014, -4.430127e-05, -3.8103353e-05, -0.00043736607999999996, -0.5031804400000001, -0.005268998400000001, -2.9041616000000004e-05, -0.00862194, -9.341901000000001e-05, -0.007335724, -4.179789000000001e-05, -0.000118333635, -0.0016196509000000001, -4.4539687e-05, -5.3123650000000004e-05, -0.48477319999999996, -6.206056000000001e-05, -9.127325000000001e-05, -3.2906587e-06, -0.00012524866999999998, -0.014081542, -0.004649442, -0.00022003835, -0.05087193, -0.07047216, -7.469949e-05, -0.0004017687, -0.09109764000000001, -0.00010212031, -2.2245786e-05, -0.0003936597, -3.8103353e-05, -8.507158000000001e-05, -0.0025010554, -4.838501e-06, -8.256821000000001e-05, -5.3162735e-06, -0.22074693]","{'c0': 9.0, 'c1': 15.0, 'c2': 8.0}",3,['answer = (c0 + c1) / c2'],,,,,,,,,,1
388," John was organizing his baseball cards in a binder with c0 on each page. If he had c1 new cards and c2 old cards to put in the binder, how many pages would he use? ",8," If he had c0 cards on each page, and c1 new cards and c2 old cards, he would need c1+c2/c0 pages. 
new_pages = (c1+c2)/c0
The answer is new_pages.","[' If', ' he', ' had', ' c', '0', ' cards', ' on', ' each', ' page', ',', ' and', ' c', '1', ' new', ' cards', ' and', ' c', '2', ' old', ' cards', ',', ' he', ' would', ' need', ' c', '1', '+', 'c', '2', '/', 'c', '0', ' pages', '.', ' ', '\n', 'new', '_', 'pages', ' =', ' (', 'c', '1', '+', 'c', '2', ')/', 'c', '0', '\n', 'The', ' answer', ' is', ' new', '_', 'pages', '.']","[-0.7321945400000001, -0.9745927999999999, -0.60586995, -0.000421624, -0.05408048, -0.37808225, -0.25588873, -0.0014938671, -0.0007897881399999999, -0.23180865, -0.1804704, -0.3625593, -0.00041244207999999996, -0.18344106000000002, -0.00044523858, -0.06631103, -1.2231317e-05, -0.00022552287999999998, -5.1334588e-05, -0.0003776801, -0.14458272, -0.13855413, -0.00036694472999999997, -0.7005140999999999, -1.1506916, -0.16455752, -0.27607712, -0.0026745386, -0.0023584915, -0.9667118, -0.0015650262, -0.00022683513999999998, -0.08200149, -0.19579536, -0.042129110000000004, -0.0032189034, -0.8603176, -0.0001507631, -0.0017232986, -0.20318148, -0.027850151, -1.6165199000000003e-05, -0.0013018502, -0.33016255, -8.709908e-05, -0.0002131233, -0.010792794000000001, -0.00046801867, -0.00021026041999999998, -0.08377988, -0.5422988, -0.00017091405, -0.0002484729, -0.0006539692, -0.0044278367, -2.8087945000000002e-05, -0.33539113]","{'c0': 3.0, 'c1': 8.0, 'c2': 16.0}",8,"['new_pages =  (c1+c2)/c0', 'answer = new_pages']",,,,,,,,,,1
389," Wendy uploaded c0 pictures from her phone and c1 from her camera to facebook. If she sorted the pics into c2 different albums with the same amount of pics in each album, how many pictures were in each of the albums? ",6," Wendy originally had c0 + c1 pictures. If she sorted them into c2 albums, each album would have (c0 + c1)/c2 pictures. 
pics_per_album = (c0 + c1)/c2

The answer is pics_per_album.","[' Wendy', ' originally', ' had', ' c', '0', ' +', ' c', '1', ' pictures', '.', ' If', ' she', ' sorted', ' them', ' into', ' c', '2', ' albums', ',', ' each', ' album', ' would', ' have', ' (', 'c', '0', ' +', ' c', '1', ')/', 'c', '2', ' pictures', '.', ' ', '\n', 'p', 'ics', '_', 'per', '_', 'album', ' =', ' (', 'c', '0', ' +', ' c', '1', ')/', 'c', '2', '\n', '\n', 'The', ' answer', ' is', ' pics', '_', 'per', '_', 'album', '.']","[-0.932406, -1.2671647, -0.052265763, -0.0008469370000000001, -0.00043343126999999997, -0.07563052, -0.00017317903, -0.00015565252, -0.010409303, -0.039257534000000004, -0.41204676, -0.0018808801000000002, -0.38756576, -0.07036306, -0.0034919756000000002, -0.0004889459, -0.0018694145, -0.6061675999999999, -0.27170295, -0.7631600000000001, -0.016085476, -0.057664845000000006, -0.03479692, -0.03046257, -0.00028854018, -0.00066351244, -0.11194596, -0.00048131655999999996, -0.00032681835, -0.27572826, -0.0064414158, -0.00015469791999999998, -0.015768679, -0.58073634, -0.22648479, -0.008351734000000001, -0.8943715, -2.7848590000000002e-05, -0.00021407605, -0.14554785, -0.0009639266, -0.00014575632, -0.0011421539, -8.566857e-05, -8.2807564e-05, -0.00017711478, -0.0024393327, -0.00030380356, -0.00019607084999999998, -0.26856887, -0.0007834645, -5.8845668000000004e-05, -0.013552928, -0.08687752, -0.0004054651, -0.00020668321, -0.000448338, -0.0006849259000000001, -0.00016507095, -4.1232483e-06, -0.0013387355000000001, -1.5567284e-05, -0.19739994]","{'c0': 22.0, 'c1': 2.0, 'c2': 4.0}",6,"['pics_per_album =  (c0 + c1)/c2', 'answer = pics_per_album']",,,,,,,,,,1
